case,group,is_demand,scenario_year,probability,welfare
social_planner,conventional,false,1,0.06666666666666667,-5.265314453297485e9
social_planner,conventional,false,2,0.06666666666666667,-7.64101741333532e9
social_planner,conventional,false,3,0.06666666666666667,-9.910957445265444e9
social_planner,conventional,false,4,0.06666666666666667,-6.23787345535625e9
social_planner,conventional,false,5,0.06666666666666667,-9.200171420718735e9
social_planner,conventional,false,6,0.06666666666666667,-1.20503844228818e10
social_planner,conventional,false,7,0.06666666666666667,-5.729085392611749e9
social_planner,conventional,false,8,0.06666666666666667,-8.407325906120043e9
social_planner,conventional,false,9,0.06666666666666667,-1.0975482540332558e10
social_planner,conventional,false,10,0.06666666666666667,-5.49965685757703e9
social_planner,conventional,false,11,0.06666666666666667,-8.042029280161756e9
social_planner,conventional,false,12,0.06666666666666667,-1.0478854668100544e10
social_planner,conventional,false,13,0.06666666666666667,-5.305777696379159e9
social_planner,conventional,false,14,0.06666666666666667,-7.760314115515491e9
social_planner,conventional,false,15,0.06666666666666667,-1.011324446592886e10
social_planner,elec_demand,true,1,0.06666666666666667,5.4475508168911606e10
social_planner,elec_demand,true,2,0.06666666666666667,5.4475508168911606e10
social_planner,elec_demand,true,3,0.06666666666666667,5.4475508168911606e10
social_planner,elec_demand,true,4,0.06666666666666667,5.545122621859368e10
social_planner,elec_demand,true,5,0.06666666666666667,5.545122621859368e10
social_planner,elec_demand,true,6,0.06666666666666667,5.545122621859368e10
social_planner,elec_demand,true,7,0.06666666666666667,5.463890236794753e10
social_planner,elec_demand,true,8,0.06666666666666667,5.463890236794753e10
social_planner,elec_demand,true,9,0.06666666666666667,5.463890236794753e10
social_planner,elec_demand,true,10,0.06666666666666667,5.444363879406021e10
social_planner,elec_demand,true,11,0.06666666666666667,5.444363879406021e10
social_planner,elec_demand,true,12,0.06666666666666667,5.444363879406021e10
social_planner,elec_demand,true,13,0.06666666666666667,5.4549528788503105e10
social_planner,elec_demand,true,14,0.06666666666666667,5.4549528788503105e10
social_planner,elec_demand,true,15,0.06666666666666667,5.4549528788503105e10
social_planner,gc_demand,true,1,0.06666666666666667,3.9380534319638485e8
social_planner,gc_demand,true,2,0.06666666666666667,3.9380534319638515e8
social_planner,gc_demand,true,3,0.06666666666666667,3.9380534319716054e8
social_planner,gc_demand,true,4,0.06666666666666667,3.30961221688478e8
social_planner,gc_demand,true,5,0.06666666666666667,3.3096122168847847e8
social_planner,gc_demand,true,6,0.06666666666666667,3.309612216893454e8
social_planner,gc_demand,true,7,0.06666666666666667,3.580837176034537e8
social_planner,gc_demand,true,8,0.06666666666666667,3.580837176034537e8
social_planner,gc_demand,true,9,0.06666666666666667,3.580837176042703e8
social_planner,gc_demand,true,10,0.06666666666666667,3.75181436233732e8
social_planner,gc_demand,true,11,0.06666666666666667,3.7518143623373187e8
social_planner,gc_demand,true,12,0.06666666666666667,3.7518143623452246e8
social_planner,gc_demand,true,13,0.06666666666666667,3.893311808882715e8
social_planner,gc_demand,true,14,0.06666666666666667,3.8933118088827133e8
social_planner,gc_demand,true,15,0.06666666666666667,3.8933118088904184e8
social_planner,h2_producer,false,1,0.06666666666666667,-4.240257275820861e8
social_planner,h2_producer,false,2,0.06666666666666667,-4.2402572758208615e8
social_planner,h2_producer,false,3,0.06666666666666667,-4.2402572758179176e8
social_planner,h2_producer,false,4,0.06666666666666667,-4.2402572758208615e8
social_planner,h2_producer,false,5,0.06666666666666667,-4.240257275820861e8
social_planner,h2_producer,false,6,0.06666666666666667,-4.2402572758179176e8
social_planner,h2_producer,false,7,0.06666666666666667,-4.240257275820861e8
social_planner,h2_producer,false,8,0.06666666666666667,-4.240257275820861e8
social_planner,h2_producer,false,9,0.06666666666666667,-4.2402572758179176e8
social_planner,h2_producer,false,10,0.06666666666666667,-4.2402572758208454e8
social_planner,h2_producer,false,11,0.06666666666666667,-4.240257275820845e8
social_planner,h2_producer,false,12,0.06666666666666667,-4.2402572758179176e8
social_planner,h2_producer,false,13,0.06666666666666667,-4.240257275820861e8
social_planner,h2_producer,false,14,0.06666666666666667,-4.240257275820861e8
social_planner,h2_producer,false,15,0.06666666666666667,-4.2402572758179176e8
social_planner,offtaker_green,false,1,0.06666666666666667,-1.982660426091585e8
social_planner,offtaker_green,false,2,0.06666666666666667,-1.9826604260915855e8
social_planner,offtaker_green,false,3,0.06666666666666667,-1.982660426082756e8
social_planner,offtaker_green,false,4,0.06666666666666667,-1.9826604260915852e8
social_planner,offtaker_green,false,5,0.06666666666666667,-1.9826604260915846e8
social_planner,offtaker_green,false,6,0.06666666666666667,-1.9826604260827547e8
social_planner,offtaker_green,false,7,0.06666666666666667,-1.982660426091583e8
social_planner,offtaker_green,false,8,0.06666666666666667,-1.9826604260915843e8
social_planner,offtaker_green,false,9,0.06666666666666667,-1.9826604260827547e8
social_planner,offtaker_green,false,10,0.06666666666666667,-1.982660426091538e8
social_planner,offtaker_green,false,11,0.06666666666666667,-1.9826604260915363e8
social_planner,offtaker_green,false,12,0.06666666666666667,-1.9826604260827556e8
social_planner,offtaker_green,false,13,0.06666666666666667,-1.9826604260915843e8
social_planner,offtaker_green,false,14,0.06666666666666667,-1.9826604260915855e8
social_planner,offtaker_green,false,15,0.06666666666666667,-1.9826604260827535e8
social_planner,offtaker_grey,false,1,0.06666666666666667,-7.721421481053159e8
social_planner,offtaker_grey,false,2,0.06666666666666667,-1.30514278112341e9
social_planner,offtaker_grey,false,3,0.06666666666666667,-1.8381434141207685e9
social_planner,offtaker_grey,false,4,0.06666666666666667,-7.721421481053141e8
social_planner,offtaker_grey,false,5,0.06666666666666667,-1.305142781123409e9
social_planner,offtaker_grey,false,6,0.06666666666666667,-1.838143414120768e9
social_planner,offtaker_grey,false,7,0.06666666666666667,-7.721421481053162e8
social_planner,offtaker_grey,false,8,0.06666666666666667,-1.3051427811234112e9
social_planner,offtaker_grey,false,9,0.06666666666666667,-1.8381434141207702e9
social_planner,offtaker_grey,false,10,0.06666666666666667,-7.721421481052661e8
social_planner,offtaker_grey,false,11,0.06666666666666667,-1.3051427811233277e9
social_planner,offtaker_grey,false,12,0.06666666666666667,-1.8381434141207678e9
social_planner,offtaker_grey,false,13,0.06666666666666667,-7.721421481053158e8
social_planner,offtaker_grey,false,14,0.06666666666666667,-1.3051427811234105e9
social_planner,offtaker_grey,false,15,0.06666666666666667,-1.838143414120771e9
social_planner,offtaker_import,false,1,0.06666666666666667,0.02189973682173779
social_planner,offtaker_import,false,2,0.06666666666666667,0.021899104416504417
social_planner,offtaker_import,false,3,0.06666666666666667,-0.021900066159666713
social_planner,offtaker_import,false,4,0.06666666666666667,0.021899727489939395
social_planner,offtaker_import,false,5,0.06666666666666667,0.02189909704831315
social_planner,offtaker_import,false,6,0.06666666666666667,-0.021900069453366547
social_planner,offtaker_import,false,7,0.06666666666666667,0.021899736408422875
social_planner,offtaker_import,false,8,0.06666666666666667,0.02189909961588122
social_planner,offtaker_import,false,9,0.06666666666666667,-0.021900065526088863
social_planner,offtaker_import,false,10,0.06666666666666667,0.02165766443909579
social_planner,offtaker_import,false,11,0.06666666666666667,0.021657038553261225
social_planner,offtaker_import,false,12,0.06666666666666667,-0.02190006754273395
social_planner,offtaker_import,false,13,0.06666666666666667,0.021899732555247065
social_planner,offtaker_import,false,14,0.06666666666666667,0.021899107374163583
social_planner,offtaker_import,false,15,0.06666666666666667,-0.02190006752249737
social_planner,vres,false,1,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,2,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,3,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,4,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,5,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,6,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,7,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,8,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,9,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,10,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,11,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,12,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,13,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,14,0.06666666666666667,-5.024036033117179e9
social_planner,vres,false,15,0.06666666666666667,-5.024036033117179e9
