case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
social_planner,1,0.06666666666666667,4.294970114599798e10,-4.294970114599825e10,5.489481024860993e10,-1.1945109102611649e10
social_planner,2,0.06666666666666667,4.031296719374336e10,-4.03129671937435e10,5.489481024860993e10,-1.4581843054866096e10
social_planner,3,0.06666666666666667,3.7783464848956154e10,-3.778346484895615e10,5.489481024861171e10,-1.711134539965564e10
social_planner,4,0.06666666666666667,4.2803052151895966e10,-4.280305215189613e10,5.580484993226718e10,-1.3001797780370998e10
social_planner,5,0.06666666666666667,3.953072567007007e10,-3.953072567007004e10,5.580484993226718e10,-1.6274124262197224e10
social_planner,6,0.06666666666666667,3.637504528882198e10,-3.6375045288822014e10,5.580484993226799e10,-1.9429804643446014e10
social_planner,7,0.06666666666666667,4.257230547922436e10,-4.257230547922425e10,5.502123265271889e10,-1.2448927173494223e10
social_planner,8,0.06666666666666667,3.960360047223574e10,-3.960360047223558e10,5.502123265271889e10,-1.541763218048306e10
social_planner,9,0.06666666666666667,3.674644806654717e10,-3.674644806654709e10,5.5021232652719635e10,-1.8274784586172703e10
social_planner,10,0.06666666666666667,4.261673123223434e10,-4.261673123223439e10,5.484298927084441e10,-1.2226258038610443e10
social_planner,11,0.06666666666666667,3.980052632038643e10,-3.980052632038645e10,5.484298927084441e10,-1.5042462950458345e10
social_planner,12,0.06666666666666667,3.709327554691884e10,-3.709327554691885e10,5.4842989270845146e10,-1.7749713723926804e10
social_planner,13,0.06666666666666667,4.296694428658205e10,-4.296694428658192e10,5.496365146027367e10,-1.1996707173691025e10
social_planner,14,0.06666666666666667,4.025210584931215e10,-4.02521058493122e10,5.4963651460273674e10,-1.471154561096115e10
social_planner,15,0.06666666666666667,3.764179521672714e10,-3.764179521672702e10,5.496365146027436e10,-1.7321856243547386e10
