Gen_Conv_Coal_EP,Gen_VRES_Solar_elec,Demand_GC_Elec_01_elec,Gen_Conv_Coal_H2_GC,Gen_VRES_Wind_H2_GC,Offtaker_Grey_elec,Gen_Conv_Coal_H2,jy,Cons_Elec_01_H2,Offtaker_Green_H2_GC,Gen_Conv_Coal_elec_GC,Demand_GC_Elec_01_elec_GC,Offtaker_Import_EP,Gen_Conv_CCGT_EP,Gen_Conv_CCGT_H2_GC,Gen_VRES_Wind_elec,Gen_VRES_Solar_elec_GC,Gen_Conv_Biomass_EP,Demand_GC_Elec_01_EP,Offtaker_Grey_H2_GC,Offtaker_Green_EP,Gen_Conv_Biomass_elec,Offtaker_Import_H2_GC,Gen_VRES_Wind_EP,Gen_VRES_Wind_elec_GC,Demand_GC_Elec_01_H2,Prod_H2_Green_H2,Cons_Elec_01_EP,Offtaker_Grey_elec_GC,Gen_VRES_Solar_H2_GC,Offtaker_Import_elec,Demand_GC_Elec_01_H2_GC,Time,Gen_VRES_Solar_H2,Gen_Conv_CCGT_elec_GC,jd,Gen_VRES_Wind_H2,Prod_H2_Green_H2_GC,Gen_Conv_Biomass_H2_GC,Gen_Conv_CCGT_H2,Offtaker_Green_H2,Offtaker_Grey_EP,Offtaker_Green_elec,Offtaker_Grey_H2,Gen_Conv_Biomass_H2,Offtaker_Green_elec_GC,Offtaker_Import_elec_GC,Cons_Elec_01_elec,Cons_Elec_01_H2_GC,Prod_H2_Green_elec_GC,Gen_Conv_Coal_elec,Gen_Conv_Biomass_elec_GC,jh,Offtaker_Import_H2,Gen_VRES_Solar_EP,Cons_Elec_01_elec_GC,Prod_H2_Green_EP,Prod_H2_Green_elec,Gen_Conv_CCGT_elec
0.0,6.145902585147714e-20,0.0,0.0,0.0,0.0,0.0,1,0.0,-1264.2114357720754,0.0,-10679.239396015248,-9.98978552161322e-9,0.0,0.0,14671.826317728173,6.145902585147714e-20,0.0,0.0,-442.08204270338575,1279.7201088491086,-9.987060464364002e-9,0.0,0.0,14671.826317728173,0.0,1706.2934784654778,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,1706.2934784754611,0.0,0.0,-1706.2934784654778,493.27989116088145,0.0,0.0,0.0,0.0,0.0,-12112.386099999998,0.0,-3992.586921712926,-9.986422050625086e-9,0.0,1,0.0,0.0,0.0,0.0,-2559.440217698217,-9.986102890453671e-9
0.0,9.061566454611107e-20,0.0,0.0,0.0,0.0,0.0,1,0.0,-1264.2102173279734,0.0,-10679.23939602206,-9.98978552161322e-9,0.0,0.0,14910.564817728173,9.061566454611107e-20,0.0,0.0,-442.0832611474877,1279.7201088491086,-9.987060464364002e-9,0.0,0.0,14910.564817728173,0.0,1706.2934784654778,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,1706.2934784754611,0.0,0.0,-1706.2934784654778,493.27989116088145,0.0,0.0,0.0,0.0,0.0,-12351.124599999997,0.0,-4231.325421706115,-9.986422050625086e-9,0.0,2,0.0,0.0,0.0,0.0,-2559.440217698217,-9.986102890453671e-9
0.0,2.8689680233998043e-19,0.0,0.0,0.0,0.0,0.0,1,0.0,-1264.2127077869447,0.0,-10679.239396024785,-9.98978552161322e-9,0.0,0.0,15270.339817728172,2.8689680233998043e-19,0.0,0.0,-442.08077068851645,1279.7201088491086,-9.987060464364e-9,0.0,0.0,15270.339817728172,0.0,1706.2934784654778,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,1706.2934784754611,0.0,0.0,-1706.2934784654778,493.27989116088145,0.0,0.0,0.0,0.0,0.0,-12710.899599999997,0.0,-4591.100421703389,-9.986422050625086e-9,0.0,3,0.0,0.0,0.0,0.0,-2559.440217698217,-9.986102890453671e-9
0.0,9.986112546931695e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-1022.2873411189499,0.0,-10679.239396026072,-9.98978552161322e-9,0.0,0.0,15442.651573718915,9.986112546931695e-9,0.0,0.0,-534.5814130065465,1167.651565586635,-9.81221068966893e-9,0.0,0.0,15442.651573718915,0.0,1556.8687541155134,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,0.0,1556.8687541254965,0.0,0.0,-1556.8687541155134,605.3484344233549,0.0,0.0,0.0,0.0,0.0,-13202.670099999996,0.0,-4763.412177702829,-9.408778830265105e-9,0.0,4,0.0,0.0,0.0,0.0,-2335.30313117327,95.32165746358608
0.0,9.986112546931697e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-665.5882419959942,0.0,-10679.239396026722,-9.98978552161322e-9,0.0,0.0,15442.651573718915,9.986112546931697e-9,0.0,0.0,-648.1459255731348,985.3006256693592,-9.81221068966867e-9,0.0,0.0,15442.651573718915,0.0,1313.7341675591458,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1,0.0,1313.7341675691289,0.0,0.0,-1313.7341675591458,787.6993743406307,0.0,0.0,0.0,0.0,0.0,-13792.311099999995,0.0,-4763.412177702179,-9.40877883026253e-9,0.0,5,0.0,0.0,0.0,0.0,-1970.6012513387186,320.260777629034
0.0,9.986112546931697e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-513.2577628592823,0.0,-10679.239396027126,-9.989785521613218e-9,0.0,0.0,15442.651573718915,9.986112546931697e-9,0.0,0.0,-668.8988186467261,886.617436122019,-9.8122106896686e-9,0.0,0.0,15442.651573718915,0.0,1182.1565814960252,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,1,0.0,1182.1565815060083,0.0,0.0,-1182.1565814960252,886.382563887971,0.0,0.0,0.0,0.0,0.0,-14529.118599999996,0.0,-4763.412177701775,-9.408778830261846e-9,0.0,6,0.0,0.0,0.0,0.0,-1773.234872244038,859.7018985343555
0.0,9.986112546931697e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-476.8743112122897,0.0,-10679.239396027335,-9.989785521613218e-9,0.0,0.0,15442.651573718915,9.986112546931697e-9,0.0,0.0,-667.923468781205,858.5983349876336,-9.812210689668583e-9,0.0,0.0,15442.651573718915,0.0,1144.7977799835116,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1,0.0,1144.7977799934947,0.0,0.0,-1144.7977799835116,914.4016650223564,0.0,0.0,0.0,0.0,0.0,-15191.085099999995,0.0,-4763.412177701566,-9.408778830261677e-9,0.0,7,0.0,0.0,0.0,0.0,-1717.1966699752675,1465.6301962655837
0.0,9.986112546931697e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-466.4856056984529,0.0,-10679.239396027433,-9.989785521613218e-9,0.0,0.0,15442.651573718915,9.986112546931697e-9,0.0,0.0,-666.7906979040896,849.9572276944194,-9.812210689668577e-9,0.0,0.0,15442.651573718915,0.0,1133.2763035925593,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,1,0.0,1133.2763036025424,0.0,0.0,-1133.2763035925593,923.0427723155706,0.0,0.0,0.0,0.0,0.0,-15645.454599999995,0.0,-4763.412177701468,-9.40877883026162e-9,0.0,8,0.0,0.0,0.0,0.0,-1699.9144553888389,1902.717481679156
0.0,9.986112546931697e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-462.8419003690489,0.0,-10679.239396027468,-9.989785521613218e-9,0.0,0.0,15442.651573718915,9.986112546931697e-9,0.0,0.0,-665.72723643481,846.4268525954068,-9.812210689668575e-9,0.0,0.0,15442.651573718915,0.0,1128.5691367938757,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,1,0.0,1128.5691368038588,0.0,0.0,-1128.5691367938757,926.5731474145831,0.0,0.0,0.0,0.0,0.0,-15811.029099999996,0.0,-4763.412177701432,-9.408778830261604e-9,0.0,9,0.0,0.0,0.0,0.0,-1692.8537051908136,2061.2312314811297
0.0,9.986112546931697e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-466.5951229287436,0.0,-10679.23939602743,-9.989785521613218e-9,0.0,0.0,15442.651573718915,9.986112546931697e-9,0.0,0.0,-666.857177514175,850.0892253247015,-9.812210689668577e-9,0.0,0.0,15442.651573718915,0.0,1133.4523004329353,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,1,0.0,1133.4523004429186,0.0,0.0,-1133.4523004329353,922.9107746852883,0.0,0.0,0.0,0.0,0.0,-15628.021599999995,0.0,-4763.41217770147,-9.408778830261621e-9,0.0,10,0.0,0.0,0.0,0.0,-1700.1784506494032,1885.548476939718
