AgentID,Group,Type,elec_net_sum,H2_net_sum,elec_GC_net_sum,H2_GC_net_sum,EP_net_sum,Capacity_Final_MW,Investment_Total_MW,Objective_Value
Gen_VRES_Solar,power,PowerGen,8.609150479746088e6,0.0,8.609150479746088e6,0.0,0.0,25880.99999999,-9.999963550595172e-9,-2.5253763027841125e10
Cons_Elec_01,power,PowerCons,-3.771327789069552e7,0.0,0.0,0.0,0.0,0.0,0.0,-6.393354300710826e11
Gen_Conv_CCGT,power,PowerGen,1.430314048430691e7,0.0,0.0,0.0,0.0,0.0,0.0,-7.517953463745203e8
Gen_VRES_Wind,power,PowerGen,1.3837731743438752e7,0.0,1.3837731743438752e7,0.0,0.0,15442.651573708928,3660.6515737089285,-3.7163381541438385e10
Gen_Conv_Coal,power,PowerGen,2.686873712688375e6,0.0,0.0,0.0,0.0,0.0,0.0,-9.266236296902363e9
Gen_Conv_Biomass,power,PowerGen,2.8671571287604026e6,0.0,0.0,0.0,0.0,0.0,0.0,-1.0496180365839037e10
Prod_H2_Green,H2,H2Prod,-4.590775658244783e6,3.0605171054965034e6,-4.666171234918222e6,3.060517105525234e6,0.0,1706.2934784554955,1172.960145122162,-8.006587053390822e9
Offtaker_Green,offtaker,Offtaker,0.0,-3.0605171054965034e6,0.0,-1.3150464168571674e6,2.2953878291223915e6,1279.7201088391232,879.7201088391232,-2.7670729795817704e9
Offtaker_Grey,offtaker,Offtaker,0.0,0.0,0.0,-1.7454706886681034e6,2.810852170888709e6,0.0,0.0,-1.6813656654532233e8
Offtaker_Import,offtaker,Offtaker,0.0,0.0,0.0,0.0,-1.1111399839457956e-5,0.0,0.0,-0.09018420600048169
Demand_GC_Elec_01,elec_GC_demand,GC_Demand,0.0,0.0,-1.7780710988266632e7,0.0,0.0,0.0,0.0,-1.621916754455035e9
