Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Prod_H2_Green_e_in,Prod_H2_Green_q_elec_gc,Prod_H2_Green_h2_out,Prod_H2_Green_q_h2gc,Offtaker_Green_h2_in,Offtaker_Green_q_h2gc,Offtaker_Green_ep,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Prod_H2_Green_obj,Offtaker_Green_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,-4.66038030198458,-6.933053953472941,4.660380301986083,79.70006321159434,130.3469553984856,6.145902585147714e-20,14671.826317728173,-9.986102890453671e-9,-9.986422050625086e-9,-9.987060464364002e-9,12112.386099999998,10679.239396015248,2559.440217698217,3992.586921712926,1706.2934784654778,1706.2934784754611,1706.2934784654778,1264.2114357720754,1279.7201088491086,493.27989116088145,442.08204270338575,-9.98978552161322e-9,-9.234834083336796e-32,-2.2060703486204147e-8,-8.78685536464323e-7,-8.993684609306613e-7,-9.438020373717642e-7,-5.92925400429613e6,-28511.53851941823,-112363.98424071856,-62523.072047315916,13217.881184517013,-1.1953082525771495e-6
2,2,1,1,15.96931644253334,-4.66038030198385,-6.9330061739121565,4.660380301986066,79.70006321159434,130.3469553984856,9.061566454611107e-20,14910.564817728173,-9.986102890453671e-9,-9.986422050625086e-9,-9.987060464364002e-9,12351.124599999997,10679.23939602206,2559.440217698217,4231.325421706115,1706.2934784654778,1706.2934784754611,1706.2934784654778,1264.2102173279734,1279.7201088491086,493.27989116088145,442.0832611474877,-9.98978552161322e-9,-2.0077819670236934e-31,-3.304739948362112e-8,-8.786855364643157e-7,-8.993684609306541e-7,-9.438020373717569e-7,-6.04243538918728e6,-28511.538519418413,-111251.45356397577,-62523.0876314349,13217.97829458896,-1.1953082525771495e-6
3,3,1,1,15.96931644253334,-4.6603803019790275,-6.933006082276084,4.660380301986043,79.70006321159434,130.3469553984856,2.8689680233998043e-19,15270.339817728172,-9.986102890453671e-9,-9.986422050625086e-9,-9.987060464364e-9,12710.899599999997,10679.239396024785,2559.440217698217,4591.100421703389,1706.2934784654778,1706.2934784754611,1706.2934784654778,1264.2127077869447,1279.7201088491086,493.27989116088145,442.08077068851645,-9.98978552161322e-9,-2.0127893848791002e-30,-1.0713119991123676e-7,-8.786855364642675e-7,-8.993684609306059e-7,-9.438020373717085e-7,-6.212728715314671e6,-28511.538519418653,-109574.76539718724,-62522.88898533941,13217.779804851525,-1.1953082525771495e-6
4,4,1,1,15.96931644253334,83.33045517240106,55.28618999999109,4.660380301986034,79.70006321159505,130.34695539848775,9.986112546931695e-9,15442.651573718915,95.32165746358608,-9.408778830265105e-9,-9.81221068966893e-9,13202.670099999996,10679.239396026072,2335.30313117327,4763.412177702829,1556.8687541155134,1556.8687541254965,1556.8687541155134,1022.2873411189499,1167.651565586635,605.3484344233549,534.5814130065465,-9.98978552161322e-9,-8.786863861457795e-7,-1.358811813911386e6,1.2141754268668592e-9,-1.946010618680539e-8,-6.389368262790784e-8,-5.283262418864156e6,-28511.538519418755,11315.911570716198,29361.69969921751,15588.239654763252,-1.1953082525771281e-6
5,5,1,1,15.96931644253334,83.33045517241007,55.286189999998065,4.660380301986034,79.70006321159609,130.34695539849042,9.986112546931697e-9,15442.651573718915,320.260777629034,-9.40877883026253e-9,-9.81221068966867e-9,13792.311099999995,10679.239396026722,1970.6012513387186,4763.412177702179,1313.7341675591458,1313.7341675691289,1313.7341675591458,665.5882419959942,985.3006256693592,787.6993743406307,648.1459255731348,-9.98978552161322e-9,-8.786863861458696e-7,-1.3588118139115253e6,1.1896190699189901e-9,-1.9460106186715394e-8,-6.389368262781774e-8,-5.509051181308536e6,-28511.538519418755,13015.561027599993,9071.45255694371,16500.644879577507,-1.1953082525771014e-6
6,6,1,1,15.96931644253334,83.33045517241246,55.28618999999995,4.660380301986034,79.70006321159669,130.3469553984917,9.986112546931697e-9,15442.651573718915,859.7018985343555,-9.408778830261846e-9,-9.8122106896686e-9,14529.118599999996,10679.239396027126,1773.234872244038,4763.412177701775,1182.1565814960252,1182.1565815060083,1182.1565814960252,513.2577628592823,886.617436122019,886.382563887971,668.8988186467261,-9.989785521613218e-9,-8.786863861458935e-7,-1.358811813911562e6,1.1496013030409813e-9,-1.9460106186691466e-8,-6.389368262779381e-8,-5.789972124691952e6,-28511.538519418762,13935.363413006577,1335.1353498095414,13750.220160252677,-1.1953082525770883e-6
7,7,1,1,15.96931644253334,83.33045517241304,55.28619000000041,4.660380301986034,79.70006321159687,130.34695539849204,9.986112546931697e-9,15442.651573718915,1465.6301962655837,-9.408778830261677e-9,-9.812210689668583e-9,15191.085099999995,10679.239396027335,1717.1966699752675,4763.412177701566,1144.7977799835116,1144.7977799934947,1144.7977799835116,476.8743112122897,858.5983349876336,914.4016650223564,667.923468781205,-9.989785521613218e-9,-8.786863861458993e-7,-1.3588118139115712e6,1.1059455573558807e-9,-1.9460106186685642e-8,-6.389368262778799e-8,-6.041201180909833e6,-28511.538519418747,14196.52274701788,-314.07853264771984,12421.935200653228,-1.195308252577085e-6
8,8,1,1,15.96931644253334,83.33045517241325,55.28619000000058,4.660380301986034,79.70006321159691,130.34695539849216,9.986112546931697e-9,15442.651573718915,1902.717481679156,-9.40877883026162e-9,-9.812210689668577e-9,15645.454599999995,10679.239396027433,1699.9144553888389,4763.412177701468,1133.2763035925593,1133.2763036025424,1133.2763035925593,466.4856056984529,849.9572276944194,923.0427723155706,666.7906979040896,-9.989785521613218e-9,-8.786863861459014e-7,-1.3588118139115744e6,1.0186340659856796e-9,-1.946010618668342e-8,-6.389368262778597e-8,-6.213009134751845e6,-28511.538519418762,14277.064439450827,-756.3888121941563,11945.983083549887,-1.1953082525770839e-6
9,9,1,1,15.96931644253334,83.3304551724133,55.28619000000062,4.660380301986034,79.70006321159693,130.34695539849218,9.986112546931697e-9,15442.651573718915,2061.2312314811297,-9.408778830261604e-9,-9.812210689668575e-9,15811.029099999996,10679.239396027468,1692.8537051908136,4763.412177701432,1128.5691367938757,1128.5691368038588,1128.5691367938757,462.8419003690489,846.4268525954068,926.5731474145831,665.72723643481,-9.989785521613218e-9,-8.786863861459019e-7,-1.3588118139115751e6,1.0477378964424133e-9,-1.9460106186682995e-8,-6.389368262778544e-8,-6.275488496851417e6,-28511.53851941874,14309.970220590796,-889.2245308829733,11703.657310836104,-1.1953082525770834e-6
10,10,1,1,15.96931644253334,83.33045517241325,55.28619000000057,4.660380301986034,79.70006321159691,130.34695539849216,9.986112546931697e-9,15442.651573718915,1885.548476939718,-9.408778830261621e-9,-9.812210689668577e-9,15628.021599999995,10679.23939602743,1700.1784506494032,4763.41217770147,1133.4523004329353,1133.4523004429186,1133.4523004329353,466.5951229287436,850.0892253247015,922.9107746852883,666.857177514175,-9.989785521613218e-9,-8.786863861459014e-7,-1.3588118139115744e6,1.0186340659856796e-9,-1.9460106186683525e-8,-6.389368262778597e-8,-6.206426822715108e6,-28511.538519418747,14275.834121138716,-753.5516049245052,11957.172835583246,-1.1953082525770839e-6
