Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,83.33047050170106,128.0,5.422799429675508,91.91088900141736,137.18252820615098,0.0,11782.00000037764,1828.6972180566454,0.0,0.0,12112.386,9471.073424971393,1023.8479180821624,575.8696482124421,0.0,0.0,-1.0456910263649955e6,-0.028032624977640808,0.0,0.0,-4.863474807455538e6,-20925.694727064365,233.68780560293817,0.0
2,2,1,1,15.96931644253334,83.33047050164127,128.0,5.423078507460343,91.91088900141743,137.18252820615112,0.0,11782.00000037764,2067.4357180565403,0.0,0.0,12351.1245,9470.403729872674,1023.8479180821626,575.8696482124446,0.0,0.0,-1.0456943144587522e6,-0.031692192424088717,0.0,0.0,-4.955649388672526e6,-20923.15767258541,233.68780560305458,0.0
3,3,1,1,15.96931644253334,83.33047050157712,128.0,5.423372816663038,91.91088900141739,137.18252820615092,0.0,11782.00000037764,2427.2107180564303,0.0,0.0,12710.8995,9469.697484370283,1023.8479180821626,575.8696482124408,0.0,0.0,-1.0456977820090225e6,-0.03720710953348316,0.0,0.0,-5.094285806542863e6,-20920.482313574466,233.68780560287996,0.0
4,4,1,1,15.96931644253334,83.33047050151929,128.0,5.423640771134577,91.91088900141723,137.18252820615044,0.0,11782.00000037764,2918.9812180563276,0.0,0.0,13202.67,9469.05448157488,1023.8479180821621,575.8696482124446,0.0,0.0,-1.0457009390479249e6,-0.04474537100759335,0.0,0.0,-5.283262178112581e6,-20918.046671626355,233.68780560363666,0.0
5,5,1,1,15.96931644253334,83.3304705014672,128.0,5.423879578097943,91.91088900141743,137.1825282061508,0.0,11782.00000037764,3508.6222180562377,0.0,0.0,13792.311,9468.481423231424,1023.8479180821626,575.8696482124446,0.0,0.0,-1.0457037526709539e6,-0.05378385738003999,0.0,0.0,-5.509050931666537e6,-20915.87608972993,233.68780560337473,0.0
6,6,1,1,15.96931644253334,83.33047050134321,128.0,5.424441846561498,91.91088900141744,137.18252820615115,0.0,11782.00000037764,4245.429718056028,0.0,0.0,14529.1185,9467.132163439239,1023.8479180821621,575.8696482124471,0.0,0.0,-1.0457103773165308e6,-0.06507789250463247,0.0,0.0,-5.789971863941427e6,-20910.765910097864,233.68780560328742,0.0
7,7,1,1,15.96931644253334,83.33047050124273,128.0,5.42491490256172,91.91088900141729,137.18252820615098,0.0,11782.00000037764,4907.396218055849,0.0,0.0,15191.085,9465.996984282521,1023.8479180821621,575.8696482124473,0.0,0.0,-1.0457159508611416e6,-0.07522463717032224,0.0,0.0,-6.041200910179098e6,-20906.467008575222,233.68780560337473,0.0
8,8,1,1,15.96931644253334,83.3304705011702,128.0,5.425241746151604,91.91088900141743,137.18252820615035,0.0,11782.00000037764,5361.765718055729,0.0,0.0,15645.4545,9465.212666928091,1023.8479180821621,575.8696482124446,0.0,0.0,-1.0457198017314633e6,-0.08218920062063262,0.0,0.0,-6.213008857170886e6,-20903.497064915675,233.6878056038404,0.0
9,9,1,1,15.96931644253334,83.33047050113304,128.0,5.425404771643876,91.91088900141756,137.182528206151,0.0,11782.00000037764,5527.340218055667,0.0,0.0,15811.029,9464.821459245914,1023.8479180821621,575.869648212442,0.0,0.0,-1.0457217224973754e6,-0.08472704637097195,0.0,0.0,-6.27548821677439e6,-20902.015770858503,233.68780560302548,0.0
10,10,1,1,15.96931644253334,83.33047050117338,128.0,5.425224123685136,91.91088900141747,137.18252820615075,0.0,11782.00000037764,5344.3327180557335,0.0,0.0,15628.021499999999,9465.254955063328,1023.8479180821624,575.8696482124424,0.0,0.0,-1.0457195941036008e6,-0.08192199136829004,0.0,0.0,-6.206426545396968e6,-20903.65719050572,233.6878056032583,0.0
11,11,1,1,15.96931644253334,83.33047024649129,128.0,5.42834520024409,91.91088900141726,137.18252820615078,190.3288739850195,11782.00000037764,4752.4403441882705,0.0,0.0,15226.458,9457.765391855115,1023.8479180821624,575.8696482124168,0.0,-16893.3654002213,-1.0457563636269552e6,-0.07163865404436365,0.0,0.0,-6.054594815639345e6,-20875.30699679668,233.68780560075538,0.0
12,12,1,1,15.96931644253334,83.33047027149675,128.0,5.2403275160110985,91.91088900141757,137.1825282061503,1788.9982439858177,11782.000000377588,2599.5224742539053,0.0,0.0,14672.2095,9908.946131548693,1023.8479180821622,575.8696482123594,0.0,-158453.0017102745,-1.0435411395658607e6,-0.03925040550529957,0.0,0.0,-5.844370467928215e6,-22616.534888177128,233.68780559615698,0.0
13,13,1,1,15.96931644253334,83.33040655946454,128.0,5.6854900222497715,91.91088900141723,137.18252820615024,4567.685927985535,7617.828830231998,3437.406787665304,0.0,0.0,14124.610499999999,8840.702205796362,1023.8479180821622,575.8696482123564,0.0,-406596.65818331216,-678107.8633291333,0.16710248170420527,0.0,0.0,-5.635914937320029e6,-18603.794004333693,233.68780559574952,0.0
14,14,1,1,15.96931644253334,83.33038345856407,128.0,6.021047254450112,91.91088900141752,137.18252820615044,5062.504766985608,6035.247026176171,4233.8006891774085,0.0,0.0,13833.241500000002,8035.474968789327,1023.8479180821622,575.8696482123507,0.0,-452342.04392161855,-539257.956495305,0.3036221463698894,0.0,0.0,-5.524693218333425e6,-15830.560695351734,233.68780559519655,0.0
15,15,1,1,15.96931644253334,83.3304307708225,128.0,4.7715837861430455,91.91088900141727,137.18252820615,6014.123255984729,9238.0423422889,165.73301353213495,0.0,0.0,13919.587500000001,11033.777254499217,1023.8479180821623,575.8696482123589,0.0,-529856.3746461517,-813890.1409182007,0.004044149258334073,0.0,0.0,-5.557674882260149e6,-27253.119772033715,233.6878055962443,0.0
16,16,1,1,15.96931644253334,83.3304169821258,128.0,4.594349484412393,91.91088900141743,137.1825282061501,7536.676604984346,8301.090574255712,130.88939469897926,0.0,0.0,14470.3455,11459.08141524488,1023.847918082162,575.8696482123589,0.0,-662660.5304270706,-729871.4501590149,0.004998703680030303,0.0,0.0,-5.767614201997859e6,-29116.152640176202,233.6878055962734,0.0
17,17,1,1,15.96931644253334,83.33037860023254,128.0,6.436269035498297,91.91088900141729,137.18252820615066,3996.7251869860584,5716.272940165068,7403.525841973497,0.0,0.0,15618.213000000002,7039.0789581894,1023.847918082162,575.8696482123554,0.0,-358772.6215570279,-513130.6588094607,0.5669041227083653,0.0,0.0,-6.202724176009216e6,-12698.225499965767,233.68780559528386,0.0
18,18,1,1,15.96931644253334,83.33038326044833,128.0,6.45321388282199,91.91088900141722,137.18252820615047,3616.0674389861606,6035.247026176363,8630.33451690541,0.0,0.0,16783.338,6998.416885444206,1023.8479180821622,575.8696482123523,0.0,-324663.54218483064,-541866.1876583388,0.6206243177875876,0.0,0.0,-6.641006469042549e6,-12577.428125900035,233.68780559513834,0.0
19,19,1,1,15.96931644253334,85.39863585665344,128.0,7.811759132905714,91.91088900141757,137.1825282065819,951.5926079875022,3674.22848209437,14040.0,594.3767813530195,0.0,17761.887,3738.3541218670757,1023.8479180829319,575.8696480326447,0.0,-88698.3228596598,-342476.2880979046,-29037.256806724705,0.06642897213168908,0.0,-6.969746792709012e6,-4686.5963800197605,233.68778859690065,0.0
20,20,1,1,15.96931644253334,89.84334016979788,128.0,7.902243049202324,91.91088900141952,137.17771191003027,38.070950988867736,3558.81201009223,14040.0,1800.0,6.272772323818896,18202.9185,3521.222417718201,1152.8843361064637,575.86964488231,0.0,-3721.2673081088496,-347858.1554932475,-91440.90536327264,-8000.266591350461,-0.007746288193857254,-7.051865448724339e6,-4286.916973312651,-6401.955675315461,0.0
21,21,1,1,15.96931644253334,89.843339602495,128.0,8.359550089388874,91.91088900141898,137.17771165077923,0.0,3280.909976082613,14040.0,1800.0,6.272693139882762,17866.5435,3280.9099729769296,1142.6833671631841,575.8696452571296,0.0,0.0,-322194.8404702422,-91440.89739834028,-8000.265570205287,-0.007742631892142526,-6.92906509401001e6,-2691.0759091982873,-5876.985002615227,0.0
22,22,1,1,15.96931644253334,89.84333610129256,128.0,9.135629740803944,91.9108890014255,137.17771020524654,0.0,1728.7492960278316,14040.0,1800.0,408.20175889074494,16962.1335,1728.7492915773555,1265.5941687383604,575.8696378586357,0.0,0.0,-171109.81752108713,-91440.84824145795,-8000.259268040885,-0.5024302914825967,-6.597489622874728e6,-747.1359449634147,-12202.316826249473,0.0
23,23,1,1,15.96931644253334,89.84333633970249,128.0,9.627852810806383,91.91088900142546,137.1777107496405,0.0,744.3042859920796,14040.0,1800.0,120.34765525850888,15689.31,744.3042806206842,1265.3319782743174,575.8696379038192,0.0,0.0,-74036.8324174526,-91440.8515887335,-8000.259697178757,-0.1481571755866753,-6.127381984387017e6,-138.4935304001965,-12188.82445809088,0.0
24,24,1,1,15.96931644253334,85.39863068193951,128.0,9.76670527793405,91.91088900141732,137.18252820658165,0.0,466.60254597987085,14040.0,1443.1388401349402,0.0,14451.430499999999,466.6025399676251,1023.8479180829319,575.869648036438,0.0,0.0,-44404.38804790676,-29037.184153741226,0.16875648256973363,0.0,-5.730528069534371e6,-54.42642730095395,233.68778894565185,0.0
25,1,2,1,113.26120028586095,83.33024397487434,128.0,8.906189646577337,91.91088900141672,137.1825282058441,0.0,2187.6228500711313,9331.347796281314,0.0,0.0,10020.66,2187.6228512528537,1023.8479180817542,575.8696493671714,0.0,0.0,-201778.52979935685,1.9707576944492757,0.0,0.0,-4.0497889238662357e6,-1196.4210892534647,233.68791206998867,0.0
26,2,2,1,113.26120028586095,83.33023290481525,128.0,9.204285858188058,91.91088900141622,137.18252820584405,0.0,1591.4300860505732,10155.827030828263,0.0,0.0,10248.9465,1591.4300866217502,1023.8479180817542,575.8696493666783,0.0,0.0,-147262.21715765476,2.257311285356991,0.0,0.0,-4.139125020676181e6,-633.1609954787018,233.68791202441207,0.0
27,3,2,1,113.26120028586095,83.33022561604093,128.0,9.388261664253118,91.91088900141676,137.18252820584328,0.0,1223.4782260378859,10833.458371129764,0.0,0.0,10558.625999999998,1223.4782262326657,1023.8479180817544,575.8696493665065,0.0,0.0,-113439.05033861045,2.4868894092505798,0.0,0.0,-4.260104584464759e6,-374.22379142176214,233.68791200968553,0.0
