iter,elec_rho,elec_price_mean,elec_imb_mean,H2_rho,H2_price_mean,H2_imb_mean,elec_GC_rho,elec_GC_price_mean,elec_GC_imb_mean,H2_GC_rho,H2_GC_price_mean,H2_GC_imb_mean,EP_rho,EP_price_mean,EP_imb_mean,cap_rho_Gen_VRES_Solar,cap_rho_Gen_VRES_Wind,cap_rho_GreenH2_Coalition
16,0.7106813301301212,103.28892515555995,-0.20715827766632083,0.5,85.05542209378417,0.0,0.2132043990390364,7.031134281469018,-0.02229185818250431,1.9799315994393987,125.27213750940513,-1.1032062190016243,2.6098889087299875,215.6189514466406,-0.14650424855570895,0.18856491423232372,0.1979931599439399,0.1979931599439399
17,0.6768393620286869,103.36297119807851,-0.19463629026574022,0.5,85.05542209378417,0.0,0.20305180860860608,7.039052075430599,-0.06182405201346751,2.0789281794113688,125.6200266477591,-1.1156041585891099,2.584048424485136,215.8459684646482,-0.14953166359425887,0.1979931599439399,0.2078928179411369,0.2078928179411369
18,0.644608916217797,103.43914361104969,-0.20411351139112557,0.5,85.05542209378417,0.0,0.1933826748653391,7.0450057399733215,-0.056069732530442014,2.1828745883819374,125.98641181343952,-1.1189684392328798,2.5584637866189466,216.08297564083122,-0.1576731049767138,0.18856491423232372,0.21828745883819375,0.21828745883819375
19,0.644608916217797,103.52874754316174,-0.24010494750597539,0.5,85.05542209378417,0.0,0.1841739760622277,7.044659218908449,0.003443924956408631,2.2920183178010345,126.36905427319738,-1.1129709182110248,2.533132461998957,216.33445427225638,-0.168973494657795,0.1979931599439399,0.22920183178010345,0.22920183178010345
20,0.644608916217797,103.63407334920484,-0.28223367585431036,0.5,85.05542209378417,0.0,0.17540378672593115,7.038029076399964,0.06935462384841691,2.406619233691086,126.7655093769461,-1.0982352289014523,2.508051942573225,216.60043665063625,-0.18050603924036251,0.2078928179411369,0.24066192336910863,0.24066192336910863
21,0.644608916217797,103.748919201265,-0.30774383032317687,0.5,85.05542209378417,0.0,0.16705122545326775,7.028906926612267,0.10309055253224327,2.5269501953756404,127.17317367413311,-1.075510703068177,2.4832197451220046,216.8855560152477,-0.1897359976943323,0.21828745883819375,0.25269501953756407,0.25269501953756407
22,0.644608916217797,103.84590380566003,-0.3057439792607822,0.5,85.05542209378417,0.0,0.15909640519358834,7.021299360428388,0.09386331843394635,2.6532977051444226,127.58973211665143,-1.0466433065807306,2.4586334110118857,217.18122208215766,-0.19293394917708565,0.22920183178010345,0.2653297705144423,0.2653297705144423
23,0.644608916217797,103.92305031401995,-0.2861227984302267,0.5,85.05542209378417,0.0,0.15152038589865555,7.01712297837379,0.055745002539724114,2.785962590401644,128.012819379874,-1.012426284737212,2.434290505952362,217.47862643130458,-0.1902999324553915,0.24066192336910863,0.27859625904016444,0.27859625904016444
24,0.644608916217797,103.9816696973335,-0.25577524470697754,0.5,85.05542209378417,0.0,0.15152038589865555,7.018203788512493,-0.01433479426094892,2.9252607199217264,128.43974427050603,-0.9729614588414743,2.410188619754814,217.7730307055704,-0.18472240699660303,0.25269501953756407,0.2925260719921727,0.2925260719921727
25,0.644608916217797,104.02596404316184,-0.2273770512105265,0.5,85.05542209378417,0.0,0.15152038589865555,7.023658474217011,-0.07479108550393991,3.071523755917813,128.86740787389203,-0.9282333186410499,2.386325366093875,218.05557001568556,-0.17905057588394221,0.2653297705144423,0.3071523755917813,0.3071523755917813
26,0.644608916217797,104.06059428259705,-0.20913894188945767,0.5,85.05542209378417,0.0,0.15152038589865555,7.031249493137434,-0.10043419271916147,3.225099943713704,129.29191121932084,-0.8774991015005752,2.3626983822711636,218.33119853188458,-0.17641778406234196,0.2653297705144423,0.3225099943713704,0.3225099943713704
27,0.644608916217797,104.09053591775296,-0.2127335564008335,0.5,85.05542209378417,0.0,0.15909640519358834,7.04069281231575,-0.13777155967148438,3.386354940899389,129.71810772689037,-0.814608478790867,2.33930532898135,218.5514870639831,-0.16753770138469518,0.27859625904016444,0.3386354940899389,0.3386354940899389
28,0.6768393620286869,104.1212692375145,-0.20796040852442788,0.5,85.05542209378417,0.0,0.16705122545326775,7.047971614832982,-0.11898346658681618,3.5556726879443583,130.13892975706847,-0.7437226069095156,2.3161438900805447,218.7489236183223,-0.17842293324210123,0.2925260719921727,0.3555672687944359,0.3555672687944359
29,0.7106813301301212,104.15174565268806,-0.19640193829167696,0.5,85.05542209378417,0.0,0.17540378672593115,7.053022198218762,-0.07633816272816552,3.7334563223415764,130.54638181905293,-0.6658287011956072,2.2932117723569747,218.94075786799354,-0.20599264188398972,0.3071523755917813,0.37334563223415773,0.37334563223415773
30,0.7106813301301212,104.17811204483483,-0.1699153425326207,0.5,85.05542209378417,0.0,0.1841739760622277,7.056954586200517,-0.05495788284336496,3.9201291384586554,130.933434465915,-0.5848298214204423,2.2705067053039354,219.16346711099857,-0.24153783837535114,0.3225099943713704,0.3920129138458656,0.3920129138458656
31,0.7106813301301212,104.19532927592967,-0.13053478894236964,0.5,85.05542209378417,0.0,0.1933826748653391,7.060394770767961,-0.05039009433064028,4.116135595381588,131.29816114146547,-0.5095660349997855,2.2480264408949857,219.41755524932827,-0.27021874577096217,0.3386354940899389,0.4116135595381589,0.4116135595381589
32,0.7462153966366274,104.20718277949123,-0.10069350824880942,0.5,85.05542209378417,0.0,0.1933826748653391,7.060688032002771,-0.004323236927153511,4.321942375150668,131.64405553594142,-0.44683784080412275,2.2480264408949857,219.69011172717146,-0.2814170241543012,0.3555672687944359,0.4321942375150669,0.4321942375150669
33,0.7835261664684587,104.21758189192467,-0.08848130310113099,0.5,85.05542209378417,0.0,0.1841739760622277,7.0552963611093595,0.08453167063138883,4.538039493908202,131.97681297171434,-0.39747303026120306,2.2480264408949857,219.9620690183635,-0.2726197655604259,0.37334563223415773,0.4538039493908203,0.4538039493908203
34,0.8227024747918817,104.22868730930428,-0.08999136155850408,0.5,85.05542209378417,0.0,0.17540378672593115,7.045301975917175,0.17597589251442203,4.764941468603612,132.30156826619128,-0.35868202515058256,2.2480264408949857,220.21043951859085,-0.24897551835184245,0.3920129138458656,0.47649414686036135,0.47649414686036135
35,0.8638375985314759,104.24084532765822,-0.09382950664661455,0.5,85.05542209378417,0.0,0.17540378672593115,7.033855164154117,0.21276390295950018,5.003188542033793,132.61993985673377,-0.3251330786952603,2.2480264408949857,220.43772767847864,-0.22120565289802263,0.4116135595381589,0.5003188542033794,0.5003188542033794
36,0.9070294784580497,104.25322040514794,-0.09095681954950269,0.5,85.05542209378417,0.0,0.1841739760622277,7.025596244853195,0.17552812220748748,5.253347969135483,132.930620333807,-0.29336904621026505,2.2480264408949857,220.6400119750706,-0.19687092332803793,0.4116135595381589,0.5253347969135485,0.5253347969135485
37,0.9523809523809522,104.26421195944266,-0.07694088006288366,0.5,85.05542209378417,0.0,0.1933826748653391,7.021275491690146,0.10913576443437986,5.253347969135483,133.2185471900017,-0.2639643496443385,2.2480264408949857,220.82445096851282,-0.17950318214723993,0.4321942375150669,0.5516015367592259,0.5516015367592259
38,0.9999999999999999,104.27299360867198,-0.05854432819560709,0.5,85.05542209378417,0.0,0.1933826748653391,7.0187617859321465,0.06368132108686636,5.253347969135483,133.48339500753812,-0.23573402666191426,2.2480264408949857,220.99881214331342,-0.16969505816261332,0.4538039493908203,0.5791816135971871,0.5791816135971871
39,1.0499999999999998,104.27987863338804,-0.043714442641542006,0.5,85.05542209378417,0.0,0.1841739760622277,7.016524993210778,0.0604674633254378,5.253347969135483,133.73007693864903,-0.2131699537501323,2.2480264408949857,221.1607540771404,-0.15760817114912326,0.47649414686036135,0.6081406942770465,0.6081406942770465
40,1.1024999999999998,104.28563891646071,-0.03483164367453616,0.5,85.05542209378417,0.0,0.17540378672593115,7.013496296053356,0.08794895472181327,5.253347969135483,133.96595705221443,-0.19789861504550094,2.2480264408949857,221.28160388788245,-0.1383714389956983,0.5003188542033794,0.6385477289908988,0.6385477289908988
41,1.157625,104.29093683518444,-0.030510275916807942,0.5,85.05542209378417,0.0,0.17540378672593115,7.010199863418019,0.10782471082451182,5.516015367592257,134.1987852340685,-0.18061775908225886,2.225768753361372,221.39287425726988,-0.12492925832140792,0.5253347969135485,0.6704751154404438,0.6704751154404438
42,1.21550625,104.2956200898444,-0.024938027176959268,0.5,85.05542209378417,0.0,0.17540378672593115,7.006637038184214,0.12056134498724787,5.791816135971871,134.42369158966807,-0.16132441815579388,2.2037314389716554,221.49967052174446,-0.11757766823432074,0.5516015367592259,0.7039988712124661,0.7039988712124661
43,1.21550625,104.29712331065255,-0.007771410934167753,0.5,85.05542209378417,0.0,0.1841739760622277,7.004339052358698,0.08803739982431101,6.081406942770465,134.636252915739,-0.14097954550505268,2.1819123158135203,221.60558829379875,-0.11434620801791229,0.5791816135971871,0.7391988147730894,0.7391988147730894
44,1.21550625,104.29419906453542,0.01511788429615433,0.5,85.05542209378417,0.0,0.1841739760622277,7.003120432005,0.0489929706614059,6.385477289908988,134.83430780240286,-0.1214593335852622,2.160309223577743,221.71192568230012,-0.11257010457797041,0.6081406942770465,0.7761587555117438,0.7761587555117438
45,1.157625,104.28666398260263,0.04090292570181068,0.5,85.05542209378417,0.0,0.17540378672593115,7.002871606385195,0.010492175655869466,6.704751154404438,135.01774480742486,-0.10401734367679182,2.1389200233443,221.81456409306213,-0.10974086315255643,0.6385477289908988,0.8149666932873311,0.8149666932873311
46,1.1024999999999998,104.27549291479764,0.06367227702877257,0.5,85.05542209378417,0.0,0.16705122545326775,7.003368200994265,-0.021875541034181344,7.03998871212466,135.17559263181928,-0.08910642483314479,2.117742597370594,221.91197917620988,-0.10519764853741391,0.6081406942770465,0.8557150279516976,0.8557150279516976
47,1.0499999999999998,104.26148394298883,0.08139805528221675,0.5,85.05542209378417,0.0,0.15909640519358834,7.004320620514707,-0.04378016193297667,7.391988147730893,135.30561746937715,-0.0775355859644471,2.0967748488817763,221.98809158462112,-0.09766472672443471,0.6385477289908988,0.8985007793492825,0.8985007793492825
48,0.9999999999999998,104.24608411600829,0.091216978748963,0.5,85.05542209378417,0.0,0.15152038589865555,7.005432366338144,-0.053364325361894324,7.761587555117438,135.41430920270085,-0.06782665401896812,2.0760147018631447,222.04679437962102,-0.08950421800374618,0.6704751154404438,0.8985007793492825,0.9434258183167467
49,0.9523809523809521,104.23146890579918,0.09089797481364634,0.5,85.05542209378417,0.0,0.14430512942729098,7.006455562593528,-0.051390181847688766,8.149666932873311,135.5042814930884,-0.05904796971606707,2.0554601008545985,222.09202001104833,-0.08193544371651613,0.7039988712124661,0.8985007793492825,0.990597109232584
50,0.9070294784580496,104.21889131483213,0.08213644601107811,0.5,85.05542209378417,0.0,0.13743345659741998,7.007208745041743,-0.03970949537073335,8.557150279516977,135.5770601230751,-0.050935768388123775,2.035109010747127,222.12711480649855,-0.07554962872564645,0.6704751154404438,0.8985007793492825,1.0401269646942133
51,0.8638375985314758,104.2089388955409,0.06824273181845092,0.5,85.05542209378417,0.0,0.13088900628325711,7.007581230574838,-0.020683456290627626,8.557150279516977,135.63592645778274,-0.044309092843335694,2.014959416581314,222.1592403874104,-0.06984928779745232,0.7039988712124661,0.8985007793492825,1.092133312928924
52,0.8227024747918816,104.20183527689304,0.051144233833762195,0.5,85.05542209378417,0.0,0.12465619646024487,7.007566381440074,0.0008706781043004831,8.557150279516977,135.68833090439537,-0.039411129306655884,1.9950093233478357,222.1884037744283,-0.06404280242359922,0.7391988147730894,0.8985007793492825,1.1467399785753702
53,0.8227024747918816,104.19778765580712,0.02914183454249225,0.5,85.05542209378417,0.0,0.1187201871049951,7.006796093511098,0.04732326029654947,8.557150279516977,135.73517873105564,-0.03587319502099727,1.9752567557899363,222.2146274287623,-0.05816302048314752,0.7391988147730894,0.8985007793492825,1.1467399785753702
54,0.8227024747918816,104.19668852347245,0.00791347113721794,0.5,85.05542209378417,0.0,0.1187201871049951,7.005697499626482,0.07736967321377387,8.149666932873311,135.77451988712158,-0.033864071516777734,1.9556997582078577,222.2379160255641,-0.052169711616351575,0.7761587555117438,0.8985007793492825,1.1467399785753702
55,0.8227024747918816,104.19804826429662,-0.011018489800923436,0.5,85.05542209378417,0.0,0.1187201871049951,7.004508310428752,0.09232011984027678,7.761587555117439,135.8082847610354,-0.033129370737277744,1.9363363942652057,222.25838800489385,-0.04631869578102905,0.7391988147730894,0.8985007793492825,1.1467399785753702
56,0.8227024747918816,104.20136830497609,-0.02690353464135885,0.5,85.05542209378417,0.0,0.1187201871049951,7.003328034327976,0.0934003065596984,7.761587555117439,135.83894641596316,-0.032835319251312126,1.9171647467972333,222.27643098298012,-0.04123121030426028,0.7761587555117438,0.8985007793492825,1.1467399785753702
57,0.8227024747918816,104.2061083782759,-0.038410591475627816,0.5,85.05542209378417,0.0,0.1187201871049951,7.002323731360791,0.0841899484087237,7.761587555117439,135.86680657178186,-0.03282257622999396,1.898182917621023,222.29250237096755,-0.03709305651072188,0.7761587555117438,0.8985007793492825,1.1467399785753702
58,0.8638375985314758,104.21224675606521,-0.047372930589365855,0.5,85.05542209378417,0.0,0.1187201871049951,7.001317277555235,0.09421394679792756,7.761587555117439,135.894620457171,-0.03301366325985004,1.8793890273475475,222.30740971611903,-0.033738338509328655,0.7391988147730894,0.8985007793492825,1.1467399785753702
59,0.9070294784580496,104.21953235459452,-0.05354914919017344,0.5,85.05542209378417,0.0,0.1187201871049951,7.000083371801296,0.11678064312873072,7.761587555117439,135.92224093685962,-0.0331254165937192,1.8607812151955916,222.3214698725488,-0.031203095919981255,0.7761587555117438,0.8985007793492825,1.1467399785753702
60,0.9523809523809521,104.22713302208287,-0.05320467241875397,0.5,85.05542209378417,0.0,0.12465619646024487,6.998728104564025,0.12023807900026877,7.761587555117439,135.94926459638927,-0.03299934520648084,1.8423576388075165,222.33499288002002,-0.029428286172028983,0.7391988147730894,0.8985007793492825,1.1467399785753702
61,0.9999999999999998,104.23396414094977,-0.045540792445787716,0.5,85.05542209378417,0.0,0.13088900628325711,6.997501186725345,0.1087916244712351,8.149666932873311,135.97612393682996,-0.032170556693815376,1.824116474066848,222.3483511605979,-0.02850535099027446,0.7761587555117438,0.8985007793492825,1.1467399785753702
62,1.0499999999999998,104.23851076962359,-0.028026683148745107,0.5,85.05542209378417,0.0,0.13743345659741998,6.996572557656487,0.08788850445134076,8.557150279516977,136.00399128496142,-0.030862588730699157,1.8060559149176714,222.36174870483043,-0.028034007188815005,0.8149666932873311,0.8985007793492825,1.1467399785753702
63,1.0499999999999998,104.23922143644039,-0.004253153233443108,0.5,85.05542209378417,0.0,0.13743345659741998,6.995997095527476,0.06184506510190678,8.557150279516977,136.03153097115253,-0.029611367963803776,1.7881741731858132,222.37526722791193,-0.027737887140993914,0.8557150279516976,0.8985007793492825,1.1467399785753702
64,1.0499999999999998,104.23627940017354,0.01760731015635741,0.5,85.05542209378417,0.0,0.13743345659741998,6.995683441523137,0.03372003629558758,8.557150279516977,136.05868940256886,-0.028350905995806367,1.7704694784017951,222.38885230893655,-0.027333202065233465,0.8985007793492825,0.8985007793492825,1.1467399785753702
65,1.0499999999999998,104.23161114201216,0.02963973435821621,0.5,85.05542209378417,0.0,0.13088900628325711,6.995449329648616,0.0269495791275195,8.557150279516977,136.0846486432953,-0.02709906114522196,1.7529400776255397,222.4020117059284,-0.026741492446846534,0.9434258183167467,0.8985007793492825,1.1467399785753702
66,1.0499999999999998,104.22644253405156,0.03281655847988581,0.5,85.05542209378417,0.0,0.12465619646024487,6.9951249717606405,0.039004206518429105,8.557150279516977,136.10942038015511,-0.02585941626365209,1.7355842352728117,222.4146563883104,-0.025952485163349574,0.9434258183167467,0.8985007793492825,1.1467399785753702
67,1.1024999999999998,104.22182213647481,0.027938912028620748,0.5,85.05542209378417,0.0,0.12465619646024487,6.994593892288687,0.06464137497139642,8.557150279516977,136.13302012295756,-0.024635962197636235,1.7184002329433778,222.42657263249316,-0.02470198162588362,0.8985007793492825,0.8985007793492825,1.1467399785753702
68,1.157625,104.2185422383463,0.01888866215184054,0.5,85.05542209378417,0.0,0.12465619646024487,6.993547636250352,0.09958773799807297,8.149666932873311,136.15478654421597,-0.02385825017563667,1.701386369250869,222.4375620607037,-0.023008529874500756,0.9434258183167467,0.8985007793492825,1.1467399785753702
69,1.21550625,104.2165308441699,0.011031859778011976,0.5,85.05542209378417,0.0,0.13088900628325711,6.992175156626086,0.11531380118651831,7.761587555117439,136.17511533955658,-0.023396586568492406,1.6845409596543257,222.44783505615248,-0.021090895452109255,0.990597109232584,0.8985007793492825,1.1467399785753702
70,1.2762815625000001,104.215159062178,0.007165513902296968,0.5,85.05542209378417,0.0,0.13743345659741998,6.990752788732583,0.11471371022633786,7.391988147730894,136.1943349203891,-0.023225981086629925,1.6678623362914116,222.4572653095479,-0.018984774144314147,1.0401269646942133,0.8985007793492825,1.1467399785753702
71,1.3400956406250002,104.21382143603827,0.006654381469353169,0.5,85.05542209378417,0.0,0.14430512942729098,6.989547944896044,0.10176231276094501,7.039988712124661,136.21321636285677,-0.02326041186019166,1.6513488478132787,222.46591369888458,-0.017072670318202574,1.092133312928924,0.8985007793492825,1.1467399785753702
72,1.3400956406250002,104.2116582907259,0.010761148915094795,0.5,85.05542209378417,0.0,0.15152038589865555,6.988974996892384,0.06467031229988751,6.7047511544044385,136.2318419355604,-0.023390738863556977,1.634998859221068,222.47411227174666,-0.015870427705383685,1.1467399785753702,0.8985007793492825,1.1467399785753702
73,1.3400956406250002,104.2074606206784,0.020274213717971206,0.5,85.05542209378417,0.0,0.15152038589865555,6.988705324398317,0.030626518835939046,6.385477289908989,136.2502689844596,-0.02359077278579799,1.6188107517040278,222.48222692552278,-0.01540297158424448,1.1467399785753702,0.8985007793492825,1.1467399785753702
74,1.3400956406250002,104.20075703500021,0.03143443520136385,0.5,85.05542209378417,0.0,0.14430512942729098,6.9885732467362764,0.015991406243062677,6.385477289908989,136.2690754936426,-0.023375308167299477,1.6027829224792354,222.49059817288313,-0.015581484915238362,1.1467399785753702,0.8985007793492825,1.1467399785753702
75,1.3400956406250002,104.19200193443828,0.04105439305227358,0.5,85.05542209378417,0.0,0.13743345659741998,6.98844045059314,0.017199323829940747,6.385477289908989,136.2878849275469,-0.02269800331241898,1.5869137846329062,222.49905441588731,-0.015897085023145824,1.1467399785753702,0.8985007793492825,1.1467399785753702
76,1.2762815625000001,104.18235648785813,0.04749087116494272,0.5,85.05542209378417,0.0,0.13088900628325711,6.988341077043166,0.01353336522995324,6.385477289908989,136.30637147384562,-0.0216586053583949,1.5712017669632734,222.50766952465048,-0.016357697808373768,1.204076977504139,0.8985007793492825,1.1467399785753702
77,1.21550625,104.17281582230763,0.04932371357381205,0.5,85.05542209378417,0.0,0.12465619646024487,6.98828854192628,0.007523031060503464,6.385477289908989,136.32435654814313,-0.020457366080360227,1.5556453138250232,222.5151445284041,-0.016864570268988802,1.264280826379346,0.8985007793492825,1.1467399785753702
78,1.157625,104.16388427954116,0.04848337860668743,0.5,85.05542209378417,0.0,0.1187201871049951,6.988278529415553,0.0015083178066234283,6.385477289908989,136.34111692764554,-0.019064320416664917,1.5402428849752705,222.5218196051133,-0.017894623824091602,1.3274948676983134,0.8985007793492825,1.1467399785753702
79,1.1024999999999998,104.15623725434311,0.043586120445686,0.5,85.05542209378417,0.0,0.11306684486190009,6.988302587040643,-0.0038135298348877756,6.385477289908989,136.35656110722232,-0.017567191004449395,1.52499295542106,222.52786612256654,-0.019260788889400575,1.3274948676983134,0.8985007793492825,1.1467399785753702
80,1.0499999999999998,104.14962888075313,0.03954937086960521,0.5,85.05542209378417,0.0,0.11306684486190009,6.988488507754121,-0.028907758898090503,6.081406942770466,136.37022166405603,-0.016315304443783547,1.5098940152683762,222.53338171977282,-0.020876791379568656,1.3938696110832292,0.8985007793492825,1.1467399785753702
81,0.9999999999999998,104.14346083904269,0.038759805890866535,0.5,85.05542209378417,0.0,0.11306684486190009,6.9889578636817555,-0.06825950872601082,5.791816135971872,136.38248308417127,-0.015376477310299317,1.4949445695726498,222.53849039464725,-0.022782003553576798,1.4635630916373907,0.8985007793492825,1.1467399785753702
82,0.9523809523809521,104.13719350222652,0.04135296230837797,0.5,85.05542209378417,0.0,0.11306684486190009,6.990101251447004,-0.11761615381246382,5.516015367592258,136.39368066635322,-0.014744485962343538,1.4801431381907424,222.54403136740947,-0.024956923057964216,1.4635630916373907,0.8985007793492825,1.1467399785753702
83,0.9070294784580496,104.13000466206209,0.04980485927870943,0.5,85.05542209378417,0.0,0.1187201871049951,6.993012740382994,-0.19020915213318498,5.253347969135484,136.40420900329227,-0.014556415783976146,1.4654882556343984,222.55000594737467,-0.02717901897074621,1.5367412462192602,0.8985007793492825,1.1467399785753702
84,0.8638375985314758,104.12143311605752,0.062353573654663215,0.5,85.05542209378417,0.0,0.12465619646024487,6.997997722416786,-0.26659896982507136,5.003188542033794,136.41451193563222,-0.014957011367690756,1.450978470925147,222.55640741693682,-0.02941219639210699,1.6135783085302233,0.8985007793492825,1.1467399785753702
85,0.8227024747918816,104.11142723425233,0.07642700770416597,0.5,85.05542209378417,0.0,0.13088900628325711,7.004508097847831,-0.3315977720825899,4.764941468603613,136.42498837693032,-0.01596934336164157,1.4366123474506405,222.56322994928172,-0.03166027985682547,1.5367412462192602,0.8985007793492825,1.1467399785753702
86,0.7835261664684586,104.10031000409063,0.08916150363790822,0.5,85.05542209378417,0.0,0.13743345659741998,7.01233124412938,-0.3794877159820489,4.538039493908203,136.43593720056353,-0.01752387046135819,1.4223884628224164,222.570468226581,-0.03392545936384271,1.6135783085302233,0.8985007793492825,1.1467399785753702
87,0.7462153966366273,104.08854123133949,0.09910630005555135,0.5,85.05542209378417,0.0,0.14430512942729098,7.0211716672594084,-0.4084134391763435,4.321942375150669,136.44755261723364,-0.019520308034635885,1.4083054087350657,222.57811814043197,-0.03621332798797228,1.6942572239567346,0.8985007793492825,1.1467399785753702
88,0.7106813301301211,104.07649254647808,0.10653664851171421,0.5,85.05542209378417,0.0,0.15152038589865555,7.030707732227683,-0.4195723636665865,4.116135595381589,136.4599304247225,-0.021841622468723454,1.3943617908267978,222.58617856033572,-0.03853815634123529,1.7789700851545713,0.8985007793492825,1.1467399785753702
89,0.6768393620286868,104.06444801629674,0.11182490768389337,0.5,85.05542209378417,0.0,0.15909640519358834,7.040655094369843,-0.41682744203867095,3.9201291384586563,136.47307192957302,-0.02434868834942633,1.380556228541384,222.59462828267638,-0.040803468273609096,1.8679185894123,0.8985007793492825,1.1467399785753702
90,0.6446089162177969,104.05210653105722,0.11680681621390021,0.5,85.05542209378417,0.0,0.16705122545326775,7.0510876509124145,-0.4042151599473731,3.7334563223415773,136.48692495829937,-0.026950355925073062,1.3668873549914693,222.60342241979396,-0.04289130378585071,1.961314518882915,0.8985007793492825,1.1467399785753702
91,0.613913253540759,104.03959363777301,0.12072871371609867,0.5,85.05542209378417,0.0,0.17540378672593115,7.061861424811762,-0.38597856192335384,3.7334563223415773,136.50194138476616,-0.029213686479290887,1.3533538168232369,222.61253670985187,-0.04489730103391933,2.059380244827061,0.8985007793492825,1.1467399785753702
