Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,83.16026990972831,128.0,5.082557312975995,86.40255257228576,134.09815824520115,0.0,12256.835865640898,1353.8324351359288,0.0,0.0,12112.386,9837.060552861636,1023.8566149650438,575.870531359669,0.0,0.0,-1.081577849588795e6,230.40232860571996,0.0,0.0,-4.86553634272294e6,-24181.24139731515,219.18532985507045,0.0
2,2,1,1,15.96931644253334,83.16026990972762,128.0,5.0829789871193505,86.40255257228479,134.09815824520123,0.0,12256.835865640898,1592.5709351359276,0.0,0.0,12351.1245,9836.142312503785,1023.856614965044,575.8705313596683,0.0,0.0,-1.0815830179795506e6,271.03210294246674,0.0,0.0,-4.957751557373226e6,-24177.09453830874,219.18532985431375,0.0
3,3,1,1,15.96931644253334,83.1602699097278,128.0,5.083733979231366,86.40255257228544,134.0981582452013,0.0,12256.835865640898,1952.3459351359293,0.0,0.0,12710.8995,9834.498236770942,1023.8566149650437,575.8705313596699,0.0,0.0,-1.0815922717939497e6,332.2605058250192,0.0,0.0,-5.0964492091607e6,-24169.670620483346,219.18532985480851,0.0
4,4,1,1,15.96931644253334,83.16026990972787,128.0,5.08457411513072,86.40255257228509,134.0981582452016,0.0,12256.835865640898,2444.116435135929,0.0,0.0,13202.67,9832.668751367586,1023.8566149650436,575.8705313596664,0.0,0.0,-1.0816025692017737e6,415.952597548574,0.0,0.0,-5.285509280359808e6,-24161.410804287378,219.1853298539936,0.0
5,5,1,1,15.96931644253334,83.16026990972746,128.0,5.085064517265204,86.40255257228557,134.09815824520106,0.0,12256.835865640898,3033.757435135929,0.0,0.0,13792.311,9831.600848491304,1023.8566149650441,575.8705313596693,0.0,0.0,-1.0816085799802393e6,516.3008060252178,0.0,0.0,-5.511398391160196e6,-24156.5900513217,219.18532985504135,0.0
6,6,1,1,15.96931644253334,83.16026990972803,128.0,5.085923633715146,86.40255257228456,134.09815824520157,0.0,12256.835865640898,3770.564935135927,0.0,0.0,14529.1185,9829.730030920871,1023.8566149650441,575.8705313596673,0.0,0.0,-1.0816191100295626e6,641.6945839598193,0.0,0.0,-5.792444728505774e6,-24148.14591171183,219.18532985378988,0.0
7,7,1,1,15.96931644253334,83.16026990972632,128.0,5.086793962391166,86.40255257228793,134.0981582452025,0.0,12256.835865640898,4432.531435135925,0.0,0.0,15191.085,9827.834797534982,1023.8566149650438,575.8705313596638,0.0,0.0,-1.0816297775052728e6,754.3515266590985,0.0,0.0,-6.043786441831874e6,-24139.593061961205,219.18532985445927,0.0
8,8,1,1,15.96931644253334,83.16026990972489,128.0,5.08737178009713,86.40255257228576,134.0981582452024,0.0,12256.8358656409,4886.900935135926,0.0,0.0,15645.4545,9826.576537938348,1023.8566149650441,575.870531359669,0.0,0.0,-1.0816368597220376e6,831.6785193808028,0.0,0.0,-6.215671722780217e6,-24133.915591321274,219.18532985376078,0.0
9,9,1,1,15.96931644253334,83.16026990972766,128.0,5.087645017446552,86.40255257228544,134.098158245201,0.0,12256.835865640898,5052.475435135929,0.0,0.0,15811.029,9825.98153450974,1023.8566149650441,575.8705313596699,0.0,0.0,-1.0816402087474156e6,859.8568591438816,0.0,0.0,-6.278179263260918e6,-24131.231070395494,219.18532985509955,0.0
10,10,1,1,15.96931644253334,83.16026990972676,128.0,5.087335515787589,86.40255257228479,134.09815824520123,0.0,12256.835865640898,4869.467935135926,0.0,0.0,15628.021499999999,9826.6555073346,1023.856614965044,575.8705313596683,0.0,0.0,-1.0816364152363706e6,828.7116796871414,0.0,0.0,-6.209086443899408e6,-24134.271894515623,219.18532985431375,0.0
