case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
green_h2_social_planner,1,0.06666666666666667,4.320568255895341e10,-4.320568255895341e10,5.4843991267652985e10,-1.163830870869958e10
green_h2_social_planner,2,0.06666666666666667,4.02059474218402e10,-4.02059474218402e10,5.4844626543574036e10,-1.4638679121733833e10
green_h2_social_planner,3,0.06666666666666667,3.731564076292748e10,-3.731564076292748e10,5.484089734826707e10,-1.7525256585339592e10
green_h2_social_planner,4,0.06666666666666667,4.3227197798057915e10,-4.3227197798057915e10,5.575800511801127e10,-1.2530807319953358e10
green_h2_social_planner,5,0.06666666666666667,3.963690173462756e10,-3.963690173462756e10,5.575885228060917e10,-1.6121950545981604e10
green_h2_social_planner,6,0.06666666666666667,3.6154066444666794e10,-3.6154066444666794e10,5.575757725095181e10,-1.9603510806285027e10
green_h2_social_planner,7,0.06666666666666667,4.292217455721809e10,-4.292217455721809e10,5.497330980192217e10,-1.2051135244704092e10
green_h2_social_planner,8,0.06666666666666667,3.962049034014274e10,-3.962049034014274e10,5.4974258741453636e10,-1.5353768401310902e10
green_h2_social_planner,9,0.06666666666666667,3.642489701570789e10,-3.642489701570789e10,5.497043908329307e10,-1.854554206758518e10
green_h2_social_planner,10,0.06666666666666667,4.295827897257338e10,-4.295827897257338e10,5.4788822161437035e10,-1.1830543188863653e10
green_h2_social_planner,11,0.06666666666666667,3.979509586068684e10,-3.979509586068684e10,5.479099637969761e10,-1.4995900519010786e10
green_h2_social_planner,12,0.06666666666666667,3.672755036090065e10,-3.672755036090065e10,5.478821916098564e10,-1.8060668800084995e10
green_h2_social_planner,13,0.06666666666666667,4.327971985259952e10,-4.327971985259952e10,5.4914190522771805e10,-1.1634470670172293e10
green_h2_social_planner,14,0.06666666666666667,4.019725186388165e10,-4.019725186388165e10,5.49145286435371e10,-1.4717276779655445e10
green_h2_social_planner,15,0.06666666666666667,3.718492113885685e10,-3.718492113885685e10,5.4909366377076385e10,-1.7724445238219536e10
