Time,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price
1,-5.27590421101423,-2.6821393655215164,5.275783979309466,83.72561172151454,132.60125567800011
2,83.33036836491836,53.74040913575217,5.27578439947419,83.7256117215146,132.6012561214596
3,83.33036836491472,53.74027273731627,5.275784399473645,83.7256117215146,132.6012561214596
4,83.33036836491523,53.740272737748334,5.275784399473645,83.7256117215146,132.60125612146064
5,83.33036836491526,53.7402727379221,5.275784399472962,83.72561172151462,132.6012561214608
6,83.330368364913,53.74027274976401,5.275784399473645,83.72561172151445,132.6012561214596
7,83.330368364913,53.74027274957294,5.275784399473645,83.72561172151443,132.60125612146098
8,83.33036836491482,53.74027274979582,5.275784399473235,83.72561172151462,132.6012561214596
9,83.33036836491482,53.74027274979888,5.275784399473645,83.72561172151448,132.6012561214596
10,83.33036836491482,53.740272749562344,5.275784399473235,83.72561172151448,132.60125612146098
11,83.33036836599666,53.74027274970393,5.275784399769821,83.72561172151445,132.6012561214608
12,83.33036836521806,53.740272737858675,5.275784399556588,83.72561172151445,132.6012561214596
13,83.33036657307791,53.74027274962559,5.275783861791065,83.72561172151448,132.60125612146098
14,83.33036589228021,53.74027274963804,5.275783657497323,83.72561172151445,132.6012561214596
15,-5.275900525051962,-2.6821387711839613,5.27578508509927,83.72561172151445,132.60125567800011
16,-5.2759005250524105,-2.682138966440309,5.275785085098997,83.72561172151457,132.60125567800011
17,83.3303657556375,53.74027274959794,5.275783616478401,83.7256117215146,132.60125612145978
18,83.33036589299122,53.74027274968461,5.275783657692699,83.72561172151448,132.6012561214608
19,83.33036487900785,53.740272727963436,7.362030756924455,83.72561172151457,132.6012561214608
20,85.39875179291887,55.28618999999999,7.886710707566616,83.7256117215151,132.6012596651736
21,85.39875167243856,55.28619,8.06928317104711,83.72561172151512,132.6012596651487
22,85.39875100489586,55.286190000000275,8.982683045490187,83.7256117215163,132.60125966524492
23,85.39875058152155,55.286190000000204,9.561999323880805,83.72561172151603,132.60125966530663
24,85.39875046209927,55.286189999999976,9.725418445204582,83.72561172151516,132.60125966532397
25,83.3303645333263,53.77287806746907,8.712649760275513,83.72561172151423,132.60125567895815
26,83.33036427694822,53.772878068222944,9.063491269722547,83.7256117215142,132.60125567895832
27,83.33036411871774,53.77287807046998,9.280019872150655,83.72561172151426,132.60125567895815
28,83.33036406074018,53.77287806970826,9.359358226220044,83.72561172151423,132.60125567895884
29,83.33036402809239,53.772878070451256,9.40403675052505,83.72561172151411,132.60125567895832
