Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.585369,0.8,0.9,1.0
2,0.0,0.595249,0.8,0.9,1.0
3,0.0,0.609148,0.8,0.9,1.0
4,0.0,0.628548,0.8,0.9,1.0
5,0.0,0.655364,0.8,0.9,1.0
6,0.0,0.68616,0.8,0.9,1.0
7,0.0,0.713648,0.8,0.9,1.0
8,0.0,0.733765,0.8,0.9,1.0
9,0.0,0.743715,0.8,0.9,1.0
10,0.0,0.736338,0.8,0.9,1.0
11,0.002941,0.718047,0.8,0.9,1.0
12,0.026473,0.693074,0.8,0.9,1.0
13,0.055888,0.670746,0.8,0.9,1.0
14,0.1809,0.658613,0.8,0.9,1.0
15,0.227963,0.665041,0.8,0.9,1.0
16,0.176488,0.69445,0.8,0.9,1.0
17,0.111776,0.743597,0.8,0.9,1.0
18,0.047063,0.798306,0.8,0.9,1.0
19,0.027944,0.841803,0.8,0.9,1.0
20,0.001471,0.857327,0.8,0.9,1.0
21,0.0,0.840138,0.8,0.9,1.0
22,0.0,0.790537,0.8,0.9,1.0
23,0.0,0.729376,0.8,0.9,1.0
24,0.0,0.673289,0.8,0.9,1.0
25,0.0,0.546143,0.8,0.9,0.043475
26,0.0,0.555924,0.8,0.9,0.042158
27,0.0,0.572613,0.8,0.9,0.049019
28,0.0,0.594759,0.8,0.9,0.08807
29,0.0,0.623497,0.8,0.9,0.143754
30,0.0,0.655017,0.8,0.9,0.137927
31,0.0,0.684808,0.8,0.9,0.162215
32,0.0,0.705264,0.8,0.9,0.175362
33,0.0,0.713946,0.8,0.9,0.149743
34,0.0,0.710579,0.8,0.9,0.1892
35,0.047063,0.690555,0.8,0.9,0.219023
36,0.208844,0.659723,0.8,0.9,0.155896
37,0.354446,0.629595,0.8,0.9,0.222957
38,0.452985,0.610618,0.8,0.9,0.256142
39,0.486812,0.611106,0.8,0.9,0.316827
40,0.367683,0.635828,0.8,0.9,0.415673
41,0.336797,0.677714,0.8,0.9,0.452692
42,0.170605,0.729594,0.8,0.9,0.380729
43,0.063241,0.772876,0.8,0.9,0.547477
44,0.013237,0.790018,0.8,0.9,0.505383
