Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
79,0.0,0.50392,0.8,0.9,0.330452
80,0.0,0.520656,0.8,0.9,0.284121
81,0.002,0.527774,0.8,0.9,0.284121
82,0.074,0.521058,0.8,0.9,0.284121
83,0.21,0.500593,0.8,0.9,0.218006
84,0.346,0.475293,0.8,0.9,0.221377
85,0.456,0.453046,0.8,0.9,0.120427
86,0.526,0.44032,0.8,0.9,0.118183
87,0.549,0.443664,0.8,0.9,0.125
88,0.512,0.464417,0.8,0.9,0.13449
89,0.447,0.502164,0.8,0.9,0.163036
90,0.322,0.546004,0.8,0.9,0.163036
91,0.174,0.585088,0.8,0.9,0.141914
92,0.059,0.605881,0.8,0.9,0.211367
93,0.002,0.598226,0.8,0.9,0.2922
94,0.0,0.566009,0.8,0.9,0.362411
95,0.0,0.516161,0.8,0.9,0.381565
96,0.0,0.468803,0.8,0.9,0.343908
97,0.0,0.462993,0.8,0.9,0.432378
98,0.0,0.47161,0.8,0.9,0.432378
99,0.0,0.485042,0.8,0.9,0.437694
100,0.0,0.505473,0.8,0.9,0.411544
101,0.0,0.529768,0.8,0.9,0.39139
102,0.0,0.556566,0.8,0.9,0.437694
103,0.0,0.58053,0.8,0.9,0.406442
104,0.0,0.597002,0.8,0.9,0.396365
105,0.0,0.603047,0.8,0.9,0.416688
106,0.004,0.596071,0.8,0.9,0.516755
107,0.064,0.576748,0.8,0.9,0.578704
108,0.147,0.550306,0.8,0.9,0.585158
109,0.216,0.527204,0.8,0.9,0.334898
110,0.29,0.512543,0.8,0.9,0.411544
111,0.306,0.517187,0.8,0.9,0.464928
112,0.283,0.543517,0.8,0.9,0.528772
113,0.151,0.592138,0.8,0.9,0.559627
114,0.051,0.651028,0.8,0.9,0.618148
115,0.008,0.695744,0.8,0.9,0.695041
116,0.0,0.712301,0.8,0.9,0.817886
117,0.0,0.69459,0.8,0.9,0.936575
118,0.0,0.648353,0.8,0.9,0.842421
119,0.0,0.589809,0.8,0.9,0.732004
120,0.0,0.53439,0.8,0.9,0.638525
121,0.0,0.521558,0.8,0.9,0.981596
122,0.0,0.531887,0.8,0.9,0.972479
123,0.0,0.546394,0.8,0.9,1.0
124,0.0,0.567409,0.8,0.9,0.972479
125,0.0,0.593288,0.8,0.9,0.884395
126,0.0,0.621112,0.8,0.9,0.834189
127,0.0,0.648627,0.8,0.9,0.809815
128,0.0,0.667815,0.8,0.9,0.732004
129,0.0,0.674577,0.8,0.9,0.631683
130,0.0,0.665191,0.8,0.9,0.522741
131,0.002,0.649699,0.8,0.9,0.453903
132,0.038,0.62655,0.8,0.9,0.411544
133,0.094,0.603885,0.8,0.9,0.189192
134,0.14,0.592162,0.8,0.9,0.171468
135,0.144,0.600543,0.8,0.9,0.171468
136,0.117,0.635031,0.8,0.9,0.118183
137,0.072,0.690925,0.8,0.9,0.057424
138,0.044,0.757594,0.8,0.9,0.058813
139,0.003,0.815278,0.8,0.9,0.063115
140,0.0,0.840509,0.8,0.9,0.060225
141,0.0,0.822471,0.8,0.9,0.063115
142,0.0,0.773114,0.8,0.9,0.063115
143,0.0,0.70736,0.8,0.9,0.058813
144,0.0,0.642316,0.8,0.9,0.054712
145,0.0,0.561461,0.8,0.9,0.168626
146,0.0,0.573217,0.8,0.9,0.211367
147,0.0,0.58827,0.8,0.9,0.304603
148,0.0,0.610252,0.8,0.9,0.362411
149,0.0,0.638123,0.8,0.9,0.357724
150,0.0,0.668838,0.8,0.9,0.313064
151,0.0,0.696045,0.8,0.9,0.276193
152,0.0,0.714995,0.8,0.9,0.211367
153,0.0,0.720617,0.8,0.9,0.214669
154,0.0,0.713144,0.8,0.9,0.23521
155,0.0,0.697236,0.8,0.9,0.268413
156,0.042,0.669419,0.8,0.9,0.264579
157,0.123,0.640962,0.8,0.9,0.211367
158,0.179,0.625785,0.8,0.9,0.224783
159,0.203,0.632547,0.8,0.9,0.2922
160,0.17,0.668096,0.8,0.9,0.367138
161,0.136,0.726006,0.8,0.9,0.357724
162,0.062,0.796813,0.8,0.9,0.362411
163,0.004,0.857212,0.8,0.9,0.401383
164,0.0,0.878537,0.8,0.9,0.443053
165,0.0,0.857667,0.8,0.9,0.559627
166,0.0,0.802459,0.8,0.9,0.754798
167,0.0,0.730828,0.8,0.9,0.92774
168,0.0,0.659855,0.8,0.9,1.0
169,0.0,0.561637,0.8,0.9,0.19226
170,0.0,0.575969,0.8,0.9,0.238755
171,0.0,0.595051,0.8,0.9,0.367138
172,0.0,0.619351,0.8,0.9,0.547145
173,0.0,0.646203,0.8,0.9,0.7625
174,0.0,0.674291,0.8,0.9,1.0
175,0.0,0.697792,0.8,0.9,1.0
176,0.0,0.713552,0.8,0.9,1.0
177,0.0,0.715065,0.8,0.9,1.0
178,0.0,0.699552,0.8,0.9,1.0
179,0.0,0.680075,0.8,0.9,1.0
180,0.008,0.651293,0.8,0.9,1.0
181,0.027,0.625551,0.8,0.9,1.0
182,0.04,0.611976,0.8,0.9,1.0
183,0.022,0.622129,0.8,0.9,1.0
184,0.011,0.657856,0.8,0.9,1.0
185,0.016,0.71235,0.8,0.9,1.0
186,0.005,0.773679,0.8,0.9,1.0
187,0.001,0.824781,0.8,0.9,0.78592
188,0.0,0.84338,0.8,0.9,0.591659
189,0.0,0.826339,0.8,0.9,0.565939
190,0.0,0.776861,0.8,0.9,0.578704
191,0.0,0.709219,0.8,0.9,0.565939
192,0.0,0.64482,0.8,0.9,0.572297
