Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.539385,0.8,0.9,1.0
2,0.0,0.553286,0.8,0.9,1.0
3,0.0,0.57369,0.8,0.9,1.0
4,0.0,0.597834,0.8,0.9,1.0
5,0.0,0.628,0.8,0.9,1.0
6,0.0,0.660497,0.8,0.9,1.0
7,0.0,0.68971,0.8,0.9,1.0
8,0.0,0.709279,0.8,0.9,1.0
9,0.0,0.715643,0.8,0.9,1.0
10,0.0,0.707395,0.8,0.9,1.0
11,0.005,0.686922,0.8,0.9,1.0
12,0.027,0.660939,0.8,0.9,1.0
13,0.028,0.64522,0.8,0.9,1.0
14,0.04,0.635006,0.8,0.9,1.0
15,0.072,0.642622,0.8,0.9,1.0
16,0.092,0.670102,0.8,0.9,1.0
17,0.151,0.723932,0.8,0.9,1.0
18,0.123,0.789995,0.8,0.9,1.0
19,0.061,0.844133,0.8,0.9,1.0
20,0.004,0.867209,0.8,0.9,1.0
21,0.0,0.847617,0.8,0.9,1.0
22,0.0,0.79492,0.8,0.9,1.0
23,0.0,0.724817,0.8,0.9,1.0
24,0.0,0.654397,0.8,0.9,1.0
25,0.0,0.588741,0.8,0.9,0.13449
26,0.0,0.601644,0.8,0.9,0.147012
27,0.0,0.620786,0.8,0.9,0.157572
28,0.0,0.646752,0.8,0.9,0.160289
29,0.0,0.67844,0.8,0.9,0.157572
30,0.0,0.711826,0.8,0.9,0.168626
31,0.0,0.742372,0.8,0.9,0.174341
32,0.0,0.763435,0.8,0.9,0.171468
33,0.0,0.771165,0.8,0.9,0.160289
34,0.002,0.762459,0.8,0.9,0.160289
35,0.067,0.735314,0.8,0.9,0.163036
36,0.168,0.702582,0.8,0.9,0.177247
37,0.183,0.675379,0.8,0.9,0.118183
38,0.218,0.661285,0.8,0.9,0.168626
39,0.236,0.669552,0.8,0.9,0.208098
40,0.136,0.708002,0.8,0.9,0.195361
41,0.117,0.767655,0.8,0.9,0.242337
42,0.104,0.834844,0.8,0.9,0.201663
43,0.063,0.889877,0.8,0.9,0.136935
44,0.026,0.914823,0.8,0.9,0.149606
45,0.0,0.894932,0.8,0.9,0.154886
46,0.0,0.843493,0.8,0.9,0.171468
47,0.0,0.770565,0.8,0.9,0.201663
48,0.0,0.699509,0.8,0.9,0.218006
49,0.0,0.383439,0.8,0.9,0.045892
50,0.0,0.392467,0.8,0.9,0.022894
51,0.0,0.406578,0.8,0.9,0.008453
52,0.0,0.422201,0.8,0.9,0.009659
53,0.0,0.443047,0.8,0.9,0.008453
54,0.0,0.464934,0.8,0.9,0.016811
55,0.0,0.486727,0.8,0.9,0.022894
56,0.0,0.504146,0.8,0.9,0.021433
57,0.003,0.511073,0.8,0.9,0.020036
58,0.069,0.507544,0.8,0.9,0.010974
59,0.183,0.488105,0.8,0.9,0.007007
60,0.32,0.462776,0.8,0.9,0.006351
61,0.421,0.440473,0.8,0.9,0.001882
62,0.506,0.426923,0.8,0.9,0.005737
63,0.509,0.431181,0.8,0.9,0.003675
64,0.488,0.453028,0.8,0.9,0.003053
65,0.417,0.491092,0.8,0.9,0.003675
66,0.343,0.534648,0.8,0.9,0.006674
67,0.218,0.572948,0.8,0.9,0.008074
68,0.086,0.595615,0.8,0.9,0.015053
69,0.004,0.592505,0.8,0.9,0.052086
70,0.0,0.559888,0.8,0.9,0.091501
71,0.0,0.513684,0.8,0.9,0.095313
72,0.0,0.468226,0.8,0.9,0.118183
73,0.0,0.38953,0.8,0.9,0.516755
74,0.0,0.40015,0.8,0.9,0.396365
75,0.0,0.415021,0.8,0.9,0.308814
76,0.0,0.434082,0.8,0.9,0.284121
77,0.0,0.457128,0.8,0.9,0.313064
78,0.0,0.481406,0.8,0.9,0.343908
