Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.54441,0.8,0.9,0.562011
2,0.0,0.556826,0.8,0.9,0.48517
3,0.0,0.570296,0.8,0.9,0.403797
4,0.0,0.594741,0.8,0.9,0.415673
5,0.0,0.623731,0.8,0.9,0.440118
6,0.0,0.654322,0.8,0.9,0.491846
7,0.0,0.681195,0.8,0.9,0.409706
8,0.0,0.7038,0.8,0.9,0.380729
9,0.02059,0.710626,0.8,0.9,0.337261
10,0.163251,0.696098,0.8,0.9,0.278468
11,0.34121,0.667549,0.8,0.9,0.247557
12,0.477988,0.639829,0.8,0.9,0.165438
13,0.613295,0.619216,0.8,0.9,0.172011
14,0.814785,0.608595,0.8,0.9,0.28775
15,0.926561,0.615123,0.8,0.9,0.113648
16,0.883909,0.642324,0.8,0.9,0.3478
17,0.610353,0.687126,0.8,0.9,0.364016
18,0.600058,0.738385,0.8,0.9,0.264924
19,0.277968,0.787935,0.8,0.9,0.113648
20,0.069124,0.813563,0.8,0.9,0.055015
21,0.017649,0.80039,0.8,0.9,0.038366
22,0.0,0.757509,0.8,0.9,0.042158
23,0.0,0.704311,0.8,0.9,0.046191
24,0.0,0.648297,0.8,0.9,0.028367
25,0.0,0.515989,0.8,0.9,0.001816
26,0.0,0.52774,0.8,0.9,0.00234
27,0.0,0.540523,0.8,0.9,0.004209
28,0.0,0.56367,0.8,0.9,0.006127
29,0.0,0.591128,0.8,0.9,0.017969
30,0.0,0.620106,0.8,0.9,0.02365
31,0.0,0.64619,0.8,0.9,0.039603
32,0.026473,0.659941,0.8,0.9,0.047591
33,0.177958,0.656031,0.8,0.9,0.027378
34,0.394156,0.639286,0.8,0.9,0.00198
35,0.619178,0.622783,0.8,0.9,0.005108
36,0.813314,0.601697,0.8,0.9,0.009013
37,0.936856,0.582313,0.8,0.9,0.012685
38,0.932443,0.572325,0.8,0.9,0.016532
39,0.976565,0.578464,0.8,0.9,0.005774
40,1.0,0.604044,0.8,0.9,0.002155
41,1.0,0.646175,0.8,0.9,1.6e-5
42,0.873614,0.69438,0.8,0.9,0.0
43,0.710363,0.732915,0.8,0.9,0.0
44,0.476517,0.747146,0.8,0.9,0.0
45,0.260319,0.730766,0.8,0.9,0.001816
46,0.079419,0.68894,0.8,0.9,0.053472
47,0.001471,0.63503,0.8,0.9,0.031478
48,0.0,0.584574,0.8,0.9,0.044819
49,0.0,0.512567,0.8,0.9,0.526149
50,0.0,0.525853,0.8,0.9,0.533196
51,0.0,0.539081,0.8,0.9,0.756942
52,0.0,0.561109,0.8,0.9,0.889131
53,0.0,0.585587,0.8,0.9,1.0
54,0.0,0.613126,0.8,0.9,1.0
55,0.0,0.637688,0.8,0.9,1.0
56,0.0,0.65244,0.8,0.9,1.0
57,0.010295,0.660735,0.8,0.9,1.0
58,0.014707,0.652855,0.8,0.9,1.0
59,0.02059,0.637272,0.8,0.9,1.0
60,0.058829,0.612635,0.8,0.9,1.0
61,0.066183,0.594676,0.8,0.9,1.0
62,0.072066,0.583894,0.8,0.9,1.0
63,0.098539,0.590156,0.8,0.9,1.0
64,0.136778,0.615025,0.8,0.9,1.0
65,0.154427,0.659236,0.8,0.9,1.0
66,0.1206,0.709828,0.8,0.9,1.0
67,0.107363,0.74922,0.8,0.9,0.730437
68,0.02059,0.764528,0.8,0.9,1.0
69,0.004412,0.749997,0.8,0.9,1.0
70,0.0,0.705669,0.8,0.9,1.0
71,0.0,0.653033,0.8,0.9,0.696069
72,0.0,0.60054,0.8,0.9,0.696069
73,0.0,0.536808,0.8,0.9,0.083877
74,0.0,0.547949,0.8,0.9,0.090218
75,0.0,0.56287,0.8,0.9,0.068435
76,0.0,0.586364,0.8,0.9,0.099159
77,0.0,0.614887,0.8,0.9,0.175362
78,0.0,0.645608,0.8,0.9,0.033674
79,0.0,0.673377,0.8,0.9,0.047591
80,0.0,0.69235,0.8,0.9,0.083877
81,0.01912,0.697089,0.8,0.9,0.059819
82,0.16178,0.682343,0.8,0.9,0.040867
83,0.291205,0.657116,0.8,0.9,0.033674
84,0.416217,0.6281,0.8,0.9,0.031478
85,0.529463,0.602508,0.8,0.9,0.027378
86,0.629473,0.587492,0.8,0.9,0.003422
87,0.6633,0.600891,0.8,0.9,0.009487
88,0.426512,0.622522,0.8,0.9,0.047591
89,0.485341,0.662639,0.8,0.9,0.118774
90,0.479458,0.713491,0.8,0.9,0.101483
91,0.372095,0.756084,0.8,0.9,0.085956
92,0.20149,0.778404,0.8,0.9,0.081831
93,0.036768,0.771799,0.8,0.9,0.075894
94,0.0,0.733964,0.8,0.9,0.075894
95,0.0,0.679777,0.8,0.9,0.124053
96,0.0,0.624517,0.8,0.9,0.149743
97,0.0,0.542974,0.8,0.9,0.364016
98,0.0,0.551584,0.8,0.9,0.369531
99,0.0,0.567695,0.8,0.9,0.403797
100,0.0,0.589135,0.8,0.9,0.540305
101,0.0,0.62198,0.8,0.9,0.433919
102,0.0,0.653071,0.8,0.9,0.433919
103,0.0,0.677293,0.8,0.9,0.465503
104,0.0,0.692401,0.8,0.9,0.950196
105,0.0,0.70515,0.8,0.9,0.889131
106,0.057359,0.695499,0.8,0.9,1.0
107,0.130895,0.676279,0.8,0.9,0.739202
108,0.314736,0.645872,0.8,0.9,0.83074
109,0.477988,0.620825,0.8,0.9,1.0
110,0.535346,0.608986,0.8,0.9,1.0
111,0.527992,0.614916,0.8,0.9,0.465503
112,0.535346,0.638338,0.8,0.9,0.840289
113,0.432395,0.68219,0.8,0.9,0.83074
114,0.300029,0.735248,0.8,0.9,0.533196
115,0.198549,0.7791,0.8,0.9,0.607152
116,0.051476,0.803553,0.8,0.9,0.337261
117,0.0,0.787457,0.8,0.9,0.235043
118,0.0,0.745969,0.8,0.9,0.162215
119,0.0,0.690899,0.8,0.9,0.251825
120,0.0,0.631094,0.8,0.9,0.264924
121,0.0,0.545047,0.8,0.9,0.103843
122,0.0,0.555296,0.8,0.9,0.108672
123,0.0,0.569293,0.8,0.9,0.222957
124,0.0,0.589639,0.8,0.9,0.203748
125,0.0,0.615369,0.8,0.9,0.185675
126,0.0,0.643039,0.8,0.9,0.159035
127,0.0,0.667486,0.8,0.9,0.239166
128,0.0,0.684972,0.8,0.9,0.292467
129,0.0,0.690254,0.8,0.9,0.278468
130,0.004412,0.684058,0.8,0.9,0.196384
131,0.04118,0.665093,0.8,0.9,0.162215
