Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.321433,0.8,0.9,0.057424
2,0.0,0.329827,0.8,0.9,0.085975
3,0.0,0.340036,0.8,0.9,0.103251
4,0.0,0.35353,0.8,0.9,0.136935
5,0.0,0.369634,0.8,0.9,0.13941
6,0.0,0.387426,0.8,0.9,0.115967
7,0.0,0.403637,0.8,0.9,0.115967
8,0.031,0.41509,0.8,0.9,0.097258
9,0.13,0.415684,0.8,0.9,0.070742
10,0.262,0.406728,0.8,0.9,0.198495
11,0.348,0.393831,0.8,0.9,0.221377
12,0.336,0.379286,0.8,0.9,0.260781
13,0.473,0.364505,0.8,0.9,0.149606
14,0.501,0.358181,0.8,0.9,0.260781
15,0.681,0.362652,0.8,0.9,0.23521
16,0.556,0.385456,0.8,0.9,0.25702
17,0.431,0.422139,0.8,0.9,0.504922
18,0.209,0.463671,0.8,0.9,0.604807
19,0.237,0.494328,0.8,0.9,0.578704
20,0.13,0.508657,0.8,0.9,0.553363
21,0.078,0.498492,0.8,0.9,0.416688
22,0.03,0.470515,0.8,0.9,0.453903
23,0.003,0.429612,0.8,0.9,0.376715
24,0.0,0.390681,0.8,0.9,0.396365
25,0.0,0.321077,0.8,0.9,0.504922
26,0.0,0.329106,0.8,0.9,0.638525
27,0.0,0.339306,0.8,0.9,0.793832
28,0.0,0.353217,0.8,0.9,0.834189
29,0.0,0.37023,0.8,0.9,0.817886
30,0.0,0.38805,0.8,0.9,0.7625
31,0.0,0.403265,0.8,0.9,0.680612
32,0.009,0.413131,0.8,0.9,0.572297
33,0.07,0.415191,0.8,0.9,0.470508
34,0.235,0.404512,0.8,0.9,0.381565
35,0.319,0.389549,0.8,0.9,0.645415
36,0.372,0.372155,0.8,0.9,0.850707
37,0.41,0.357518,0.8,0.9,0.401383
38,0.492,0.348886,0.8,0.9,0.604807
39,0.377,0.355518,0.8,0.9,0.559627
40,0.441,0.373389,0.8,0.9,0.53485
41,0.316,0.405283,0.8,0.9,0.540974
42,0.191,0.444838,0.8,0.9,0.421875
43,0.116,0.47942,0.8,0.9,0.39139
44,0.048,0.494816,0.8,0.9,0.411544
45,0.024,0.485068,0.8,0.9,0.416688
46,0.017,0.455718,0.8,0.9,0.39139
47,0.0,0.415112,0.8,0.9,0.481799
48,0.0,0.376141,0.8,0.9,0.464928
49,0.0,0.379935,0.8,0.9,0.060225
50,0.0,0.388879,0.8,0.9,0.052086
51,0.0,0.399449,0.8,0.9,0.045892
52,0.0,0.416821,0.8,0.9,0.041307
53,0.0,0.438467,0.8,0.9,0.041307
54,0.0,0.46124,0.8,0.9,0.037037
55,0.0,0.481119,0.8,0.9,0.041307
56,0.0,0.497154,0.8,0.9,0.054712
57,0.015,0.50279,0.8,0.9,0.075601
58,0.117,0.492767,0.8,0.9,0.06917
59,0.253,0.470279,0.8,0.9,0.037037
60,0.392,0.444521,0.8,0.9,0.041307
61,0.487,0.422864,0.8,0.9,0.028528
62,0.57,0.410694,0.8,0.9,0.019361
63,0.598,0.41304,0.8,0.9,0.030292
64,0.548,0.433295,0.8,0.9,0.072338
65,0.422,0.468426,0.8,0.9,0.122699
66,0.291,0.509289,0.8,0.9,0.093394
67,0.237,0.543733,0.8,0.9,0.048307
68,0.092,0.563424,0.8,0.9,0.067622
69,0.016,0.55666,0.8,0.9,0.06917
70,0.0,0.518884,0.8,0.9,0.099229
71,0.0,0.473878,0.8,0.9,0.109486
72,0.0,0.428829,0.8,0.9,0.113779
73,0.0,0.396995,0.8,0.9,0.416688
74,0.0,0.40591,0.8,0.9,0.396365
75,0.0,0.417961,0.8,0.9,0.401383
76,0.0,0.434546,0.8,0.9,0.464928
77,0.0,0.45549,0.8,0.9,0.522741
78,0.0,0.478032,0.8,0.9,0.559627
79,0.0,0.499322,0.8,0.9,0.702332
80,0.0,0.514815,0.8,0.9,0.809815
81,0.0,0.521365,0.8,0.9,0.901567
82,0.021,0.51455,0.8,0.9,1.0
83,0.065,0.500091,0.8,0.9,1.0
84,0.176,0.4791,0.8,0.9,1.0
85,0.252,0.462749,0.8,0.9,1.0
86,0.306,0.454086,0.8,0.9,0.92774
87,0.37,0.46029,0.8,0.9,1.0
88,0.314,0.486081,0.8,0.9,1.0
89,0.245,0.528995,0.8,0.9,1.0
90,0.161,0.57743,0.8,0.9,1.0
91,0.101,0.615642,0.8,0.9,1.0
92,0.02,0.63035,0.8,0.9,1.0
93,0.0,0.613872,0.8,0.9,1.0
94,0.0,0.573706,0.8,0.9,1.0
95,0.0,0.522588,0.8,0.9,1.0
96,0.0,0.473528,0.8,0.9,1.0
97,0.0,0.464147,0.8,0.9,0.125
98,0.0,0.472758,0.8,0.9,0.149606
99,0.0,0.486194,0.8,0.9,0.171468
100,0.0,0.504865,0.8,0.9,0.186157
101,0.0,0.52721,0.8,0.9,0.221377
102,0.0,0.552587,0.8,0.9,0.224783
103,0.0,0.575708,0.8,0.9,0.228224
104,0.0,0.592043,0.8,0.9,0.245954
105,0.0,0.597299,0.8,0.9,0.253295
106,0.002,0.592501,0.8,0.9,0.253295
107,0.039,0.573058,0.8,0.9,0.228224
108,0.128,0.544338,0.8,0.9,0.228224
109,0.194,0.518462,0.8,0.9,0.183155
110,0.283,0.501557,0.8,0.9,0.171468
111,0.286,0.505728,0.8,0.9,0.272284
112,0.236,0.532644,0.8,0.9,0.280138
113,0.175,0.582758,0.8,0.9,0.32168
114,0.053,0.642822,0.8,0.9,0.376715
115,0.011,0.691598,0.8,0.9,0.381565
116,0.0,0.709018,0.8,0.9,0.406442
117,0.0,0.691389,0.8,0.9,0.416688
118,0.0,0.659451,0.8,0.9,0.459394
119,0.0,0.599905,0.8,0.9,0.453903
120,0.0,0.542876,0.8,0.9,0.547145
121,0.0,0.494933,0.8,0.9,0.037037
122,0.0,0.507717,0.8,0.9,0.031201
123,0.0,0.525247,0.8,0.9,0.038075
124,0.0,0.548643,0.8,0.9,0.045892
125,0.0,0.577015,0.8,0.9,0.048307
126,0.0,0.607591,0.8,0.9,0.043559
127,0.0,0.635203,0.8,0.9,0.034036
128,0.0,0.655478,0.8,0.9,0.035017
129,0.0,0.665147,0.8,0.9,0.037037
130,0.0,0.657487,0.8,0.9,0.060225
131,0.038,0.637734,0.8,0.9,0.064594
132,0.111,0.61079,0.8,0.9,0.023649
133,0.16,0.585325,0.8,0.9,0.006038
134,0.202,0.572657,0.8,0.9,0.004892
135,0.222,0.580791,0.8,0.9,0.009659
136,0.203,0.613417,0.8,0.9,0.02442
137,0.158,0.666604,0.8,0.9,0.041307
138,0.083,0.728304,0.8,0.9,0.047089
139,0.019,0.780058,0.8,0.9,0.050805
140,0.0,0.801392,0.8,0.9,0.054712
141,0.0,0.783291,0.8,0.9,0.067622
142,0.0,0.736305,0.8,0.9,0.073957
143,0.0,0.66982,0.8,0.9,0.080677
144,0.0,0.604739,0.8,0.9,0.118183
145,0.0,0.513583,0.8,0.9,1.0
146,0.0,0.5269,0.8,0.9,1.0
147,0.0,0.544487,0.8,0.9,1.0
148,0.0,0.568788,0.8,0.9,1.0
149,0.0,0.595429,0.8,0.9,1.0
150,0.0,0.62335,0.8,0.9,1.0
151,0.0,0.648662,0.8,0.9,1.0
152,0.0,0.666276,0.8,0.9,1.0
153,0.0,0.671422,0.8,0.9,1.0
154,0.0,0.662828,0.8,0.9,1.0
155,0.003,0.642005,0.8,0.9,1.0
156,0.02,0.613895,0.8,0.9,1.0
157,0.06,0.587993,0.8,0.9,1.0
158,0.063,0.575027,0.8,0.9,1.0
159,0.066,0.588862,0.8,0.9,1.0
160,0.076,0.628818,0.8,0.9,1.0
161,0.112,0.684197,0.8,0.9,1.0
162,0.069,0.753948,0.8,0.9,1.0
163,0.007,0.811478,0.8,0.9,0.834189
164,0.0,0.834714,0.8,0.9,0.604807
165,0.0,0.816848,0.8,0.9,0.504922
166,0.0,0.763402,0.8,0.9,0.406442
167,0.0,0.69447,0.8,0.9,0.296296
168,0.0,0.626969,0.8,0.9,0.186157
169,0.0,0.573395,0.8,0.9,0.680612
170,0.0,0.582088,0.8,0.9,0.687801
171,0.0,0.596626,0.8,0.9,0.702332
