Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.574135,0.8,0.9,0.168626
2,0.0,0.585505,0.8,0.9,0.136935
3,0.0,0.602888,0.8,0.9,0.103251
4,0.0,0.627522,0.8,0.9,0.127329
5,0.0,0.658402,0.8,0.9,0.177247
6,0.0,0.690094,0.8,0.9,0.242337
7,0.0,0.718156,0.8,0.9,0.2922
8,0.0,0.738533,0.8,0.9,0.25702
9,0.0,0.747698,0.8,0.9,0.268413
10,0.0,0.742447,0.8,0.9,0.296296
11,0.0,0.722633,0.8,0.9,0.313064
12,0.026,0.694563,0.8,0.9,0.330452
13,0.093,0.66804,0.8,0.9,0.406442
14,0.115,0.655219,0.8,0.9,0.540974
15,0.097,0.66997,0.8,0.9,0.448456
16,0.095,0.708445,0.8,0.9,0.547145
17,0.123,0.768081,0.8,0.9,0.842421
18,0.053,0.840985,0.8,0.9,0.73955
19,0.013,0.901572,0.8,0.9,0.680612
20,0.0,0.925026,0.8,0.9,0.585158
21,0.0,0.903042,0.8,0.9,0.476131
22,0.0,0.842058,0.8,0.9,0.448456
23,0.0,0.76775,0.8,0.9,0.464928
24,0.0,0.697108,0.8,0.9,0.443053
25,0.0,0.534006,0.8,0.9,1.0
26,0.0,0.546554,0.8,0.9,1.0
27,0.0,0.564811,0.8,0.9,1.0
28,0.0,0.590743,0.8,0.9,1.0
29,0.0,0.62136,0.8,0.9,1.0
30,0.0,0.65513,0.8,0.9,1.0
31,0.0,0.683346,0.8,0.9,1.0
32,0.0,0.703563,0.8,0.9,1.0
33,0.0,0.712358,0.8,0.9,1.0
34,0.0,0.704935,0.8,0.9,1.0
35,0.009,0.686088,0.8,0.9,1.0
36,0.064,0.658528,0.8,0.9,1.0
37,0.151,0.634696,0.8,0.9,1.0
38,0.112,0.626082,0.8,0.9,1.0
39,0.056,0.642534,0.8,0.9,1.0
40,0.092,0.681036,0.8,0.9,1.0
41,0.081,0.74008,0.8,0.9,1.0
42,0.131,0.805719,0.8,0.9,1.0
43,0.068,0.863965,0.8,0.9,1.0
44,0.004,0.886542,0.8,0.9,1.0
45,0.0,0.868523,0.8,0.9,1.0
46,0.0,0.809815,0.8,0.9,1.0
47,0.0,0.740113,0.8,0.9,1.0
48,0.0,0.673625,0.8,0.9,0.884395
49,0.0,0.505423,0.8,0.9,0.028528
50,0.0,0.514848,0.8,0.9,0.04021
51,0.0,0.528928,0.8,0.9,0.043559
52,0.0,0.549918,0.8,0.9,0.053388
53,0.0,0.576986,0.8,0.9,0.063115
54,0.0,0.604072,0.8,0.9,0.099229
55,0.0,0.628631,0.8,0.9,0.122699
56,0.0,0.647204,0.8,0.9,0.141914
57,0.002,0.651527,0.8,0.9,0.109486
58,0.043,0.641075,0.8,0.9,0.082418
59,0.141,0.615339,0.8,0.9,0.045892
60,0.21,0.587878,0.8,0.9,0.063115
61,0.327,0.563928,0.8,0.9,0.017426
