Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.559547,0.8,0.9,0.604807
2,0.0,0.569341,0.8,0.9,0.695041
3,0.0,0.58757,0.8,0.9,0.778061
4,0.0,0.610197,0.8,0.9,0.990769
5,0.0,0.638778,0.8,0.9,1.0
6,0.0,0.666499,0.8,0.9,1.0
7,0.0,0.693599,0.8,0.9,1.0
8,0.0,0.711659,0.8,0.9,1.0
9,0.0,0.718865,0.8,0.9,1.0
10,0.0,0.706533,0.8,0.9,1.0
11,0.0,0.688452,0.8,0.9,1.0
12,0.004,0.659366,0.8,0.9,1.0
13,0.007,0.630398,0.8,0.9,1.0
14,0.023,0.614556,0.8,0.9,1.0
15,0.025,0.619555,0.8,0.9,1.0
16,0.016,0.651208,0.8,0.9,1.0
17,0.009,0.707686,0.8,0.9,1.0
18,0.006,0.767668,0.8,0.9,1.0
19,0.001,0.82036,0.8,0.9,1.0
20,0.0,0.851992,0.8,0.9,1.0
21,0.0,0.8446,0.8,0.9,1.0
22,0.0,0.788418,0.8,0.9,1.0
23,0.0,0.71974,0.8,0.9,1.0
24,0.0,0.653592,0.8,0.9,1.0
25,0.0,0.537701,0.8,0.9,0.245954
26,0.0,0.547057,0.8,0.9,0.304603
27,0.0,0.563298,0.8,0.9,0.353079
28,0.0,0.585651,0.8,0.9,0.39139
29,0.0,0.613807,0.8,0.9,0.516755
30,0.0,0.644111,0.8,0.9,0.652355
31,0.0,0.673435,0.8,0.9,0.778061
32,0.0,0.69417,0.8,0.9,0.936575
33,0.0,0.70202,0.8,0.9,1.0
34,0.0,0.695521,0.8,0.9,1.0
35,0.0,0.678515,0.8,0.9,1.0
36,0.023,0.65358,0.8,0.9,1.0
37,0.038,0.629213,0.8,0.9,1.0
38,0.041,0.617016,0.8,0.9,1.0
39,0.022,0.627254,0.8,0.9,1.0
40,0.067,0.660122,0.8,0.9,1.0
41,0.072,0.722498,0.8,0.9,1.0
42,0.044,0.794031,0.8,0.9,0.834189
43,0.016,0.856377,0.8,0.9,0.453903
44,0.0,0.883803,0.8,0.9,0.421875
45,0.0,0.867763,0.8,0.9,0.49327
46,0.0,0.811909,0.8,0.9,0.464928
47,0.0,0.740279,0.8,0.9,0.448456
48,0.0,0.670666,0.8,0.9,0.421875
49,0.0,0.498941,0.8,0.9,0.125
50,0.0,0.510008,0.8,0.9,0.154886
51,0.0,0.525759,0.8,0.9,0.160289
52,0.0,0.545988,0.8,0.9,0.13941
53,0.0,0.570897,0.8,0.9,0.111619
54,0.0,0.598377,0.8,0.9,0.099229
55,0.0,0.622688,0.8,0.9,0.07896
56,0.0,0.640356,0.8,0.9,0.072338
57,0.0,0.646087,0.8,0.9,0.072338
58,0.006,0.638612,0.8,0.9,0.06917
59,0.027,0.620087,0.8,0.9,0.07896
60,0.041,0.595889,0.8,0.9,0.075601
61,0.051,0.574333,0.8,0.9,0.032127
62,0.118,0.559829,0.8,0.9,0.067622
63,0.184,0.563634,0.8,0.9,0.038075
64,0.3,0.591663,0.8,0.9,0.060225
65,0.205,0.645341,0.8,0.9,0.064594
66,0.094,0.708558,0.8,0.9,0.07896
67,0.068,0.759006,0.8,0.9,0.073957
68,0.05,0.780772,0.8,0.9,0.06917
69,0.007,0.766802,0.8,0.9,0.035017
70,0.0,0.718325,0.8,0.9,0.025208
71,0.0,0.655006,0.8,0.9,0.020036
72,0.0,0.593436,0.8,0.9,0.022894
73,0.0,0.444231,0.8,0.9,0.448456
74,0.0,0.455584,0.8,0.9,0.459394
75,0.0,0.46911,0.8,0.9,0.357724
76,0.0,0.489367,0.8,0.9,0.32168
77,0.0,0.512861,0.8,0.9,0.288142
78,0.0,0.538147,0.8,0.9,0.284121
79,0.0,0.56129,0.8,0.9,0.268413
80,0.003,0.576573,0.8,0.9,0.25702
81,0.068,0.577212,0.8,0.9,0.228224
82,0.219,0.561568,0.8,0.9,0.268413
83,0.339,0.537788,0.8,0.9,0.343908
84,0.325,0.513788,0.8,0.9,0.411544
85,0.414,0.492856,0.8,0.9,0.221377
86,0.548,0.480382,0.8,0.9,0.249606
87,0.38,0.488924,0.8,0.9,0.296296
88,0.634,0.511391,0.8,0.9,0.284121
89,0.582,0.551014,0.8,0.9,0.268413
90,0.505,0.598411,0.8,0.9,0.288142
91,0.322,0.640312,0.8,0.9,0.49327
92,0.147,0.661167,0.8,0.9,0.348473
93,0.064,0.650985,0.8,0.9,0.245954
94,0.011,0.617162,0.8,0.9,0.330452
95,0.0,0.56742,0.8,0.9,0.401383
96,0.0,0.51769,0.8,0.9,0.464928
97,0.0,0.302731,0.8,0.9,0.000645
98,0.0,0.309949,0.8,0.9,0.004892
99,0.0,0.319571,0.8,0.9,0.015625
100,0.0,0.332252,0.8,0.9,0.018701
101,0.0,0.349185,0.8,0.9,0.021433
102,0.0,0.36695,0.8,0.9,0.032127
103,0.0,0.383302,0.8,0.9,0.049546
104,0.005,0.394691,0.8,0.9,0.066097
105,0.078,0.394541,0.8,0.9,0.060225
106,0.172,0.381647,0.8,0.9,0.057424
107,0.323,0.362375,0.8,0.9,0.032127
108,0.514,0.341181,0.8,0.9,0.016211
109,0.631,0.324316,0.8,0.9,0.009245
110,0.655,0.316223,0.8,0.9,0.017426
111,0.627,0.320824,0.8,0.9,0.025208
112,0.678,0.336762,0.8,0.9,0.026012
113,0.641,0.363369,0.8,0.9,0.026012
114,0.547,0.39501,0.8,0.9,0.029401
115,0.368,0.422474,0.8,0.9,0.019361
116,0.241,0.435839,0.8,0.9,0.017426
117,0.117,0.43124,0.8,0.9,0.022156
118,0.03,0.411769,0.8,0.9,0.030292
119,0.0,0.380952,0.8,0.9,0.037037
120,0.0,0.348576,0.8,0.9,0.056057
121,0.0,0.380042,0.8,0.9,0.013423
122,0.0,0.388504,0.8,0.9,0.035017
123,0.0,0.401483,0.8,0.9,0.030292
124,0.0,0.417916,0.8,0.9,0.016811
125,0.0,0.435393,0.8,0.9,0.013423
126,0.0,0.45635,0.8,0.9,0.022156
127,0.0,0.47659,0.8,0.9,0.060225
128,0.0,0.491291,0.8,0.9,0.07896
129,0.004,0.497455,0.8,0.9,0.070742
130,0.073,0.491081,0.8,0.9,0.060225
131,0.174,0.473346,0.8,0.9,0.052086
132,0.333,0.450921,0.8,0.9,0.026012
133,0.447,0.431836,0.8,0.9,0.006351
134,0.494,0.422268,0.8,0.9,0.006674
135,0.421,0.428677,0.8,0.9,0.011914
136,0.476,0.452153,0.8,0.9,0.033072
137,0.403,0.492014,0.8,0.9,0.042423
138,0.308,0.536326,0.8,0.9,0.039133
139,0.217,0.57394,0.8,0.9,0.015625
