Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
175,0.0,0.721688,0.8,0.9,0.180185
176,0.0,0.743823,0.8,0.9,0.13941
177,0.0,0.752192,0.8,0.9,0.144448
178,0.0,0.742739,0.8,0.9,0.245954
179,0.001,0.72454,0.8,0.9,0.284121
180,0.044,0.693305,0.8,0.9,0.253295
181,0.113,0.662322,0.8,0.9,0.208098
182,0.157,0.645878,0.8,0.9,0.284121
183,0.176,0.649799,0.8,0.9,0.23521
184,0.181,0.683902,0.8,0.9,0.280138
185,0.124,0.744064,0.8,0.9,0.308814
186,0.046,0.81765,0.8,0.9,0.39139
187,0.003,0.877691,0.8,0.9,0.528772
188,0.0,0.897483,0.8,0.9,0.702332
189,0.0,0.880207,0.8,0.9,0.747149
190,0.0,0.829209,0.8,0.9,0.901567
191,0.0,0.750907,0.8,0.9,0.834189
192,0.0,0.677197,0.8,0.9,0.78592
