Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.573562,0.8,0.9,0.505383
2,0.0,0.585936,0.8,0.9,0.3478
3,0.0,0.603013,0.8,0.9,0.269388
4,0.0,0.625786,0.8,0.9,0.28775
5,0.0,0.652553,0.8,0.9,0.239166
6,0.0,0.680711,0.8,0.9,0.149743
7,0.0,0.706695,0.8,0.9,0.149743
8,0.005883,0.724602,0.8,0.9,0.292467
9,0.04118,0.730297,0.8,0.9,0.491846
10,0.073537,0.717799,0.8,0.9,0.599467
11,0.114717,0.698037,0.8,0.9,0.630602
12,0.188254,0.671292,0.8,0.9,0.622719
13,0.360329,0.645451,0.8,0.9,0.540305
14,0.438278,0.631422,0.8,0.9,1.0
15,0.258849,0.640587,0.8,0.9,1.0
16,0.277968,0.668914,0.8,0.9,0.811861
17,0.263261,0.716906,0.8,0.9,0.879215
18,0.195607,0.771823,0.8,0.9,1.0
19,0.139719,0.816172,0.8,0.9,1.0
20,0.075007,0.83511,0.8,0.9,0.950196
21,0.050005,0.818313,0.8,0.9,0.774964
22,0.022061,0.7729,0.8,0.9,0.679297
23,0.0,0.713734,0.8,0.9,0.591846
24,0.0,0.656919,0.8,0.9,0.540305
25,0.0,0.530592,0.8,0.9,0.007685
26,0.0,0.541613,0.8,0.9,0.009013
27,0.0,0.560653,0.8,0.9,0.007273
28,0.0,0.584614,0.8,0.9,0.006127
29,0.0,0.613052,0.8,0.9,0.007273
30,0.0,0.641855,0.8,0.9,0.007273
31,0.001471,0.668834,0.8,0.9,0.011009
32,0.073537,0.684428,0.8,0.9,0.006495
33,0.213256,0.683184,0.8,0.9,4.6e-5
34,0.423571,0.667286,0.8,0.9,0.0
35,0.710363,0.639284,0.8,0.9,0.0
36,0.891263,0.613345,0.8,0.9,0.000269
37,1.0,0.593586,0.8,0.9,0.002155
38,0.957446,0.583405,0.8,0.9,0.009013
39,1.0,0.589662,0.8,0.9,0.011009
40,0.936856,0.615738,0.8,0.9,0.021088
41,0.913324,0.658685,0.8,0.9,0.039603
42,0.8442,0.707823,0.8,0.9,0.070251
43,0.636827,0.747103,0.8,0.9,0.0924
44,0.477988,0.76161,0.8,0.9,0.083877
45,0.319149,0.750128,0.8,0.9,0.066649
46,0.125012,0.717727,0.8,0.9,0.079819
47,0.010295,0.673217,0.8,0.9,0.118774
48,0.0,0.625626,0.8,0.9,0.0924
49,0.0,0.446451,0.8,0.9,0.222957
50,0.0,0.455754,0.8,0.9,0.215135
51,0.0,0.470949,0.8,0.9,0.19277
52,0.0,0.491159,0.8,0.9,0.182193
53,0.0,0.51512,0.8,0.9,0.182193
54,0.0,0.54093,0.8,0.9,0.162215
55,0.0,0.563701,0.8,0.9,0.200043
56,0.0,0.58017,0.8,0.9,0.256142
57,0.032356,0.584654,0.8,0.9,0.302055
58,0.145602,0.569211,0.8,0.9,0.28775
59,0.347093,0.552311,0.8,0.9,0.211293
60,0.525051,0.533611,0.8,0.9,0.222957
61,0.733895,0.51642,0.8,0.9,0.14082
62,0.855965,0.507562,0.8,0.9,0.369531
63,0.8442,0.513006,0.8,0.9,0.452692
64,0.630944,0.535692,0.8,0.9,0.353151
65,0.636827,0.573056,0.8,0.9,0.297235
66,0.469163,0.615806,0.8,0.9,0.226938
67,0.335327,0.64998,0.8,0.9,0.094618
68,0.208844,0.662601,0.8,0.9,0.051959
69,0.055888,0.648075,0.8,0.9,0.028367
70,0.0,0.610981,0.8,0.9,0.02192
71,0.0,0.563172,0.8,0.9,0.019487
72,0.0,0.51739,0.8,0.9,0.012109
73,0.0,0.541842,0.8,0.9,0.004796
74,0.0,0.554679,0.8,0.9,0.005434
75,0.0,0.573053,0.8,0.9,0.009487
76,0.0,0.596956,0.8,0.9,0.015174
