Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.537581,0.8,0.9,0.245954
2,0.0,0.552698,0.8,0.9,0.163036
3,0.0,0.570422,0.8,0.9,0.132074
4,0.0,0.59716,0.8,0.9,0.163036
5,0.0,0.627994,0.8,0.9,0.186157
6,0.0,0.662723,0.8,0.9,0.177247
7,0.0,0.693579,0.8,0.9,0.171468
8,0.0,0.71567,0.8,0.9,0.171468
9,0.0,0.723729,0.8,0.9,0.163036
10,0.0,0.717832,0.8,0.9,0.186157
11,0.038,0.692408,0.8,0.9,0.174341
12,0.14,0.657173,0.8,0.9,0.125
13,0.252,0.623209,0.8,0.9,0.085975
14,0.312,0.60463,0.8,0.9,0.174341
15,0.227,0.617597,0.8,0.9,0.174341
16,0.202,0.649948,0.8,0.9,0.152231
17,0.16,0.707156,0.8,0.9,0.089633
18,0.125,0.774478,0.8,0.9,0.115967
19,0.111,0.838369,0.8,0.9,0.089633
20,0.015,0.869301,0.8,0.9,0.073957
21,0.0,0.851596,0.8,0.9,0.060225
22,0.0,0.798617,0.8,0.9,0.06917
23,0.0,0.725674,0.8,0.9,0.097258
24,0.0,0.655936,0.8,0.9,0.149606
25,0.0,0.360261,0.8,0.9,0.624891
26,0.0,0.367852,0.8,0.9,0.598209
27,0.0,0.377833,0.8,0.9,1.0
28,0.0,0.393315,0.8,0.9,1.0
29,0.0,0.41276,0.8,0.9,1.0
30,0.0,0.430484,0.8,0.9,1.0
31,0.0,0.442356,0.8,0.9,1.0
32,0.0,0.45261,0.8,0.9,1.0
33,0.016,0.456033,0.8,0.9,1.0
34,0.072,0.450662,0.8,0.9,1.0
35,0.176,0.43801,0.8,0.9,1.0
36,0.318,0.42128,0.8,0.9,1.0
37,0.412,0.40744,0.8,0.9,1.0
38,0.471,0.400362,0.8,0.9,1.0
39,0.492,0.410077,0.8,0.9,1.0
40,0.45,0.430845,0.8,0.9,1.0
41,0.439,0.465835,0.8,0.9,1.0
42,0.333,0.506493,0.8,0.9,1.0
43,0.234,0.544904,0.8,0.9,1.0
