Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.564972,0.8,0.9,0.801797
2,0.0,0.578111,0.8,0.9,0.747149
3,0.0,0.596612,0.8,0.9,0.778061
4,0.0,0.623071,0.8,0.9,0.826011
5,0.0,0.654441,0.8,0.9,0.7625
6,0.0,0.688995,0.8,0.9,0.717066
7,0.0,0.720211,0.8,0.9,0.687801
8,0.0,0.743919,0.8,0.9,0.645415
9,0.0,0.753104,0.8,0.9,0.604807
10,0.0,0.742038,0.8,0.9,0.540974
11,0.012,0.723049,0.8,0.9,0.481799
12,0.098,0.691947,0.8,0.9,0.401383
13,0.201,0.66187,0.8,0.9,0.154886
14,0.281,0.644794,0.8,0.9,0.186157
15,0.314,0.650304,0.8,0.9,0.330452
16,0.3,0.681306,0.8,0.9,0.288142
17,0.196,0.737781,0.8,0.9,0.204864
18,0.082,0.804153,0.8,0.9,0.242337
19,0.032,0.859237,0.8,0.9,0.208098
20,0.002,0.882693,0.8,0.9,0.214669
21,0.0,0.86373,0.8,0.9,0.253295
22,0.0,0.815583,0.8,0.9,0.242337
23,0.0,0.74955,0.8,0.9,0.228224
24,0.0,0.682121,0.8,0.9,0.195361
25,0.0,0.380527,0.8,0.9,0.120427
26,0.0,0.389507,0.8,0.9,0.115967
27,0.0,0.402062,0.8,0.9,0.115967
28,0.0,0.417502,0.8,0.9,0.127329
29,0.0,0.437057,0.8,0.9,0.171468
30,0.0,0.459225,0.8,0.9,0.186157
31,0.0,0.479618,0.8,0.9,0.174341
32,0.018,0.493226,0.8,0.9,0.152231
33,0.07,0.495161,0.8,0.9,0.129687
34,0.148,0.483303,0.8,0.9,0.111619
35,0.246,0.463847,0.8,0.9,0.093394
36,0.28,0.444997,0.8,0.9,0.087791
37,0.267,0.430931,0.8,0.9,0.049546
38,0.265,0.424538,0.8,0.9,0.091501
39,0.452,0.427613,0.8,0.9,0.152231
40,0.556,0.446886,0.8,0.9,0.136935
41,0.416,0.492704,0.8,0.9,0.07896
42,0.375,0.541952,0.8,0.9,0.07896
43,0.267,0.577058,0.8,0.9,0.066097
44,0.185,0.590826,0.8,0.9,0.015053
45,0.146,0.579082,0.8,0.9,0.026012
46,0.027,0.546698,0.8,0.9,0.04021
47,0.0,0.502343,0.8,0.9,0.056057
48,0.0,0.45912,0.8,0.9,0.067622
49,0.0,0.338816,0.8,0.9,0.149606
50,0.0,0.348081,0.8,0.9,0.152231
51,0.0,0.361046,0.8,0.9,0.136935
52,0.0,0.378109,0.8,0.9,0.093394
53,0.0,0.398206,0.8,0.9,0.063115
54,0.0,0.419374,0.8,0.9,0.039133
55,0.0,0.439527,0.8,0.9,0.023649
56,0.001,0.453606,0.8,0.9,0.013952
57,0.065,0.455492,0.8,0.9,0.007352
58,0.203,0.43411,0.8,0.9,0.000171
59,0.362,0.412026,0.8,0.9,0.0
60,0.507,0.388731,0.8,0.9,0.0
61,0.627,0.370091,0.8,0.9,0.0
62,0.696,0.36073,0.8,0.9,0.000358
63,0.674,0.365131,0.8,0.9,0.001156
64,0.685,0.383502,0.8,0.9,0.001882
65,0.646,0.414006,0.8,0.9,0.000963
66,0.539,0.450111,0.8,0.9,0.000202
67,0.323,0.481882,0.8,0.9,2.1e-5
68,0.244,0.49609,0.8,0.9,0.0
69,0.104,0.491575,0.8,0.9,1.0e-5
70,0.009,0.465502,0.8,0.9,0.002178
71,0.0,0.430117,0.8,0.9,0.018056
72,0.0,0.392236,0.8,0.9,0.052086
73,0.0,0.519779,0.8,0.9,0.085975
74,0.0,0.530073,0.8,0.9,0.057424
75,0.0,0.545178,0.8,0.9,0.075601
76,0.0,0.568126,0.8,0.9,0.095313
77,0.0,0.598177,0.8,0.9,0.080677
78,0.0,0.629854,0.8,0.9,0.097258
79,0.0,0.657712,0.8,0.9,0.125
80,0.0,0.677919,0.8,0.9,0.168626
81,0.0,0.684783,0.8,0.9,0.195361
82,0.0,0.683856,0.8,0.9,0.214669
83,0.007,0.664849,0.8,0.9,0.231699
84,0.048,0.637551,0.8,0.9,0.238755
85,0.112,0.610354,0.8,0.9,0.25702
86,0.1,0.598596,0.8,0.9,0.177247
87,0.123,0.605726,0.8,0.9,0.149606
88,0.152,0.635269,0.8,0.9,0.154886
89,0.142,0.68872,0.8,0.9,0.288142
90,0.061,0.754229,0.8,0.9,0.376715
91,0.006,0.812508,0.8,0.9,0.504922
92,0.0,0.837574,0.8,0.9,0.591659
93,0.0,0.821446,0.8,0.9,0.604807
94,0.0,0.771211,0.8,0.9,0.591659
95,0.0,0.704769,0.8,0.9,0.553363
96,0.0,0.640662,0.8,0.9,0.476131
97,0.0,0.553632,0.8,0.9,0.043559
98,0.0,0.565834,0.8,0.9,0.060225
99,0.0,0.583907,0.8,0.9,0.060225
100,0.0,0.60774,0.8,0.9,0.066097
101,0.0,0.6369,0.8,0.9,0.084184
102,0.0,0.666829,0.8,0.9,0.093394
103,0.0,0.69473,0.8,0.9,0.120427
104,0.0,0.714443,0.8,0.9,0.129687
105,0.0,0.72325,0.8,0.9,0.109486
106,0.0,0.72201,0.8,0.9,0.097258
107,0.004,0.704293,0.8,0.9,0.085975
108,0.046,0.677067,0.8,0.9,0.07896
109,0.098,0.650695,0.8,0.9,0.037037
110,0.118,0.639763,0.8,0.9,0.026012
111,0.151,0.647642,0.8,0.9,0.030292
112,0.136,0.683325,0.8,0.9,0.042423
113,0.11,0.740874,0.8,0.9,0.061659
114,0.055,0.811043,0.8,0.9,0.053388
115,0.005,0.871178,0.8,0.9,0.030292
116,0.0,0.896649,0.8,0.9,0.045892
117,0.0,0.87909,0.8,0.9,0.041307
118,0.0,0.818031,0.8,0.9,0.017426
119,0.0,0.748997,0.8,0.9,0.009659
120,0.0,0.679251,0.8,0.9,0.010523
121,0.0,0.556007,0.8,0.9,1.0
122,0.0,0.565754,0.8,0.9,1.0
