period,time_step,SOLAR,LOAD_E,WIND
254,18,0.469163,0.615806,0.226938
254,19,0.335327,0.64998,0.094618
254,20,0.208844,0.662601,0.051959
254,21,0.055888,0.648075,0.028367
254,22,0.0,0.610981,0.02192
254,23,0.0,0.563172,0.019487
254,24,0.0,0.51739,0.012109
272,1,0.0,0.541842,0.004796
272,2,0.0,0.554679,0.005434
272,3,0.0,0.573053,0.009487
272,4,0.0,0.596956,0.015174
272,5,0.0,0.625388,0.01155
272,6,0.0,0.654149,0.015174
272,7,0.0,0.680997,0.018718
272,8,0.0,0.700185,0.030417
272,9,0.001471,0.708308,0.039603
272,10,0.095598,0.706573,0.026412
272,11,0.235317,0.682582,0.003673
272,12,0.355917,0.652628,0.011009
272,13,0.469163,0.627388,0.000428
272,14,0.516227,0.614852,0.00198
272,15,0.572114,0.619054,0.003935
272,16,0.641239,0.643931,0.001514
272,17,0.547112,0.687508,0.00037
272,18,0.438278,0.739514,0.001816
272,19,0.2412,0.783585,0.02365
272,20,0.097068,0.805753,0.064896
272,21,0.004412,0.797912,0.090218
272,22,0.0,0.755091,0.0924
272,23,0.0,0.701258,0.083877
272,24,0.0,0.648474,0.08807
284,1,0.0,0.55897,0.471998
284,2,0.0,0.572156,0.380729
284,3,0.0,0.591601,0.342504
284,4,0.0,0.616229,0.342504
284,5,0.0,0.646733,0.342504
284,6,0.0,0.678972,0.375102
284,7,0.0,0.708767,0.386411
284,8,0.0,0.730051,0.403797
284,9,0.0,0.739151,0.375102
284,10,0.061771,0.730515,0.316827
284,11,0.247083,0.702611,0.211293
284,12,0.444161,0.667508,0.116193
284,13,0.603,0.635055,0.099159
284,14,0.70448,0.615195,0.094618
284,15,0.736836,0.61575,0.108672
284,16,0.694185,0.638562,0.126749
284,17,0.585351,0.682426,0.106239
284,18,0.419158,0.736237,0.0924
284,19,0.22208,0.785516,0.172011
284,20,0.045593,0.813256,0.311851
284,21,0.0,0.803061,0.39215
284,22,0.0,0.763574,0.415673
284,23,0.0,0.709131,0.375102
284,24,0.0,0.656359,0.269388
300,1,0.0,0.57838,1.0
300,2,0.0,0.590883,1.0
300,3,0.0,0.608112,1.0
300,4,0.0,0.62992,1.0
300,5,0.0,0.657448,1.0
300,6,0.0,0.685786,0.992421
300,7,0.0,0.711942,0.899121
300,8,0.0,0.729284,0.889131
300,9,0.0,0.733628,0.879215
300,10,0.004412,0.725014,0.899121
300,11,0.061771,0.703707,0.98175
300,12,0.116188,0.676695,1.0
300,13,0.202961,0.651811,0.607152
300,14,0.208844,0.639419,0.784081
300,15,0.202961,0.645052,0.622719
300,16,0.182371,0.671658,0.547477
300,17,0.094127,0.717137,0.591846
300,18,0.036768,0.770635,0.498584
300,19,0.014707,0.814178,0.498584
300,20,0.0,0.830778,0.519165
300,21,0.0,0.814887,0.569374
300,22,0.0,0.770434,0.630602
300,23,0.0,0.712165,0.671013
300,24,0.0,0.655507,0.671013
314,1,0.0,0.598394,0.137927
314,2,0.0,0.609646,0.132259
314,3,0.0,0.626846,0.165438
314,4,0.0,0.65052,0.182193
314,5,0.0,0.680184,0.175362
314,6,0.0,0.710826,0.175362
314,7,0.0,0.740632,0.207498
314,8,0.0,0.761466,0.196384
314,9,0.0,0.769542,0.162215
314,10,0.0,0.757847,0.135073
314,11,0.017649,0.737688,0.113648
314,12,0.086773,0.710134,0.083877
314,13,0.151485,0.682891,0.055015
314,14,0.194136,0.668726,0.055015
314,15,0.226493,0.672181,0.043475
314,16,0.247083,0.701259,0.068435
314,17,0.195607,0.751555,0.07784
314,18,0.114717,0.812083,0.152799
314,19,0.027944,0.861859,0.090218
314,20,0.0,0.884996,0.081831
314,21,0.0,0.871072,0.090218
314,22,0.0,0.820478,0.073981
314,23,0.0,0.757635,0.056586
314,24,0.0,0.700419,0.037154
327,1,0.0,0.613227,0.042158
327,2,0.0,0.624757,0.026412
327,3,0.0,0.642384,0.020277
327,4,0.0,0.666645,0.017969
327,5,0.0,0.6958,0.015174
327,6,0.0,0.725862,0.008554
327,7,0.0,0.75494,0.009013
327,8,0.0,0.777549,0.020277
327,9,0.0,0.785091,0.034809
327,10,0.0,0.778044,0.043475
327,11,0.016178,0.756698,0.044819
327,12,0.102951,0.723923,0.031478
327,13,0.169134,0.695565,0.006127
327,14,0.233846,0.679923,0.01155
327,15,0.294146,0.68534,0.024548
327,16,0.255907,0.714993,0.079819
327,17,0.204432,0.764863,0.108672
327,18,0.098539,0.828677,0.07784
327,19,0.011766,0.880211,0.068435
327,20,0.0,0.902956,0.068435
327,21,0.0,0.88711,0.063173
327,22,0.0,0.83559,0.043475
327,23,0.0,0.772951,0.026412
327,24,0.0,0.712639,0.019487
