period,time_step,SOLAR,LOAD_E,WIND
123,1,0.0,0.573562,0.505383
123,2,0.0,0.585936,0.3478
123,3,0.0,0.603013,0.269388
123,4,0.0,0.625786,0.28775
123,5,0.0,0.652553,0.239166
123,6,0.0,0.680711,0.149743
123,7,0.0,0.706695,0.149743
123,8,0.005883,0.724602,0.292467
123,9,0.04118,0.730297,0.491846
123,10,0.073537,0.717799,0.599467
123,11,0.114717,0.698037,0.630602
123,12,0.188254,0.671292,0.622719
123,13,0.360329,0.645451,0.540305
123,14,0.438278,0.631422,1.0
123,15,0.258849,0.640587,1.0
123,16,0.277968,0.668914,0.811861
123,17,0.263261,0.716906,0.879215
123,18,0.195607,0.771823,1.0
123,19,0.139719,0.816172,1.0
123,20,0.075007,0.83511,0.950196
123,21,0.050005,0.818313,0.774964
123,22,0.022061,0.7729,0.679297
123,23,0.0,0.713734,0.591846
123,24,0.0,0.656919,0.540305
141,1,0.0,0.530592,0.007685
141,2,0.0,0.541613,0.009013
141,3,0.0,0.560653,0.007273
141,4,0.0,0.584614,0.006127
141,5,0.0,0.613052,0.007273
141,6,0.0,0.641855,0.007273
141,7,0.001471,0.668834,0.011009
141,8,0.073537,0.684428,0.006495
141,9,0.213256,0.683184,4.6e-5
141,10,0.423571,0.667286,0.0
141,11,0.710363,0.639284,0.0
141,12,0.891263,0.613345,0.000269
141,13,1.0,0.593586,0.002155
141,14,0.957446,0.583405,0.009013
141,15,1.0,0.589662,0.011009
141,16,0.936856,0.615738,0.021088
141,17,0.913324,0.658685,0.039603
141,18,0.8442,0.707823,0.070251
141,19,0.636827,0.747103,0.0924
141,20,0.477988,0.76161,0.083877
141,21,0.319149,0.750128,0.066649
141,22,0.125012,0.717727,0.079819
141,23,0.010295,0.673217,0.118774
141,24,0.0,0.625626,0.0924
254,1,0.0,0.446451,0.222957
254,2,0.0,0.455754,0.215135
254,3,0.0,0.470949,0.19277
254,4,0.0,0.491159,0.182193
254,5,0.0,0.51512,0.182193
254,6,0.0,0.54093,0.162215
254,7,0.0,0.563701,0.200043
254,8,0.0,0.58017,0.256142
254,9,0.032356,0.584654,0.302055
254,10,0.145602,0.569211,0.28775
254,11,0.347093,0.552311,0.211293
254,12,0.525051,0.533611,0.222957
254,13,0.733895,0.51642,0.14082
254,14,0.855965,0.507562,0.369531
254,15,0.8442,0.513006,0.452692
254,16,0.630944,0.535692,0.353151
254,17,0.636827,0.573056,0.297235
