iter,elec_rho,elec_price_mean,elec_imb_mean,H2_rho,H2_price_mean,H2_imb_mean,elec_GC_rho,elec_GC_price_mean,elec_GC_imb_mean,H2_GC_rho,H2_GC_price_mean,H2_GC_imb_mean,EP_rho,EP_price_mean,EP_imb_mean,cap_rho_Green_Coalition
1,1.0,493.8545548102474,-416.8545548102474,0.5,128.0,0.0,0.3,9.789493213052149,-22.631644043507166,1.0,23.548744684486106,1.4512553155139067,3.0,5413.222379670886,-1771.074126556962,0.1
2,1.0,-569.3355740301361,1063.1901288403835,0.5,128.0,0.0,0.3,11.627641340127072,-6.1271604235830734,1.0,900.1984909520787,-876.649746267593,3.0,4451.330251216344,320.6307094848471,0.1
3,1.05,929.0308659527567,-1678.8419495606643,0.5,128.0,0.0,0.315,25.274466946135746,-50.968536343636494,1.05,1480.5544570957336,-552.7199677558618,2.9702970297029703,3445.464803111773,338.6413675285387,0.1
4,1.1025,-960.193502492163,2371.740060347175,0.5,128.0,0.0,0.33075000000000004,30.94050323283237,-19.566959596599414,1.1025,1985.2782783946316,-457.79938439809257,3.0,2544.36379464269,353.37294449767984,0.1
5,1.1576250000000001,1000.8401600328232,-2758.4198814165998,0.5,128.0,0.0,0.3472875000000001,97.65425104365285,-258.1375066256082,1.1576250000000001,2479.445651708503,-426.88035703606226,3.0300000000000002,1693.0100997418936,388.8924799985369,0.1
6,1.2155062500000002,-676.5578465377384,2181.6492265877855,0.5,128.0,0.0,0.3646518750000001,140.6156883438413,-153.70501961124106,1.2155062500000002,2909.638027225172,-353.92033197416197,3.0603000000000002,1262.2015649452032,229.22581163551342,0.1
7,1.2762815625000004,970.9649099789686,-2400.8885426907154,0.5,128.0,0.0,0.38288446875000015,180.75792287710348,-160.91723714286138,1.2762815625000004,3118.7314195340823,-163.83014410968596,3.0300000000000002,1284.9661523972209,-14.392672818921984,0.1
8,1.3400956406250004,-450.6136561045161,1915.512189818415,0.5,128.0,0.0,0.4020286921875002,201.6105927718859,-77.29228878506406,1.3400956406250004,3118.0860383607583,0.48159336823245363,3.0,1564.9898533827295,-173.60435234872946,0.1
9,1.4071004226562505,791.951825591034,-1548.1278175664684,0.5,128.0,0.0,0.4221301267968752,223.1703943318176,-73.89120262718123,1.2762815625000004,2986.7627977601796,121.0531709129262,2.9702970297029703,1826.9926747062814,-159.2780517070392,0.1
10,1.477455443789063,-387.8329989083249,1359.1388020713123,0.5,128.0,0.0,0.443236633136719,228.04498777520826,-15.447558624110279,1.3400956406250004,2827.5321643452767,164.45723220817214,2.9408881482207625,1901.25274417349,-44.267955736889974,0.1
