iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Green_Coalition,cap_dual_Green_Coalition
1,22370.77552606781,Inf,0.0,Inf,1214.5442474421195,Inf,78.2250940009884,Inf,95045.8118637814,Inf,0.0,Inf,0.0,Inf
2,57628.31500908607,25634.798685134574,0.0,0.0,332.3725199930149,71.03762997286029,47045.96381184156,35202.25235970504,17950.563272849995,188853.5927014347,0.0,Inf,0.0,Inf
3,90405.96617613501,44519.81817690503,0.0,0.0,2784.8067762310693,739.7066869192269,29663.060162152677,13606.415252025274,18656.908694180685,3297.492417146207,0.0,Inf,0.0,Inf
4,127752.34183934261,42934.1890390386,0.0,0.0,1081.8936364817998,216.81251228673713,24575.712237503965,4223.200087371956,19686.86317973056,3893.42133621846,0.0,Inf,0.0,Inf
5,148286.05057896147,61249.19138335645,0.0,0.0,13875.499244864252,3317.0881966715274,22913.796918305714,1531.2400845422144,21080.347679164708,7663.657311636852,0.0,Inf,0.0,Inf
6,117234.08659401443,48488.58299586164,0.0,0.0,8252.018293821198,1535.9007791100464,19086.085429315546,4253.827922813169,12438.74901058979,25094.584589928596,0.0,Inf,0.0,Inf
7,129160.81300178335,51235.09807827585,0.0,0.0,8643.597297848633,145.4469879203102,9029.520067505618,6408.5458747113125,7837.234876781564,45001.29589359552,0.0,Inf,0.0,Inf
8,103239.07132773662,46193.92444958686,0.0,0.0,4152.802586804935,1347.4132231798567,1521.5391206058212,4844.894932389024,12958.12851751661,38683.033545896935,0.0,Inf,0.0,Inf
9,83770.16973783346,40852.26902340182,0.0,0.0,3973.802745552373,71.36481462684992,6533.49423022065,2488.0451257014356,12277.215793512689,22489.364845288394,0.0,Inf,0.0,Inf
10,73795.84596393033,36924.14211886327,0.0,0.0,907.9155609914725,1051.2088210844431,8862.359358427198,4105.956862694475,6306.172183463063,12574.337800553465,0.0,Inf,0.0,Inf
11,71074.58097745638,37337.246172706495,0.0,0.0,1519.4125000720492,400.1871143175325,8909.263236798099,4218.896909325253,6184.307253428011,11417.16867003968,0.0,Inf,0.0,Inf
12,74460.08391392975,38672.91185344126,0.0,0.0,1208.1440614722333,896.2401352561926,9135.05336598703,2624.1644412561395,7939.505890023621,8505.567460396878,0.0,Inf,0.0,Inf
13,52641.224183281876,34725.97138436599,0.0,0.0,1092.8262305867574,811.4621744802059,10298.896949099086,1455.5896981532815,6892.286359732798,8359.322605047031,0.0,Inf,0.0,Inf
14,36426.03964509738,27439.5681364057,0.0,0.0,1551.5205136105164,939.6836404907177,12100.645891376465,2110.2364614421645,3834.2895213675483,9435.370195518406,0.0,Inf,0.0,Inf
15,27536.227981846107,24557.597194258004,0.0,0.0,1546.8956129494754,350.5737008411874,13229.84256790478,1875.1825595643702,2367.4178378822926,7387.5095052466895,0.0,Inf,0.0,Inf
16,24494.24613128941,22503.2879929886,0.0,0.0,2725.491588201362,559.5489096912967,13268.926904507105,1685.6032771592215,1762.2101143838981,4636.780754581913,0.0,Inf,0.0,Inf
17,24413.493030276295,22581.187920338347,0.0,0.0,3265.307417259526,269.4374921760977,11975.680521558565,1648.7655034434147,2489.816515355148,3126.492029641399,0.0,Inf,0.0,Inf
18,24915.82340040139,21997.92220092894,0.0,0.0,3453.8177167166564,143.69301818119752,10381.938666023278,1875.770112826899,2840.5975201464166,2768.6577240629144,0.0,Inf,0.0,Inf
19,16838.008157833003,20828.30658758389,0.0,0.0,3348.384575036822,83.86417260380108,8761.635773480495,2161.46628625215,3300.1677094611696,1858.4345307824126,0.0,Inf,0.0,Inf
