case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
green_social_planner,1,0.06666666666666667,4.320139384297731e10,-4.320139384297731e10,5.4828578059823654e10,-1.1627184216846355e10
green_social_planner,2,0.06666666666666667,4.014035015553517e10,-4.014035015553517e10,5.4804984578995415e10,-1.4664634423460232e10
green_social_planner,3,0.06666666666666667,3.722428563114142e10,-3.722428563114142e10,5.480494554052211e10,-1.758065990938069e10
green_social_planner,4,0.06666666666666667,4.326609894989707e10,-4.326609894989707e10,5.5762506074423546e10,-1.2496407124526478e10
green_social_planner,5,0.06666666666666667,3.962917988852629e10,-3.962917988852629e10,5.5747243394891655e10,-1.6118063506365368e10
green_social_planner,6,0.06666666666666667,3.6122245117616104e10,-3.6122245117616104e10,5.574789164782287e10,-1.9625646530206764e10
green_social_planner,7,0.06666666666666667,4.294929070662832e10,-4.294929070662832e10,5.497549889733453e10,-1.202620819070622e10
green_social_planner,8,0.06666666666666667,3.958943437283967e10,-3.958943437283967e10,5.494719663007535e10,-1.535776225723568e10
green_social_planner,9,0.06666666666666667,3.637397705972977e10,-3.637397705972977e10,5.494756773586707e10,-1.8573590676137314e10
green_social_planner,10,0.06666666666666667,4.296961981600918e10,-4.296961981600918e10,5.4779368137638725e10,-1.1809748321629547e10
green_social_planner,11,0.06666666666666667,3.975696979824736e10,-3.975696979824736e10,5.476129816438963e10,-1.5004328366142275e10
green_social_planner,12,0.06666666666666667,3.667252823223414e10,-3.667252823223414e10,5.476082383153041e10,-1.8088295599296272e10
green_social_planner,13,0.06666666666666667,4.3302928638063515e10,-4.3302928638063515e10,5.49174665905739e10,-1.1614537952510384e10
green_social_planner,14,0.06666666666666667,4.014167939626196e10,-4.014167939626196e10,5.487143785888003e10,-1.4729758462618067e10
green_social_planner,15,0.06666666666666667,3.713825428986245e10,-3.713825428986245e10,5.487221310767351e10,-1.7733958817811058e10
