Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,83.3391608046812,128.0,5.832701730787451,75.68132563268865,128.08838226353072,1828.4432209631104,0.0,0.0,12112.386,7958.231048171439,1023.9706371663831,678.3753680334598,0.0,-15.917754303547554,0.0,0.0,-4.863369547151385e6,-17330.962119018433,7951.165976402059,0.0
2,2,1,1,15.96931644253334,83.33916080460881,128.0,5.832701730788335,75.68132563268986,128.08838226353436,2067.1817209629303,0.0,0.0,12351.1245,7958.231048175195,1023.970637166418,678.3753680334543,0.0,-17.99612374298158,0.0,0.0,-4.955542053658631e6,-17330.96211901211,7951.165976397257,0.0
3,3,1,1,15.96931644253334,83.33916080469062,128.0,5.832701730803967,75.6813256326888,128.08838226353544,2426.956720963026,0.0,0.0,12710.8995,7958.231048142162,1023.9706371664039,678.3753680335767,0.0,-21.128192764503183,0.0,0.0,-5.094175344973363e6,-17330.962118881493,7951.165976405289,0.0
4,4,1,1,15.96931644253334,83.33916080468185,128.0,5.832701730788173,75.681325632689,128.08838226355732,2918.7272209630264,0.0,0.0,13202.67,7958.231048170399,1023.9706371663889,678.3753680331358,0.0,-25.409365876490483,0.0,0.0,-5.283147442907726e6,-17330.962119012496,7951.165976350283,0.0
5,5,1,1,15.96931644253334,83.33916080459737,128.0,5.832701730810027,75.68132563268952,128.08838226349667,3508.368220963144,0.0,0.0,13792.311,7958.231048136437,1023.9706371663248,678.3753680331115,0.0,-30.54256329627242,0.0,0.0,-5.508931072303082e6,-17330.96211883219,7951.165976413613,0.0
6,6,1,1,15.96931644253334,83.33916080472731,128.0,5.832701730781999,75.68132563268922,128.0883822635655,4245.175720963049,0.0,0.0,14529.1185,7958.2310481837285,1023.9706371663834,678.3753680330408,0.0,-36.95693893299904,0.0,0.0,-5.789845601493758e6,-17330.96211906414,7951.165976335091,0.0
7,7,1,1,15.96931644253334,83.3391608045841,128.0,5.832701730793107,75.68132563268888,128.08838226353177,4907.142220963027,0.0,0.0,15191.085,7958.2310481681525,1023.9706371663759,678.3753680330399,0.0,-42.71977518312633,0.0,0.0,-6.041068895042364e6,-17330.9621189728,7951.165976369666,0.0
8,8,1,1,15.96931644253334,83.33916080472399,128.0,5.8327017307792675,75.68132563268948,128.08838226352086,5361.511720963193,0.0,0.0,15645.4545,7958.231048199469,1023.9706371663427,678.3753680331407,0.0,-46.67534966953099,0.0,0.0,-6.212872893422045e6,-17330.962119088836,7951.165976390272,0.0
9,9,1,1,15.96931644253334,83.33916080472751,128.0,5.8327017307877105,75.68132563268922,128.08838226353416,5527.086220963151,0.0,0.0,15811.029,7958.231048175494,1023.9706371663749,678.375368033115,0.0,-48.116780405980535,0.0,0.0,-6.275350814132239e6,-17330.96211901714,7951.165976373159,0.0
10,10,1,1,15.96931644253334,83.33916080474391,128.0,5.832701730797634,75.68132563268935,128.08838226352432,5344.07872096321,0.0,0.0,15628.021499999999,7958.23104815793,1023.9706371663431,678.3753680331492,0.0,-46.5235844879644,0.0,0.0,-6.206290733145926e6,-17330.96211893486,7951.165976387245,0.0
