AgentID,Slot,Role,Unit,Existing_MW,Capacity_MW,Investment_MW
Green_Coalition,VRES_solar,Solar,MW,25881.0,25881.00000000757,7.570633897557855e-9
Green_Coalition,VRES_wind,Wind,MW,11782.0,11782.000026898955,2.689895518415142e-5
Green_Coalition,H2,Electrolyzer,MW_H2,533.3333333333334,998.7468028267995,465.4134694934661
Green_Coalition,EP,EP plant,MW_EP,400.0,749.0601028584263,349.06010285842626
