iter,elec_rho,elec_price_mean,elec_imb_mean,H2_rho,H2_price_mean,H2_imb_mean,elec_GC_rho,elec_GC_price_mean,elec_GC_imb_mean,H2_GC_rho,H2_GC_price_mean,H2_GC_imb_mean,EP_rho,EP_price_mean,EP_imb_mean,cap_rho_Gen_VRES_Solar,cap_rho_Gen_VRES_Wind,cap_rho_Prod_H2_Green,cap_rho_Offtaker_Green
1,1.0,493.6117656856699,-416.6117656856699,0.5,127.77403407544553,0.4519318491089301,0.3,8.3883412992689,-17.96113766422966,1.0,24.56410721321372,0.4358927867862756,3.0,5418.913881600932,-1772.9712938669777,0.1,0.1,0.1,0.1
2,1.0,-551.4216828797657,1045.0334485654357,0.5,393.9775892797403,-532.407110408589,0.3,-14.452530844875582,76.1362404804816,1.0,1127.375082788554,-1102.8109755753394,3.0,4829.997883181495,196.30533280647876,0.1,0.1,0.1,0.1
3,1.05,1007.3220374960446,-1746.4915634462855,0.505,551.7075816449221,-312.33661854491464,0.315,82.04997887079175,-360.42020435356613,1.05,2089.7108670554635,-916.5102707303912,2.9702970297029703,4376.619153252656,152.63750574270983,0.1,0.1,0.1,0.1
4,1.1025,-883.7013988030824,2373.998617547884,0.51005,687.4952514641569,-266.22423256393455,0.33075000000000004,56.064392736492806,89.73802641850338,1.1025,3081.9497967600714,-899.9899589157435,3.0,4033.5846940800743,114.34481972419351,0.1,0.1,0.1,0.1
5,1.1576250000000001,1160.666579454244,-2875.6392018765837,0.5151505,673.903939401337,26.383187171166597,0.3472875000000001,210.19312047863414,-596.3749119829927,1.1576250000000001,3826.992874870558,-643.5962233974627,3.0300000000000002,3859.6089673184388,67.55027247588187,0.1,0.1,0.1,0.1
6,1.2155062500000002,-613.4588571947613,2307.4543856459522,0.51005,679.8391314968535,-11.636490727412209,0.3646518750000001,206.11530263408946,14.589387859331874,1.2155062500000002,4550.22881211493,-700.0094063874925,3.0,3744.27660875661,43.91104456951435,0.1,0.1,0.1,0.1
7,1.2762815625000004,1109.1425931237666,-2071.6056490616375,0.505,574.7665869784207,244.78169951877166,0.38288446875000015,368.32168990102883,-650.2329526347806,1.2762815625000004,5076.448464173144,-470.9387398030156,2.9702970297029703,3721.5720005553567,10.271622617110474,0.1,0.1,0.1,0.1
8,1.3400956406250004,-490.51295982625584,2155.46279628314,0.51005,480.4378140868769,211.23957375438738,0.4020286921875002,413.48763279173147,-167.41161293841648,1.3400956406250004,5585.291767982358,-510.238462428709,2.9408881482207625,3717.9040235696593,1.627180736128378,0.1,0.1,0.1,0.1
9,1.4071004226562505,722.7049571373516,-1511.5633209595314,0.5151505,321.3125590848745,415.0781866937687,0.4221301267968752,600.2307643771658,-775.5519823185768,1.4071004226562505,5934.399139665092,-323.68429268707405,2.9117704437829333,3741.968860057941,-12.685119277567674,0.1,0.1,0.1,0.1
10,1.477455443789063,-204.64641059392562,1068.3297503613258,0.520302005,173.27514456134062,371.1963449592379,0.443236633136719,696.9375640888455,-371.3614019066519,1.477455443789063,6276.3352384506725,-355.22157318909893,2.8829410334484487,3751.796364423545,-5.079711349696593,0.1,0.1,0.1,0.1
