iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Gen_VRES_Solar,cap_dual_Gen_VRES_Solar,cap_primal_Gen_VRES_Wind,cap_dual_Gen_VRES_Wind,cap_primal_Prod_H2_Green,cap_dual_Prod_H2_Green,cap_primal_Offtaker_Green,cap_dual_Offtaker_Green
1,22358.018892845637,Inf,24.253208269158197,Inf,970.4934771583388,Inf,23.424193106935824,Inf,95147.6240707091,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
2,56162.095558357476,29003.73091978544,28571.963783327206,10640.911043891569,4478.598922778922,1009.1082635656091,59183.04738606919,35703.012198316566,10534.849658454585,191333.40745847538,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
3,93778.13564999524,51334.13892460639,16764.272202116248,2435.4401804954923,19552.20654124827,2871.8542513317593,49185.961459886625,7120.1103405283,8191.388182459899,5771.571275666568,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
4,127602.95678138212,69244.12190104074,14289.446367593504,1125.7205976002115,8828.39670296941,3298.8104496339092,48299.38297741481,1188.4649725202564,6136.556312377748,5112.965662770784,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
5,154656.39118743548,81486.18651360895,1530.5111228733936,3800.4591365503907,32134.11274538918,5122.3383922314615,34542.94322808306,11318.407251496343,3628.5003099223813,6315.349821219649,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
6,124652.56040452275,86103.98673836463,771.0417646470856,1993.7485478130463,10478.43783479576,5694.012410967494,37574.76649731979,4177.15488174338,2389.3874361713215,3212.3534777263962,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
7,115096.48872544807,69076.0851158618,13188.41228605104,3612.6493333299422,34960.43978318753,5557.322156611312,25295.39754383395,11507.232568050395,665.8997216785148,4447.023506575398,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
8,125960.07070466813,80023.08321421329,11428.166952942094,1333.9511374635747,13881.170247945436,5598.3879585170525,27449.75230275375,3268.3434678465906,221.60506355883194,1226.877532083517,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
9,96839.36471449496,65981.34683946903,22377.443984947753,3706.2472050982897,42278.97327201564,5515.213208150676,17635.300702523236,11159.87287468764,682.7870584223629,1948.1377626006881,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
10,78759.06241654904,55993.70243858347,20000.042548788693,1459.08704000476,21902.238918086427,5547.7627417220865,19293.468636679787,3180.7872417644144,359.28807709576523,1105.0495085656958,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
