case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
market_exposure,1,0.06666666666666667,4.321223279223824e10,-4.321223279223824e10,5.4841301569157715e10,-1.1629068776919468e10
market_exposure,2,0.06666666666666667,4.017465591625084e10,-4.017465591625084e10,5.483780503095813e10,-1.4663149114707287e10
market_exposure,3,0.06666666666666667,3.7265490912045e10,-3.7265490912045e10,5.483573718660077e10,-1.7570246274555763e10
market_exposure,4,0.06666666666666667,4.325420564235979e10,-4.325420564235979e10,5.5756241383882545e10,-1.2502035741522758e10
market_exposure,5,0.06666666666666667,3.963360281539419e10,-3.963360281539419e10,5.575178764657938e10,-1.6118184831185192e10
market_exposure,6,0.06666666666666667,3.612993720472472e10,-3.612993720472472e10,5.5751742736712845e10,-1.9621805531988125e10
market_exposure,7,0.06666666666666667,4.2940988136632866e10,-4.2940988136632866e10,5.497148666494498e10,-1.20304985283121e10
market_exposure,8,0.06666666666666667,3.9613169322963104e10,-3.9613169322963104e10,5.496982702634028e10,-1.5356657703377174e10
market_exposure,9,0.06666666666666667,3.639659269718139e10,-3.639659269718139e10,5.496514219544089e10,-1.8568549498259502e10
market_exposure,10,0.06666666666666667,4.2972031958797386e10,-4.2972031958797386e10,5.4785156495681e10,-1.1813124536883633e10
market_exposure,11,0.06666666666666667,3.9769409607052574e10,-3.9769409607052574e10,5.4783104512067696e10,-1.5013694905015121e10
market_exposure,12,0.06666666666666667,3.66994039993049e10,-3.66994039993049e10,5.478549560821836e10,-1.8086091608913456e10
market_exposure,13,0.06666666666666667,4.32942788994821e10,-4.32942788994821e10,5.4911994862965256e10,-1.1617715963483158e10
market_exposure,14,0.06666666666666667,4.0161830734245926e10,-4.0161830734245926e10,5.490889910249989e10,-1.474706836825397e10
market_exposure,15,0.06666666666666667,3.717207713726742e10,-3.717207713726742e10,5.490739684654813e10,-1.773531970928071e10
