AgentID,Type,EP_total,H2_in_total,H2_GC_total,GC_share,GC_mandate,GC_slack
Offtaker_Green,GreenOfftaker,2.1422788478117893e6,2.856371797082387e6,1.20013169909916e6,0.4201594835535846,0.42,0.0001594835535846384
Offtaker_Grey,GreyOfftaker,2.963985999149424e6,3.951981332199232e6,1.6561998167707783e6,0.41908088058936305,0.42,-0.0009191194106369371
Offtaker_Import,EPImporter,0.0,-0.0,-0.0,0.0,0.42,-0.42
