period,time_step,SOLAR,LOAD_E,WIND
3,1,0.0,0.559547,0.604807
3,2,0.0,0.569341,0.695041
3,3,0.0,0.58757,0.778061
3,4,0.0,0.610197,0.990769
3,5,0.0,0.638778,1.0
3,6,0.0,0.666499,1.0
3,7,0.0,0.693599,1.0
3,8,0.0,0.711659,1.0
3,9,0.0,0.718865,1.0
3,10,0.0,0.706533,1.0
3,11,0.0,0.688452,1.0
3,12,0.004,0.659366,1.0
3,13,0.007,0.630398,1.0
3,14,0.023,0.614556,1.0
3,15,0.025,0.619555,1.0
3,16,0.016,0.651208,1.0
3,17,0.009,0.707686,1.0
3,18,0.006,0.767668,1.0
3,19,0.001,0.82036,1.0
3,20,0.0,0.851992,1.0
3,21,0.0,0.8446,1.0
3,22,0.0,0.788418,1.0
3,23,0.0,0.71974,1.0
3,24,0.0,0.653592,1.0
12,1,0.0,0.537701,0.245954
12,2,0.0,0.547057,0.304603
12,3,0.0,0.563298,0.353079
12,4,0.0,0.585651,0.39139
12,5,0.0,0.613807,0.516755
12,6,0.0,0.644111,0.652355
12,7,0.0,0.673435,0.778061
12,8,0.0,0.69417,0.936575
12,9,0.0,0.70202,1.0
12,10,0.0,0.695521,1.0
12,11,0.0,0.678515,1.0
12,12,0.023,0.65358,1.0
12,13,0.038,0.629213,1.0
12,14,0.041,0.617016,1.0
12,15,0.022,0.627254,1.0
12,16,0.067,0.660122,1.0
12,17,0.072,0.722498,1.0
12,18,0.044,0.794031,0.834189
12,19,0.016,0.856377,0.453903
12,20,0.0,0.883803,0.421875
12,21,0.0,0.867763,0.49327
12,22,0.0,0.811909,0.464928
12,23,0.0,0.740279,0.448456
12,24,0.0,0.670666,0.421875
70,1,0.0,0.498941,0.125
70,2,0.0,0.510008,0.154886
70,3,0.0,0.525759,0.160289
70,4,0.0,0.545988,0.13941
70,5,0.0,0.570897,0.111619
70,6,0.0,0.598377,0.099229
70,7,0.0,0.622688,0.07896
70,8,0.0,0.640356,0.072338
70,9,0.0,0.646087,0.072338
70,10,0.006,0.638612,0.06917
70,11,0.027,0.620087,0.07896
70,12,0.041,0.595889,0.075601
70,13,0.051,0.574333,0.032127
70,14,0.118,0.559829,0.067622
70,15,0.184,0.563634,0.038075
70,16,0.3,0.591663,0.060225
70,17,0.205,0.645341,0.064594
70,18,0.094,0.708558,0.07896
70,19,0.068,0.759006,0.073957
70,20,0.05,0.780772,0.06917
70,21,0.007,0.766802,0.035017
70,22,0.0,0.718325,0.025208
70,23,0.0,0.655006,0.020036
70,24,0.0,0.593436,0.022894
109,1,0.0,0.444231,0.448456
109,2,0.0,0.455584,0.459394
109,3,0.0,0.46911,0.357724
109,4,0.0,0.489367,0.32168
109,5,0.0,0.512861,0.288142
109,6,0.0,0.538147,0.284121
109,7,0.0,0.56129,0.268413
109,8,0.003,0.576573,0.25702
109,9,0.068,0.577212,0.228224
109,10,0.219,0.561568,0.268413
109,11,0.339,0.537788,0.343908
109,12,0.325,0.513788,0.411544
109,13,0.414,0.492856,0.221377
109,14,0.548,0.480382,0.249606
109,15,0.38,0.488924,0.296296
109,16,0.634,0.511391,0.284121
109,17,0.582,0.551014,0.268413
109,18,0.505,0.598411,0.288142
109,19,0.322,0.640312,0.49327
109,20,0.147,0.661167,0.348473
109,21,0.064,0.650985,0.245954
109,22,0.011,0.617162,0.330452
109,23,0.0,0.56742,0.401383
109,24,0.0,0.51769,0.464928
230,1,0.0,0.302731,0.000645
230,2,0.0,0.309949,0.004892
230,3,0.0,0.319571,0.015625
230,4,0.0,0.332252,0.018701
230,5,0.0,0.349185,0.021433
230,6,0.0,0.36695,0.032127
230,7,0.0,0.383302,0.049546
230,8,0.005,0.394691,0.066097
230,9,0.078,0.394541,0.060225
230,10,0.172,0.381647,0.057424
230,11,0.323,0.362375,0.032127
230,12,0.514,0.341181,0.016211
230,13,0.631,0.324316,0.009245
230,14,0.655,0.316223,0.017426
230,15,0.627,0.320824,0.025208
230,16,0.678,0.336762,0.026012
230,17,0.641,0.363369,0.026012
230,18,0.547,0.39501,0.029401
230,19,0.368,0.422474,0.019361
230,20,0.241,0.435839,0.017426
230,21,0.117,0.43124,0.022156
230,22,0.03,0.411769,0.030292
230,23,0.0,0.380952,0.037037
230,24,0.0,0.348576,0.056057
266,1,0.0,0.380042,0.013423
266,2,0.0,0.388504,0.035017
266,3,0.0,0.401483,0.030292
266,4,0.0,0.417916,0.016811
266,5,0.0,0.435393,0.013423
266,6,0.0,0.45635,0.022156
266,7,0.0,0.47659,0.060225
266,8,0.0,0.491291,0.07896
266,9,0.004,0.497455,0.070742
266,10,0.073,0.491081,0.060225
266,11,0.174,0.473346,0.052086
266,12,0.333,0.450921,0.026012
266,13,0.447,0.431836,0.006351
266,14,0.494,0.422268,0.006674
266,15,0.421,0.428677,0.011914
266,16,0.476,0.452153,0.033072
266,17,0.403,0.492014,0.042423
266,18,0.308,0.536326,0.039133
266,19,0.217,0.57394,0.015625
266,20,0.095,0.594224,0.005737
266,21,0.011,0.588757,0.001372
266,22,0.0,0.554918,0.000459
266,23,0.0,0.513333,0.000202
266,24,0.0,0.470593,0.00012
345,1,0.0,0.543371,1.0
345,2,0.0,0.553508,1.0
345,3,0.0,0.569941,1.0
345,4,0.0,0.593225,0.892953
345,5,0.0,0.62241,0.793832
345,6,0.0,0.6553,0.709673
345,7,0.0,0.684245,0.724509
345,8,0.0,0.7068,0.867442
345,9,0.0,0.713957,0.859047
345,10,0.0,0.708918,0.732004
345,11,0.002,0.692308,0.717066
345,12,0.047,0.663993,0.516755
345,13,0.101,0.640143,0.228224
345,14,0.161,0.629337,0.272284
345,15,0.184,0.64274,0.313064
345,16,0.15,0.684215,0.367138
345,17,0.108,0.745963,0.276193
345,18,0.054,0.816619,0.195361
345,19,0.003,0.87909,0.152231
345,20,0.0,0.905765,0.125
345,21,0.0,0.887062,0.115967
345,22,0.0,0.829914,0.101227
345,23,0.0,0.757411,0.109486
345,24,0.0,0.687611,0.103251
359,1,0.0,0.52526,0.401383
359,2,0.0,0.538853,0.308814
359,3,0.0,0.555508,0.245954
359,4,0.0,0.578918,0.177247
359,5,0.0,0.606034,0.136935
359,6,0.0,0.635955,0.089633
359,7,0.0,0.664126,0.066097
359,8,0.0,0.684577,0.044716
359,9,0.0,0.693131,0.014496
359,10,0.0,0.688321,0.014496
359,11,0.0,0.670707,0.060225
359,12,0.002,0.645303,0.089633
359,13,0.014,0.620513,0.171468
359,14,0.046,0.602701,0.421875
359,15,0.071,0.606061,0.464928
359,16,0.095,0.639308,0.343908
359,17,0.069,0.694762,0.443053
359,18,0.032,0.757302,0.817886
359,19,0.002,0.807337,1.0
359,20,0.0,0.827545,1.0
359,21,0.0,0.805993,1.0
359,22,0.0,0.739567,1.0
359,23,0.0,0.675278,1.0
359,24,0.0,0.617845,1.0
