case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
social_planner,1,0.06666666666666667,4.2955098874986336e10,-4.2955098874986725e10,5.4892342265650314e10,-1.1937243390663664e10
social_planner,2,0.06666666666666667,4.030863983451069e10,-4.03086398345109e10,5.4892342265650314e10,-1.4583702431139582e10
social_planner,3,0.06666666666666667,3.777075530853077e10,-3.777075530853101e10,5.489234226565101e10,-1.71215869571204e10
social_planner,4,0.06666666666666667,4.2821355804026825e10,-4.282135580402669e10,5.580288540547652e10,-1.2981529601449938e10
social_planner,5,0.06666666666666667,3.953601598020991e10,-3.953601598020986e10,5.580288540547652e10,-1.626686942526693e10
social_planner,6,0.06666666666666667,3.6367613151863045e10,-3.636761315186329e10,5.5802885405477325e10,-1.9435272253614365e10
social_planner,7,0.06666666666666667,4.258569595155778e10,-4.2585695951557594e10,5.501909375662956e10,-1.2433397805071436e10
social_planner,8,0.06666666666666667,3.9605546210325005e10,-3.960554621032498e10,5.501909375662956e10,-1.5413547546304522e10
social_planner,9,0.06666666666666667,3.6737504985568886e10,-3.6737504985569016e10,5.501909375663031e10,-1.8281588771061245e10
social_planner,10,0.06666666666666667,4.2632117290164734e10,-4.26321172901647e10,5.484087216587086e10,-1.220875487570631e10
social_planner,11,0.06666666666666667,3.980441395180786e10,-3.980441395180796e10,5.484087216587086e10,-1.5036458214063284e10
social_planner,12,0.06666666666666667,3.708615740707476e10,-3.708615740707475e10,5.484087216587158e10,-1.775471475879728e10
social_planner,13,0.06666666666666667,4.298214705001622e10,-4.298214705001604e10,5.496169457379883e10,-1.197954752378227e10
social_planner,14,0.06666666666666667,4.025460950069833e10,-4.025460950069818e10,5.496169457379883e10,-1.4707085073100286e10
social_planner,15,0.06666666666666667,3.7632007995643036e10,-3.763200799564279e10,5.496169457379952e10,-1.732968657815674e10
