VRES_AgentID,capacity_contracted_MW,energy_transferred_MWh,ppa_price_EUR_per_MWh
Gen_VRES_Solar,56.053543363661014,431.4049346932402,50.05920407081366
Gen_VRES_Wind,71.57666556611278,776.1377530821708,35.5393888207207
