AgentID,Type,electricity_price_EUR_per_MWh,energy_from_pool_MWh,energy_from_ppa_Gen_VRES_Solar_MWh,energy_from_ppa_Gen_VRES_Wind_MWh,energy_from_ppa_MWh,ppa_capacity_MW,ppa_price_EUR_per_MWh,total_capacity_MW
Gen_VRES_Solar,VRES,16.892088548174055,2963.698667557432,431.4049346932402,0.0,431.4049346932402,56.053543363661014,50.05920407081366,76.82327825798049
Gen_VRES_Wind,VRES,16.892088548174055,10536.236223846061,0.0,776.1377530821708,776.1377530821708,71.57666556611278,35.5393888207207,194.97282151732608
Prod_H2_Green,Electrolyzer,16.892088548174055,6591.792472893277,444.14819864903427,293.3119650276903,737.4601636767245,127.62990538626639,44.284199870436666,31.809901937085996
