iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Green_Coalition,cap_dual_Green_Coalition
1,0.005362963834520797,Inf,0.0,Inf,0.005915433786708269,Inf,0.00023336253478154368,Inf,0.016847141798132643,Inf,2.9375486074494917e-6,Inf,2.9375486074494917e-6,Inf
2,0.031580744202133096,0.026744825584176714,0.0,0.0,0.2449701264791169,0.055973904274028874,0.004268860373562127,0.0031461967817670877,0.021153437930694116,0.0391325975351669,0.00010966240637311919,1.5200566849671305e-8,0.00010966240637311919,1.5200566849671305e-8
