Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,83.08020273138987,128.0,5.415769234066474,87.78614406228404,134.91674373916211,569.1455269888181,0.0,0.0,12112.386,9160.333084574959,1009.0283750761744,728.9563061256349,0.0,142.43005742679816,0.0,0.0,-4.866506147292906e6,-21015.155197417633,14346.227046344342,0.0
2,2,1,1,15.96931644253334,83.0802027313744,128.0,5.41576923405415,87.78614406228387,134.91674373916223,807.8840269888515,0.0,0.0,12351.1245,9160.333084595599,1009.0283750761741,728.9563061256229,0.0,202.174949830689,0.0,0.0,-4.95874047706143e6,-21015.155197530614,14346.227046343032,0.0
3,3,1,1,15.96931644253334,83.08020273136268,128.0,5.415769234055646,87.7861440622845,134.91674373916223,1167.6590269888275,0.0,0.0,12710.8995,9160.333084600632,1009.028375076174,728.9563061256301,0.0,292.2095218193281,0.0,0.0,-5.097466935018148e6,-21015.155197516913,14346.227046344167,0.0
4,4,1,1,15.96931644253334,83.08020273136644,128.0,5.415769234043346,87.78614406228385,134.9167437391623,1659.4295269888353,0.0,0.0,13202.67,9160.333084626585,1009.0283750761741,728.9563061256912,0.0,415.27628987500793,0.0,0.0,-5.286566380893545e6,-21015.15519762972,14346.22704634894,0.0
5,5,1,1,15.96931644253334,83.08020273137248,128.0,5.415769234031916,87.78614406228431,134.91674373916223,2249.0705269888795,0.0,0.0,13792.311,9160.333084643255,1009.0283750761741,728.9563061256606,0.0,562.8353894530446,0.0,0.0,-5.5125027025849605e6,-21015.15519773448,14346.22704634667,0.0
6,6,1,1,15.96931644253334,83.0802027313748,128.0,5.415769234028275,87.78614406228434,134.91674373916223,2985.878026988816,0.0,0.0,14529.1185,9160.333084662247,1009.0283750761741,728.956306125628,0.0,747.2232648986392,0.0,0.0,-5.793608034028029e6,-21015.155197767912,14346.227046343818,0.0
7,7,1,1,15.96931644253334,83.08020273136172,128.0,5.415769234020254,87.7861440622843,134.91674373916234,3647.844526988865,0.0,0.0,15191.085,9160.333084679894,1009.0283750761741,728.9563061256308,0.0,912.8819974574144,0.0,0.0,-6.045002749144121e6,-21015.15519784145,14346.227046343905,0.0
8,8,1,1,15.96931644253334,83.08020273137555,128.0,5.415769234016906,87.78614406228431,134.91674373916223,4102.214026988836,0.0,0.0,15645.4545,9160.333084686386,1009.0283750761741,728.9563061256399,0.0,1026.5890739152674,0.0,0.0,-6.216924410176026e6,-21015.15519787214,14346.227046344837,0.0
9,9,1,1,15.96931644253334,83.08020273136152,128.0,5.415769234007605,87.78614406228397,134.91674373916223,4267.78852698881,0.0,0.0,15811.029,9160.333084702434,1009.0283750761741,728.9563061256373,0.0,1068.02449677384,0.0,0.0,-6.279445207740013e6,-21015.155197957414,14346.227046344371,0.0
10,10,1,1,15.96931644253334,83.08020273137197,128.0,5.415769234017645,87.7861440622843,134.91674373916234,4084.7810269888696,0.0,0.0,15628.021499999999,9160.333084681111,1009.0283750761741,728.9563061256308,0.0,1022.2264231252484,0.0,0.0,-6.210337735484181e6,-21015.15519786536,14346.227046343905,0.0
11,11,1,1,15.96931644253334,83.08020361675116,128.0,5.415769233189889,87.78614406229183,134.91674384654755,3492.888662099189,0.0,0.0,15226.458,9160.33308620753,1009.0283762117983,728.956306124719,0.0,874.1008214466856,0.0,0.0,-6.058405489965885e6,-21015.155205454088,14346.22688203989,0.0
12,12,1,1,15.96931644253334,83.08020380118525,128.0,5.4157692286635495,87.78614406229164,134.91674383467048,1339.970792736457,0.0,0.0,14672.2095,9160.33309442908,1009.0283762756405,728.9563061247208,0.0,335.32952828849375,0.0,0.0,-5.848042430011451e6,-21015.15524695028,14346.22689088303,0.0
13,13,1,1,15.96931644253334,83.15039453459583,128.0,5.415769233747376,87.78614406226917,134.91673705107442,2633.4953696042903,0.0,0.0,14124.610499999999,9160.333085359714,1009.0283719371877,728.9563061269772,0.0,474.188855941582,0.0,0.0,-5.6384575370566165e6,-21015.15520034387,14346.233949365444,0.0
14,14,1,1,15.96931644253334,83.17708804747896,128.0,5.415769241435498,87.7861440622601,134.9167297979626,3603.0540748768676,0.0,0.0,13833.241500000002,9160.333071620853,1009.028379455668,728.9563061282182,0.0,552.5900444486178,0.0,0.0,-5.526813790775808e6,-21015.155129862258,14346.24089814056,0.0
15,15,1,1,15.96931644253334,-5.387237429041386,128.0,5.415769227211541,87.78614406237205,134.91676525312099,0.0,0.0,0.0,13919.587500000001,9160.333097305685,1009.0284013642269,728.9563061204286,0.0,0.0,0.0,0.0,-6.7925882275641225e6,-21015.15526026285,14346.204044335784,0.0
16,16,1,1,15.96931644253334,-5.387237356191003,128.0,5.415769226486053,87.78614406237212,134.9167652531222,0.0,0.0,0.0,14470.3455,9160.333098545605,1009.028401364223,728.9563061201685,0.0,0.0,0.0,0.0,-7.0513893122228775e6,-21015.155266913593,14346.204044311977,0.0
17,17,1,1,15.96931644253334,83.18247471828673,128.0,5.415769270345538,87.7861440622587,134.91672693993974,6807.681115273035,0.0,0.0,15618.213000000002,9160.333019777087,1009.0283823834001,728.9563061284855,0.0,1007.4037429903401,0.0,0.0,-6.205034170340973e6,-21015.15486482597,14346.24363793945,0.0
18,18,1,1,15.96931644253334,83.17708784653551,128.0,5.415769271941281,87.78614406226012,134.91672979828863,7999.587902420707,0.0,0.0,16783.338,9160.333016789511,1009.0283794133348,728.9563061282058,0.0,1226.875404722523,0.0,0.0,-6.643579277788097e6,-21015.154850196297,14346.240899893339,0.0
19,19,1,1,15.96931644253334,85.28583097381019,128.0,7.479600798055905,87.78614406218465,134.9166199193042,14040.0,221.96809069659352,0.0,17761.887,5027.790839019105,1009.0290232032828,728.9562997042985,0.0,-27453.476251605432,25.06389215121453,0.0,-6.971750420291121e6,-6352.369837974475,14346.319531362067,0.0
20,20,1,1,15.96931644253334,85.28778115494265,128.0,8.000591653541363,87.78614405137849,134.91662007606953,14040.0,1704.5664188894857,0.0,18202.9185,3986.2258872122525,1009.0290415517195,652.9254784430143,0.0,-27480.85679470515,189.1497083362483,0.0,-7.13478991819369e6,-3997.5941037913835,7671.8658349420875,0.0
21,21,1,1,15.96931644253334,85.29253648479349,128.0,8.174271601368,87.78614404671391,134.91661087222957,14040.0,1714.571943904391,0.0,17866.5435,3639.8497226034215,1009.02912511914,612.0135418107526,0.0,-27547.621625811094,182.10663092241157,0.0,-7.01037221587236e6,-3333.2505045258295,4080.369844750123,0.0
22,22,1,1,15.96931644253334,87.88292122785894,128.0,9.038003414535224,87.78614406881333,134.86550281171532,14040.0,1800.0,0.0,16962.1335,1917.878788882787,1375.1694063018797,347.34858568045644,0.0,-63916.62341845012,-4471.51249586037,0.0,-6.630742441673296e6,-925.4280840289357,-37097.98479993481,0.0
23,23,1,1,15.96931644253334,87.91947423303203,128.0,9.585816651758782,87.7861440234177,134.87525026267485,14040.0,1800.0,0.0,15689.31,825.7330402944348,1284.8215604204593,270.8020454325777,0.0,-64429.82761108014,-4537.30790517194,0.0,-6.157566053375823e6,-171.5461119240781,-39389.58487669466,0.0
24,24,1,1,15.96931644253334,85.51769686779917,128.0,9.740348984396126,87.78614401361517,134.7908820338871,14040.0,1142.5174867817368,0.0,14451.430499999999,517.6500375762009,1148.6943642862325,274.26841970380053,0.0,-30708.87340321089,-135.90159673820017,0.0,-5.728807392824519e6,-67.41796763338334,-32296.314019746744,0.0
25,1,2,1,113.26120028586095,83.24172961456156,128.0,8.782657569643638,87.78614403661689,134.91676510513568,9121.606324191556,0.0,0.0,10020.66,2426.954241710285,1009.0284014906891,511.26306150331203,0.0,809.3196096223546,0.0,0.0,-4.050675896176047e6,-1481.9076521283969,-4764.246359096054,0.0
26,2,2,1,113.26120028586095,83.25177640994488,128.0,9.114419829356295,87.78614403501933,134.91676510892464,10011.320530954308,0.0,0.0,10248.9465,1765.5365037782944,1009.0284014785109,398.45604618044536,0.0,787.6783100551693,0.0,0.0,-4.1399291170946853e6,-784.2443317502475,-14667.13925843063,0.0
27,3,2,1,113.26120028586095,83.25797920487142,128.0,9.31917330072154,87.78614403301393,134.91676511542258,10729.212896042774,0.0,0.0,10558.625999999998,1357.3297934741677,1009.02840147411,292.46041136313664,0.0,777.6100856087869,0.0,0.0,-4.26086740730014e6,-463.5203210601758,-23972.08733051276,0.0
28,4,2,1,113.26120028586095,83.53546154270975,128.0,9.394197122862986,87.78614403225986,134.72035375308775,11288.360305068498,0.0,0.0,10968.0285,1207.7585675351802,1009.0565956974451,263.03227256918115,0.0,-2314.18577273516,0.0,0.0,-4.41742286556789e6,-366.9934257360328,-26358.667188676627,0.0
29,5,2,1,113.26120028586095,83.54954466498715,128.0,9.436445965477692,87.7861440324479,134.71552583994,11854.518933805535,0.0,0.0,11457.868499999999,1123.5291714050109,1013.0122408158252,269.19919892274754,0.0,-2597.200537908706,0.0,0.0,-4.607531115789585e6,-317.5899476992927,-26006.253873198715,0.0
30,6,2,1,113.26120028586095,83.55074876641098,128.0,9.57452179131505,87.78614403256996,134.71754333297065,12654.121949433902,0.0,0.0,12008.061,848.2543293069667,1025.9452568286695,271.61558698505434,0.0,-2787.622003119439,0.0,0.0,-4.820506100992611e6,-181.02988074577934,-26429.9239400621,0.0
31,7,2,1,113.26120028586095,83.55181820057761,128.0,9.697157513471877,87.78614403262098,134.71933525328504,13370.979518710194,0.0,0.0,12501.177000000001,603.7616454808244,1036.321571462377,271.73615997515276,0.0,-2959.8405157779343,0.0,0.0,-5.010743149021097e6,-91.7126468492961,-26929.662945429125,0.0
32,8,2,1,113.26120028586095,83.26711534119033,128.0,9.28670941268375,87.78614403365984,134.91725343618066,12906.696571669452,0.0,0.0,12804.051000000001,1425.314514740386,1009.0260869887334,321.6616722207048,0.0,817.507982501993,0.0,0.0,-5.130939456035266e6,-508.7830608471377,-21409.00009014961,0.0
33,9,2,1,113.26120028586095,83.27640868314658,128.0,7.72010719519787,87.78614404022836,134.91676511653947,9796.527549756362,0.0,0.0,12827.919,4559.326428356987,1009.0284014546304,728.956307358772,0.0,529.4679210738977,0.0,0.0,-5.140002092463497e6,-5197.911148676671,14346.204270270042,0.0
34,10,2,1,113.26120028586095,83.27517134103385,128.0,6.270878646997365,87.78614404022777,134.91676511398936,6646.492719721985,0.0,0.0,12576.076500000001,7457.517539651944,1009.0284014569467,728.9563078289725,0.0,367.443582785083,0.0,0.0,-5.043066199497237e6,-13906.345933953657,14346.204314005823,0.0
35,11,2,1,113.26120028586095,83.2694234681267,128.0,5.415769218412364,87.78614404022778,134.9167651082708,1213.2327409121092,0.0,0.0,12203.1,9160.33311347017,1009.0284014664754,728.9563078378992,0.0,74.04566187475575,0.0,0.0,-4.899260336463603e6,-21015.155340931953,14346.204320090852,0.0
36,12,2,1,113.26120028586095,-5.3872378839941835,128.0,5.415769217991536,87.786144040227,134.91676539003794,0.0,0.0,0.0,11719.675500000001,9160.333114212306,1009.0284014825793,728.9563078381285,0.0,0.0,0.0,0.0,-5.7512859375600945e6,-21015.155344789884,14346.204035007017,0.0
37,13,2,1,113.26120028586095,-5.387237864608647,128.0,5.415769218227625,87.78614404022665,134.91676539004945,0.0,0.0,0.0,11330.787,9160.333113807188,1009.0284014826397,728.9563078381294,0.0,0.0,0.0,0.0,-5.565951727213004e6,-21015.15534262557,14346.20403499226,0.0
38,14,2,1,113.26120028586095,-5.387237881941179,128.0,5.415769218215257,87.78614404022616,134.91676539005059,0.0,0.0,0.0,11136.45,9160.333113723867,1009.0284014826468,728.9563078381308,0.0,0.0,0.0,0.0,-5.473194057057219e6,-21015.155342738544,14346.204034990515,0.0
39,15,2,1,113.26120028586095,-5.387237868507311,128.0,5.4157692183388075,87.7861440402263,134.9167653900502,0.0,0.0,0.0,11255.887499999999,9160.33311367828,1009.0284014826426,728.9563078381273,0.0,0.0,0.0,0.0,-5.530213139117837e6,-21015.15534160658,14346.204034990951,0.0
40,16,2,1,113.26120028586095,-5.387237855514413,128.0,5.415769218002813,87.78614404022657,134.91676539003768,0.0,0.0,0.0,11753.625,9160.33311426328,1009.0284014825718,728.9563078381294,0.0,0.0,0.0,0.0,-5.76744744773874e6,-21015.15534468679,14346.204035007424,0.0
41,17,2,1,113.26120028586095,-5.387237926023936,128.0,5.415769217763262,87.78614404022653,134.91676539003836,0.0,0.0,0.0,12573.444000000001,9160.333114677685,1009.0284014825753,728.9563078381298,0.0,0.0,0.0,0.0,-6.156843766851119e6,-21015.155346882835,14346.20403500655,0.0
42,18,2,1,113.26120028586095,-5.3872378405623955,128.0,5.4157692174517384,87.78614404022665,134.9167653900511,0.0,0.0,0.0,13511.413499999999,9160.333115235026,1009.0284014826534,728.9563078381324,0.0,0.0,0.0,0.0,-6.600298079626706e6,-21015.155349738765,14346.204034990165,0.0
43,19,2,1,113.26120028586095,-5.387237908987143,128.0,5.415769217274509,87.78614404022663,134.9167653900391,0.0,0.0,0.0,14261.2275,9160.333115413268,1009.0284014825845,728.9563078381332,0.0,0.0,0.0,0.0,-6.953214113158244e6,-21015.15535136297,14346.204035005707,0.0
44,20,2,1,113.26120028586095,83.25797694997136,128.0,5.415769218679966,87.7861440402285,134.91676510061913,3860.50569618288,0.0,0.0,14538.147,9160.333112991424,1009.0284014833245,728.9563078379034,0.0,279.8025905881659,0.0,0.0,-5.794459644436693e6,-21015.155338478668,14346.204326983483,0.0
45,21,2,1,113.26120028586095,83.26500703977939,128.0,6.563290623955336,87.78614404022836,134.91676510570886,8947.875330112818,0.0,0.0,14290.5165,6870.564842656131,1009.0284014728951,728.9563077958795,0.0,585.6217314013047,0.0,0.0,-5.700084715729451e6,-11810.969299193544,14346.20431867172,0.0
46,22,2,1,113.26120028586095,83.26767152340007,128.0,8.154809160229165,87.78614403972726,134.91676510900766,11486.696155588588,0.0,0.0,13646.8605,3688.090652372125,1009.0284014685994,706.850746976954,0.0,721.1766997597879,0.0,0.0,-5.454291950677261e6,-3404.727922972823,12405.642369060079,0.0
47,23,2,1,113.26120028586095,83.55226557350771,128.0,9.634273634116171,87.7861440326174,134.72008487135219,13451.323182264008,0.0,0.0,12714.916500000001,729.8551698373956,1039.973044392656,270.9797676218506,0.0,-2983.643390301848,0.0,0.0,-5.09301179284456e6,-133.75513665156177,-27175.78159184719,0.0
48,24,2,1,113.26120028586095,83.55329979650031,128.0,9.86705765181994,87.78614403273686,134.72181779276113,12952.280671871606,0.0,0.0,11772.110999999999,265.0402657113243,1050.4997340080604,273.49752571795807,0.0,-2886.3461173863616,0.0,0.0,-4.729228533633919e6,-17.673489673848508,-27472.439910581947,0.0
49,1,3,1,25.978438934960977,83.15189839105314,128.0,5.339205326217039,87.78614405241196,134.91674908081467,1772.99782850341,0.0,0.0,8591.661,7710.465,1009.0283931673653,728.9563069105789,0.0,316.5807856169995,0.0,0.0,-3.4891467790939743e6,-21074.076575333675,14346.22082805654,0.0
