iter,AgentID,Slot,jy,x_cap,z_cap,lambda_cap,rho_cap,primal_local,dual_local
1,Green_Coalition,VRES_solar,1,25881.00000000001,25880.99999999,0.0,0.1,2.5464857765218976,Inf
1,Green_Coalition,VRES_wind,2,15189.723932300283,15191.995265538077,0.0,0.1,2.5464857765218976,Inf
1,Green_Coalition,H2,3,1709.777805108301,1710.698894945426,0.0,0.1,2.5464857765218976,Inf
1,Green_Coalition,EP,4,1282.3333538321006,1283.0241712065695,0.0,0.1,2.5464857765218976,Inf
2,Green_Coalition,VRES_solar,1,25881.000000000004,25881.0,1.0011717677116394e-9,0.1,1.7767709712576645,1.000080374069512e-9
2,Green_Coalition,VRES_wind,2,15188.133404836204,15189.723932299788,-0.22713332377934423,0.1,1.7767709712576645,1.000080374069512e-9
2,Green_Coalition,H2,3,1709.1442690143567,1709.777805108188,-0.09210898371250097,0.1,1.7767709712576645,1.000080374069512e-9
2,Green_Coalition,EP,4,1281.8582017610606,1282.3333538311404,-0.06908173744689065,0.1,1.7767709712576645,1.000080374069512e-9
3,Green_Coalition,VRES_solar,1,25881.0,25881.0,1.0015355655923486e-9,0.10500000000000001,1.880405409643334,0.0
3,Green_Coalition,VRES_wind,2,15186.446426599054,15188.133404836039,-0.3861860701377737,0.10500000000000001,1.880405409643334,0.0
3,Green_Coalition,H2,3,1708.4797251731247,1709.1442690143203,-0.1554625930956263,0.10500000000000001,1.880405409643334,0.0
3,Green_Coalition,EP,4,1281.3597938798982,1281.858201760739,-0.11659694445486365,0.10500000000000001,1.880405409643334,0.0
4,Green_Coalition,VRES_solar,1,25881.0,25881.0,1.0015355655923486e-9,0.11025000000000001,2.2128112452441955,0.0
4,Green_Coalition,VRES_wind,2,15184.456797566008,15186.446426599025,-0.5633187850211926,0.11025000000000001,2.2128112452441955,0.0
4,Green_Coalition,H2,3,1707.7049591777204,1708.4797251731172,-0.22523969642116526,0.11025000000000001,2.2128112452441955,0.0
4,Green_Coalition,EP,4,1280.7787193833792,1281.3597938798382,-0.16892977194313288,0.11025000000000001,2.2128112452441955,0.0
5,Green_Coalition,VRES_solar,1,25881.0,25881.0,1.0015355655923486e-9,0.11576250000000002,2.238487967546547,0.0
5,Green_Coalition,VRES_wind,2,15182.433849220877,15184.45679756596,-0.7826753859112255,0.11576250000000002,2.238487967546547,0.0
5,Green_Coalition,H2,3,1706.9382484373286,1707.7049591777122,-0.31065764741366464,0.11576250000000002,2.238487967546547,0.0
