iter,elec_rho,elec_price_mean,elec_imb_mean,H2_rho,H2_price_mean,H2_imb_mean,elec_GC_rho,elec_GC_price_mean,elec_GC_imb_mean,H2_GC_rho,H2_GC_price_mean,H2_GC_imb_mean,EP_rho,EP_price_mean,EP_imb_mean,cap_rho_Green_Coalition
1,1.0,493.8545548102966,-416.8545548102966,0.5,128.0,0.0,0.3,9.789493213053744,-22.63164404351248,1.0,23.54874468469429,1.4512553153057075,3.0,5413.222379670717,-1771.0741265569054,0.1
2,1.0,-569.3523034476132,1063.2068582579097,0.5,128.0,0.0,0.3,11.627636297066594,-6.1271436133761625,1.0,900.1984915212057,-876.6497468365117,3.0,4451.301672829639,320.6402356136924,0.1
3,1.05,929.0558208340275,-1678.8886546573003,0.5,128.0,0.0,0.315,25.272424469498517,-50.96092688116499,1.05,1480.5508275912762,-552.7165105429243,2.9702970297029703,3445.422087560788,338.6461270405117,0.1
4,1.1025,-960.3447373426138,2371.9612496627087,0.5,128.0,0.0,0.33075000000000004,30.941223615975762,-19.576500793118914,1.1025,1985.2189213472755,-457.74883787392287,3.0,2544.1169848971704,353.45298143671334,0.1
5,1.1576250000000001,1000.7094545591145,-2758.44875835127,0.5,128.0,0.0,0.3472875000000001,97.6596239739366,-258.1555088658915,1.1576250000000001,2479.308020954915,-426.81274126564045,3.0300000000000002,1692.6091582888776,388.9628862965702,0.1
6,1.2155062500000002,-676.8728477582283,2181.8889244244674,0.5,128.0,0.0,0.3646518750000001,140.72227914014528,-154.0671512124939,1.2155062500000002,2908.3823275863233,-353.0004939352714,3.0603000000000002,1260.192765927554,230.0813249911653,0.1
7,1.2762815625000004,971.5054636246389,-2402.1353187171367,0.5,128.0,0.0,0.38288446875000015,180.7103319002989,-160.299172273407,1.2762815625000004,3116.2743684102024,-162.8888537860383,3.0300000000000002,1282.9735581658524,-14.402918125916537,0.1
8,1.3400956406250004,-451.0729462979313,1916.8594337255597,0.5,128.0,0.0,0.4020286921875002,201.450204274521,-76.87419467158192,1.3400956406250004,3114.4551279254165,1.3575452599320552,3.0,1563.4983993098829,-173.9150407381401,0.1
9,1.4071004226562505,792.4322286307381,-1549.2985930753669,0.5,128.0,0.0,0.4221301267968752,222.91953236107878,-73.58112585143405,1.2762815625000004,2982.3121686884188,121.80878385501308,2.9702970297029703,1825.6538534657914,-159.37084101381646,0.1
10,1.477455443789063,-388.4106025710353,1360.3576497223771,0.5,128.0,0.0,0.443236633136719,227.76755680779016,-15.363361626236674,1.3400956406250004,2822.4264826168,165.13378636464057,2.9408881482207625,1898.9600750177985,-43.69934736373888,0.1
11,1.5513282159785162,836.6242763868614,-1304.917141256108,0.5,128.0,0.0,0.4221301267968752,235.26016430656597,-29.33086074715585,1.4071004226562505,2650.8832791027744,168.7370962603886,2.9117704437829333,1757.9443808966944,82.43007868761272,0.1
12,1.628894626777442,-303.5002494716782,1360.7506339801002,0.5,128.0,0.0,0.443236633136719,230.86301735385675,15.916086164968293,1.477455443789063,2472.314120880991,167.28392405374638,2.8829410334484487,1517.9921756061422,137.5394108519201,0.1
13,1.7103393581163142,562.7500893789468,-955.9675508496468,0.5,128.0,0.0,0.443236633136719,236.3267511987378,-23.266760066668148,1.5513282159785162,2299.2173720617275,181.68891944996327,2.8829410334484487,1289.7407978950666,127.02189773647741,0.1
14,1.79585632602213,-79.55913411523105,655.4164964708256,0.5,128.0,0.0,0.465398464793555,231.64867683681675,18.419887489144806,1.628894626777442,2121.012977706673,209.5799418757396,2.8829410334484487,1179.0621844014966,72.46194275068588,0.1
15,1.8856491423232367,440.4979035601791,-490.6792171633154,0.5,128.0,0.0,0.48866838803323276,224.66363051449846,30.816330123822052,1.7103393581163142,1942.4995124223797,235.23073317896475,2.854397062820246,1120.9486891418348,37.30846746587086,0.1
16,1.8856491423232367,-30.76302845076249,431.6889170845452,0.5,128.0,0.0,0.5131018074348944,214.68131846129043,49.344021882361105,1.79585632602213,1754.2796598109594,236.21050689561977,2.8261357057626197,1083.3908882988524,23.643660596714497,0.1
17,1.8856491423232367,431.7778931968509,-423.70113032987365,0.5,128.0,0.0,0.5387568978066392,204.0333463211856,58.974203485244914,1.8856491423232367,1570.1810903489356,213.62775308385446,2.7981541641214056,1009.6748874318857,45.50514235444338,0.1
18,1.8856491423232367,-30.826095228667302,423.75890135906036,0.5,128.0,0.0,0.5656947426969712,193.90982067929434,62.82300994012547,1.9799315994393987,1394.9496724921376,188.01509134609393,2.7981541641214056,930.7798820096582,57.296658568335005,0.1
19,1.8856491423232367,434.21626385921104,-425.9925208237449,0.5,128.0,0.0,0.5939794798318198,183.23724503550997,63.076399559546644,2.0789281794113688,1231.9139882719708,161.74724109984498,2.7981541641214056,845.8865311264097,72.53281548421897,0.1
20,1.8856491423232367,-20.027583478228607,403.98132570636005,0.5,128.0,0.0,0.6236784538234108,172.06562178992306,61.050245006048925,2.1828745883819374,1080.1813006217062,139.1896164383928,2.8261357057626197,769.5601277638443,75.96181937292238,0.1
21,1.8856491423232367,374.04630129735466,-412.31673855881843,0.5,128.0,0.0,0.6548623765145813,160.69555932431632,57.45230495577751,2.2920183178010345,941.0252080729208,118.03298466358659,2.854397062820246,701.7389499033447,78.62227175043796,0.1
22,1.8856491423232367,123.00299472464054,255.01441641532685,0.5,128.0,0.0,0.6876054953403105,149.3134949661074,53.178871811300944,2.406619233691086,815.4137188730532,98.5153726350416,2.8829410334484487,632.9675405187481,78.93449074193936,0.1
23,1.8856491423232367,269.45286387915263,-144.433471358644,0.5,128.0,0.0,0.721985770107326,138.08822355464903,48.49404479292513,2.5269501953756404,702.422146314992,81.93966218330789,2.9117704437829333,564.0514772719996,76.03626034911994,0.1
24,1.79585632602213,205.79288136625368,64.00257551501166,0.5,128.0,0.0,0.7580850586126924,127.13495137538861,43.75310862067892,2.6532977051444226,600.067834851066,68.63217047015074,2.9408881482207625,498.72524477729166,69.28341752516154,0.1
25,1.7103393581163142,261.45971977933465,-58.76473622841353,0.5,128.0,0.0,0.7959893115433271,116.54658255812,39.108176960504835,2.785962590401644,506.8402684642516,57.801540894518844,2.9702970297029703,439.5633663511534,60.31496023510173,0.1
26,1.628894626777442,258.08455963862485,3.632174396372741,0.5,128.0,0.0,0.8357887771204935,106.39402472336286,34.67268385081115,2.9252607199217264,422.1460029416228,48.553724635811854,3.0,387.5421132342855,50.98064222920577,0.1
27,1.5513282159785162,274.2453969884531,-17.729163406732248,0.5,128.0,0.0,0.8775782159765182,96.73175666562675,30.51156932153982,3.071523755917813,346.0653419852158,40.32889271064799,3.0300000000000002,342.61651159699215,42.32137760802412,0.1
28,1.477455443789063,290.10593783150557,-17.737583401580242,0.5,128.0,0.0,0.9214571267753442,87.59929664722542,26.665315068106263,3.225099943713704,278.97230492693365,32.88462914941685,3.0603000000000002,304.1508540837919,34.832163974106685,0.1
29,1.4071004226562505,292.4747626141966,-2.700607505056175,0.5,128.0,0.0,0.9675299831141114,79.02259651774115,23.155418899263285,3.386354940899389,221.11273426302174,26.22190141330389,3.0909030000000004,271.57396515949983,28.35687078802161,0.1
30,1.3400956406250004,295.2328598155592,-3.3016223736367514,0.5,128.0,0.0,1.015906482269817,71.0174894062971,19.983568325600178,3.5556726879443583,172.50070047395,20.370713503286368,3.1218120300000005,244.30825517580553,22.81428747736836,0.1
31,1.2762815625000004,305.7316582426348,-12.811780905698667,0.5,128.0,0.0,1.0667018063833078,63.590639310444914,17.142889541069373,3.7334563223415764,145.12986844381558,13.89992632847256,3.1530301503000007,223.039610480627,17.106899989871447,0.1
32,1.2155062500000002,308.6130988891749,-3.692061128547271,0.5,128.0,0.0,1.1200368967024732,56.74076982780812,14.619588256037332,3.9201291384586554,131.28715997203193,7.710299773606107,3.1845604518030006,210.84424403938715,9.429046035494133,0.1
33,1.1576250000000001,304.2321119456862,5.894140210403797,0.5,128.0,0.0,1.1760387415375968,50.4588157588894,12.39712778503154,4.116135595381588,118.17570550994165,5.260400728481011,3.1845604518030006,206.2074463887833,3.4805976352926646,0.1
34,1.1025,302.3635665366797,2.639620298090178,0.5,128.0,0.0,1.2348406786144768,44.73085841680689,10.452004121104387,4.321942375150668,105.80924867950603,4.093581179158492,3.1845604518030006,205.08715213379628,0.8164518194782937,0.1
35,1.05,304.2034901654688,-2.7291468116223387,0.5,128.0,0.0,1.2965827125452007,39.538071208935406,8.761405878335601,4.538039493908202,94.18211667705752,3.3949657681059193,3.2164060563210306,203.68607389894453,0.9815269766399003,0.1
36,1.0,305.2861716060707,-1.6862310930504818,0.5,128.0,0.0,1.3614118481724609,34.857715678562755,7.301727046085943,4.764941468603612,83.2993986529164,2.883934129894485,3.2164060563210306,200.72900779701166,2.437148323724548,0.1
37,0.9523809523809523,304.2201836421207,1.7432432859126885,0.5,128.0,0.0,1.429482440581084,30.66380249112224,6.049781123071643,5.003188542033793,73.71433421985607,2.3323027665051304,3.1845604518030006,196.6230664510309,4.021018926893385,0.1
