case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
green_social_planner,1,0.06666666666666667,4.319629423000452e10,-4.319629423000452e10,5.486016531273765e10,-1.1663871082733131e10
green_social_planner,2,0.06666666666666667,4.0248718325330696e10,-4.0248718325330696e10,5.486016302336122e10,-1.461144469803052e10
green_social_planner,3,0.06666666666666667,3.7356931877374954e10,-3.7356931877374954e10,5.48056885402043e10,-1.7448756662829346e10
green_social_planner,4,0.06666666666666667,4.318017973528323e10,-4.318017973528323e10,5.5775124206612724e10,-1.2594944471329487e10
green_social_planner,5,0.06666666666666667,3.964042233663585e10,-3.964042233663585e10,5.577510032152598e10,-1.6134677984890125e10
green_social_planner,6,0.06666666666666667,3.621459039290289e10,-3.621459039290289e10,5.577510049462386e10,-1.9560510101720963e10
green_social_planner,7,0.06666666666666667,4.288957605884972e10,-4.288957605884972e10,5.498938894917663e10,-1.2099812890326908e10
green_social_planner,8,0.06666666666666667,3.963757197585083e10,-3.963757197585083e10,5.4989389053565254e10,-1.535181707771442e10
green_social_planner,9,0.06666666666666667,3.6497606825412674e10,-3.6497606825412674e10,5.498939043886059e10,-1.8491783613447918e10
green_social_planner,10,0.06666666666666667,4.293509896705229e10,-4.293509896705229e10,5.481063440229355e10,-1.1875535435241257e10
green_social_planner,11,0.06666666666666667,3.982011364087399e10,-3.982011364087399e10,5.4810634623626495e10,-1.4990520982752504e10
green_social_planner,12,0.06666666666666667,3.6783166551220116e10,-3.6783166551220116e10,5.478077486034837e10,-1.7997608309128258e10
green_social_planner,13,0.06666666666666667,4.325483774874637e10,-4.325483774874637e10,5.4931509399536446e10,-1.1676671650790073e10
green_social_planner,14,0.06666666666666667,4.022367102928727e10,-4.022367102928727e10,5.493149478178115e10,-1.4707823752493885e10
green_social_planner,15,0.06666666666666667,3.723814238894769e10,-3.723814238894769e10,5.4873461701570335e10,-1.7635319312622646e10
