AgentID,Slot,Role,Unit,Existing_MW,Capacity_MW,Investment_MW
Green_Coalition,VRES_solar,Solar,MW,25881.0,25881.00000000006,5.820766091346741e-11
Green_Coalition,VRES_wind,Wind,MW,11782.0,11784.67503022525,2.6750302252494293
Green_Coalition,H2,Electrolyzer,MW_H2,533.3333333333334,998.590030279706,465.2566969463726
Green_Coalition,EP,EP plant,MW_EP,400.0,748.9425227144641,348.9425227144641
