iter,rho,price_mean,imb_mean,primal_res,dual_res
1,1.0,493.85455481038906,-416.85455481038906,22370.77552607545,Inf
2,1.0,-569.3355738747806,1063.1901286851694,57628.31500222401,25634.798691932298
3,1.05,929.0308611727746,-1678.8419440308744,90405.96566273339,44519.818468602665
4,1.1025,-960.1935725766889,2371.7401423307692,127752.34659201647,42934.1811718415
5,1.1576250000000001,1000.8401187442224,-2758.4199219213874,148286.05150047716,61249.19652893602
6,1.2155062500000002,-676.5577340233025,2181.6490265492293,117234.07212308224,48488.584933821905
7,1.2762815625000004,970.9647490962099,-2400.888144276679,129160.78456203405,51235.09704102967
8,1.3400956406250004,-450.6134685770764,1915.5117203515858,103239.0345880593,46193.92198428598
9,1.4071004226562505,791.9515765477857,-1548.1272736376081,83770.12880148181,40852.25797275557
10,1.477455443789063,-387.8326374304163,1359.1380987371308,73795.8006105494,36924.13190509856
11,1.5513282159785162,837.1814970554763,-1304.8950440753915,71074.47271334434,37337.29250752522
12,1.628894626777442,-304.13332294239996,1362.1712625763541,74460.12663013226,38667.82449422955
13,1.7103393581163142,562.9354521909435,-956.8707522610946,52609.61756796372,34752.378145991286
14,1.79585632602213,-79.6988480476559,655.7482068886735,36345.829439545516,27410.684006512667
15,1.8856491423232367,441.07259391953136,-491.3532650335147,27454.2045266483,24489.427073075545
16,1.8856491423232367,-31.90381739107767,433.2603467339208,24384.820145887028,22508.431584614056
17,1.8856491423232367,433.68230430996937,-426.4906234197485,24181.94363473504,22558.418016783533
18,1.8856491423232367,-32.498281243257246,427.03516984649826,24507.478574730187,22003.901358558167
19,1.8856491423232367,436.9240623352395,-430.00471583752176,24980.16985277634,22671.376474976973
20,1.8856491423232367,-21.7643872891688,407.9341284457954,24350.45908468598,21311.40261082568
21,1.8856491423232367,376.39458424482604,-416.59093614975313,25500.06165348054,22628.157492439426
22,1.8856491423232367,122.24432254419705,258.1705186814683,16713.933411355454,19305.4821095738
23,1.8856491423232367,273.5639366655544,-149.23616714972502,10201.984816080578,18669.415800829447
24,1.79585632602213,201.18456662064455,72.76888736326111,6836.553405797607,16905.924512927926
25,1.7103393581163142,261.5714500323507,-63.74745497511489,5426.2517711095325,16771.826265810563
26,1.628894626777442,263.03688922506234,-1.5770305684187833,2530.4777404942574,15533.953243720098
27,1.5513282159785162,273.0636054080332,-10.999757363606337,2127.867619672295,15001.777482575184
28,1.477455443789063,289.1232169440587,-17.96021345274682,2199.4568138047907,14511.614966931718
29,1.4071004226562505,295.62344760621636,-7.410667027418246,2399.738829014958,14012.271965735707
30,1.3400956406250004,298.16747957878283,-2.9566721577945896,1478.3350824586962,13694.13898143693
31,1.2762815625000004,308.65398372401313,-12.424056388113865,2465.231336771246,13264.855298573213
32,1.2155062500000002,308.6226299582738,0.0390042282477326,717.1372963972602,13222.077445916011
33,1.1576250000000001,303.4615339277663,6.741448466471934,1318.6223560744202,13164.148820164282
34,1.1025,302.63807194289546,1.1293905068623888,403.039285424017,13134.903120188796
35,1.05,304.8228373428018,-3.1462605622297284,674.6182707389303,13114.29688534822
36,1.0,305.2578142532405,-0.6577265613026596,246.42222133273017,13090.055802956054
37,0.9523809523809523,303.9208160146997,2.1227522529117375,348.8032001953149,13071.516257726154
38,0.9070294784580498,303.1755775294947,1.2423759876524854,169.43912138512923,13051.489126926102
39,0.863837598531476,303.4830837854509,-0.5382710579756828,255.73618064181426,13029.66749534226
40,0.8227024747918819,303.69414598213547,-0.38792415826642496,294.3439431425295,13006.885855107032
41,0.7835261664684589,303.21341687799134,0.9277395848670866,366.13463313005116,12981.431043445467
42,0.7462153966366274,302.6922586193645,1.0560502775003817,835.9469015592043,12945.047638756241
43,0.7106813301301212,302.44218612985145,0.53207173339913,617.2891760441877,12917.069552639807
44,0.6768393620286869,302.0536970829787,0.8679053142851091,677.1675120423581,12887.299258468758
45,0.644608916217797,301.1905789877786,2.024664600187804,897.0771873323368,12838.43645355588
46,0.6139132535407591,299.89346823161605,3.194840842042408,1711.8660681692636,12767.597427676177
47,0.5846792890864372,298.5174639764891,3.5586169498856193,1801.4574182685988,12691.252858983213
