Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,83.30653816576165,128.0,5.657021683408749,100.34980518336003,141.05734318643644,1825.5960986598,0.0,0.0,12112.386,8684.555857243262,1024.3697902095394,706.2633394698297,0.0,43.662794035772095,0.0,0.0,-4.863764685146318e6,-18861.46016783847,14182.282094769238,0.0
2,2,1,1,15.96931644253334,83.3065381663318,128.0,5.6570216834116716,100.34980518336044,141.05734318650883,2064.334598662251,0.0,0.0,12351.1245,8684.555857244184,1024.3697902096478,706.2633394698233,0.0,49.372703151457245,0.0,0.0,-4.955944979925509e6,-18861.46016781308,14182.282094688737,0.0
3,3,1,1,15.96931644253334,83.3065381661918,128.0,5.657021683407659,100.34980518336026,141.05734318650866,2424.109598662096,0.0,0.0,12710.8995,8684.555857248111,1024.3697902096476,706.2633394698249,0.0,57.97744435397908,0.0,0.0,-5.094590008052746e6,-18861.460167847938,14182.28209468897,0.0
4,4,1,1,15.96931644253334,83.30653816613464,128.0,5.6570216834159766,100.34980518336097,141.05734318649874,2915.8800986611177,0.0,0.0,13202.67,8684.555857242449,1024.3697902096305,706.2633394698228,0.0,69.73912262890371,0.0,0.0,-5.283578148838994e6,-18861.460167775702,14182.28209470035,0.0
5,5,1,1,15.96931644253334,83.30653816633973,128.0,5.657021683410589,100.34980518336056,141.05734318650923,3505.5210986610286,0.0,0.0,13792.311,8684.555857247205,1024.3697902096474,706.2633394698197,0.0,83.84156940941466,0.0,0.0,-5.509381013875572e6,-18861.460167822494,14182.282094688067,0.0
6,6,1,1,15.96931644253334,83.30653816619454,128.0,5.657021683404835,100.34980518336073,141.05734318650795,4242.328598661148,0.0,0.0,14529.1185,8684.555857256362,1024.3697902096462,706.2633394698228,0.0,101.46379947825335,0.0,0.0,-5.790319579674784e6,-18861.460167872465,14182.282094689872,0.0
7,7,1,1,15.96931644253334,83.30653816608476,128.0,5.657021683405668,100.34980518336025,141.0573431865098,4904.295098661154,0.0,0.0,15191.085,8684.555857254845,1024.3697902096465,706.2633394698275,0.0,117.29605691414326,0.0,0.0,-6.041564468316731e6,-18861.46016786524,14182.282094688126,0.0
8,8,1,1,15.96931644253334,83.30653816621373,128.0,5.657021683396597,100.34980518336081,141.05734318649826,5358.664598662206,0.0,0.0,15645.4545,8684.555857277028,1024.3697902096314,706.2633394698294,0.0,128.16321443027118,0.0,0.0,-6.213383289428527e6,-18861.460167944024,14182.282094701339,0.0
9,9,1,1,15.96931644253334,83.3065381661825,128.0,5.657021683409825,100.34980518336093,141.0573431865099,5524.239098661075,0.0,0.0,15811.029,8684.55585724741,1024.3697902096474,706.2633394698228,0.0,132.1232609457802,0.0,0.0,-6.27586661161633e6,-18861.460167829122,14182.282094687951,0.0
10,10,1,1,15.96931644253334,83.30653816607132,128.0,5.657021683414601,100.34980518336012,141.05734318650877,5341.231598661283,0.0,0.0,15628.021499999999,8684.555857240735,1024.3697902096458,706.2633394698329,0.0,127.74627002177294,0.0,0.0,-6.206800560444488e6,-18861.46016778764,14182.282094689639,0.0
11,11,1,1,15.96931644253334,83.30654129210627,128.0,5.657021679705621,100.34980518336121,141.0573401780324,4749.339252189598,0.0,0.0,15226.458,8684.555864666738,1024.3697812922353,706.2633394689852,0.0,113.57513041666243,0.0,0.0,-6.054959168858273e6,-18861.460200003683,14182.285669908713,0.0
12,12,1,1,15.96931644253334,83.30653974356918,128.0,5.657021660008831,100.34980518336094,141.0573420647616,2596.421372117021,0.0,0.0,14672.2095,8684.55590409217,1024.3697850642388,706.2633394690021,0.0,62.09453057553037,0.0,0.0,-5.844721581647414e6,-18861.460371089175,14182.283528450032,0.0
13,13,1,1,15.96931644253334,83.3151920837422,128.0,5.657021676048855,100.3498051833618,141.05735926849906,3435.2505946911174,0.0,0.0,14124.610499999999,8684.555871986218,1024.3698577741288,706.2633394683319,0.0,52.43253443593858,0.0,0.0,-5.636129835863569e6,-18861.4602317662,14182.26188145188,0.0
14,14,1,1,15.96931644253334,83.31848132670027,128.0,5.657021701510584,100.34980518336411,141.05736474024312,4232.003607248452,0.0,0.0,13833.241500000002,8684.555821035647,1024.3698843355908,706.2633394680131,0.0,50.67335825227201,0.0,0.0,-5.524857863397863e6,-18861.4600106067,14182.254806355602,0.0
15,15,1,1,15.96931644253334,83.31182410055482,128.0,5.65702164966207,100.34980518336347,141.05735446056244,163.20916304936839,0.0,0.0,13919.587500000001,8684.555924795925,1024.3698330092457,706.2633394685736,0.0,3.040761644815575,0.0,0.0,-5.557933879435024e6,-18861.46046096069,14182.268177131598,0.0
