period,time_step,SOLAR,LOAD_E,WIND
281,17,0.577997,0.673261,0.020277
281,18,0.392685,0.723487,0.02365
281,19,0.194136,0.769746,0.028367
281,20,0.051476,0.802597,0.02938
281,21,0.0,0.794138,0.035969
281,22,0.0,0.751556,0.073981
281,23,0.0,0.694732,0.043475
281,24,0.0,0.638863,0.059819
301,1,0.0,0.51103,0.342504
301,2,0.0,0.523001,0.358556
301,3,0.0,0.534843,0.397945
301,4,0.0,0.561596,0.465503
301,5,0.0,0.590363,0.433919
301,6,0.0,0.620268,0.358556
301,7,0.0,0.647407,0.440118
301,8,0.0,0.666787,0.415673
301,9,0.0,0.673848,0.591846
301,10,0.011766,0.666622,0.478554
301,11,0.144132,0.642023,0.465503
301,12,0.329444,0.612518,0.200043
301,13,0.4824,0.586879,0.256142
301,14,0.577997,0.572592,0.230967
301,15,0.607412,0.576066,0.292467
301,16,0.533875,0.600426,0.369531
301,17,0.375036,0.644093,0.427779
301,18,0.273556,0.693422,0.19277
301,19,0.098539,0.740014,0.358556
301,20,0.001471,0.763339,0.247557
301,21,0.0,0.749974,0.3478
301,22,0.0,0.710859,0.332073
301,23,0.0,0.658162,0.433919
301,24,0.0,0.606273,0.386411
326,1,0.0,0.615535,0.101483
326,2,0.0,0.627109,0.0924
326,3,0.0,0.643095,0.053472
326,4,0.0,0.666792,0.051959
326,5,0.0,0.697805,0.073981
326,6,0.0,0.734415,0.08807
326,7,0.0,0.763164,0.0721
326,8,0.0,0.785995,0.058188
326,9,0.0,0.794315,0.070251
326,10,0.0,0.787185,0.07784
326,11,0.02059,0.766286,0.085956
326,12,0.116188,0.733191,0.039603
326,13,0.22061,0.702651,0.02192
326,14,0.308854,0.684417,0.040867
326,15,0.308854,0.693632,0.006877
326,16,0.179429,0.723,0.009487
326,17,0.10001,0.772033,0.014524
326,18,0.044122,0.829626,0.006127
326,19,0.005883,0.882001,0.003422
326,20,0.0,0.902355,0.012109
326,21,0.0,0.878626,0.018718
326,22,0.0,0.829825,0.017969
326,23,0.0,0.766263,0.014524
326,24,0.0,0.710904,0.018718
334,1,0.0,0.572787,1.0
334,2,0.0,0.585226,1.0
334,3,0.0,0.600593,0.992421
334,4,0.0,0.622682,0.84991
334,5,0.0,0.651732,0.774964
334,6,0.0,0.684948,0.721741
334,7,0.0,0.713736,0.730437
334,8,0.0,0.736619,0.662797
334,9,0.0,0.747262,0.765917
334,10,0.0,0.741941,0.821264
334,11,0.010295,0.723511,0.821264
334,12,0.102951,0.695095,0.739202
334,13,0.22208,0.667644,0.562011
334,14,0.300029,0.652465,0.721741
334,15,0.32209,0.655066,0.793269
334,16,0.275027,0.68469,0.569374
334,17,0.200019,0.735954,0.591846
334,18,0.083832,0.796133,0.326938
334,19,0.005883,0.848273,0.260508
334,20,0.0,0.870422,0.256142
334,21,0.0,0.854514,0.337261
334,22,0.0,0.807848,0.415673
334,23,0.0,0.746013,0.386411
334,24,0.0,0.686635,0.446375
342,1,0.0,0.517693,1.0
342,2,0.0,0.528399,1.0
342,3,0.0,0.544307,1.0
342,4,0.0,0.563308,1.0
342,5,0.0,0.589007,1.0
342,6,0.0,0.613828,1.0
342,7,0.0,0.637239,1.0
342,8,0.0,0.654576,1.0
342,9,0.0,0.659702,1.0
342,10,0.0,0.653781,1.0
342,11,0.001471,0.635177,1.0
342,12,0.017649,0.610817,1.0
342,13,0.150015,0.586167,1.0
342,14,0.223551,0.573942,1.0
342,15,0.230905,0.58339,1.0
342,16,0.205902,0.607469,1.0
342,17,0.150015,0.650452,1.0
342,18,0.075007,0.699635,1.0
342,19,0.004412,0.741938,1.0
342,20,0.0,0.754218,1.0
342,21,0.0,0.737683,1.0
342,22,0.0,0.697422,1.0
342,23,0.0,0.642246,1.0
342,24,0.0,0.588376,1.0
354,1,0.0,0.604753,0.211293
354,2,0.0,0.616686,0.211293
354,3,0.0,0.631198,0.19277
354,4,0.0,0.654437,0.256142
354,5,0.0,0.683664,0.273903
354,6,0.0,0.714451,0.358556
354,7,0.0,0.741709,0.302055
354,8,0.0,0.763988,0.302055
354,9,0.0,0.77493,0.427779
354,10,0.0,0.768674,0.591846
354,11,0.0,0.746167,0.713115
354,12,0.01912,0.719584,0.599467
354,13,0.061771,0.695126,0.622719
354,14,0.086773,0.684458,0.730437
354,15,0.070595,0.68419,0.599467
354,16,0.186783,0.712459,0.713115
354,17,0.1206,0.76286,0.899121
354,18,0.057359,0.822814,0.696069
354,19,0.002941,0.866066,0.679297
354,20,0.0,0.882064,0.793269
354,21,0.0,0.864329,1.0
354,22,0.0,0.820144,0.721741
354,23,0.0,0.754575,0.950196
354,24,0.0,0.691955,1.0
