Iter,Year,Price,Balance
1,2021,49.74422813225643,2240.5615614337244
2,2021,49.49068932042888,2220.9999916091824
3,2021,49.23959444358454,2199.591121156638
4,2021,48.99104621155921,2177.28251254184
5,2021,48.74501962917313,2155.1928617020235
6,2021,48.5014900613704,2133.31901395191
7,2021,48.26043093247577,2111.677969116854
8,2021,48.02181584954693,2090.2681264566327
9,2021,47.785618814071675,2069.086030763368
10,2021,47.55181433104808,2048.127271286573
11,2021,47.320377205034106,2027.3892238824487
12,2021,47.09128250741558,2006.8695511383085
13,2021,46.86450562603618,1986.5654808835905
14,2021,46.64002225481588,1966.4743318897124
15,2021,46.41780839524982,1946.5934097987135
16,2021,46.19784034304059,1926.9201373529334
17,2021,45.98009467598428,1907.4520434132298
18,2021,45.76454825299362,1888.1866653981567
19,2021,45.55117819982743,1869.1216657357895
20,2021,45.33996191145599,1850.25468613395
21,2021,45.130877047072325,1831.5834120009108
22,2021,44.92390152638052,1813.1055612601444
23,2021,44.71901352592471,1794.8188839929435
24,2021,44.51619147529122,1776.7211635492426
25,2021,44.315414054397436,1758.8102070296013
26,2021,44.11666018906134,1741.0838603440711
27,2021,43.91990898713397,1723.5405288839197
28,2021,43.725139920927454,1706.177019968998
29,2021,43.53233262800943,1688.9918859620045
30,2021,43.341466996266945,1671.982934064072
31,2021,43.15252313047077,1655.1482643745537
32,2021,42.96548136709905,1638.4858471362372
33,2021,42.780322267547554,1621.9937120711684
34,2021,42.597026614527074,1605.6699204593492
35,2021,42.415575490921235,1589.5118427871796
36,2021,42.23595003421849,1573.5190007159927
37,2021,42.058131675897336,1557.6888188934172
38,2021,41.882102054330154,1542.019484928377
39,2021,41.70784301693993,1526.5091675384201
40,2021,41.53533661614355,1511.1560709762175
41,2021,41.36456510876921,1495.9584045992297
42,2021,41.19551095077284,1480.914424048263
43,2021,41.02815679715141,1466.0223857237677
44,2021,40.862485581125526,1451.2798523867798
45,2021,40.69848045648127,1436.6848918836142
46,2021,40.536124775928926,1422.2357616385493
47,2021,40.375402074641265,1407.9308632799841
48,2021,40.2162960746145,1393.7685602344964
49,2021,40.05879070538075,1379.7470344875446
50,2021,39.90287007904097,1365.864686736425
51,2021,39.74851847949874,1352.1200119900445
52,2021,39.595720366968465,1338.5114657650838
53,2021,39.44446036989288,1325.0375743821844
54,2021,39.294723282810736,1311.696882839534
55,2021,39.14649409150554,1298.4877158336649
56,2021,38.99975795950618,1285.408516314275
57,2021,38.85450021883113,1272.457808313515
58,2021,38.710706350954936,1259.6342825954107
59,2021,38.56836200017855,1246.9365128011073
60,2021,38.42745297058173,1234.3630992681615
61,2021,38.28796522026805,1221.9126927478442
62,2021,38.149884879014415,1209.5837893818693
63,2021,38.013198128433665,1197.375935087366
64,2021,37.87789164292416,1185.284813063311
65,2021,37.74395189905283,1173.3121563127643
66,2021,37.611365633722386,1161.455684294714
67,2021,37.480119743863675,1149.7139951623853
68,2021,37.35020129482284,1138.0856135976212
69,2021,37.221597499155465,1126.56925004631
70,2021,37.094295626251125,1115.164406641919
71,2021,36.96828328882757,1103.8680758303233
72,2021,36.84354815359637,1092.6797846252775
73,2021,36.72007802623294,1081.5983157037263
74,2021,36.59786083951758,1070.622555626483
75,2021,36.47688475381993,1059.7505107114987
76,2021,36.35713700224071,1048.990303833924
77,2021,36.238603745006024,1038.3513333759115
78,2021,36.12127073210037,1027.8371930535475
79,2021,36.00512389464746,1017.44629608752
80,2021,35.89014933724263,1007.177122866224
81,2021,35.77633334134655,997.0281240497089
82,2021,35.66366236154601,986.9977830526601
83,2021,35.552123022559414,977.0846095226818
84,2021,35.44170211749888,967.2871283302202
85,2021,35.33238660579835,957.603882496712
86,2021,35.22416361081942,948.0334360153711
87,2021,35.11702041767175,938.5743719735179
88,2021,35.01094447112845,929.2252917192485
89,2021,34.90592337358491,919.984814481482
90,2021,34.80194488295277,910.8515779375621
91,2021,34.69899690852779,901.8242559627652
92,2021,34.59706752028515,892.9014410055202
93,2021,34.496144941932194,884.0817863719686
94,2021,34.39621754346575,875.3640105660451
95,2021,34.29727384337086,866.7468128312055
96,2021,34.199302500406866,858.2289643644849
97,2021,34.10229231596176,849.809215739236
98,2021,34.00623223116944,841.4863427806911
99,2021,33.911111325101245,833.2591371574151
100,2021,33.8169188129344,825.126406581654
101,2021,33.72364405197913,817.0869059680514
102,2021,33.63127653615157,809.1394386495151
103,2021,33.539805889807866,801.2828619707769
104,2021,33.44922186618348,793.5160469496574
105,2021,33.35951434579817,785.8378785752409
106,2021,33.27067333472209,778.2472570264655
107,2021,33.182688962931266,770.7430968876972
108,2021,33.09555148275652,763.3243263307381
109,2021,33.009251267304215,755.9898873622565
110,2021,32.9237788106401,748.7387203775579
111,2021,32.839124720933626,741.569825828708
112,2021,32.75527972433363,734.4821702160158
113,2021,32.6722346616493,727.4747491147222
114,2021,32.58998048687177,720.5465710511608
115,2021,32.50850826574277,713.6966570900585
116,2021,32.42780917432995,706.9240407761257
117,2021,32.34787449749488,700.2277690752937
118,2021,32.26869562050934,693.6069623934148
119,2021,32.19026404901947,687.0605662512713
120,2021,32.11257138621906,680.5877261314446
121,2021,32.035609345431205,674.1874773016988
122,2021,31.959369744877822,667.8589008477323
123,2021,31.883844503218572,661.6011169349567
124,2021,31.809025638375058,655.4132560291634
125,2021,31.734905266105347,649.2944610827275
126,2021,31.661475598703273,643.2438864421172
127,2021,31.588728943883545,637.2606962207068
128,2021,31.516657703573955,631.3440651120848
129,2021,31.44525437258806,625.493179436488
130,2021,31.37451153750618,619.7072353173
