Iter,PrimalRes,DualRes
2896,26.146267538194934,26.146267538194934
2897,26.127727957832803,26.127727957832803
2898,26.10920251179118,26.10920251179118
2899,26.09069390923878,26.09069390923878
2900,26.072201640261255,26.072201640261255
2901,26.053724660020407,26.053724660020407
2902,26.035265968418344,26.035265968418344
2903,26.01682441946332,26.01682441946332
2904,25.998401161408538,25.998401161408538
2905,25.979988268950592,25.979988268950592
2906,25.961600408261802,25.961600408261802
2907,25.943231554169188,25.943231554169188
2908,25.92488321633482,25.92488321633482
2909,25.906555227102217,25.906555227102217
2910,25.88824961132127,25.88824961132127
2911,25.869968476206623,25.869968476206623
2912,25.85171139054819,25.85171139054819
2913,25.833479499858413,25.833479499858413
2914,25.81527271952723,25.81527271952723
2915,25.797092103686282,25.797092103686282
2916,25.778938321306896,25.778938321306896
2917,25.760811218031677,25.760811218031677
2918,25.74271079725463,25.74271079725463
2919,25.724636588003023,25.724636588003023
2920,25.706588481908966,25.706588481908966
2921,25.688565830953166,25.688565830953166
2922,25.67056860754724,25.67056860754724
2923,25.652595717554505,25.652595717554505
2924,25.63464727274686,25.63464727274686
2925,25.616721537861167,25.616721537861167
2926,25.59882114842935,25.59882114842935
2927,25.58093822779324,25.58093822779324
2928,25.56307197278079,25.56307197278079
2929,25.545230414403477,25.545230414403477
2930,25.5274096434041,25.5274096434041
2931,25.509608803787387,25.509608803787387
2932,25.491828841845063,25.491828841845063
2933,25.474070372658616,25.474070372658616
2934,25.45633376682349,25.45633376682349
2935,25.438620750254586,25.438620750254586
2936,25.420932975002643,25.420932975002643
2937,25.403271031168742,25.403271031168742
2938,25.385637613327162,25.385637613327162
2939,25.368050559246967,25.368050559246967
2940,25.350525651290127,25.350525651290127
2941,25.332995576010262,25.332995576010262
2942,25.315587595533543,25.315587595533543
2943,25.298136927134237,25.298136927134237
2944,25.280726760542393,25.280726760542393
2945,25.26339909886019,25.26339909886019
2946,25.24607708822009,25.24607708822009
2947,25.22877694956901,25.22877694956901
2948,25.211537050646257,25.211537050646257
2949,25.194287555103074,25.194287555103074
2950,25.177155933565928,25.177155933565928
2951,25.160145893771187,25.160145893771187
2952,25.143043789474177,25.143043789474177
2953,25.12606035921317,25.12606035921317
2954,25.10911369797509,25.10911369797509
2955,25.092217317447194,25.092217317447194
2956,25.07540413896436,25.07540413896436
2957,25.05864336271975,25.05864336271975
2958,25.041996171857136,25.041996171857136
2959,25.02532999021605,25.02532999021605
2960,25.008684105091106,25.008684105091106
2961,24.992093750479853,24.992093750479853
2962,24.97559150523307,24.97559150523307
2963,24.959154064913264,24.959154064913264
2964,24.942955425766968,24.942955425766968
2965,24.9267021142457,24.9267021142457
2966,24.910450479403153,24.910450479403153
2967,24.894262471347474,24.894262471347474
2968,24.87814006701251,24.87814006701251
2969,24.86208317247815,24.86208317247815
2970,24.846091517324567,24.846091517324567
2971,24.830159609113252,24.830159609113252
2972,24.814336072692868,24.814336072692868
2973,24.79864929080918,24.79864929080918
2974,24.783062785029642,24.783062785029642
2975,24.767587544584558,24.767587544584558
2976,24.752210674395883,24.752210674395883
2977,24.736681884214704,24.736681884214704
2978,24.72149043534364,24.72149043534364
2979,24.706399021128846,24.706399021128846
2980,24.691404179414576,24.691404179414576
2981,24.676504405742662,24.676504405742662
2982,24.661694222393862,24.661694222393862
2983,24.646968173440428,24.646968173440428
2984,24.632320139857484,24.632320139857484
2985,24.617742460662612,24.617742460662612
2986,24.603325869303944,24.603325869303944
2987,24.58884144687977,24.58884144687977
2988,24.57440879627302,24.57440879627302
2989,24.559989863361352,24.559989863361352
2990,24.54564605708947,24.54564605708947
2991,24.531284659393805,24.531284659393805
2992,24.516946166999787,24.516946166999787
2993,24.50263136259582,24.50263136259582
2994,24.48831445555811,24.48831445555811
2995,24.473997686477105,24.473997686477105
2996,24.45967771369419,24.45967771369419
2997,24.445354714377345,24.445354714377345
2998,24.431029247217566,24.431029247217566
2999,24.41669724344206,24.41669724344206
3000,24.402362503782342,24.402362503782342
3001,24.388024263017087,24.388024263017087
3002,24.373687037521222,24.373687037521222
3003,24.359346022840327,24.359346022840327
3004,24.345006218860817,24.345006218860817
3005,24.330672925373165,24.330672925373165
3006,24.316340970225383,24.316340970225383
3007,24.302019877423845,24.302019877423845
3008,24.287730625545237,24.287730625545237
3009,24.27347330001885,24.27347330001885
3010,24.259256324635317,24.259256324635317
3011,24.245085572342987,24.245085572342987
3012,24.230966544741477,24.230966544741477
3013,24.216902319895325,24.216902319895325
3014,24.20290019819754,24.20290019819754
3015,24.18894303825232,24.18894303825232
3016,24.17503851036031,24.17503851036031
3017,24.1611765557916,24.1611765557916
3018,24.147364612502088,24.147364612502088
3019,24.13359079023894,24.13359079023894
3020,24.119861309227872,24.119861309227872
3021,24.106188828737004,24.106188828737004
3022,24.092590028103814,24.092590028103814
3023,24.079085980729587,24.079085980729587
3024,24.065788828059567,24.065788828059567
3025,24.052526964843082,24.052526964843082
3026,24.039411357699464,24.039411357699464
3027,24.02645003326097,24.02645003326097
3028,24.01364337500786,24.01364337500786
3029,24.000983250931085,24.000983250931085
3030,23.988463921266884,23.988463921266884
3031,23.976045841232235,23.976045841232235
3032,23.96370836342976,23.96370836342976
3033,23.951484313683068,23.951484313683068
3034,23.939237841408612,23.939237841408612
3035,23.92698704470513,23.92698704470513
3036,23.914765188386127,23.914765188386127
3037,23.902551007818147,23.902551007818147
3038,23.892071640932727,23.892071640932727
3039,23.87977418712603,23.87977418712603
3040,23.865834292472528,23.865834292472528
3041,23.853584420755624,23.853584420755624
3042,23.84132035137759,23.84132035137759
3043,23.829044197037547,23.829044197037547
3044,23.816757441109303,23.816757441109303
3045,23.80446364720501,23.80446364720501
3046,23.792174248907713,23.792174248907713
3047,23.779904939872722,23.779904939872722
3048,23.76768454843591,23.76768454843591
3049,23.755556746746834,23.755556746746834
3050,23.743601441154624,23.743601441154624
3051,23.731904586204564,23.731904586204564
3052,23.720494691581735,23.720494691581735
3053,23.709402178857772,23.709402178857772
3054,23.698607459881714,23.698607459881714
3055,23.68806080959689,23.68806080959689
3056,23.677697712803592,23.677697712803592
3057,23.66754549857319,23.66754549857319
3058,23.65753781270905,23.65753781270905
3059,23.64768889863899,23.64768889863899
3060,23.63803800439382,23.63803800439382
3061,23.628627164026284,23.628627164026284
3062,23.61947410387029,23.61947410387029
3063,23.610559954688597,23.610559954688597
3064,23.60183354380638,23.60183354380638
3065,23.596861772079365,23.596861772079365
3066,23.58772884856353,23.58772884856353
3067,23.57866742550209,23.57866742550209
3068,23.56966421708512,23.56966421708512
3069,23.560706795826263,23.560706795826263
3070,23.551783691486662,23.551783691486662
3071,23.542884386024753,23.542884386024753
3072,23.533999729166453,23.533999729166453
3073,23.525122410740778,23.525122410740778
3074,23.51624544216702,23.51624544216702
3075,23.507361081066847,23.507361081066847
3076,23.498465223692165,23.498465223692165
3077,23.489552974660228,23.489552974660228
3078,23.480622266527234,23.480622266527234
3079,23.471669254755398,23.471669254755398
3080,23.46269260820418,23.46269260820418
3081,23.453690450894328,23.453690450894328
3082,23.444663234248765,23.444663234248765
3083,23.435607842654463,23.435607842654463
3084,23.42652562227181,23.42652562227181
3085,23.417415746087272,23.417415746087272
3086,23.40827776993501,23.40827776993501
3087,23.39911275304007,23.39911275304007
3088,23.389920809414434,23.389920809414434
3089,23.380701299393195,23.380701299393195
3090,23.371454797917067,23.371454797917067
3091,23.362182092467037,23.362182092467037
3092,23.352882979521382,23.352882979521382
3093,23.34355905797588,23.34355905797588
3094,23.334210015469353,23.334210015469353
3095,23.324835808932903,23.324835808932903
3096,23.31543757469649,23.31543757469649
3097,23.30601603944433,23.30601603944433
3098,23.296570910895525,23.296570910895525
3099,23.287103436802,23.287103436802
3100,23.27761329399391,23.27761329399391
3101,23.268101314884916,23.268101314884916
3102,23.258568266681323,23.258568266681323
3103,23.249014451802168,23.249014451802168
3104,23.239439754553587,23.239439754553587
3105,23.229845008584334,23.229845008584334
3106,23.22023077764402,23.22023077764402
3107,23.21059740729038,23.21059740729038
3108,23.20094530762958,23.20094530762958
3109,23.191274625370397,23.191274625370397
3110,23.181585948127804,23.181585948127804
3111,23.171879325865802,23.171879325865802
3112,23.162156040466698,23.162156040466698
3113,23.15241535612995,23.15241535612995
3114,23.142658730050243,23.142658730050243
3115,23.132886239010986,23.132886239010986
3116,23.12309738948352,23.12309738948352
3117,23.113292960247918,23.113292960247918
3118,23.103473777819545,23.103473777819545
3119,23.093639776990813,23.093639776990813
3120,23.08379162471988,23.08379162471988
3121,23.073929248039803,23.073929248039803
3122,23.06405322135265,23.06405322135265
3123,23.054163465877764,23.054163465877764
3124,23.04455430989219,23.04455430989219
3125,23.034612275392647,23.034612275392647
3126,23.02466002685378,23.02466002685378
3127,23.014697615044042,23.014697615044042
3128,23.00472517619005,23.00472517619005
3129,22.9947429959293,22.9947429959293
3130,22.984750948345436,22.984750948345436
3131,22.97474929361192,22.97474929361192
3132,22.964737869034252,22.964737869034252
3133,22.954717366982095,22.954717366982095
3134,22.94468749670591,22.94468749670591
3135,22.934648640271007,22.934648640271007
3136,22.924600788031512,22.924600788031512
3137,22.914544129278738,22.914544129278738
3138,22.90447900815616,22.90447900815616
3139,22.894405440386436,22.894405440386436
3140,22.884323582441993,22.884323582441993
3141,22.87423361084916,22.87423361084916
3142,22.864135753161463,22.864135753161463
3143,22.85402999075768,22.85402999075768
3144,22.84391689762856,22.84391689762856
3145,22.833796296343735,22.833796296343735
3146,22.823668316404564,22.823668316404564
3147,22.81353345081766,22.81353345081766
3148,22.803391568683537,22.803391568683537
3149,22.793242792325145,22.793242792325145
3150,22.783087853709276,22.783087853709276
3151,22.772926312205755,22.772926312205755
3152,22.762758535146304,22.762758535146304
3153,22.752584666872508,22.752584666872508
3154,22.74240499057464,22.74240499057464
3155,22.73221952845165,22.73221952845165
3156,22.722028378148934,22.722028378148934
3157,22.711831845563438,22.711831845563438
3158,22.701630207333437,22.701630207333437
3159,22.691423307569266,22.691423307569266
3160,22.681211455622133,22.681211455622133
3161,22.67099486888287,22.67099486888287
3162,22.66077364804096,22.66077364804096
3163,22.65054764847173,22.65054764847173
3164,22.640317462642543,22.640317462642543
3165,22.63008312614602,22.63008312614602
3166,22.6198444738518,22.6198444738518
3167,22.609602072007192,22.609602072007192
3168,22.59935570382072,22.59935570382072
3169,22.589105723154262,22.589105723154262
3170,22.578852206206193,22.578852206206193
3171,22.56859529959047,22.56859529959047
3172,22.558334978234825,22.558334978234825
3173,22.54807169445212,22.54807169445212
3174,22.53780527236313,22.53780527236313
3175,22.52753584456036,22.52753584456036
3176,22.517263870231773,22.517263870231773
3177,22.506988870347186,22.506988870347186
3178,22.49671151031066,22.49671151031066
3179,22.486431746923472,22.486431746923472
3180,22.47614959310158,22.47614959310158
3181,22.46586519010748,22.46586519010748
3182,22.45557870785956,22.45557870785956
3183,22.44529034480115,22.44529034480115
3184,22.435000036980455,22.435000036980455
3185,22.424707893988398,22.424707893988398
3186,22.414414057966724,22.414414057966724
3187,22.404118710612238,22.404118710612238
3188,22.393821751498308,22.393821751498308
3189,22.383523497972647,22.383523497972647
3190,22.373223960503765,22.373223960503765
3191,22.36292317604284,22.36292317604284
3192,22.352621284551788,22.352621284551788
3193,22.342318446909758,22.342318446909758
3194,22.332014502464972,22.332014502464972
3195,22.321709296451218,22.321709296451218
3196,22.311399901771665,22.311399901771665
3197,22.301094100249202,22.301094100249202
3198,22.290787660739397,22.290787660739397
3199,22.28048070384989,22.28048070384989
3200,22.270173318721163,22.270173318721163
3201,22.25986552942709,22.25986552942709
3202,22.249557621216127,22.249557621216127
3203,22.23924963760669,22.23924963760669
3204,22.228941349665547,22.228941349665547
3205,22.21863309173341,22.21863309173341
3206,22.208324938682154,22.208324938682154
3207,22.198016799181914,22.198016799181914
3208,22.18770909576415,22.18770909576415
3209,22.177401516406917,22.177401516406917
3210,22.16709439241754,22.16709439241754
3211,22.156787588639645,22.156787588639645
3212,22.146481185273615,22.146481185273615
3213,22.136175512230693,22.136175512230693
3214,22.125870216923886,22.125870216923886
3215,22.115565692963173,22.115565692963173
3216,22.105261963703242,22.105261963703242
3217,22.09495900182401,22.09495900182401
3218,22.084656948632983,22.084656948632983
3219,22.074355717547178,22.074355717547178
3220,22.06405552246315,22.06405552246315
3221,22.05375656210026,22.05375656210026
3222,22.04345846545857,22.04345846545857
3223,22.03316179297053,22.03316179297053
3224,22.022866001701686,22.022866001701686
3225,22.012571892756114,22.012571892756114
3226,22.00227890016322,22.00227890016322
3227,21.991987237911417,21.991987237911417
3228,21.981696899322742,21.981696899322742
3229,21.97140823381187,21.97140823381187
3230,21.961120993338,21.961120993338
3231,21.950835282723347,21.950835282723347
3232,21.94055144405752,21.94055144405752
3233,21.930269051392997,21.930269051392997
3234,21.919988445072704,21.919988445072704
3235,21.90970958004482,21.90970958004482
3236,21.89943263796431,21.89943263796431
3237,21.889157380351435,21.889157380351435
3238,21.87888424382345,21.87888424382345
3239,21.86861290873003,21.86861290873003
3240,21.85834369461918,21.85834369461918
3241,21.84809126308278,21.84809126308278
3242,21.837825633670036,21.837825633670036
3243,21.827562123464304,21.827562123464304
3244,21.817300831083912,21.817300831083912
3245,21.80704169703472,21.80704169703472
3246,21.796784863162884,21.796784863162884
3247,21.78653034205354,21.78653034205354
3248,21.7762781830495,21.7762781830495
3249,21.766028417828238,21.766028417828238
3250,21.75578110297738,21.75578110297738
3251,21.74553609226109,21.74553609226109
3252,21.735293660979323,21.735293660979323
3253,21.72505372145838,21.72505372145838
3254,21.7148163426848,21.7148163426848
3255,21.704581597478864,21.704581597478864
3256,21.694349869502275,21.694349869502275
3257,21.684120376380406,21.684120376380406
3258,21.673893583872314,21.673893583872314
3259,21.663669528689297,21.663669528689297
3260,21.653448196154386,21.653448196154386
3261,21.643229647910857,21.643229647910857
3262,21.633013982581133,21.633013982581133
3263,21.622801101100094,21.622801101100094
3264,21.61259113578967,21.61259113578967
3265,21.60238406126018,21.60238406126018
3266,21.592179952682727,21.592179952682727
3267,21.581978808837448,21.581978808837448
3268,21.571780638704922,21.571780638704922
3269,21.561585453938278,21.561585453938278
3270,21.551393392871205,21.551393392871205
3271,21.54120449134689,21.54120449134689
3272,21.531018535242765,21.531018535242765
3273,21.520835750499373,21.520835750499373
3274,21.510656182658295,21.510656182658295
3275,21.50047980656541,21.50047980656541
3276,21.4903066120512,21.4903066120512
3277,21.48013661045161,21.48013661045161
3278,21.469969921206257,21.469969921206257
3279,21.459806550830763,21.459806550830763
3280,21.449646397179094,21.449646397179094
3281,21.439489564770156,21.439489564770156
3282,21.42933617264498,21.42933617264498
3283,21.41918608622359,21.41918608622359
3284,21.40903945693617,21.40903945693617
3285,21.398896275059997,21.398896275059997
3286,21.388756485410568,21.388756485410568
3287,21.378620144807428,21.378620144807428
3288,21.368487023022226,21.368487023022226
3289,21.358357767751613,21.358357767751613
3290,21.348231979155116,21.348231979155116
3291,21.33810970571062,21.33810970571062
3292,21.327991083973075,21.327991083973075
3293,21.31787603649559,21.31787603649559
3294,21.307764555835092,21.307764555835092
3295,21.297656725456363,21.297656725456363
3296,21.28755256721115,21.28755256721115
3297,21.277452059355937,21.277452059355937
3298,21.267355216353735,21.267355216353735
3299,21.257262075461767,21.257262075461767
3300,21.247172664494883,21.247172664494883
3301,21.237087044236205,21.237087044236205
3302,21.227005051397327,21.227005051397327
3303,21.216926919071284,21.216926919071284
3304,21.206852588728907,21.206852588728907
3305,21.19678197641224,21.19678197641224
3306,21.186715307540453,21.186715307540453
3307,21.176652446175467,21.176652446175467
3308,21.166593287263595,21.166593287263595
3309,21.15653819040176,21.15653819040176
3310,21.146486895158887,21.146486895158887
3311,21.136439585553262,21.136439585553262
3312,21.126396175445734,21.126396175445734
3313,21.116356640093272,21.116356640093272
3314,21.106321099474826,21.106321099474826
3315,21.096289496214013,21.096289496214013
3316,21.0862617893863,21.0862617893863
3317,21.07623815834586,21.07623815834586
3318,21.06621848119039,21.06621848119039
3319,21.0562028313916,21.0562028313916
3320,21.046191242863415,21.046191242863415
3321,21.036183666703437,21.036183666703437
3322,21.02618017035411,21.02618017035411
3323,21.016180748563556,21.016180748563556
3324,21.00618537811397,21.00618537811397
3325,20.996194058756146,20.996194058756146
3326,20.986207594448842,20.986207594448842
3327,20.97622448785137,20.97622448785137
3328,20.966245586453397,20.966245586453397
3329,20.95627076512119,20.95627076512119
3330,20.94630015190228,20.94630015190228
3331,20.93633373896523,20.93633373896523
3332,20.926371461458302,20.926371461458302
3333,20.91641332780273,20.91641332780273
3334,20.906459440434446,20.906459440434446
3335,20.896509778280233,20.896509778280233
3336,20.886564280228413,20.886564280228413
3337,20.876623011118227,20.876623011118227
3338,20.866685991455142,20.866685991455142
3339,20.856753290234792,20.856753290234792
3340,20.846824708567283,20.846824708567283
3341,20.836900456927424,20.836900456927424
3342,20.82698051399052,20.82698051399052
3343,20.81706488939767,20.81706488939767
3344,20.807153582415822,20.807153582415822
3345,20.797246591098883,20.797246591098883
3346,20.787343861731642,20.787343861731642
3347,20.777445434959418,20.777445434959418
3348,20.767551442279682,20.767551442279682
3349,20.75766173088482,20.75766173088482
3350,20.74777644973392,20.74777644973392
3351,20.73789544285887,20.73789544285887
3352,20.72801887981086,20.72801887981086
3353,20.718146684756448,20.718146684756448
3354,20.70827887969108,20.70827887969108
3355,20.69841544362339,20.69841544362339
3356,20.688556459854908,20.688556459854908
3357,20.678701854171095,20.678701854171095
3358,20.668851690152678,20.668851690152678
3359,20.659005946401976,20.659005946401976
3360,20.649164641233938,20.649164641233938
3361,20.639327786503827,20.639327786503827
3362,20.629495337951084,20.629495337951084
3363,20.619667710951717,20.619667710951717
3364,20.609844268076586,20.609844268076586
3365,20.600025228697405,20.600025228697405
3366,20.590210682100178,20.590210682100178
3367,20.58040064083616,20.58040064083616
3368,20.570595046800236,20.570595046800236
3369,20.560794037279493,20.560794037279493
3370,20.55099745493135,20.55099745493135
3371,20.541205421452332,20.541205421452332
3372,20.53141793705413,20.53141793705413
3373,20.52163494669594,20.52163494669594
3374,20.5118564957736,20.5118564957736
3375,20.502082632238398,20.502082632238398
3376,20.492313267394138,20.492313267394138
3377,20.482548481014646,20.482548481014646
3378,20.47278816443304,20.47278816443304
3379,20.463032497807717,20.463032497807717
3380,20.453281344244033,20.453281344244033
3381,20.443534760582224,20.443534760582224
3382,20.433792796430225,20.433792796430225
3383,20.424055416179954,20.424055416179954
3384,20.41432040468726,20.41432040468726
3385,20.404592224112548,20.404592224112548
3386,20.394868655977007,20.394868655977007
3387,20.38514972577923,20.38514972577923
3388,20.37543538168711,20.37543538168711
3389,20.365725659919917,20.365725659919917
3390,20.356020533372657,20.356020533372657
3391,20.346320051423163,20.346320051423163
3392,20.336624193707394,20.336624193707394
3393,20.326932928812084,20.326932928812084
3394,20.3172463306837,20.3172463306837
3395,20.30756438279468,20.30756438279468
3396,20.297887083097976,20.297887083097976
3397,20.288214394815896,20.288214394815896
3398,20.27854638300414,20.27854638300414
3399,20.268883023252556,20.268883023252556
3400,20.259224336558418,20.259224336558418
3401,20.249570302955135,20.249570302955135
3402,20.23992094674145,20.23992094674145
3403,20.230275785643244,20.230275785643244
3404,20.220635784277647,20.220635784277647
3405,20.211000459532443,20.211000459532443
3406,20.20136982292297,20.20136982292297
3407,20.191743876267083,20.191743876267083
3408,20.18212262075963,20.18212262075963
3409,20.172506051335176,20.172506051335176
3410,20.16289419604732,20.16289419604732
3411,20.153287023942312,20.153287023942312
3412,20.143684556852577,20.143684556852577
3413,20.13408681420583,20.13408681420583
3414,20.124493781083856,20.124493781083856
3415,20.11490545362517,20.11490545362517
3416,20.10532184331373,20.10532184331373
3417,20.095742964401325,20.095742964401325
3418,20.08616879233523,20.08616879233523
3419,20.076599348877608,20.076599348877608
3420,20.067034655977068,20.067034655977068
3421,20.057474673382103,20.057474673382103
3422,20.047919431150376,20.047919431150376
3423,20.03836890714956,20.03836890714956
3424,20.02882313797727,20.02882313797727
3425,20.019282125450218,20.019282125450218
3426,20.009745846202122,20.009745846202122
3427,20.00021431996629,20.00021431996629
3428,19.990687549632412,19.990687549632412
3429,19.98116552736701,19.98116552736701
3430,19.97164825663822,19.97164825663822
3431,19.96213574361468,19.96213574361468
3432,19.952627981179376,19.952627981179376
3433,19.943124993119454,19.943124993119454
3434,19.93362677259779,19.93362677259779
3435,19.924133315681956,19.924133315681956
3436,19.914644622763944,19.914644622763944
3437,19.905160696421945,19.905160696421945
3438,19.895681548626044,19.895681548626044
3439,19.88620717111303,19.88620717111303
3440,19.876737568759154,19.876737568759154
3441,19.86727275178555,19.86727275178555
3442,19.85781270852567,19.85781270852567
3443,19.848357446099726,19.848357446099726
3444,19.83890696094204,19.83890696094204
3445,19.829461267288934,19.829461267288934
3446,19.8200203563606,19.8200203563606
3447,19.81058424178741,19.81058424178741
3448,19.801152909454913,19.801152909454913
3449,19.791726364449232,19.791726364449232
3450,19.782304628944075,19.782304628944075
3451,19.772887672350635,19.772887672350635
3452,19.76347551774552,19.76347551774552
3453,19.754068155323466,19.754068155323466
3454,19.744665587029203,19.744665587029203
3455,19.73526781759415,19.73526781759415
3456,19.72587485055419,19.72587485055419
3457,19.716486689012072,19.716486689012072
3458,19.707103339127116,19.707103339127116
3459,19.697724776370706,19.697724776370706
3460,19.688351026574537,19.688351026574537
3461,19.67898209208124,19.67898209208124
3462,19.669617953299166,19.669617953299166
3463,19.660258620369632,19.660258620369632
3464,19.65090410671769,19.65090410671769
3465,19.641554386985717,19.641554386985717
3466,19.6322094872869,19.6322094872869
3467,19.622869402086735,19.622869402086735
3468,19.613534127565572,19.613534127565572
3469,19.604203662425334,19.604203662425334
3470,19.59487800688794,19.59487800688794
3471,19.585557161242377,19.585557161242377
3472,19.576241144048254,19.576241144048254
3473,19.566929929707612,19.566929929707612
3474,19.557623538695225,19.557623538695225
3475,19.548321970352845,19.548321970352845
3476,19.539025223277804,19.539025223277804
3477,19.529733287593444,19.529733287593444
3478,19.520446172838092,19.520446172838092
3479,19.511163876087267,19.511163876087267
3480,19.50188641053137,19.50188641053137
3481,19.492613758388188,19.492613758388188
3482,19.483345922319586,19.483345922319586
3483,19.474082925480616,19.474082925480616
3484,19.464824745373335,19.464824745373335
3485,19.45557138398658,19.45557138398658
3486,19.44632284694103,19.44632284694103
3487,19.437079130833126,19.437079130833126
3488,19.427840236167867,19.427840236167867
3489,19.418606171734382,19.418606171734382
3490,19.409376931188945,19.409376931188945
3491,19.400152514235288,19.400152514235288
3492,19.390932927184394,19.390932927184394
3493,19.381718155403405,19.381718155403405
3494,19.37250820579493,19.37250820579493
3495,19.36330308394008,19.36330308394008
3496,19.354102790344314,19.354102790344314
3497,19.34490731731853,19.34490731731853
3498,19.335716671118917,19.335716671118917
3499,19.326530854092425,19.326530854092425
3500,19.317349858576335,19.317349858576335
3501,19.308173686526516,19.308173686526516
3502,19.299002312744733,19.299002312744733
3503,19.2898357953884,19.2898357953884
3504,19.280674099562248,19.280674099562248
3505,19.271517234868952,19.271517234868952
3506,19.26236518564633,19.26236518564633
3507,19.253217961851988,19.253217961851988
3508,19.244075557353426,19.244075557353426
3509,19.234937984070257,19.234937984070257
3510,19.225805233635356,19.225805233635356
3511,19.216677296952412,19.216677296952412
3512,19.207554186969446,19.207554186969446
3513,19.198435902347,19.198435902347
3514,19.18932243989434,19.18932243989434
3515,19.18021380276332,19.18021380276332
3516,19.171109979460198,19.171109979460198
3517,19.162010983925484,19.162010983925484
3518,19.15291759102206,19.15291759102206
3519,19.14382821111144,19.14382821111144
3520,19.13474364784406,19.13474364784406
3521,19.12566390532811,19.12566390532811
3522,19.11658897862867,19.11658897862867
3523,19.10751887562992,19.10751887562992
3524,19.098453592681835,19.098453592681835
3525,19.08939312233815,19.08939312233815
3526,19.080337465238472,19.080337465238472
3527,19.071286630871327,19.071286630871327
3528,19.062240612268624,19.062240612268624
3529,19.053199409426497,19.053199409426497
3530,19.044163020136466,19.044163020136466
3531,19.035131441217118,19.035131441217118
3532,19.02610468571902,19.02610468571902
3533,19.01708273208783,19.01708273208783
3534,19.008065591146305,19.008065591146305
3535,18.9990532656941,18.9990532656941
3536,18.99004575305571,18.99004575305571
3537,18.98104304263188,18.98104304263188
3538,18.972045145425454,18.972045145425454
3539,18.963052054250284,18.963052054250284
3540,18.95406376966548,18.95406376966548
3541,18.945080294305626,18.945080294305626
3542,18.936101622181013,18.936101622181013
3543,18.92712775464861,18.92712775464861
3544,18.918158689216625,18.918158689216625
3545,18.90919442584095,18.90919442584095
3546,18.900234973284796,18.900234973284796
3547,18.89128031698283,18.89128031698283
3548,18.882330457820217,18.882330457820217
3549,18.873385402296663,18.873385402296663
3550,18.864445143898593,18.864445143898593
3551,18.855509677395048,18.855509677395048
3552,18.84657901671153,18.84657901671153
3553,18.83765314150901,18.83765314150901
3554,18.828732069962598,18.828732069962598
3555,18.819815785548826,18.819815785548826
3556,18.810904302793915,18.810904302793915
3557,18.801997599518472,18.801997599518472
3558,18.79309568548433,18.79309568548433
3559,18.784198567957674,18.784198567957674
3560,18.775306234521167,18.775306234521167
3561,18.766418690238424,18.766418690238424
3562,18.757535931644725,18.757535931644725
3563,18.748657955682347,18.748657955682347
3564,18.739784764386513,18.739784764386513
3565,18.730916350135885,18.730916350135885
3566,18.72205272446945,18.72205272446945
3567,18.71319387505173,18.71319387505173
3568,18.70433980697385,18.70433980697385
3569,18.695490509498086,18.695490509498086
3570,18.686645986476606,18.686645986476606
3571,18.677806249109153,18.677806249109153
3572,18.66897128283199,18.66897128283199
3573,18.66014109041521,18.66014109041521
3574,18.65131566447235,18.65131566447235
3575,18.642495004375405,18.642495004375405
3576,18.633679121455543,18.633679121455543
3577,18.62486800564602,18.62486800564602
3578,18.616061653169254,18.616061653169254
3579,18.607260063080048,18.607260063080048
3580,18.59846323969282,18.59846323969282
3581,18.589671173572242,18.589671173572242
3582,18.5808838737737,18.5808838737737
3583,18.572101331712247,18.572101331712247
3584,18.563323548542712,18.563323548542712
3585,18.554550517565076,18.554550517565076
3586,18.545782246095314,18.545782246095314
3587,18.537018727891564,18.537018727891564
3588,18.528259964379004,18.528259964379004
3589,18.51950594426512,18.51950594426512
3590,18.510756683964246,18.510756683964246
3591,18.50201216208893,18.50201216208893
3592,18.49327239515651,18.49327239515651
3593,18.48453736363558,18.48453736363558
3594,18.475807084716507,18.475807084716507
3595,18.467081540750087,18.467081540750087
3596,18.45836074442991,18.45836074442991
3597,18.44964468419539,18.44964468419539
3598,18.440933361152247,18.440933361152247
3599,18.43222677469771,18.43222677469771
3600,18.423524921715398,18.423524921715398
3601,18.414827805876484,18.414827805876484
3602,18.406135420760393,18.406135420760393
3603,18.397447761997455,18.397447761997455
3604,18.388764831765457,18.388764831765457
3605,18.380086636244187,18.380086636244187
3606,18.371413158778978,18.371413158778978
3607,18.362744404352043,18.362744404352043
3608,18.35408037627667,18.35408037627667
3609,18.345421064001357,18.345421064001357
3610,18.33676647740208,18.33676647740208
3611,18.32811660414518,18.32811660414518
3612,18.319471446278158,18.319471446278158
3613,18.31083100069054,18.31083100069054
3614,18.302195274840642,18.302195274840642
3615,18.29356425159517,18.29356425159517
3616,18.284937938128223,18.284937938128223
3617,18.276316338375864,18.276316338375864
3618,18.26769944002467,18.26769944002467
3619,18.259087244480952,18.259087244480952
3620,18.250479755325614,18.250479755325614
3621,18.24187696734998,18.24187696734998
3622,18.233278867163563,18.233278867163563
3623,18.22468548016718,18.22468548016718
3624,18.216096777529174,18.216096777529174
3625,18.207512777949205,18.207512777949205
3626,18.198933463009553,18.198933463009553
3627,18.19035884119853,18.19035884119853
3628,18.181788907760847,18.181788907760847
3629,18.17322366016242,18.17322366016242
3630,18.164663098513984,18.164663098513984
3631,18.156107219044998,18.156107219044998
