Iter,Year,Price,Balance
1,2021,4.902576857021447,2844.755774973725
2,2021,4.8058236308177085,2825.1942051491815
3,2021,4.709806754350823,2803.6927928330456
4,2021,4.614556024599754,2781.3213087312774
5,2021,4.520063398448318,2759.1846836218833
6,2021,4.426320905464633,2737.280795123609
7,2021,4.333320660593403,2715.6071502399377
8,2021,4.241054873131671,2694.160993882521
9,2021,4.149515844424455,2672.9396382506898
10,2021,4.058695965803843,2651.9404557219254
11,2021,3.9685877182280413,2631.160829213371
12,2021,3.8791836712724654,2610.5981711028394
13,2021,3.790476481697725,2590.249935582413
14,2021,3.702458892299011,2570.1136104424504
15,2021,3.6151237307080057,2550.186718457391
16,2021,3.528463908293679,2530.4668144983216
17,2021,3.4424724190908225,2510.9514847234036
18,2021,3.357142338693017,2491.638347615931
19,2021,3.27246682323834,2472.525051276572
20,2021,3.188439108329008,2453.609275352506
21,2021,3.105052508000279,2434.8887295988375
22,2021,3.022300413699338,2416.361153587516
23,2021,2.940176293279555,2398.0243162576617
24,2021,2.858673690010586,2379.876015453885
25,2021,2.777786221597275,2361.91407766868
26,2021,2.6975075792218735,2344.136357361743
27,2021,2.6178315269690713,2326.54072578181
28,2021,2.5387518998643883,2309.1251114567676
29,2021,2.4602626039187365,2291.8874416130143
30,2021,2.3823576148142203,2274.825681851867
31,2021,2.3050309771633564,2257.937819405225
32,2021,2.2282768035418656,2241.2218697475346
33,2021,2.1520892736332464,2224.67587333166
34,2021,2.0764626333736356,2208.29789558065
35,2021,2.0013911936048254,2192.0860412492702
36,2021,1.9268693305718756,2176.038400562144
37,2021,1.8528914839268917,2160.1531220335205
38,2021,1.779452156278417,2144.4283673354644
39,2021,1.7065459123685303,2128.862322168692
40,2021,1.6341673782907957,2113.4531950698474
41,2021,1.5623112407001096,2098.1992176480426
42,2021,1.4909722460587627,2083.098643527328
43,2021,1.4201451998675874,2068.149748782317
44,2021,1.3498249746766104,2053.35057557652
45,2021,1.2800065102474554,2038.6991613313305
46,2021,1.210684806075565,2024.1937618192048
47,2021,1.1418549193542875,2009.8326922613014
48,2021,1.0735119630364214,1995.6143244816942
49,2021,1.0056511052843764,1981.5370463597108
50,2021,0.9382675675796772,1967.5993009772108
51,2021,0.8713566252009127,1953.7995174599275
52,2021,0.8049136069825997,1940.1361319747402
53,2021,0.7389338945374648,1926.6076033979366
54,2021,0.6734129205671254,1913.212439933911
55,2021,0.6083461686040575,1899.9491573215812
56,2021,0.5437291740352717,1886.816241408554
57,2021,0.4795575208412223,1873.81227326624
58,2021,0.41582684100156025,1860.9358513181303
59,2021,0.35253281516041346,1848.1855545614899
60,2021,0.2896711731476928,1835.559946771442
61,2021,0.22723769111851277,1823.0576752520565
62,2021,0.16522819182571316,1810.6773793497478
63,2021,0.1036385448489963,1798.417691720134
64,2021,0.04246466222223544,1786.2773727014178
65,2021,-0.01829749853691898,1774.2550941673094
66,2021,-0.07865193596145784,1762.3495727965346
67,2021,-0.1386026029401416,1750.5594757775666
68,2021,-0.19815340713337226,1738.8834824423352
69,2021,-0.257308214625915,1727.3203787822492
70,2021,-0.31607084756099174,1715.868881704242
71,2021,-0.3744450830267785,1704.5276756009735
72,2021,-0.43243465352269894,1693.295458480875
73,2021,-0.4900432478580547,1682.170954592391
74,2021,-0.5472745162488626,1671.15303701159
75,2021,-0.6041320713270827,1660.2406082840296
76,2021,-0.6603104555114379,1640.4088181831703
77,2021,-0.7156934153237579,1617.1824265197406
78,2021,-0.770291300041435,1594.2582337561716
79,2021,-0.8241143279503652,1571.6324149407642
80,2021,-0.8771725872896752,1549.3011727078544
81,2021,-0.9294760378925654,1527.260757604392
82,2021,-0.9810345128194164,1505.5074678640478
83,2021,-1.0318577199681256,1484.0376487423207
84,2021,-1.0819552436630997,1462.8476918932301
85,2021,-1.131336546224786,1441.934034801242
86,2021,-1.1800109695191823,1421.293160196381
87,2021,-1.2279877364872556,1400.9215954677368
88,2021,-1.275275952654774,1380.8159120915363
89,2021,-1.3218846076229203,1360.9727250698625
90,2021,-1.3678225765399195,1341.3886923763819
91,2021,-1.4130986215531118,1322.0605143852142
92,2021,-1.4577213932413298,1302.984933295973
93,2021,-1.5016994320460815,1284.158733098739
94,2021,-1.5450411696774293,1265.5787388353692
95,2021,-1.5877549304939012,1247.241815840973
96,2021,-1.6298489328662695,1229.1448692731524
97,2021,-1.671331290518321,1211.2848434399057
98,2021,-1.7122100138553518,1193.65872144131
99,2021,-1.7524930112743915,1176.2635246359582
100,2021,-1.7921880904577263,1159.0963121533737
101,2021,-1.8313029596498969,1142.1541804113829
102,2021,-1.8698452289332157,1125.4342630729066
103,2021,-1.9078224114797986,1108.9337303602085
104,2021,-1.9452419247793449,1092.6497883467914
105,2021,-1.9821110918515268,1076.5796785076773
106,2021,-2.0184371424430307,1060.720677271911
107,2021,-2.0542272142092366,1045.07009557324
108,2021,-2.0894883538808346,1029.6252784106432
109,2021,-2.124227518415678,1014.3836044174255
110,2021,-2.1584515761363914,999.3424854448492
111,2021,-2.192167307855237,984.4993661902893
112,2021,-2.2253814079769882,969.8517235551367
113,2021,-2.2581004855963913,955.3970664865533
114,2021,-2.2903310655786293,941.1329354813788
115,2021,-2.322079589626069,927.0569021852147
116,2021,-2.353352417331486,913.1665689981879
117,2021,-2.3841558272179197,899.459568683857
118,2021,-2.4144960177637427,885.9335639380336
119,2021,-2.4443791084070448,872.5862467844099
120,2021,-2.473811140569281,859.4153391373218
121,2021,-2.502798078630906,846.418591399435
122,2021,-2.5313458109196074,833.5937828300897
