Iter,Market,Year,Time,ReprDay,Imbalance,AbsImbalance
219,Hydrogen_GC,2021,0,0,-443.7726313176627,443.7726313176627
220,Hydrogen_GC,2021,0,0,-438.92330257637786,438.92330257637786
221,Hydrogen_GC,2021,0,0,-434.1473973043021,434.1473973043021
222,Hydrogen_GC,2021,0,0,-429.4437856808663,429.4437856808663
223,Hydrogen_GC,2021,0,0,-424.81132484049067,424.81132484049067
224,Hydrogen_GC,2021,0,0,-420.24893572062956,420.24893572062956
225,Hydrogen_GC,2021,0,0,-415.7555255618672,415.7555255618672
226,Hydrogen_GC,2021,0,0,-411.33002582778226,411.33002582778226
227,Hydrogen_GC,2021,0,0,-406.9713907985051,406.9713907985051
228,Hydrogen_GC,2021,0,0,-402.6785724550118,402.6785724550118
229,Hydrogen_GC,2021,0,0,-398.4505570543979,398.4505570543979
230,Hydrogen_GC,2021,0,0,-394.2863427349639,394.2863427349639
231,Hydrogen_GC,2021,0,0,-390.1849406702386,390.1849406702386
232,Hydrogen_GC,2021,0,0,-386.1453780799302,386.1453780799302
233,Hydrogen_GC,2021,0,0,-382.16669735567666,382.16669735567666
234,Hydrogen_GC,2021,0,0,-378.24795569965863,378.24795569965863
235,Hydrogen_GC,2021,0,0,-374.3882249170356,374.3882249170356
236,Hydrogen_GC,2021,0,0,-370.58659088869626,370.58659088869626
237,Hydrogen_GC,2021,0,0,-366.84215420901364,366.84215420901364
238,Hydrogen_GC,2021,0,0,-363.1540289009181,363.1540289009181
239,Hydrogen_GC,2021,0,0,-359.5213428748648,359.5213428748648
240,Hydrogen_GC,2021,0,0,-355.9432375592278,355.9432375592278
241,Hydrogen_GC,2021,0,0,-352.4188675600435,352.4188675600435
242,Hydrogen_GC,2021,0,0,-348.9474007669114,348.9474007669114
243,Hydrogen_GC,2021,0,0,-345.52801775982425,345.52801775982425
244,Hydrogen_GC,2021,0,0,-342.1599116962652,342.1599116962652
245,Hydrogen_GC,2021,0,0,-338.8422886537446,338.8422886537446
246,Hydrogen_GC,2021,0,0,-335.5743665394348,335.5743665394348
247,Hydrogen_GC,2021,0,0,-332.35537559303884,332.35537559303884
248,Hydrogen_GC,2021,0,0,-329.1845587119751,329.1845587119751
249,Hydrogen_GC,2021,0,0,-326.0611686913917,326.0611686913917
250,Hydrogen_GC,2021,0,0,-322.98447089160254,322.98447089160254
251,Hydrogen_GC,2021,0,0,-319.95374251558496,319.95374251558496
252,Hydrogen_GC,2021,0,0,-316.9682715418903,316.9682715418903
253,Hydrogen_GC,2021,0,0,-314.0273570278523,314.0273570278523
254,Hydrogen_GC,2021,0,0,-311.1303089608318,311.1303089608318
255,Hydrogen_GC,2021,0,0,-308.2764478153658,308.2764478153658
256,Hydrogen_GC,2021,0,0,-305.4651047584148,305.4651047584148
257,Hydrogen_GC,2021,0,0,-302.6956211796487,302.6956211796487
258,Hydrogen_GC,2021,0,0,-299.9673489956922,299.9673489956922
259,Hydrogen_GC,2021,0,0,-297.27964972357404,297.27964972357404
260,Hydrogen_GC,2021,0,0,-294.6318951023359,294.6318951023359
261,Hydrogen_GC,2021,0,0,-292.02346651302287,292.02346651302287
262,Hydrogen_GC,2021,0,0,-289.45375479664835,289.45375479664835
263,Hydrogen_GC,2021,0,0,-286.9221603979713,286.9221603979713
264,Hydrogen_GC,2021,0,0,-284.428092960301,284.428092960301
265,Hydrogen_GC,2021,0,0,-281.97097156347354,281.97097156347354
266,Hydrogen_GC,2021,0,0,-279.5502238318104,279.5502238318104
267,Hydrogen_GC,2021,0,0,-277.1652865716169,277.1652865716169
268,Hydrogen_GC,2021,0,0,-274.8156052263439,274.8156052263439
269,Hydrogen_GC,2021,0,0,-272.5006338153753,272.5006338153753
270,Hydrogen_GC,2021,0,0,-270.2198349962291,270.2198349962291
271,Hydrogen_GC,2021,0,0,-267.97267942186227,267.97267942186227
272,Hydrogen_GC,2021,0,0,-265.7586462527943,265.7586462527943
273,Hydrogen_GC,2021,0,0,-263.5772225664796,263.5772225664796
274,Hydrogen_GC,2021,0,0,-261.4278176855305,261.4278176855305
275,Hydrogen_GC,2021,0,0,-259.3101069298873,259.3101069298873
276,Hydrogen_GC,2021,0,0,-257.22352035473887,257.22352035473887
277,Hydrogen_GC,2021,0,0,-255.16756963725948,255.16756963725948
278,Hydrogen_GC,2021,0,0,-253.1417804821549,253.1417804821549
279,Hydrogen_GC,2021,0,0,-251.1456859772543,251.1456859772543
280,Hydrogen_GC,2021,0,0,-249.17882640477637,249.17882640477637
281,Hydrogen_GC,2021,0,0,-247.24074917427424,247.24074917427424
282,Hydrogen_GC,2021,0,0,-245.33100875186756,245.33100875186756
283,Hydrogen_GC,2021,0,0,-243.44916645021112,243.44916645021112
284,Hydrogen_GC,2021,0,0,-241.59479045794887,241.59479045794887
285,Hydrogen_GC,2021,0,0,-239.76745560992913,239.76745560992913
286,Hydrogen_GC,2021,0,0,-237.966743346994,237.966743346994
287,Hydrogen_GC,2021,0,0,-236.19224163010222,236.19224163010222
288,Hydrogen_GC,2021,0,0,-234.44354470369672,234.44354470369672
289,Hydrogen_GC,2021,0,0,-232.7202532080546,232.7202532080546
290,Hydrogen_GC,2021,0,0,-231.02197392160997,231.02197392160997
291,Hydrogen_GC,2021,0,0,-229.34831983894037,229.34831983894037
292,Hydrogen_GC,2021,0,0,-227.6989098145059,227.6989098145059
293,Hydrogen_GC,2021,0,0,-226.07336865788966,226.07336865788966
294,Hydrogen_GC,2021,0,0,-224.4713271155706,224.4713271155706
295,Hydrogen_GC,2021,0,0,-222.8924230709381,222.8924230709381
296,Hydrogen_GC,2021,0,0,-221.33629522780393,221.33629522780393
297,Hydrogen_GC,2021,0,0,-219.8025927741146,219.8025927741146
298,Hydrogen_GC,2021,0,0,-218.29096890165783,218.29096890165783
299,Hydrogen_GC,2021,0,0,-216.80108158812345,216.80108158812345
300,Hydrogen_GC,2021,0,0,-215.33259496873507,215.33259496873507
301,Hydrogen_GC,2021,0,0,-213.8851778812632,213.8851778812632
302,Hydrogen_GC,2021,0,0,-212.45850427465666,212.45850427465666
303,Hydrogen_GC,2021,0,0,-211.052253342903,211.052253342903
304,Hydrogen_GC,2021,0,0,-209.66610914101057,209.66610914101057
305,Hydrogen_GC,2021,0,0,-208.29976060238732,208.29976060238732
306,Hydrogen_GC,2021,0,0,-206.95290159858632,206.95290159858632
307,Hydrogen_GC,2021,0,0,-205.6252307096347,205.6252307096347
308,Hydrogen_GC,2021,0,0,-204.31645112550723,204.31645112550723
309,Hydrogen_GC,2021,0,0,-203.0262706752319,203.0262706752319
310,Hydrogen_GC,2021,0,0,-201.75440180072655,201.75440180072655
311,Hydrogen_GC,2021,0,0,-200.50056133082762,200.50056133082762
312,Hydrogen_GC,2021,0,0,-199.26447042677592,199.26447042677592
313,Hydrogen_GC,2021,0,0,-198.04585470620168,198.04585470620168
314,Hydrogen_GC,2021,0,0,-196.84444396393064,196.84444396393064
315,Hydrogen_GC,2021,0,0,-195.65997121396867,195.65997121396867
316,Hydrogen_GC,2021,0,0,-194.49217664977732,194.49217664977732
317,Hydrogen_GC,2021,0,0,-193.3408014105553,193.3408014105553
318,Hydrogen_GC,2021,0,0,-192.20559166766452,192.20559166766452
319,Hydrogen_GC,2021,0,0,-191.0862975676646,191.0862975676646
320,Hydrogen_GC,2021,0,0,-189.9826731248677,189.9826731248677
321,Hydrogen_GC,2021,0,0,-188.89447617450514,188.89447617450514
322,Hydrogen_GC,2021,0,0,-187.82146829185785,187.82146829185785
323,Hydrogen_GC,2021,0,0,-186.7634147791341,186.7634147791341
324,Hydrogen_GC,2021,0,0,-185.72008456243657,185.72008456243657
325,Hydrogen_GC,2021,0,0,-184.69125115915267,184.69125115915267
326,Hydrogen_GC,2021,0,0,-183.67668852965926,183.67668852965926
327,Hydrogen_GC,2021,0,0,-182.6761773117596,182.6761773117596
328,Hydrogen_GC,2021,0,0,-181.6895003775453,181.6895003775453
329,Hydrogen_GC,2021,0,0,-180.7164441217874,180.7164441217874
330,Hydrogen_GC,2021,0,0,-179.756798130079,179.756798130079
331,Hydrogen_GC,2021,0,0,-178.8103553036026,178.8103553036026
332,Hydrogen_GC,2021,0,0,-177.87691167699177,177.87691167699177
333,Hydrogen_GC,2021,0,0,-176.95626669640842,176.95626669640842
334,Hydrogen_GC,2021,0,0,-176.04822264985705,176.04822264985705
335,Hydrogen_GC,2021,0,0,-175.15258497769446,175.15258497769446
336,Hydrogen_GC,2021,0,0,-174.2691621747117,174.2691621747117
337,Hydrogen_GC,2021,0,0,-173.39776571517905,173.39776571517905
338,Hydrogen_GC,2021,0,0,-172.53820995768183,172.53820995768183
339,Hydrogen_GC,2021,0,0,-171.69031217734027,171.69031217734027
340,Hydrogen_GC,2021,0,0,-170.85389243762802,170.85389243762802
341,Hydrogen_GC,2021,0,0,-170.0287736531236,170.0287736531236
342,Hydrogen_GC,2021,0,0,-169.21478144432876,169.21478144432876
343,Hydrogen_GC,2021,0,0,-168.41174415596106,168.41174415596106
344,Hydrogen_GC,2021,0,0,-167.61949283917966,167.61949283917966
345,Hydrogen_GC,2021,0,0,-166.83786107484048,166.83786107484048
346,Hydrogen_GC,2021,0,0,-166.06668511981206,166.06668511981206
347,Hydrogen_GC,2021,0,0,-165.3058037163055,165.3058037163055
348,Hydrogen_GC,2021,0,0,-164.55505811984585,164.55505811984585
349,Hydrogen_GC,2021,0,0,-163.81429208895224,163.81429208895224
350,Hydrogen_GC,2021,0,0,-163.08335174270633,163.08335174270633
351,Hydrogen_GC,2021,0,0,-162.36208566893401,162.36208566893401
352,Hydrogen_GC,2021,0,0,-161.6503447134928,161.6503447134928
353,Hydrogen_GC,2021,0,0,-160.94798210706813,160.94798210706813
354,Hydrogen_GC,2021,0,0,-160.25485334407222,160.25485334407222
355,Hydrogen_GC,2021,0,0,-159.5708162211531,159.5708162211531
356,Hydrogen_GC,2021,0,0,-158.89573060314706,158.89573060314706
357,Hydrogen_GC,2021,0,0,-158.22945856122988,158.22945856122988
358,Hydrogen_GC,2021,0,0,-157.5718644701019,157.5718644701019
359,Hydrogen_GC,2021,0,0,-156.92281464005737,156.92281464005737
360,Hydrogen_GC,2021,0,0,-156.28217754409252,156.28217754409252
361,Hydrogen_GC,2021,0,0,-155.64982364192656,155.64982364192656
362,Hydrogen_GC,2021,0,0,-155.0256254534288,155.0256254534288
363,Hydrogen_GC,2021,0,0,-154.40945743254633,154.40945743254633
364,Hydrogen_GC,2021,0,0,-153.80119603349885,153.80119603349885
365,Hydrogen_GC,2021,0,0,-153.2007196326058,153.2007196326058
366,Hydrogen_GC,2021,0,0,-152.60790840073514,152.60790840073514
367,Hydrogen_GC,2021,0,0,-152.02264446129175,152.02264446129175
368,Hydrogen_GC,2021,0,0,-151.44481176720547,151.44481176720547
369,Hydrogen_GC,2021,0,0,-150.8742960326108,150.8742960326108
370,Hydrogen_GC,2021,0,0,-150.31098478154763,150.31098478154763
371,Hydrogen_GC,2021,0,0,-149.7547672362316,149.7547672362316
372,Hydrogen_GC,2021,0,0,-149.20553440605363,149.20553440605363
373,Hydrogen_GC,2021,0,0,-148.66317893620544,148.66317893620544
374,Hydrogen_GC,2021,0,0,-148.12759520746295,148.12759520746295
375,Hydrogen_GC,2021,0,0,-147.59867913579455,147.59867913579455
376,Hydrogen_GC,2021,0,0,-147.07632836662833,147.07632836662833
377,Hydrogen_GC,2021,0,0,-146.56044202434896,146.56044202434896
378,Hydrogen_GC,2021,0,0,-146.05092089457958,146.05092089457958
379,Hydrogen_GC,2021,0,0,-145.5476673519306,145.5476673519306
380,Hydrogen_GC,2021,0,0,-145.0505850508489,145.0505850508489
381,Hydrogen_GC,2021,0,0,-144.5595793819366,144.5595793819366
382,Hydrogen_GC,2021,0,0,-144.07455714069692,144.07455714069692
383,Hydrogen_GC,2021,0,0,-143.59542643838995,143.59542643838995
