Iter,Market,Year,Time,ReprDay,Imbalance,AbsImbalance
2923,Hydrogen_GC,2021,0,0,25.652595717554505,25.652595717554505
2924,Hydrogen_GC,2021,0,0,25.63464727274686,25.63464727274686
2925,Hydrogen_GC,2021,0,0,25.616721537861167,25.616721537861167
2926,Hydrogen_GC,2021,0,0,25.59882114842935,25.59882114842935
2927,Hydrogen_GC,2021,0,0,25.58093822779324,25.58093822779324
2928,Hydrogen_GC,2021,0,0,25.56307197278079,25.56307197278079
2929,Hydrogen_GC,2021,0,0,25.545230414403477,25.545230414403477
2930,Hydrogen_GC,2021,0,0,25.5274096434041,25.5274096434041
2931,Hydrogen_GC,2021,0,0,25.509608803787387,25.509608803787387
2932,Hydrogen_GC,2021,0,0,25.491828841845063,25.491828841845063
2933,Hydrogen_GC,2021,0,0,25.474070372658616,25.474070372658616
2934,Hydrogen_GC,2021,0,0,25.45633376682349,25.45633376682349
2935,Hydrogen_GC,2021,0,0,25.438620750254586,25.438620750254586
2936,Hydrogen_GC,2021,0,0,25.420932975002643,25.420932975002643
2937,Hydrogen_GC,2021,0,0,25.403271031168742,25.403271031168742
2938,Hydrogen_GC,2021,0,0,25.385637613327162,25.385637613327162
2939,Hydrogen_GC,2021,0,0,25.368050559246967,25.368050559246967
2940,Hydrogen_GC,2021,0,0,25.350525651290127,25.350525651290127
2941,Hydrogen_GC,2021,0,0,25.332995576010262,25.332995576010262
2942,Hydrogen_GC,2021,0,0,25.315587595533543,25.315587595533543
2943,Hydrogen_GC,2021,0,0,25.298136927134237,25.298136927134237
2944,Hydrogen_GC,2021,0,0,25.280726760542393,25.280726760542393
2945,Hydrogen_GC,2021,0,0,25.26339909886019,25.26339909886019
2946,Hydrogen_GC,2021,0,0,25.24607708822009,25.24607708822009
2947,Hydrogen_GC,2021,0,0,25.22877694956901,25.22877694956901
2948,Hydrogen_GC,2021,0,0,25.211537050646257,25.211537050646257
2949,Hydrogen_GC,2021,0,0,25.194287555103074,25.194287555103074
2950,Hydrogen_GC,2021,0,0,25.177155933565928,25.177155933565928
2951,Hydrogen_GC,2021,0,0,25.160145893771187,25.160145893771187
2952,Hydrogen_GC,2021,0,0,25.143043789474177,25.143043789474177
2953,Hydrogen_GC,2021,0,0,25.12606035921317,25.12606035921317
2954,Hydrogen_GC,2021,0,0,25.10911369797509,25.10911369797509
2955,Hydrogen_GC,2021,0,0,25.092217317447194,25.092217317447194
2956,Hydrogen_GC,2021,0,0,25.07540413896436,25.07540413896436
2957,Hydrogen_GC,2021,0,0,25.05864336271975,25.05864336271975
2958,Hydrogen_GC,2021,0,0,25.041996171857136,25.041996171857136
2959,Hydrogen_GC,2021,0,0,25.02532999021605,25.02532999021605
2960,Hydrogen_GC,2021,0,0,25.008684105091106,25.008684105091106
2961,Hydrogen_GC,2021,0,0,24.992093750479853,24.992093750479853
2962,Hydrogen_GC,2021,0,0,24.97559150523307,24.97559150523307
2963,Hydrogen_GC,2021,0,0,24.959154064913264,24.959154064913264
2964,Hydrogen_GC,2021,0,0,24.942955425766968,24.942955425766968
2965,Hydrogen_GC,2021,0,0,24.9267021142457,24.9267021142457
2966,Hydrogen_GC,2021,0,0,24.910450479403153,24.910450479403153
2967,Hydrogen_GC,2021,0,0,24.894262471347474,24.894262471347474
2968,Hydrogen_GC,2021,0,0,24.87814006701251,24.87814006701251
2969,Hydrogen_GC,2021,0,0,24.86208317247815,24.86208317247815
2970,Hydrogen_GC,2021,0,0,24.846091517324567,24.846091517324567
2971,Hydrogen_GC,2021,0,0,24.830159609113252,24.830159609113252
2972,Hydrogen_GC,2021,0,0,24.814336072692868,24.814336072692868
2973,Hydrogen_GC,2021,0,0,24.79864929080918,24.79864929080918
2974,Hydrogen_GC,2021,0,0,24.783062785029642,24.783062785029642
2975,Hydrogen_GC,2021,0,0,24.767587544584558,24.767587544584558
2976,Hydrogen_GC,2021,0,0,24.752210674395883,24.752210674395883
2977,Hydrogen_GC,2021,0,0,24.736681884214704,24.736681884214704
2978,Hydrogen_GC,2021,0,0,24.72149043534364,24.72149043534364
2979,Hydrogen_GC,2021,0,0,24.706399021128846,24.706399021128846
2980,Hydrogen_GC,2021,0,0,24.691404179414576,24.691404179414576
2981,Hydrogen_GC,2021,0,0,24.676504405742662,24.676504405742662
2982,Hydrogen_GC,2021,0,0,24.661694222393862,24.661694222393862
2983,Hydrogen_GC,2021,0,0,24.646968173440428,24.646968173440428
2984,Hydrogen_GC,2021,0,0,24.632320139857484,24.632320139857484
2985,Hydrogen_GC,2021,0,0,24.617742460662612,24.617742460662612
2986,Hydrogen_GC,2021,0,0,24.603325869303944,24.603325869303944
2987,Hydrogen_GC,2021,0,0,24.58884144687977,24.58884144687977
2988,Hydrogen_GC,2021,0,0,24.57440879627302,24.57440879627302
2989,Hydrogen_GC,2021,0,0,24.559989863361352,24.559989863361352
2990,Hydrogen_GC,2021,0,0,24.54564605708947,24.54564605708947
2991,Hydrogen_GC,2021,0,0,24.531284659393805,24.531284659393805
2992,Hydrogen_GC,2021,0,0,24.516946166999787,24.516946166999787
2993,Hydrogen_GC,2021,0,0,24.50263136259582,24.50263136259582
2994,Hydrogen_GC,2021,0,0,24.48831445555811,24.48831445555811
2995,Hydrogen_GC,2021,0,0,24.473997686477105,24.473997686477105
2996,Hydrogen_GC,2021,0,0,24.45967771369419,24.45967771369419
2997,Hydrogen_GC,2021,0,0,24.445354714377345,24.445354714377345
2998,Hydrogen_GC,2021,0,0,24.431029247217566,24.431029247217566
2999,Hydrogen_GC,2021,0,0,24.41669724344206,24.41669724344206
3000,Hydrogen_GC,2021,0,0,24.402362503782342,24.402362503782342
3001,Hydrogen_GC,2021,0,0,24.388024263017087,24.388024263017087
3002,Hydrogen_GC,2021,0,0,24.373687037521222,24.373687037521222
3003,Hydrogen_GC,2021,0,0,24.359346022840327,24.359346022840327
3004,Hydrogen_GC,2021,0,0,24.345006218860817,24.345006218860817
3005,Hydrogen_GC,2021,0,0,24.330672925373165,24.330672925373165
3006,Hydrogen_GC,2021,0,0,24.316340970225383,24.316340970225383
3007,Hydrogen_GC,2021,0,0,24.302019877423845,24.302019877423845
3008,Hydrogen_GC,2021,0,0,24.287730625545237,24.287730625545237
3009,Hydrogen_GC,2021,0,0,24.27347330001885,24.27347330001885
3010,Hydrogen_GC,2021,0,0,24.259256324635317,24.259256324635317
3011,Hydrogen_GC,2021,0,0,24.245085572342987,24.245085572342987
3012,Hydrogen_GC,2021,0,0,24.230966544741477,24.230966544741477
3013,Hydrogen_GC,2021,0,0,24.216902319895325,24.216902319895325
3014,Hydrogen_GC,2021,0,0,24.20290019819754,24.20290019819754
3015,Hydrogen_GC,2021,0,0,24.18894303825232,24.18894303825232
3016,Hydrogen_GC,2021,0,0,24.17503851036031,24.17503851036031
3017,Hydrogen_GC,2021,0,0,24.1611765557916,24.1611765557916
3018,Hydrogen_GC,2021,0,0,24.147364612502088,24.147364612502088
3019,Hydrogen_GC,2021,0,0,24.13359079023894,24.13359079023894
3020,Hydrogen_GC,2021,0,0,24.119861309227872,24.119861309227872
3021,Hydrogen_GC,2021,0,0,24.106188828737004,24.106188828737004
3022,Hydrogen_GC,2021,0,0,24.092590028103814,24.092590028103814
3023,Hydrogen_GC,2021,0,0,24.079085980729587,24.079085980729587
3024,Hydrogen_GC,2021,0,0,24.065788828059567,24.065788828059567
3025,Hydrogen_GC,2021,0,0,24.052526964843082,24.052526964843082
3026,Hydrogen_GC,2021,0,0,24.039411357699464,24.039411357699464
3027,Hydrogen_GC,2021,0,0,24.02645003326097,24.02645003326097
3028,Hydrogen_GC,2021,0,0,24.01364337500786,24.01364337500786
3029,Hydrogen_GC,2021,0,0,24.000983250931085,24.000983250931085
3030,Hydrogen_GC,2021,0,0,23.988463921266884,23.988463921266884
3031,Hydrogen_GC,2021,0,0,23.976045841232235,23.976045841232235
3032,Hydrogen_GC,2021,0,0,23.96370836342976,23.96370836342976
3033,Hydrogen_GC,2021,0,0,23.951484313683068,23.951484313683068
3034,Hydrogen_GC,2021,0,0,23.939237841408612,23.939237841408612
3035,Hydrogen_GC,2021,0,0,23.92698704470513,23.92698704470513
3036,Hydrogen_GC,2021,0,0,23.914765188386127,23.914765188386127
3037,Hydrogen_GC,2021,0,0,23.902551007818147,23.902551007818147
3038,Hydrogen_GC,2021,0,0,23.892071640932727,23.892071640932727
3039,Hydrogen_GC,2021,0,0,23.87977418712603,23.87977418712603
3040,Hydrogen_GC,2021,0,0,23.865834292472528,23.865834292472528
3041,Hydrogen_GC,2021,0,0,23.853584420755624,23.853584420755624
3042,Hydrogen_GC,2021,0,0,23.84132035137759,23.84132035137759
3043,Hydrogen_GC,2021,0,0,23.829044197037547,23.829044197037547
3044,Hydrogen_GC,2021,0,0,23.816757441109303,23.816757441109303
3045,Hydrogen_GC,2021,0,0,23.80446364720501,23.80446364720501
3046,Hydrogen_GC,2021,0,0,23.792174248907713,23.792174248907713
3047,Hydrogen_GC,2021,0,0,23.779904939872722,23.779904939872722
3048,Hydrogen_GC,2021,0,0,23.76768454843591,23.76768454843591
3049,Hydrogen_GC,2021,0,0,23.755556746746834,23.755556746746834
3050,Hydrogen_GC,2021,0,0,23.743601441154624,23.743601441154624
3051,Hydrogen_GC,2021,0,0,23.731904586204564,23.731904586204564
3052,Hydrogen_GC,2021,0,0,23.720494691581735,23.720494691581735
3053,Hydrogen_GC,2021,0,0,23.709402178857772,23.709402178857772
3054,Hydrogen_GC,2021,0,0,23.698607459881714,23.698607459881714
3055,Hydrogen_GC,2021,0,0,23.68806080959689,23.68806080959689
3056,Hydrogen_GC,2021,0,0,23.677697712803592,23.677697712803592
3057,Hydrogen_GC,2021,0,0,23.66754549857319,23.66754549857319
3058,Hydrogen_GC,2021,0,0,23.65753781270905,23.65753781270905
3059,Hydrogen_GC,2021,0,0,23.64768889863899,23.64768889863899
3060,Hydrogen_GC,2021,0,0,23.63803800439382,23.63803800439382
3061,Hydrogen_GC,2021,0,0,23.628627164026284,23.628627164026284
3062,Hydrogen_GC,2021,0,0,23.61947410387029,23.61947410387029
3063,Hydrogen_GC,2021,0,0,23.610559954688597,23.610559954688597
3064,Hydrogen_GC,2021,0,0,23.60183354380638,23.60183354380638
3065,Hydrogen_GC,2021,0,0,23.596861772079365,23.596861772079365
3066,Hydrogen_GC,2021,0,0,23.58772884856353,23.58772884856353
3067,Hydrogen_GC,2021,0,0,23.57866742550209,23.57866742550209
3068,Hydrogen_GC,2021,0,0,23.56966421708512,23.56966421708512
3069,Hydrogen_GC,2021,0,0,23.560706795826263,23.560706795826263
3070,Hydrogen_GC,2021,0,0,23.551783691486662,23.551783691486662
3071,Hydrogen_GC,2021,0,0,23.542884386024753,23.542884386024753
3072,Hydrogen_GC,2021,0,0,23.533999729166453,23.533999729166453
3073,Hydrogen_GC,2021,0,0,23.525122410740778,23.525122410740778
3074,Hydrogen_GC,2021,0,0,23.51624544216702,23.51624544216702
3075,Hydrogen_GC,2021,0,0,23.507361081066847,23.507361081066847
3076,Hydrogen_GC,2021,0,0,23.498465223692165,23.498465223692165
3077,Hydrogen_GC,2021,0,0,23.489552974660228,23.489552974660228
3078,Hydrogen_GC,2021,0,0,23.480622266527234,23.480622266527234
3079,Hydrogen_GC,2021,0,0,23.471669254755398,23.471669254755398
3080,Hydrogen_GC,2021,0,0,23.46269260820418,23.46269260820418
3081,Hydrogen_GC,2021,0,0,23.453690450894328,23.453690450894328
3082,Hydrogen_GC,2021,0,0,23.444663234248765,23.444663234248765
3083,Hydrogen_GC,2021,0,0,23.435607842654463,23.435607842654463
3084,Hydrogen_GC,2021,0,0,23.42652562227181,23.42652562227181
3085,Hydrogen_GC,2021,0,0,23.417415746087272,23.417415746087272
3086,Hydrogen_GC,2021,0,0,23.40827776993501,23.40827776993501
3087,Hydrogen_GC,2021,0,0,23.39911275304007,23.39911275304007
3088,Hydrogen_GC,2021,0,0,23.389920809414434,23.389920809414434
3089,Hydrogen_GC,2021,0,0,23.380701299393195,23.380701299393195
3090,Hydrogen_GC,2021,0,0,23.371454797917067,23.371454797917067
3091,Hydrogen_GC,2021,0,0,23.362182092467037,23.362182092467037
3092,Hydrogen_GC,2021,0,0,23.352882979521382,23.352882979521382
3093,Hydrogen_GC,2021,0,0,23.34355905797588,23.34355905797588
3094,Hydrogen_GC,2021,0,0,23.334210015469353,23.334210015469353
3095,Hydrogen_GC,2021,0,0,23.324835808932903,23.324835808932903
3096,Hydrogen_GC,2021,0,0,23.31543757469649,23.31543757469649
3097,Hydrogen_GC,2021,0,0,23.30601603944433,23.30601603944433
3098,Hydrogen_GC,2021,0,0,23.296570910895525,23.296570910895525
3099,Hydrogen_GC,2021,0,0,23.287103436802,23.287103436802
3100,Hydrogen_GC,2021,0,0,23.27761329399391,23.27761329399391
3101,Hydrogen_GC,2021,0,0,23.268101314884916,23.268101314884916
3102,Hydrogen_GC,2021,0,0,23.258568266681323,23.258568266681323
3103,Hydrogen_GC,2021,0,0,23.249014451802168,23.249014451802168
3104,Hydrogen_GC,2021,0,0,23.239439754553587,23.239439754553587
3105,Hydrogen_GC,2021,0,0,23.229845008584334,23.229845008584334
3106,Hydrogen_GC,2021,0,0,23.22023077764402,23.22023077764402
3107,Hydrogen_GC,2021,0,0,23.21059740729038,23.21059740729038
3108,Hydrogen_GC,2021,0,0,23.20094530762958,23.20094530762958
3109,Hydrogen_GC,2021,0,0,23.191274625370397,23.191274625370397
3110,Hydrogen_GC,2021,0,0,23.181585948127804,23.181585948127804
3111,Hydrogen_GC,2021,0,0,23.171879325865802,23.171879325865802
3112,Hydrogen_GC,2021,0,0,23.162156040466698,23.162156040466698
3113,Hydrogen_GC,2021,0,0,23.15241535612995,23.15241535612995
3114,Hydrogen_GC,2021,0,0,23.142658730050243,23.142658730050243
3115,Hydrogen_GC,2021,0,0,23.132886239010986,23.132886239010986
3116,Hydrogen_GC,2021,0,0,23.12309738948352,23.12309738948352
3117,Hydrogen_GC,2021,0,0,23.113292960247918,23.113292960247918
3118,Hydrogen_GC,2021,0,0,23.103473777819545,23.103473777819545
3119,Hydrogen_GC,2021,0,0,23.093639776990813,23.093639776990813
3120,Hydrogen_GC,2021,0,0,23.08379162471988,23.08379162471988
3121,Hydrogen_GC,2021,0,0,23.073929248039803,23.073929248039803
3122,Hydrogen_GC,2021,0,0,23.06405322135265,23.06405322135265
3123,Hydrogen_GC,2021,0,0,23.054163465877764,23.054163465877764
3124,Hydrogen_GC,2021,0,0,23.04455430989219,23.04455430989219
3125,Hydrogen_GC,2021,0,0,23.034612275392647,23.034612275392647
3126,Hydrogen_GC,2021,0,0,23.02466002685378,23.02466002685378
3127,Hydrogen_GC,2021,0,0,23.014697615044042,23.014697615044042
3128,Hydrogen_GC,2021,0,0,23.00472517619005,23.00472517619005
3129,Hydrogen_GC,2021,0,0,22.9947429959293,22.9947429959293
3130,Hydrogen_GC,2021,0,0,22.984750948345436,22.984750948345436
3131,Hydrogen_GC,2021,0,0,22.97474929361192,22.97474929361192
3132,Hydrogen_GC,2021,0,0,22.964737869034252,22.964737869034252
3133,Hydrogen_GC,2021,0,0,22.954717366982095,22.954717366982095
3134,Hydrogen_GC,2021,0,0,22.94468749670591,22.94468749670591
3135,Hydrogen_GC,2021,0,0,22.934648640271007,22.934648640271007
3136,Hydrogen_GC,2021,0,0,22.924600788031512,22.924600788031512
3137,Hydrogen_GC,2021,0,0,22.914544129278738,22.914544129278738
3138,Hydrogen_GC,2021,0,0,22.90447900815616,22.90447900815616
3139,Hydrogen_GC,2021,0,0,22.894405440386436,22.894405440386436
3140,Hydrogen_GC,2021,0,0,22.884323582441993,22.884323582441993
3141,Hydrogen_GC,2021,0,0,22.87423361084916,22.87423361084916
3142,Hydrogen_GC,2021,0,0,22.864135753161463,22.864135753161463
3143,Hydrogen_GC,2021,0,0,22.85402999075768,22.85402999075768
3144,Hydrogen_GC,2021,0,0,22.84391689762856,22.84391689762856
3145,Hydrogen_GC,2021,0,0,22.833796296343735,22.833796296343735
3146,Hydrogen_GC,2021,0,0,22.823668316404564,22.823668316404564
3147,Hydrogen_GC,2021,0,0,22.81353345081766,22.81353345081766
3148,Hydrogen_GC,2021,0,0,22.803391568683537,22.803391568683537
3149,Hydrogen_GC,2021,0,0,22.793242792325145,22.793242792325145
3150,Hydrogen_GC,2021,0,0,22.783087853709276,22.783087853709276
3151,Hydrogen_GC,2021,0,0,22.772926312205755,22.772926312205755
3152,Hydrogen_GC,2021,0,0,22.762758535146304,22.762758535146304
3153,Hydrogen_GC,2021,0,0,22.752584666872508,22.752584666872508
3154,Hydrogen_GC,2021,0,0,22.74240499057464,22.74240499057464
3155,Hydrogen_GC,2021,0,0,22.73221952845165,22.73221952845165
3156,Hydrogen_GC,2021,0,0,22.722028378148934,22.722028378148934
3157,Hydrogen_GC,2021,0,0,22.711831845563438,22.711831845563438
3158,Hydrogen_GC,2021,0,0,22.701630207333437,22.701630207333437
3159,Hydrogen_GC,2021,0,0,22.691423307569266,22.691423307569266
3160,Hydrogen_GC,2021,0,0,22.681211455622133,22.681211455622133
3161,Hydrogen_GC,2021,0,0,22.67099486888287,22.67099486888287
3162,Hydrogen_GC,2021,0,0,22.66077364804096,22.66077364804096
3163,Hydrogen_GC,2021,0,0,22.65054764847173,22.65054764847173
3164,Hydrogen_GC,2021,0,0,22.640317462642543,22.640317462642543
3165,Hydrogen_GC,2021,0,0,22.63008312614602,22.63008312614602
3166,Hydrogen_GC,2021,0,0,22.6198444738518,22.6198444738518
3167,Hydrogen_GC,2021,0,0,22.609602072007192,22.609602072007192
3168,Hydrogen_GC,2021,0,0,22.59935570382072,22.59935570382072
3169,Hydrogen_GC,2021,0,0,22.589105723154262,22.589105723154262
3170,Hydrogen_GC,2021,0,0,22.578852206206193,22.578852206206193
3171,Hydrogen_GC,2021,0,0,22.56859529959047,22.56859529959047
3172,Hydrogen_GC,2021,0,0,22.558334978234825,22.558334978234825
3173,Hydrogen_GC,2021,0,0,22.54807169445212,22.54807169445212
3174,Hydrogen_GC,2021,0,0,22.53780527236313,22.53780527236313
3175,Hydrogen_GC,2021,0,0,22.52753584456036,22.52753584456036
3176,Hydrogen_GC,2021,0,0,22.517263870231773,22.517263870231773
3177,Hydrogen_GC,2021,0,0,22.506988870347186,22.506988870347186
3178,Hydrogen_GC,2021,0,0,22.49671151031066,22.49671151031066
3179,Hydrogen_GC,2021,0,0,22.486431746923472,22.486431746923472
3180,Hydrogen_GC,2021,0,0,22.47614959310158,22.47614959310158
3181,Hydrogen_GC,2021,0,0,22.46586519010748,22.46586519010748
3182,Hydrogen_GC,2021,0,0,22.45557870785956,22.45557870785956
3183,Hydrogen_GC,2021,0,0,22.44529034480115,22.44529034480115
3184,Hydrogen_GC,2021,0,0,22.435000036980455,22.435000036980455
3185,Hydrogen_GC,2021,0,0,22.424707893988398,22.424707893988398
3186,Hydrogen_GC,2021,0,0,22.414414057966724,22.414414057966724
3187,Hydrogen_GC,2021,0,0,22.404118710612238,22.404118710612238
3188,Hydrogen_GC,2021,0,0,22.393821751498308,22.393821751498308
3189,Hydrogen_GC,2021,0,0,22.383523497972647,22.383523497972647
3190,Hydrogen_GC,2021,0,0,22.373223960503765,22.373223960503765
3191,Hydrogen_GC,2021,0,0,22.36292317604284,22.36292317604284
3192,Hydrogen_GC,2021,0,0,22.352621284551788,22.352621284551788
3193,Hydrogen_GC,2021,0,0,22.342318446909758,22.342318446909758
3194,Hydrogen_GC,2021,0,0,22.332014502464972,22.332014502464972
3195,Hydrogen_GC,2021,0,0,22.321709296451218,22.321709296451218
3196,Hydrogen_GC,2021,0,0,22.311399901771665,22.311399901771665
3197,Hydrogen_GC,2021,0,0,22.301094100249202,22.301094100249202
3198,Hydrogen_GC,2021,0,0,22.290787660739397,22.290787660739397
3199,Hydrogen_GC,2021,0,0,22.28048070384989,22.28048070384989
3200,Hydrogen_GC,2021,0,0,22.270173318721163,22.270173318721163
3201,Hydrogen_GC,2021,0,0,22.25986552942709,22.25986552942709
3202,Hydrogen_GC,2021,0,0,22.249557621216127,22.249557621216127
3203,Hydrogen_GC,2021,0,0,22.23924963760669,22.23924963760669
3204,Hydrogen_GC,2021,0,0,22.228941349665547,22.228941349665547
3205,Hydrogen_GC,2021,0,0,22.21863309173341,22.21863309173341
3206,Hydrogen_GC,2021,0,0,22.208324938682154,22.208324938682154
3207,Hydrogen_GC,2021,0,0,22.198016799181914,22.198016799181914
3208,Hydrogen_GC,2021,0,0,22.18770909576415,22.18770909576415
3209,Hydrogen_GC,2021,0,0,22.177401516406917,22.177401516406917
3210,Hydrogen_GC,2021,0,0,22.16709439241754,22.16709439241754
3211,Hydrogen_GC,2021,0,0,22.156787588639645,22.156787588639645
3212,Hydrogen_GC,2021,0,0,22.146481185273615,22.146481185273615
3213,Hydrogen_GC,2021,0,0,22.136175512230693,22.136175512230693
3214,Hydrogen_GC,2021,0,0,22.125870216923886,22.125870216923886
3215,Hydrogen_GC,2021,0,0,22.115565692963173,22.115565692963173
3216,Hydrogen_GC,2021,0,0,22.105261963703242,22.105261963703242
3217,Hydrogen_GC,2021,0,0,22.09495900182401,22.09495900182401
3218,Hydrogen_GC,2021,0,0,22.084656948632983,22.084656948632983
3219,Hydrogen_GC,2021,0,0,22.074355717547178,22.074355717547178
3220,Hydrogen_GC,2021,0,0,22.06405552246315,22.06405552246315
3221,Hydrogen_GC,2021,0,0,22.05375656210026,22.05375656210026
3222,Hydrogen_GC,2021,0,0,22.04345846545857,22.04345846545857
3223,Hydrogen_GC,2021,0,0,22.03316179297053,22.03316179297053
3224,Hydrogen_GC,2021,0,0,22.022866001701686,22.022866001701686
3225,Hydrogen_GC,2021,0,0,22.012571892756114,22.012571892756114
3226,Hydrogen_GC,2021,0,0,22.00227890016322,22.00227890016322
3227,Hydrogen_GC,2021,0,0,21.991987237911417,21.991987237911417
3228,Hydrogen_GC,2021,0,0,21.981696899322742,21.981696899322742
3229,Hydrogen_GC,2021,0,0,21.97140823381187,21.97140823381187
3230,Hydrogen_GC,2021,0,0,21.961120993338,21.961120993338
3231,Hydrogen_GC,2021,0,0,21.950835282723347,21.950835282723347
3232,Hydrogen_GC,2021,0,0,21.94055144405752,21.94055144405752
3233,Hydrogen_GC,2021,0,0,21.930269051392997,21.930269051392997
3234,Hydrogen_GC,2021,0,0,21.919988445072704,21.919988445072704
3235,Hydrogen_GC,2021,0,0,21.90970958004482,21.90970958004482
3236,Hydrogen_GC,2021,0,0,21.89943263796431,21.89943263796431
3237,Hydrogen_GC,2021,0,0,21.889157380351435,21.889157380351435
3238,Hydrogen_GC,2021,0,0,21.87888424382345,21.87888424382345
3239,Hydrogen_GC,2021,0,0,21.86861290873003,21.86861290873003
3240,Hydrogen_GC,2021,0,0,21.85834369461918,21.85834369461918
3241,Hydrogen_GC,2021,0,0,21.84809126308278,21.84809126308278
3242,Hydrogen_GC,2021,0,0,21.837825633670036,21.837825633670036
3243,Hydrogen_GC,2021,0,0,21.827562123464304,21.827562123464304
3244,Hydrogen_GC,2021,0,0,21.817300831083912,21.817300831083912
3245,Hydrogen_GC,2021,0,0,21.80704169703472,21.80704169703472
3246,Hydrogen_GC,2021,0,0,21.796784863162884,21.796784863162884
3247,Hydrogen_GC,2021,0,0,21.78653034205354,21.78653034205354
3248,Hydrogen_GC,2021,0,0,21.7762781830495,21.7762781830495
3249,Hydrogen_GC,2021,0,0,21.766028417828238,21.766028417828238
3250,Hydrogen_GC,2021,0,0,21.75578110297738,21.75578110297738
3251,Hydrogen_GC,2021,0,0,21.74553609226109,21.74553609226109
3252,Hydrogen_GC,2021,0,0,21.735293660979323,21.735293660979323
3253,Hydrogen_GC,2021,0,0,21.72505372145838,21.72505372145838
3254,Hydrogen_GC,2021,0,0,21.7148163426848,21.7148163426848
3255,Hydrogen_GC,2021,0,0,21.704581597478864,21.704581597478864
3256,Hydrogen_GC,2021,0,0,21.694349869502275,21.694349869502275
3257,Hydrogen_GC,2021,0,0,21.684120376380406,21.684120376380406
3258,Hydrogen_GC,2021,0,0,21.673893583872314,21.673893583872314
3259,Hydrogen_GC,2021,0,0,21.663669528689297,21.663669528689297
3260,Hydrogen_GC,2021,0,0,21.653448196154386,21.653448196154386
3261,Hydrogen_GC,2021,0,0,21.643229647910857,21.643229647910857
3262,Hydrogen_GC,2021,0,0,21.633013982581133,21.633013982581133
3263,Hydrogen_GC,2021,0,0,21.622801101100094,21.622801101100094
3264,Hydrogen_GC,2021,0,0,21.61259113578967,21.61259113578967
3265,Hydrogen_GC,2021,0,0,21.60238406126018,21.60238406126018
3266,Hydrogen_GC,2021,0,0,21.592179952682727,21.592179952682727
3267,Hydrogen_GC,2021,0,0,21.581978808837448,21.581978808837448
3268,Hydrogen_GC,2021,0,0,21.571780638704922,21.571780638704922
3269,Hydrogen_GC,2021,0,0,21.561585453938278,21.561585453938278
3270,Hydrogen_GC,2021,0,0,21.551393392871205,21.551393392871205
3271,Hydrogen_GC,2021,0,0,21.54120449134689,21.54120449134689
3272,Hydrogen_GC,2021,0,0,21.531018535242765,21.531018535242765
3273,Hydrogen_GC,2021,0,0,21.520835750499373,21.520835750499373
3274,Hydrogen_GC,2021,0,0,21.510656182658295,21.510656182658295
3275,Hydrogen_GC,2021,0,0,21.50047980656541,21.50047980656541
3276,Hydrogen_GC,2021,0,0,21.4903066120512,21.4903066120512
3277,Hydrogen_GC,2021,0,0,21.48013661045161,21.48013661045161
3278,Hydrogen_GC,2021,0,0,21.469969921206257,21.469969921206257
3279,Hydrogen_GC,2021,0,0,21.459806550830763,21.459806550830763
3280,Hydrogen_GC,2021,0,0,21.449646397179094,21.449646397179094
3281,Hydrogen_GC,2021,0,0,21.439489564770156,21.439489564770156
3282,Hydrogen_GC,2021,0,0,21.42933617264498,21.42933617264498
3283,Hydrogen_GC,2021,0,0,21.41918608622359,21.41918608622359
3284,Hydrogen_GC,2021,0,0,21.40903945693617,21.40903945693617
3285,Hydrogen_GC,2021,0,0,21.398896275059997,21.398896275059997
3286,Hydrogen_GC,2021,0,0,21.388756485410568,21.388756485410568
3287,Hydrogen_GC,2021,0,0,21.378620144807428,21.378620144807428
3288,Hydrogen_GC,2021,0,0,21.368487023022226,21.368487023022226
3289,Hydrogen_GC,2021,0,0,21.358357767751613,21.358357767751613
3290,Hydrogen_GC,2021,0,0,21.348231979155116,21.348231979155116
3291,Hydrogen_GC,2021,0,0,21.33810970571062,21.33810970571062
3292,Hydrogen_GC,2021,0,0,21.327991083973075,21.327991083973075
3293,Hydrogen_GC,2021,0,0,21.31787603649559,21.31787603649559
3294,Hydrogen_GC,2021,0,0,21.307764555835092,21.307764555835092
3295,Hydrogen_GC,2021,0,0,21.297656725456363,21.297656725456363
3296,Hydrogen_GC,2021,0,0,21.28755256721115,21.28755256721115
3297,Hydrogen_GC,2021,0,0,21.277452059355937,21.277452059355937
3298,Hydrogen_GC,2021,0,0,21.267355216353735,21.267355216353735
3299,Hydrogen_GC,2021,0,0,21.257262075461767,21.257262075461767
3300,Hydrogen_GC,2021,0,0,21.247172664494883,21.247172664494883
3301,Hydrogen_GC,2021,0,0,21.237087044236205,21.237087044236205
3302,Hydrogen_GC,2021,0,0,21.227005051397327,21.227005051397327
3303,Hydrogen_GC,2021,0,0,21.216926919071284,21.216926919071284
3304,Hydrogen_GC,2021,0,0,21.206852588728907,21.206852588728907
3305,Hydrogen_GC,2021,0,0,21.19678197641224,21.19678197641224
3306,Hydrogen_GC,2021,0,0,21.186715307540453,21.186715307540453
3307,Hydrogen_GC,2021,0,0,21.176652446175467,21.176652446175467
3308,Hydrogen_GC,2021,0,0,21.166593287263595,21.166593287263595
3309,Hydrogen_GC,2021,0,0,21.15653819040176,21.15653819040176
3310,Hydrogen_GC,2021,0,0,21.146486895158887,21.146486895158887
