periods,weights,selected_periods
169,29.732429677916507,true
206,110.81141542767404,true
281,60.92382683581003,true
301,58.17761568820787,true
326,36.979455622451084,true
334,20.966002704345712,true
342,28.523544714253536,true
354,18.885709329341267,true
