VRES_AgentID,capacity_contracted_MW,energy_transferred_MWh,ppa_price_EUR_per_MWh
Gen_VRES_Solar,62.963035201351616,7468.155322600942,50.09738908575147
Gen_VRES_Wind,74.33493098311168,24106.990425449905,37.37508737392013
