AgentID,Type,electricity_price_EUR_per_MWh,energy_from_pool_MWh,energy_from_ppa_Gen_VRES_Solar_MWh,energy_from_ppa_Gen_VRES_Wind_MWh,energy_from_ppa_MWh,ppa_capacity_MW,ppa_price_EUR_per_MWh,total_capacity_MW
Gen_VRES_Solar,VRES,15.616341552181037,22787.948841408077,7468.155322600942,0.0,7468.155322600942,62.963035201351616,50.09738908575147,67.74977871838989
Gen_VRES_Wind,VRES,15.616341552181037,88680.58190273141,0.0,24106.990425449905,24106.990425449905,74.33493098311168,37.37508737392013,192.79235468089144
Prod_H2_Green,Electrolyzer,15.616341552181037,46426.60436613131,7422.505934287563,23738.97239246231,31161.47832674987,137.29788450038234,40.40547505205549,35.392022654233294
