iter,EP_imb_mean,EP_price_mean,EP_rho,H2_GC_imb_mean,H2_GC_price_mean,H2_GC_rho,H2_imb_mean,H2_price_mean,H2_rho,cap_rho_Gen_VRES_Solar,cap_rho_Gen_VRES_Wind,cap_rho_Offtaker_Green,cap_rho_Prod_H2_Green,elec_GC_imb_mean,elec_GC_price_mean,elec_GC_rho,elec_imb_mean,elec_price_mean,elec_rho,hpa_Prod_H2_Green_imb_mean,hpa_Prod_H2_Green_price_mean,hpa_Prod_H2_Green_rho,hpa_cap_Prod_H2_Green_imb_mean,hpa_cap_Prod_H2_Green_rho,ppa_Gen_VRES_Solar_imb_mean,ppa_Gen_VRES_Solar_price_mean,ppa_Gen_VRES_Solar_rho,ppa_Gen_VRES_Wind_imb_mean,ppa_Gen_VRES_Wind_price_mean,ppa_Gen_VRES_Wind_rho,ppa_cap_Gen_VRES_Solar_imb_mean,ppa_cap_Gen_VRES_Solar_rho,ppa_cap_Gen_VRES_Wind_imb_mean,ppa_cap_Gen_VRES_Wind_rho
15,-0.26436907267725956,114.06769172314527,2.6359877978172874,-2.405757685098688,32.42170015888394,1.4071004226562505,3.7415142325086324,68.84980888193718,0.5690466402166448,0.16288946267774426,0.18856491423232372,0.1,0.12155062500000002,-3.3231791238084907,24.397081877136067,0.5656947426969712,0.9300077554963314,17.52439378564603,1.1576250000000001,-0.9062232324399841,100.72365079109359,0.9428245711616183,0.001080949757756855,0.897928163011065,-0.30050933704389793,50.09620523061347,0.9428245711616183,-0.4595786837294138,36.987983509289734,0.897928163011065,9.340003625624149e-5,0.9428245711616183,4.152447117178326e-5,0.9428245711616183
16,0.025884655963485412,114.02167929586766,2.6098889087299875,-2.4278544446816386,34.379157202852454,1.477455443789063,4.627468850532721,67.52163092350061,0.5747371066188112,0.17103393581163148,0.1979931599439399,0.1,0.12762815625000004,-2.819216382187534,25.41043702593716,0.5939794798318198,1.2082966978224714,16.498690820067704,1.1576250000000001,-0.37292194413097873,100.94670098182253,0.9899657997196993,0.000545038741073256,0.9428245711616183,-0.16236360786515425,50.200080315507435,0.9899657997196993,-0.06635627242771637,37.0518191303274,0.897928163011065,7.205098491880335e-5,0.9899657997196993,1.4795400218758914e-5,0.9899657997196993
17,0.09491029065759611,113.84962643385332,2.584048424485136,-1.905859752163581,36.04098897005623,1.5513282159785162,5.578985001285116,66.14692989363259,0.5804844776849993,0.17958563260221305,0.2078928179411369,0.1,0.13400956406250006,-2.4110598247876593,26.34771363409105,0.6236784538234108,1.3708489225769231,15.460096740944165,1.2155062500000002,-0.23475426059567106,101.08571057084016,1.0394640897056844,0.0002921266823570079,0.9899657997196993,-0.03891452562957732,50.22953435304035,1.0394640897056844,-0.02902635172261784,37.08298586771369,0.897928163011065,2.0340189543333054e-5,1.0394640897056844,2.1175540098283818e-5,1.0394640897056844
18,0.08878609038086811,113.68548834158312,2.5584637866189466,-1.3472561844009492,37.21153993696498,1.628894626777442,6.159964744251838,64.84384836025687,0.5862893224618493,0.18856491423232372,0.21828745883819375,0.1,0.14071004226562506,-2.103971575955995,27.232271367931087,0.6548623765145813,1.4892054625139721,14.453120803760472,1.2762815625000004,-0.15029221049245975,101.17994770217297,1.0914372941909687,0.00023496080525120533,0.9428245711616183,-0.005562939715142681,50.23732828618631,1.0914372941909687,-0.08390286323653612,37.1411359153932,0.897928163011065,0.00010275831127160018,1.0914372941909687,2.9908942750012102e-5,1.0914372941909687
19,0.1420504946438452,113.4300320819208,2.533132461998957,-1.039974537293411,37.98718414344729,1.7103393581163142,6.17946143008418,63.52357043105332,0.5921522156864678,0.1979931599439399,0.22920183178010345,0.1,0.14774554437890633,-1.9197654078359179,28.10516434887648,0.6876054953403105,1.563446623363159,13.509590711492319,1.3400956406250004,-0.01704328005505892,101.1905133390592,1.1460091589005172,0.0003823495434254198,0.897928163011065,-0.011707287391704208,50.24903269795811,1.1460091589005172,-0.07939507033088943,37.201096780135714,0.9428245711616183,0.0001266820264831381,1.1460091589005172,4.121147641455991e-5,1.1460091589005172
20,0.24477001516518088,113.0416706743911,2.508051942573225,-1.0383361996737586,38.69647000847768,1.79585632602213,5.624756725159656,62.273377383021725,0.5980737378433325,0.2078928179411369,0.24066192336910863,0.1,0.15513282159785166,-1.769955600590836,28.975529984114186,0.721985770107326,1.6519606845671968,12.462795558058072,1.4071004226562505,0.17100139370938386,101.08766527596272,1.203309616845543,0.00013664039987304477,0.8551696790581571,-0.012643597504354684,50.266090204268785,1.203309616845543,-0.05373579753620783,37.25942605991683,0.9899657997196993,7.457462003657156e-5,1.203309616845543,4.947676787026012e-5,1.203309616845543
21,0.25738569875956063,112.69798627741281,2.4832197451220046,-1.068359794434076,39.36928299718356,1.8856491423232367,4.79776353146659,61.1640217998838,0.6040544752217658,0.21828745883819375,0.25269501953756407,0.1,0.16288946267774426,-1.724283407699415,29.892540964696597,0.7580850586126924,1.5675642877135956,11.38852448754844,1.477455443789063,0.2654128231190601,100.92199913511571,1.2634750976878202,0.0007236066399691765,0.814447313388721,0.0029057492879127583,50.28545981175072,1.2634750976878202,-0.03529247108281835,37.33496752968865,1.0394640897056844,2.2364330419577527e-5,1.2634750976878202,1.9108790112909446e-5,1.2634750976878202
22,0.1755509297530046,112.5007094434488,2.4586334110118857,-1.0503304006847278,40.01842707198286,1.9799315994393987,3.8867018323247464,60.229107595862715,0.6100950199739835,0.22920183178010345,0.2653297705144423,0.1,0.17103393581163148,-1.5634274438520466,30.7917696282105,0.7959893115433271,1.3328676333359837,10.400649327146532,1.5513282159785162,0.16846323263053045,100.81906184241474,1.3266488525722113,0.00022622310257602862,0.8551696790581571,0.017025014237121893,50.305509589033015,1.3266488525722113,-0.01599585290762294,37.43127600522954,1.0914372941909687,5.424147538235502e-6,1.3266488525722113,2.8416084887794568e-5,1.3266488525722113
23,0.05370269177602814,112.44992080595881,2.434290505952362,-1.049289054769203,40.66510480647294,1.9799315994393987,2.930104209833499,59.495891149478986,0.6161959701737234,0.24066192336910863,0.27859625904016444,0.1,0.17958563260221305,-1.1662894887441009,31.491808750961418,0.8357887771204935,0.9694340525559617,9.765896316923714,1.628894626777442,-0.06298018164768987,100.85527233701535,1.392981295200822,0.0001943576705869532,0.897928163011065,0.019224422921991283,50.32315291791545,1.392981295200822,-0.004570105054579142,37.524355695426706,1.1460091589005172,3.0758635816141577e-6,1.3266488525722113,6.533513371209665e-6,1.3266488525722113
24,-0.09809588842164858,112.52799704124998,2.410188619754814,-1.0626767231291327,41.19528507407075,1.8856491423232367,1.8823007261810631,59.005890405208035,0.6223579298754607,0.25269501953756407,0.2925260719921727,0.1,0.18856491423232372,-0.5765230349588062,31.711983843753387,0.8775782159765182,0.6513312785821266,9.3897339423831,1.7103393581163142,-0.32717818566644785,101.04850069919691,1.4626303599608632,0.00027291233523740743,0.8551696790581571,0.0020369673127698376,50.34202588585996,1.4626303599608632,-0.03840920071886866,37.61670225485266,1.203309616845543,2.0649999044053402e-7,1.2634750976878202,1.6532259081714074e-6,1.2634750976878202
25,-0.2593101305637164,112.70169115264054,2.386325366093875,-1.0294598504933632,41.6844355794802,1.79585632602213,0.6600751312963417,58.827134787497215,0.6285815091742153,0.2653297705144423,0.3071523755917813,0.1,0.1979931599439399,-0.31502216174879294,31.83160042790219,0.9214571267753442,0.22768040450142374,9.280955771747992,1.7103393581163142,-0.4840395098508574,101.34804350700794,1.5357618779589064,0.0002336726763374486,0.814447313388721,-0.008971532549729837,50.36070207664143,1.5357618779589064,-0.0658069605074335,37.69970245055329,1.2634750976878202,1.035206773281061e-5,1.203309616845543,2.585650329933742e-5,1.203309616845543
26,-0.44912427588799975,112.9995501803719,2.3626983822711636,-0.8557127532005141,42.08328505312651,1.7103393581163142,-0.5138160552590063,58.94817037502709,0.6348673242659575,0.27859625904016444,0.3071523755917813,0.1,0.2078928179411369,-0.10764433688994583,31.870979144973838,0.9675299831141114,-0.0910820520377369,9.32524489514279,1.7103393581163142,-0.6190422084163212,101.68338685738203,1.5357618779589064,0.00020878383522315858,0.7756641079892581,-0.05565306809402875,50.39940186697872,1.612549971856852,-0.15387393533656368,37.800740526891175,1.3266488525722113,8.924109344832232e-6,1.1460091589005172,7.451348680831416e-5,1.203309616845543
27,-0.6351388601303178,113.42911506658801,2.33930532898135,-0.517022587727359,42.30632028311288,1.628894626777442,-1.5077469838579982,59.31283504953744,0.641215997508617,0.2925260719921727,0.3225099943713704,0.1,0.21828745883819375,0.09869405365033963,31.838288419099513,1.015906482269817,-0.3265898295261483,9.469999880787181,1.79585632602213,-0.797908733617139,102.11959520856561,1.5357618779589064,0.0019984625048508065,0.7387277218945315,-0.1183522648609015,50.467338897966286,1.6931774704496945,-0.2671794673189017,37.94699131034381,1.392981295200822,9.002070420649488e-6,1.0914372941909687,0.00011808537365709526,1.203309616845543
28,-0.7615414719837188,113.9543692239203,2.3161438900805447,-0.1390087764775301,42.357466944510854,1.5513282159785162,-2.3410922546317945,59.79893329553509,0.6476281574837032,0.3071523755917813,0.3071523755917813,0.1,0.22920183178010345,0.3128146921372827,31.728489571897057,1.0667018063833078,-0.5413514472056659,9.700286020550488,1.8856491423232367,-0.9465943607632586,102.63471158326783,1.5357618779589064,0.003484891663394052,0.7756641079892581,-0.18054435880015482,50.57408503604265,1.7778363439721792,-0.35461678257458357,38.12057408667041,1.4626303599608632,1.3387979528545202e-5,1.1460091589005172,8.098462349437341e-5,1.2634750976878202
29,-0.79901362429316,114.51638172388695,2.2932117723569747,0.16495275141606544,42.30660162062642,1.477455443789063,-3.0910777619441814,60.34993856992724,0.6541044390585402,0.2925260719921727,0.3225099943713704,0.1,0.24066192336910863,0.5178851959244629,31.540401157565107,1.1200368967024732,-0.7375675931884201,10.016369904712697,1.9799315994393987,-0.9681819130413705,103.11719470912756,1.612549971856852,0.0012102630037489348,0.814447313388721,-0.21506033020895826,50.69005416101222,1.8667281611707882,-0.40300303201167353,38.33870057061987,1.4626303599608632,3.8692160586606406e-6,1.203309616845543,0.0001010659341744713,1.3266488525722113
30,-0.9334749103941874,115.18597377724898,2.2705067053039354,0.46029114178504493,42.19715962211387,1.4071004226562505,-3.558504939401027,60.89450855134933,0.6606454834491257,0.3071523755917813,0.3386354940899389,0.10500000000000001,0.25269501953756407,0.7010587958616817,31.267082193416545,1.1760387415375968,-0.8845206795930155,10.391545650805032,2.0789281794113688,-0.8299780816763305,103.51128922720753,1.6931774704496945,0.0006182955839051374,0.8551696790581571,-0.22695155493426267,50.80360921131365,1.9600645692293277,-0.3687290086648421,38.539779962144,1.392981295200822,4.304270149191325e-7,1.203309616845543,5.693475971213502e-5,1.392981295200822
31,-1.2089339324290065,116.070327604578,2.2480264408949857,0.7608903533292078,42.02399266888927,1.3400956406250004,-3.6224743038553546,61.454411574086585,0.667251938283617,0.3225099943713704,0.3555672687944359,0.10500000000000001,0.2653297705144423,0.8255743932906723,30.944530943835012,1.2348406786144768,-0.9553260276780319,10.76986762115994,2.1828745883819374,-0.5276019143429262,103.69570422331518,1.7778363439721792,7.915573390704367e-5,0.897928163011065,-0.21855091984432484,50.90013913965785,1.9600645692293277,-0.25429054112420874,38.6677388477818,1.3266488525722113,2.1220456787318653e-6,1.1460091589005172,3.165027966645084e-5,1.4626303599608632
32,-1.191064216528462,116.93089164621306,2.2480264408949857,1.0038579477364105,41.76460144963357,1.4071004226562505,-3.462289696642232,62.01112218683138,0.6739244576664531,0.3386354940899389,0.37334563223415773,0.10500000000000001,0.27859625904016444,0.8978951843751853,30.611146695914083,1.2965827125452007,-0.9591272457009856,11.163906965866468,2.2920183178010345,-0.30028368073041506,103.78155707404713,1.7778363439721792,0.005664249073330296,0.8551696790581571,-0.18100755820932873,50.98114057625635,1.9600645692293277,-0.10004563751986482,38.70989123038539,1.2634750976878202,2.8824608477862057e-7,1.0914372941909687,1.2016868097930455e-5,1.5357618779589064
33,-0.8563716080224982,117.40977733019888,2.2705067053039354,1.1650023069560624,41.455696618452336,1.477455443789063,-3.1815585128285213,62.54330961433934,0.6806637022431177,0.3555672687944359,0.3920129138458656,0.10500000000000001,0.2925260719921727,0.9409147849833559,30.286404720509307,1.3614118481724609,-0.8910076868853564,11.528429017707282,2.406619233691086,-0.13451247144120337,103.81954829730269,1.7778363439721792,0.000799404755198907,0.897928163011065,-0.12747305533816625,51.03765017800167,1.9600645692293277,0.0013331856313085902,38.709360024170685,1.203309616845543,3.9151549415805675e-6,1.0394640897056844,3.015428461594638e-6,1.612549971856852
34,-0.40321143097917267,117.6237278612735,2.2705067053039354,1.3232817609727165,41.10122610891035,1.5513282159785162,-2.801142356611405,63.030746594741565,0.6874703392655489,0.37334563223415773,0.4116135595381589,0.10500000000000001,0.3071523755917813,0.9452281974797434,29.94244210055274,1.429482440581084,-0.8035922412106017,11.834825694421886,2.406619233691086,0.01290561462963115,103.81614119908184,1.6931774704496945,0.0011448764089436736,0.8551696790581571,-0.07554574603696092,51.07083274362708,1.9600645692293277,0.041627449136729514,38.69386867957986,1.1460091589005172,2.688103066361691e-6,0.9899657997196993,2.898025016406791e-6,1.5357618779589064
35,0.06782751527597315,117.58852012129253,2.2480264408949857,1.4869229779578637,40.70291077372006,1.628894626777442,-2.3827639056866086,63.4620897445277,0.6943450426582044,0.3920129138458656,0.4321942375150669,0.10500000000000001,0.3225099943713704,0.8828473753619593,29.61799781517443,1.5009565626101382,-0.7428931732255146,12.117554692655848,2.406619233691086,0.17227351527071502,103.77029717460854,1.6931774704496945,0.001932705356068709,0.814447313388721,-0.026275405316898277,51.08236613610639,1.9600645692293277,0.06650518214774183,38.670566852060226,1.0914372941909687,7.936034384670165e-5,0.9428245711616183,1.1364320045004206e-6,1.4626303599608632
36,0.4800373759139109,117.37226921337815,2.225768753361372,1.6558619335370155,40.27809789823986,1.7103393581163142,-1.975381912483329,63.83409713163352,0.7012884930847865,0.4116135595381589,0.4538039493908203,0.10500000000000001,0.3386354940899389,0.7952414869978953,29.332690773693397,1.5760043907406451,-0.6867624744741039,12.37524242502899,2.406619233691086,0.35563302783316675,103.6723206885177,1.6931774704496945,0.007061443161951786,0.814447313388721,0.01815883961595741,51.075036912616454,1.8667281611707882,0.10174721664984977,38.637740416084625,1.0394640897056844,2.7879800043706382e-5,0.9428245711616183,3.712216880558117e-7,1.392981295200822
37,0.7917004330046501,117.03412846826205,2.2037314389716554,1.834388488295624,39.78395317257666,1.79585632602213,-1.5922560581148228,64.14603780084012,0.7083013780156343,0.4321942375150669,0.47649414686036135,0.10500000000000001,0.3555672687944359,0.7225581034928704,29.075672999703517,1.6548046102776774,-0.6217107637039322,12.601780079679218,2.406619233691086,0.5428875551568761,103.5109821965522,1.7778363439721792,0.0013174413186654022,0.8551696790581571,0.061441587177161625,51.053100626087,1.7778363439721792,0.1592920608972816,38.59189014715505,0.9899657997196993,5.243412829258887e-6,0.9899657997196993,4.201191937625026e-5,1.3266488525722113
38,0.9917993033320649,116.60676280237854,2.225768753361372,1.9909028034691585,39.22083154800506,1.8856491423232367,-1.265845753407891,64.3903434653709,0.7153843917957906,0.4538039493908203,0.5003188542033794,0.10500000000000001,0.37334563223415773,0.6780317361490096,28.82689352904812,1.7375448407915615,-0.5590124870580885,12.795651613940864,2.406619233691086,0.736975249409516,103.27540205079437,1.8667281611707882,0.0038603495086668715,0.814447313388721,0.10354469430993636,51.019578203707866,1.7778363439721792,0.24317443592819254,38.53206582749439,0.9428245711616183,7.270103004941575e-6,0.9428245711616183,4.8758631876921754e-5,1.3266488525722113
39,1.0870347694170226,116.18414321811927,2.2480264408949857,2.102436971766739,38.59642933857046,1.9799315994393987,-1.0176245076149208,64.56281978049167,0.7225382357137485,0.47649414686036135,0.5253347969135485,0.10500000000000001,0.3920129138458656,0.6507595394956633,28.58103234290269,1.8244220828311397,-0.5152727629209115,12.960551484117836,2.406619233691086,0.9294983283480153,102.96070360312088,1.9600645692293277,0.0008627792341187046,0.8551696790581571,0.15114144396633672,50.97521788461898,1.7778363439721792,0.35883754343021596,38.46114789555411,0.897928163011065,4.36417231952646e-6,0.9428245711616183,9.050999794624204e-5,1.3266488525722113
40,1.1190803364475963,115.74823263836315,2.2705067053039354,2.1384147367268254,37.92958774025299,2.0789281794113688,-0.8663202924921476,64.70184377378649,0.7297636180708861,0.5003188542033794,0.5516015367592259,0.10500000000000001,0.4116135595381589,0.6296867013744348,28.332937338111016,1.9156431869726969,-0.4977215354591744,13.10935495362473,2.406619233691086,1.1027761454647278,102.57774097327793,2.058067797690794,0.00047192573236642943,0.814447313388721,0.19914363703021593,50.91899021605659,1.8667281611707882,0.49587870783601956,38.36315071735929,0.897928163011065,2.7488599059211083e-6,0.9899657997196993,8.145509916346327e-5,1.392981295200822
41,1.0940516168581669,115.3281249124383,2.2932117723569747,2.115945286751837,37.23676126072441,2.1828745883819374,-0.7811419070985703,64.8287574775146,0.737061254251595,0.5253347969135485,0.5791816135971871,0.10500000000000001,0.4321942375150669,0.6120722288187892,28.07918653751781,2.0114253463213316,-0.5078535408829001,13.26210113988324,2.406619233691086,1.2410890366442544,102.15150172213701,2.160971187575334,0.0013552490265134054,0.7756641079892581,0.24547675634054883,50.85182941645927,1.9600645692293277,0.5992652545925831,38.24422826477279,0.9428245711616183,1.1666554890155112e-5,0.9899657997196993,7.588080835319033e-5,1.4626303599608632
42,1.027096047344341,114.95202393523836,2.3161438900805447,2.0435344348943,36.513111324438896,2.2920183178010345,-0.745272708622781,64.95198680536191,0.7444318667941109,0.5003188542033794,0.5791816135971871,0.10500000000000001,0.4538039493908203,0.6024693145808157,27.813144410924636,2.111996613637398,-0.5261707793279932,13.406698787023636,2.5269501953756404,1.3374517996203557,101.71217511227229,2.269019746954101,0.0021376845654934584,0.814447313388721,0.2855316852561911,50.77648759996962,2.058067797690794,0.6655581460797405,38.11925633147462,0.9899657997196993,5.043801550641547e-6,0.9899657997196993,2.9997484730870383e-5,1.5357618779589064
43,0.9515772624524037,114.62154284605677,2.33930532898135,1.9103629677548506,35.78148557416035,2.406619233691086,-0.7616961833647761,65.06301289871392,0.751876185462052,0.5253347969135485,0.5516015367592259,0.10500000000000001,0.4321942375150669,0.5859487340161544,27.540976746854586,2.2175964443192684,-0.5654839094341163,13.553516513376495,2.6532977051444226,1.3971402553223577,101.23373163658813,2.382470734301806,0.004000237317349331,0.8551696790581571,0.3176986867256451,50.696884775257466,2.160971187575334,0.7119672622820501,38.0065670874262,1.0394640897056844,1.5442553255695657e-5,0.9428245711616183,1.784321058551086e-5,1.612549971856852
44,0.8889620507746658,114.32520298287089,2.3626983822711636,1.7306875553903558,35.064652085345195,2.5269501953756404,-0.8223321933698771,65.17148770178889,0.7593949473166726,0.5516015367592259,0.5253347969135485,0.10500000000000001,0.4538039493908203,0.5584954487080946,27.26650769515799,2.328476266535232,-0.616203189957044,13.706559966714964,2.785962590401644,1.401204551932075,100.7280444151696,2.5015942710168964,0.001312550144149327,0.897928163011065,0.3423865197569525,50.618888016010025,2.269019746954101,0.7700021015967404,37.91707028349906,1.0914372941909687,5.508840544621307e-6,0.897928163011065,1.122233631178915e-5,1.5357618779589064
