iter,EP_dual,EP_primal,H2_GC_dual,H2_GC_primal,H2_dual,H2_primal,cap_dual,cap_dual_Gen_VRES_Solar,cap_dual_Gen_VRES_Wind,cap_dual_Offtaker_Green,cap_dual_Prod_H2_Green,cap_primal,cap_primal_Gen_VRES_Solar,cap_primal_Gen_VRES_Wind,cap_primal_Offtaker_Green,cap_primal_Prod_H2_Green,elec_GC_dual,elec_GC_primal,elec_dual,elec_primal,hpa_Prod_H2_Green_dual,hpa_Prod_H2_Green_primal,hpa_cap_Prod_H2_Green_dual,hpa_cap_Prod_H2_Green_primal,ppa_Gen_VRES_Solar_dual,ppa_Gen_VRES_Solar_primal,ppa_Gen_VRES_Wind_dual,ppa_Gen_VRES_Wind_primal,ppa_cap_Gen_VRES_Solar_dual,ppa_cap_Gen_VRES_Solar_primal,ppa_cap_Gen_VRES_Wind_dual,ppa_cap_Gen_VRES_Wind_primal
15,217.35993961915537,28.273812458809125,47.302643939365154,107.74724062351432,17.481824319597273,188.02504291254064,1.0639159382855858,0.11713229487529303,0.7788242823932383,0.0,0.7152830812971904,11.898939219951531,4.275669932764277,10.304399918457102,8.622195295168635e-14,4.1379636908336375,35.206945684553276,191.37732386299288,48.66485315676247,55.151353038994294,24.911956402410897,73.06915134332273,0.00033269734700743767,0.001080949757756855,24.947127136281647,61.47414838182171,54.18874087788343,61.31635849291567,3.7209815110367965e-5,9.340003625624149e-5,2.1426685153934308e-5,4.152447117178326e-5
16,153.02613735683272,28.766039521058367,47.541088959671086,107.94210852867998,12.793489208975352,229.8188581160629,2.2307190767389167,0.7312846568168463,2.0402007011799075,0.0,0.5281206764899532,13.260616701730115,5.672457411463025,11.66078559134011,4.322062729257126e-14,2.7736729472194024,35.86909853048455,160.65253275783616,48.92691383454335,68.06607802441151,20.728711992711418,60.0527418452067,0.000186376910767637,0.000545038741073256,25.487180478799342,49.82244419421177,54.31976112123591,51.95413599288657,3.726697069942714e-5,7.205098491880335e-5,8.792874705620777e-6,1.4795400218758914e-5
17,97.8318459742285,21.949093235443616,45.11810497368354,84.4692122316485,12.09311643836073,273.9127750323697,2.6556745866053375,1.0186918526331312,2.4241935759906466,0.0,0.3716987025078122,10.557513560628355,4.277029404090727,9.221762384890207,2.0635823561415932e-12,2.8508262970617815,39.728140316351485,132.06358668616798,46.776742607466055,78.34821316092685,20.534672974667707,54.973442529587714,0.0013369748047281356,0.0002921266823570079,23.83553522403181,46.873975132276776,46.89124333499474,51.85589217644833,1.3061188543658195e-5,2.0340189543333054e-5,1.648870586157015e-5,2.1175540098283818e-5
18,66.59083202107848,17.08830038512768,35.17133011543638,60.556305877236746,11.474377627259582,302.33405818433323,2.2053346464142654,0.8064976827496602,2.0129950770061695,0.0,0.4011398887464157,9.250177286383181,3.224562456203617,8.230466975126276,1.5153188045320214e-12,2.72532386459245,31.627928166310205,122.23369877579485,39.91191028326176,86.90651704032898,22.61180182612048,53.82458862775429,0.0006530668239949842,0.00023496080525120533,20.776497767758205,43.37105326903197,39.09790495215872,46.96680275938698,7.995929877211237e-5,0.00010275831127160018,2.0183780707537317e-5,2.9908942750012102e-5
19,62.69535594299351,20.176429693572395,26.724922221472028,48.06539932987442,10.72885102861931,307.7805413199749,2.031843165928131,0.6384413101188648,1.8864381071028211,0.0,0.40265445798212957,8.072655966993944,2.3863041332034585,7.392063992975762,1.667808940101265e-12,2.1978891848885973,23.27983323310106,109.415308503032,35.89144904056949,90.57014564318295,23.794265965022632,49.2052124094672,0.0007298309513256314,0.0003823495434254198,17.459292202553073,40.103130203267455,32.913655275820375,43.55166970963378,7.634985817282646e-5,0.0001266820264831381,2.657143923834654e-5,4.121147641455991e-5
20,85.79274871459155,21.986618802246852,29.750393333021638,49.32507941984978,12.144174693619728,287.7389996083862,1.8780753990953682,0.4960954906959671,1.7789883382145495,0.0,0.34096475081009503,6.552715861252367,1.7537826849706364,6.132701630744084,1.6488572478397563e-13,1.5007671906309767,26.39482607516445,93.52726152282818,35.331005297452336,91.30281589207777,23.55005492431982,44.14063267127464,0.00020657230825435366,0.00013664039987304477,13.402266604959605,38.42519656128419,26.26507391019936,42.27914739619671,4.029542101510507e-5,7.457462003657156e-5,3.783081209521576e-5,4.947676787026012e-5
21,119.28642308428448,20.852791846229685,41.69557200118956,50.95104427053023,15.97357969313394,253.8951083124033,1.6148987660156764,0.3828287656426074,1.5497031583949206,0.0,0.24445916128531486,4.750656264948851,0.8547999875339152,4.54511279392296,1.147367020021416e-13,1.0862787945677717,26.461462961137475,89.03141662301874,36.51598548057272,82.94060370351137,22.60823987894182,42.35721689584162,0.00043387554670374577,0.0007236066399691765,10.24402339936453,37.82988965493043,19.774043249572756,41.410743266728126,1.59330730161695e-5,2.2364330419577527e-5,1.1788003446731808e-5,1.9108790112909446e-5
22,151.33228406535275,18.61015126947869,56.02517156499846,50.39439297858371,20.41367791577117,214.00024432277974,1.2358106065732093,0.1959217229403263,1.2059537345731308,0.0,0.1857905376171141,3.7404412620837495,0.5831697949697053,3.5931801600840423,3.1776437161565096e-14,0.8601570568867528,21.732553835125465,82.24711849461025,38.05585992837576,69.88504264409453,22.146808171144315,38.34040099535864,0.0001025951381580999,0.00022622310257602862,10.012442934741609,35.80846243166485,15.48829381882731,39.68247182249518,5.862827409421577e-6,5.424147538235502e-6,2.4935799273895347e-5,2.8416084887794568e-5
23,177.64363144948325,18.56228589723162,68.7006938634662,50.71500587120544,25.181162771817622,170.0414482250204,1.0225717398192693,0.14034676450839303,1.0010465506538886,0.0,0.15447184919261034,2.931205932633179,0.6863980550825188,2.69230160274144,5.903494194452987e-13,0.9339903689860806,23.30896286767259,63.421847535169015,40.375847633621746,53.68918413304396,21.7009742150701,33.357466855512946,0.0005266787155490938,0.0001943576705869532,11.275494291833754,31.865555499402255,14.006486831755783,37.274251654550035,1.1511143250753198e-5,3.0758635816141577e-6,1.1867483062846693e-5,6.533513371209665e-6
24,197.46506023146017,19.207528183764552,74.97357841881106,51.42843722980366,28.394755134753392,121.75546224993889,0.8254490732944458,0.1734493699766869,0.7875684124675435,0.0,0.1761178138085498,2.135846718627754,0.6287438792160452,1.7960997694605654,3.998184260811223e-13,0.9698185180563458,27.715635422435163,37.31194933049194,37.95281078311324,43.78720263620247,22.282379606847083,31.682724756678613,0.00044319059006041903,0.00027291233523740743,11.147392509254367,29.27265658188265,13.182169154177632,33.496246570744894,1.5189678741180593e-5,2.0649999044053402e-7,9.403225097050035e-6,1.6532259081714074e-6
25,207.37482650717902,21.87320420376653,74.91477631998353,50.820047269896406,29.192781898188986,73.95994279342872,0.6074930865402776,0.16682446921376354,0.5516763109890752,0.0,0.19201743295665724,1.804676597951481,1.3397473516578062,0.6403799036284378,7.297605982675705e-13,1.0255965268800682,22.28000774405221,34.30205825835805,31.35461032926964,35.16840354272658,26.757611359331918,30.69640749755486,0.0005525595730310516,0.0002336726763374486,10.508070204975562,26.549981261225824,12.688044509050938,28.81257181887193,1.2685579340135831e-5,1.035206773281061e-5,2.637917209477445e-5,2.585650329933742e-5
26,208.35455581220748,26.86651748659927,69.81033968727985,44.16855653131492,29.278552701951334,54.956916639735276,0.47271915969591927,0.37324860024329587,0.1966942086811797,0.0,0.21321415204277805,1.873762606875439,1.1401813135308645,0.7011688852582543,2.0562817054053228e-13,1.3112341795214806,16.589411335782454,30.557213168771458,26.015679943393707,35.793225420245655,30.40312764475616,31.612582751314243,0.00031721434528859987,0.00020878383522315858,9.913176484242472,23.334602945746887,13.393446746265981,25.229813447192736,1.1859178297233314e-5,8.924109344832232e-6,7.648703218473058e-5,7.451348680831416e-5
27,200.28425683113625,32.19387130141729,62.012163075330584,28.956095174878257,28.969781359839022,76.99117259334724,0.4942731900563756,0.3335327610121448,0.2261339732467786,0.0,0.28622597695482965,1.7749719369744028,0.6132415835658559,0.14209655695624646,2.366491356068094e-13,1.659598959307183,14.28614674944663,25.58293813496774,25.777513646700253,36.55604534444876,32.90918804914937,37.532921745408416,0.0013340527930110764,0.0019984625048508065,10.872767326965235,21.22525240920187,17.490365759111608,24.49349837813264,6.709232348191007e-6,9.002070420649488e-6,9.008779476877081e-5,0.00011808537365709526
28,183.47236823775123,35.998477077994785,53.918781988985714,14.205099682310953,28.491489619317665,108.70569425452746,0.42670270277094663,0.18835860922479974,0.043645295042821004,0.0,0.38038312147564474,2.254504332816623,0.041707243799177944,1.0291018352067955,1.982847132691152e-13,2.00549238474685,14.120443407094813,25.066919008401364,30.057182758804803,39.31050344027516,34.36320360217842,43.95356778018251,0.0019589687379373455,0.003484891663394052,13.772319525222443,21.36127752439211,24.83886221323578,25.441205587478116,9.665673975297167e-6,1.3387979528545202e-5,5.390542964178074e-5,8.098462349437341e-5
29,160.9430767639071,36.737505030985744,46.065875345351856,13.634372514624916,27.76956385913879,141.29384551824714,0.5858757430527344,0.01220045619085523,0.33189562707450465,0.0,0.4826456545905598,3.526025309836529,0.7967101417450274,2.5448147041540636,2.6852338205688628e-9,2.306951572350333,14.1713348819325,29.061005978210392,35.30886073806806,44.37234796515351,35.727511437934545,45.099282195005955,0.0005200405857997361,0.0012102630037489348,17.7687598135759,22.134966410997226,33.463495125893886,27.2650421457984,3.4207814385176614e-6,3.8692160586606406e-6,7.118062052179383e-5,0.0001010659341744713
30,125.20498536821691,45.22933407826367,36.209335110130986,23.87641871171971,23.063715384025485,161.59011041527972,1.0688117739988465,0.24471141266890298,0.8617645846952465,0.0,0.5829551726446732,5.323797289566909,1.4247326596100807,4.47714505109327,8.695298481865176e-13,2.503622699312216,15.077438459463547,34.95338124879788,39.710781713574995,49.20740043451186,32.17414975904325,39.733032470631315,0.0002105997005418373,0.0006182955839051374,21.620548437903945,23.195088972825506,41.85557544632807,26.376251737594096,2.2107584710225466e-6,4.304270149191325e-7,2.8083958802232002e-5,5.693475971213502e-5
31,72.0818745925236,61.75023016981154,24.207398511652222,35.331669908266186,13.834280103081776,164.02147251734283,1.7851151483819334,0.45949052200603363,1.5919262378096715,0.0,0.6642856362608034,6.934581840728685,1.9072629537216885,6.183402224764145,4.198479527081179e-11,2.493252947036597,17.674063636681794,39.2471531773056,41.66858179643298,51.47607042582181,23.989225542217568,27.04464525896362,0.0006378637751859459,7.915573390704367e-5,24.02780398884784,24.1170432974555,47.75847251942946,22.993191677626793,3.251631977488754e-6,2.1220456787318653e-6,1.6770942316230475e-5,3.165027966645084e-5
32,39.99535062436328,63.02736844946246,16.05705128890831,44.94651364702975,10.765109683875346,156.90212440157737,2.4957992858938227,0.6458669326806266,2.308546212960976,0.0,0.694610943882524,7.901782968245262,2.2005303872827855,7.243694352290326,8.416723254265277e-11,2.26378714160435,20.388668344920788,41.79043141656368,42.19869744684728,50.85919650154232,21.477176354998374,19.372898998363027,0.0041901387642949576,0.005664249073330296,24.434909200895948,24.116816801946353,49.39744992921087,19.768046379841294,2.763773990824791e-6,2.8824608477862057e-7,7.750091461194679e-6,1.2016868097930455e-5
33,44.668958806241385,46.89128691525232,22.713724351028652,51.67764238296157,9.502574066510023,144.66389410970973,3.018971614424313,0.7824365797004929,2.8396217300457915,0.0,0.6622167603572732,8.42906698548202,2.413299881173806,7.797242154951002,1.541646711042803e-11,2.1043214360749354,22.45666848483276,43.52485484600274,42.62366687597445,46.82976368504098,21.216557495879545,17.006411412317238,0.0012812018867920812,0.000799404755198907,24.205751433174353,22.90812033765601,49.050380445373385,19.37383994629801,6.386033124796755e-6,3.9151549415805675e-6,4.394520309510464e-6,3.015428461594638e-6
34,52.34608010066364,26.50207384496783,29.855159931317978,58.49575290195506,8.568657442214821,128.03538617555805,3.3956045036481575,0.900994969902085,3.2094505979800076,0.0,0.6463473280926917,8.83648918488704,2.4449687359911563,8.237213100183967,8.592119176668614e-11,2.06252014215839,23.91932919180849,43.705337327840965,42.33461540569754,42.37314524128658,20.823295088432335,18.122185300606258,0.0014387528028431816,0.0011448764089436736,23.98361619322767,20.916621442767156,48.1025912383005,19.566687548482964,4.770489528303301e-6,2.688103066361691e-6,3.6608284924002804e-6,2.898025016406791e-6
35,51.71984878555213,20.941365492830556,33.325551530089406,65.54308540930681,7.784386108263042,109.82168753647063,3.746365511045079,0.9584593184436703,3.560076035082435,0.0,0.6651833594342844,9.033552838200922,2.317284351860243,8.501498440308835,1.921433455289189e-11,1.9899232102315043,24.76381073699598,40.811999448921846,41.06285564779558,39.80166875752714,20.605008310883115,20.989771585910628,0.001633735397514421,0.001932705356068709,23.269397603807654,18.717617132298198,46.16849596063855,19.710597807829014,7.331120935147519e-5,7.936034384670165e-5,9.152610946780975e-6,1.1364320045004206e-6
36,44.0141218730216,35.434422725396665,32.644178322416955,72.88960192266941,6.966446939562987,92.17399135929067,4.030897857003913,0.9538256604729353,3.8580135679512693,0.0,0.6738586294810063,9.169178078936204,2.2786638541146673,8.682133635765972,1.6972597586182172e-11,1.8713827010787147,24.79957090875198,36.84005849512417,39.30566277004186,37.62354871263204,19.795502573139597,25.56491416808405,0.003921935064575593,0.007061443161951786,21.812198416188384,17.28320421408142,43.337564447645846,20.132557162433198,1.9349050372271557e-5,2.7879800043706382e-5,1.4906810935534383e-5,3.712216880558117e-7
37,33.973107008835,49.584761212863256,29.314406030020994,80.68559353717671,6.266516403971136,75.83014951013763,4.304334263022323,0.9848253869733972,4.1369858597003955,0.0,0.6654024358533726,9.074485708451164,2.2067111838454556,8.637867414367086,7.8727244934754e-11,1.6923247784604094,23.59743396362414,33.77308301927337,37.05806387529549,34.76593538921633,18.451214205914507,30.8990017545347,0.00359140988941683,0.0013174413186654022,19.66900207718512,16.886571419911608,39.415145635645345,21.255781933939403,6.971609488729238e-6,5.243412829258887e-6,4.839829280226843e-5,4.201191937625026e-5
38,26.30343605474106,58.27028380755224,23.354883273242574,87.52422443779521,5.534829039014173,62.24105323222421,4.480961522332078,1.0014142503865924,4.321687927506767,0.0,0.6318220643389528,8.574282912313029,1.9367995882866758,8.224088746397856,1.184394128784199e-10,1.4599654470458918,21.1972591593573,32.21204664343013,34.24412119429074,31.682811702807246,16.156977560841604,37.23864762993453,0.0029076973023955018,0.0038603495086668715,16.81393799386968,17.316174785636164,34.34213609897054,23.636703365869185,8.115421360225056e-6,7.270103004941575e-6,4.6274037979178367e-5,4.8758631876921754e-5
39,23.734917714782274,61.240282761872955,16.05444271639699,92.4102262677206,4.715294549359093,52.542108188789726,4.454784860222754,0.922873667448236,4.3203999913795785,0.0,0.5723253089702133,7.631594216865668,1.5292597978928628,7.385204585308192,1.5415760755593318e-10,1.1667681837404802,18.24105400304771,31.588858483510172,30.67887217129867,29.16345737502028,12.887749036041823,44.192226218213264,0.0019185978372741274,0.0008627792341187046,13.225277820913766,18.46871102054701,28.124040571946495,27.670589741847994,2.859446640430833e-6,4.36417231952646e-6,7.490803579230447e-5,9.050999794624204e-5
40,24.975329264983237,60.749929102499486,8.981329836236327,94.00501666620457,3.9865973881166155,47.82095666271733,4.172649518567782,0.7651175098535549,4.0736901985198335,0.0,0.480257605252514,6.031524687412716,0.9478853813641192,5.902767729101212,1.1953960779555755e-9,0.7988344602898482,14.919456498279061,31.373914061681553,26.446982786895507,27.825672096257996,9.018807986333591,50.787952100417016,0.0031791594997695235,0.00047192573236642943,9.068471298146976,19.90677503026774,21.06156249337554,33.08557692867603,2.836484482534799e-6,2.7488599059211083e-6,5.435066294278948e-5,8.145509916346327e-5
41,26.618085938443,57.5670385165571,4.418813819683789,93.01873775398883,3.8944084955456764,46.540063395027495,3.4720569395369716,0.4979571743151904,3.418774538017084,0.0,0.3452516504536126,3.857666218459689,0.3311750963647393,3.817199931635897,1.0553909479812228e-9,0.44821467012112326,11.440693752138255,31.440587370323275,22.3089732612118,27.993095691506333,6.026865513346377,56.2773894838243,0.0006920521774402188,0.0013552490265134054,5.143323744729534,21.613491790729377,13.469679152266297,37.25262260101544,1.1198335522281505e-5,1.1666554890155112e-5,5.228530343179897e-5,7.588080835319033e-5
42,27.395760187966168,52.769847299097925,6.177749639294371,89.77420124802558,4.458099777768399,46.894928472588994,2.22636319135916,0.1656931447464468,2.2108520158160196,0.0,0.20340158746976542,1.8281039072283216,0.26191457669921175,1.8064547899111973,3.97559612326262e-11,0.10042779566843658,8.991752562057885,31.894227252939594,19.247127376991305,28.65796271614623,6.019639418499621,60.309341667171395,0.0010926505597798797,0.0021376845654934584,4.518885203796993,23.38872819587375,6.527931319601497,39.954734964097156,1.2139548287701978e-5,5.043801550641547e-6,2.1326890903922618e-5,2.9997484730870383e-5
43,26.952938955608403,48.11011467976019,9.962774593253902,83.85347662608322,5.27340016790643,48.153736926854094,1.0068340734022845,0.13759284097471777,0.9964432381995639,0.0,0.043404314563300725,0.8994347272265645,0.8656699462170676,0.015290268675750455,1.0733828359980274e-10,0.24364847719919602,9.076730943362087,31.95098212169572,17.877322487558565,30.3361756823098,8.960919872247814,62.98159725701156,0.002184276790655574,0.004000237317349331,8.328244939432683,24.958728175572237,6.308752145480019,41.77612393481533,3.090932644920394e-5,1.5442553255695657e-5,2.211396271520854e-5,1.784321058551086e-5
44,25.70450684761263,44.38968784147086,13.09685100094566,75.93557589192068,6.112129632395855,50.76074585160768,0.4902049052205108,0.4775048727057145,0.00803251019408055,0.0,0.11056864123489701,2.1816513660670513,1.4051809947148224,1.5560085455029788,3.725749687634352e-11,0.6032466008824238,11.574595554926592,31.25752061700286,18.31229229501131,32.515106290638144,12.810076000425058,63.21413221999479,0.0005728160767473164,0.001312550144149327,13.131450000395951,26.201922738627594,12.711262263947948,43.902968069862,2.150486183215922e-6,5.508840544621307e-6,6.353791883055068e-6,1.122233631178915e-5
45,24.282451168029013,41.59615380815352,15.561382734968221,66.95325724909456,6.915390674042933,54.643822838776636,1.2172333133148523,0.8138549959219235,0.8582967049113042,0.0,0.2874434744341522,3.569156338978381,1.8640658824142184,2.8916876827512588,1.0084838881057795e-10,0.949882994643823,15.021447103369844,29.696817689467363,20.38936695912534,34.74932341397765,16.852531430095507,60.61597746027711,0.0002774515639574922,0.0002543919152486751,17.883026011073426,27.07424777694119,19.487945978573737,47.00195291931158,1.3117977976962594e-6,3.6393643796373e-6,1.1862906882010745e-5,1.4075703731464273e-5
46,23.070802520229957,39.30738714416882,17.423299510631487,57.65815985149587,7.615996616735408,59.4235712300651,2.077482853593402,1.1336143199557325,1.6748123381191857,0.0,0.4752443715075779,4.752261374447511,2.2272376099631535,4.023459990914909,4.556174071281038e-10,1.1979860188409397,18.63437793519048,27.570390757195998,23.45626581451236,36.631804478162685,20.33802832024943,55.821949137975054,0.0003102095159238393,0.00025774728308292083,22.175588286583814,27.616704197843983,25.661232325733486,50.13791104165273,9.751529397808459e-7,2.458369522173598e-6,4.909681132487122e-6,8.541037828990738e-6
47,22.057824417683523,36.354635210839916,17.901323843012527,49.93133755591313,8.25605242748833,64.03065080574567,2.899257691502119,1.4221975178008288,2.4468297522733335,0.0,0.6293437419132535,5.620445572586878,2.470469390288633,4.870075914918104,5.19280619182573e-10,1.3298684179244713,21.27633493689513,25.168669519272832,27.122385348002858,37.21676100838824,22.749792401176894,49.26031227965577,5.58113683043908e-5,8.697685102987407e-5,25.576279756351095,27.704893495293334,30.477547619564117,52.03244639837968,3.1800609535707575e-6,4.998257232102787e-6,3.30357279794514e-6,5.361920912605456e-6
