iter,AgentID,jy,x_cap,z_cap,lambda_cap,rho_cap,primal_local,dual_local
1,Gen_VRES_Solar,1,145.8935100408596,74.21097453032361,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,2,145.89351004124555,74.21097452032386,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,3,145.89351004137012,74.21097451032394,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,4,145.89351004143637,74.21097450032399,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,5,145.89351004148244,74.21097449032402,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,6,145.89351004155543,74.21097448032407,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,7,145.89351004169,74.21097447032417,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,8,145.8935100417808,74.21097446032424,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,9,145.8935100425343,74.21097445032477,0.0,0.1,226.68008081402954,Inf
1,Gen_VRES_Solar,10,145.89351004265535,74.21097444032486,0.0,0.1,226.68008081402954,Inf
2,Gen_VRES_Solar,1,137.90210495178906,145.89351004038588,7.1682535510536,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,2,137.90210495190541,145.89351004078492,7.168253552092169,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,3,137.90210495194506,145.89351004092038,7.168253553104619,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,4,137.90210495196587,145.8935100409797,7.168253554111239,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,5,137.90210495198036,145.8935100409797,7.168253555115843,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,6,137.90210495200347,145.8935100409797,7.168253556123137,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,7,137.9021049520503,145.89351004123546,7.168253557136584,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,8,137.90210495208132,145.89351004123546,7.168253558145655,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,9,137.9021049522644,145.8935100420744,7.168253559220954,0.1,25.27104178673173,22.668008081246107
2,Gen_VRES_Solar,10,137.90210495230136,145.8935100420744,7.168253560233049,0.1,25.27104178673173,22.668008081246107
3,Gen_VRES_Solar,1,86.97074694975888,137.90210495164996,6.369113042193918,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,2,86.97074694981285,137.9021049517734,6.369113043204219,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,3,86.97074694983364,137.90210495181285,6.369113044207087,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,4,86.97074694984596,137.90210495183408,6.369113045209856,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,5,86.97074694985484,137.90210495183408,6.36911304621591,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,6,86.9707469498681,137.90210495185713,6.369113047225515,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,7,86.97074694989136,137.90210495191644,6.369113048218069,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,8,86.97074694990746,137.90210495193244,6.369113049230241,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,9,86.97074695000853,137.9021049521322,6.369113050239954,0.1,161.05909561178828,2.5271041787172948
3,Gen_VRES_Solar,10,86.97074695002861,137.90210495214882,6.369113051255744,0.1,161.05909561178828,2.5271041787172948
4,Gen_VRES_Solar,1,64.22376099902914,86.97074694964529,1.2759772420048092,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,2,65.48364138484943,86.97074694970917,1.275977243008164,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,3,65.48364138485064,86.97074694972986,1.2759772440091668,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,4,65.48364138485077,86.97074694974214,1.2759772450110436,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,5,65.48364138485076,86.97074694974214,1.2759772460179857,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,6,65.48364138485071,86.97074694974214,1.2759772470266117,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,7,65.4836413848508,86.97074694978764,1.2759772480155611,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,8,65.48364138485114,86.97074694978764,1.2759772490277426,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,9,65.48364138485621,86.97074694990481,1.275977250027588,0.10500000000000001,68.35705318300448,16.911205039274783
4,Gen_VRES_Solar,10,65.48364138485674,86.97074694990481,1.2759772510437228,0.10500000000000001,68.35705318300448,16.911205039274783
5,Gen_VRES_Solar,1,55.177262657476284,64.22376099902864,-1.112456282809887,0.11025000000000001,32.21540182030247,7.53636511342642
5,Gen_VRES_Solar,2,55.17726265753974,65.48364138484897,-0.9801688413021079,0.11025000000000001,32.21540182030247,7.53636511342642
5,Gen_VRES_Solar,3,55.17726265758412,65.48364138485017,-0.980168840303151,0.11025000000000001,32.21540182030247,7.53636511342642
5,Gen_VRES_Solar,4,55.1772626576079,65.48364138485032,-0.98016883930255,0.11025000000000001,32.21540182030247,7.53636511342642
