Time,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price
1,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
2,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
3,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
4,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
5,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
6,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
7,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
8,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
9,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
10,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
11,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
12,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
13,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
14,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
15,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
16,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
17,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
18,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
19,38.5,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
20,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
21,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
22,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
23,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
24,-25.035486631240904,60.75000000000001,25.035486631240904,37.55322994686136,109.02980877024235
25,-25.035486631240904,60.74999999999999,25.035486631240904,37.55322994686136,109.02980877024234
26,-25.035486631240904,60.74999999999999,25.035486631240904,37.55322994686136,109.02980877024234
27,-25.035486631240904,60.74999999999999,25.035486631240904,37.55322994686136,109.02980877024234
28,-25.035486631240904,60.74999999999999,25.035486631240904,37.55322994686136,109.02980877024234
29,-25.035486631240904,60.74999999999999,25.035486631240904,37.55322994686136,109.02980877024234
