Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_01_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Prod_H2_Green_e_in,Prod_H2_Green_q_elec_gc,Prod_H2_Green_h2_out,Prod_H2_Green_q_h2gc,Offtaker_Green_h2_in,Offtaker_Green_q_h2gc,Offtaker_Green_ep,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_01_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Prod_H2_Green_obj,Offtaker_Green_obj,Offtaker_Grey_obj,Offtaker_Import_obj
69,21,3,1,52.1089688986223,60.0,93.0,22.579117575697172,33.86867636354576,149.96645876358562,0.0,19.438822760981537,26.311177275025393,35.75000003600693,19.438822669577572,10.0,9.140396528550809e-8,6.666666666666666,3.6548716089924493,6.666666666666667,3.6548716089924493,5.0,40.0,0.0,0.0,0.0,-1605.2408303122324,0.0,-15410.484390199426,-564.0969145508723,-123.78566161145619,28.95336985734889,-2478.6583505434246,0.0
70,22,3,1,52.1089688986223,60.0,93.0,22.579117575697172,33.86867636354577,149.96645876358562,0.0,15.55105820878523,24.69894182132854,30.250000030113767,15.551058208808508,10.0,-2.3277380023500882e-11,6.666666666666666,6.666666666666666,6.666666666666667,0.0,5.0,40.0,6.666666666666666,0.0,0.0,-1284.192664249786,0.0,-13081.234387794586,-461.8578327638636,-225.79117575749734,-94.83229381792808,-2252.867174786453,0.0
71,23,3,1,52.1089688986223,60.0,93.0,22.579117575697172,33.86867636354577,149.96645876358562,0.0,11.663293656588923,23.086706367629855,24.750000024218778,11.663293648778684,10.0,7.810239566197197e-9,6.666666666666666,6.666666666666666,6.666666666666667,0.0,5.0,40.0,6.666666666666666,0.0,0.0,-963.1444981873397,0.0,-10736.859385356554,-354.32859878808443,-225.79117558062347,-94.83229381792808,-2252.867174786453,0.0
72,24,3,1,52.1089688986223,60.0,93.0,22.579117575697172,33.86867636354577,149.96645876358562,0.0,9.719411380490769,23.380588641959193,23.100000022449958,9.719411227068672,10.0,1.5342209636060034e-7,6.666666666666666,6.666666666666666,6.666666666666667,0.0,5.0,40.0,6.666666666666666,0.0,0.0,-802.6204151561162,0.0,-10030.597509618683,-298.5801715710903,-225.79117229283617,-94.83229381792808,-2252.867174786453,0.0
73,1,4,1,91.10307209555044,-22.579117575697175,60.74999999999998,22.579117575697175,33.86867636354577,106.9664587635856,0.0,82.26474708523236,0.0,30.250000031518155,43.19999991372767,52.01474705371421,39.06474717150469,34.67649803580947,34.67649803580947,34.67649803580947,9.352996071618946,26.007373526857105,18.992626473142895,25.323501964190527,0.0,0.0,0.0,0.0,-15579.252697658858,-1073.9901192372947,-3469.414420909631,-176.49418056712693,497.4506256017353,0.0
74,2,4,1,91.10307209555044,-22.579117575697175,60.75,22.579117575697175,33.86867636354577,106.96645876358562,0.0,80.61474708345419,0.0,28.600000029739984,43.19999991380813,52.01474705371421,37.41474716964606,34.67649803580947,34.67649803580947,34.67649803580947,34.67649803580947,26.007373526857105,18.992626473142895,0.0,0.0,0.0,0.0,0.0,-14741.272777781152,-1073.990119238687,-3506.6699649514985,681.1793118496576,-360.2228668150492,0.0
75,3,4,1,91.10307209555044,-22.579117575697175,60.74999999999999,22.579117575697175,33.86867636354577,106.9664587635856,0.0,79.51474708226874,0.0,27.50000002855452,43.199999913865604,52.01474705371421,36.31474716840313,34.67649803580947,25.323501964190527,34.67649803580947,0.0,26.007373526857105,18.992626473142895,25.323501964190527,0.0,0.0,0.0,0.0,-14181.863247861043,-1073.990119239681,-3214.7333973336526,-493.2677775463035,497.4506256017353,0.0
76,4,4,1,91.10307209555044,-22.579117575697175,60.75,22.579117575697175,33.86867636354577,106.96645876358562,0.0,79.5147470822687,0.0,27.50000002855449,43.1999999138109,52.01474705371421,36.3147471684578,34.67649803580947,34.67649803580947,34.67649803580947,34.67649803580947,26.007373526857105,18.992626473142895,0.0,0.0,0.0,0.0,0.0,-14181.863247861029,-1073.9901192387347,-3531.5069943115955,681.1793118496576,-360.2228668150492,0.0
77,5,4,1,91.10307209555044,-22.579117575697175,60.75,22.579117575697175,33.86867636354577,106.96645876358562,1.5328679724824557,80.73187911274977,0.0,30.250000031518013,43.19999991173805,52.01474705371421,39.064747173494176,34.67649803580947,34.67649803580947,34.67649803580947,34.67649803580947,26.007373526857105,18.992626473142895,0.0,0.0,0.0,0.0,0.0,-15579.252697658785,-1073.9901192028722,-3469.4144208647112,681.1793118496576,-360.2228668150492,0.0
78,6,4,1,91.10307209555044,-22.579117575697175,60.75,22.579117575697175,33.86867636354577,106.96645876358562,6.131471889929823,79.9832751994513,0.0,34.100000035666916,43.199999911734835,52.01474705371421,42.91474717764629,34.67649803580947,34.67649803580947,34.67649803580947,34.67649803580947,26.007373526857105,18.992626473142895,0.0,0.0,0.0,0.0,0.0,-17529.24542736194,-1073.990119202817,-3382.484818104526,681.1793118496576,-360.2228668150492,0.0
