period,time_step,SOLAR,LOAD_E,WIND
223,1,0.0,0.302465,1.0
223,2,0.0,0.31009,1.0
223,3,0.0,0.319296,1.0
223,4,0.0,0.334156,0.910236
223,5,0.0,0.352557,0.793832
223,6,0.0,0.370967,0.78592
223,7,0.0,0.38749,0.732004
223,8,0.013,0.39797,0.604807
223,9,0.09,0.398881,0.416688
223,10,0.202,0.390553,0.304603
223,11,0.306,0.376544,0.288142
223,12,0.505,0.357257,0.348473
223,13,0.599,0.341273,0.284121
223,14,0.624,0.333401,0.313064
223,15,0.546,0.340682,0.253295
223,16,0.483,0.361244,0.300431
223,17,0.323,0.394808,0.228224
223,18,0.4,0.430413,0.168626
223,19,0.304,0.459549,0.168626
223,20,0.16,0.47312,0.144448
223,21,0.078,0.464485,0.118183
223,22,0.02,0.437018,0.144448
223,23,0.0,0.400749,0.186157
223,24,0.0,0.367466,0.177247
321,1,0.0,0.518695,0.022894
321,2,0.0,0.533752,0.029401
321,3,0.0,0.545903,0.027672
321,4,0.0,0.570767,0.044716
321,5,0.0,0.603535,0.034036
321,6,0.0,0.635395,0.049546
321,7,0.0,0.676622,0.002679
321,8,0.0,0.693562,0.008074
321,9,0.0,0.705907,0.006674
321,10,0.0,0.700878,0.007352
321,11,0.028,0.677804,0.000358
321,12,0.124,0.642376,0.0
321,13,0.211,0.61109,0.0
321,14,0.247,0.592641,0.0
321,15,0.254,0.595628,0.0
321,16,0.231,0.626915,4.0e-6
321,17,0.19,0.680465,0.000235
321,18,0.098,0.753748,0.000313
321,19,0.012,0.812671,0.020727
321,20,0.0,0.836628,0.063115
321,21,0.0,0.814911,0.056057
321,22,0.0,0.760736,0.095313
321,23,0.0,0.692823,0.070742
321,24,0.0,0.626256,0.075601
341,1,0.0,0.523227,1.0
341,2,0.0,0.535485,0.834189
341,3,0.0,0.54878,0.809815
341,4,0.0,0.571233,0.510816
341,5,0.0,0.600114,0.53485
341,6,0.0,0.630484,0.680612
341,7,0.0,0.656865,0.572297
341,8,0.0,0.677093,0.510816
341,9,0.0,0.683146,0.339383
341,10,0.0,0.676821,0.264579
341,11,0.001,0.659501,0.245954
341,12,0.041,0.635255,0.242337
341,13,0.082,0.612275,0.189192
341,14,0.149,0.60182,0.339383
341,15,0.157,0.611074,0.367138
341,16,0.118,0.646937,0.339383
341,17,0.102,0.703034,0.367138
341,18,0.038,0.770852,0.300431
341,19,0.002,0.823695,0.280138
341,20,0.0,0.849211,0.245954
341,21,0.0,0.8368,0.177247
341,22,0.0,0.785663,0.186157
341,23,0.0,0.716365,0.353079
341,24,0.0,0.644545,0.565939
351,1,0.0,0.543729,0.026012
351,2,0.0,0.555142,0.037037
351,3,0.0,0.57295,0.028528
351,4,0.0,0.597066,0.044716
351,5,0.0,0.622866,0.113779
351,6,0.0,0.651332,0.168626
351,7,0.0,0.674641,0.253295
351,8,0.0,0.684861,0.476131
351,9,0.0,0.685241,0.362411
351,10,0.0,0.677273,0.371906
351,11,0.001,0.663105,0.348473
351,12,0.029,0.631832,0.522741
351,13,0.098,0.606685,0.680612
351,14,0.125,0.591156,0.78592
351,15,0.126,0.597933,0.73955
351,16,0.114,0.627554,0.598209
351,17,0.11,0.682866,0.317352
351,18,0.042,0.745288,0.528772
351,19,0.001,0.797522,0.443053
351,20,0.0,0.822586,0.443053
351,21,0.0,0.811009,0.23521
351,22,0.0,0.764397,0.357724
351,23,0.0,0.707114,0.288142
351,24,0.0,0.645204,0.080677
357,1,0.0,0.549347,0.288142
357,2,0.0,0.56478,0.177247
357,3,0.0,0.579538,0.171468
357,4,0.0,0.602535,0.183155
357,5,0.0,0.632215,0.221377
357,6,0.0,0.664174,0.208098
357,7,0.0,0.690372,0.23521
357,8,0.0,0.709142,0.183155
357,9,0.0,0.718803,0.154886
357,10,0.0,0.711329,0.189192
357,11,0.0,0.693924,0.242337
357,12,0.031,0.665365,0.19226
357,13,0.103,0.639109,0.208098
357,14,0.149,0.626755,0.339383
357,15,0.162,0.635669,0.288142
357,16,0.131,0.67138,0.296296
357,17,0.101,0.732172,0.416688
357,18,0.048,0.80086,0.304603
357,19,0.004,0.859724,0.367138
357,20,0.0,0.880131,0.2922
357,21,0.0,0.861234,0.238755
357,22,0.0,0.809534,0.177247
357,23,0.0,0.733898,0.224783
357,24,0.0,0.664896,0.245954
