iter,AgentID,jy,x_cap,z_cap,lambda_cap,rho_cap,primal_local,dual_local
1,Gen_VRES_Solar,1,25881.00000000014,25880.99999999,0.0,0.1,1.0139046935364604e-8,Inf
2,Gen_VRES_Solar,1,25881.000000111693,25881.00000000014,1.0139046935364604e-9,0.1,1.1155498214066029e-7,1.0139046935364604e-9
3,Gen_VRES_Solar,1,25881.000000001543,25881.000000051987,1.2169402907602489e-8,0.10500000000000001,5.044421413913369e-8,5.444089765660465e-9
4,Gen_VRES_Solar,1,25881.0,25881.00000000133,6.872760422993451e-9,0.11025000000000001,1.331500243395567e-9,5.584737664321438e-9
5,Gen_VRES_Solar,1,25881.000000026987,25881.0,6.7259625211590896e-9,0.10500000000000001,2.6986526791006327e-8,1.3980752555653455e-10
6,Gen_VRES_Solar,1,25881.000000000076,25881.000000026645,9.559547834214753e-9,0.11025000000000001,2.656815922819078e-8,2.937562385341153e-9
7,Gen_VRES_Solar,1,25881.000000002794,25881.0,6.6304082793067195e-9,0.11576250000000002,2.7939677238464355e-9,3.0844405046082107e-9
8,Gen_VRES_Solar,1,25881.0,25881.000000002787,6.953844967938493e-9,0.11576250000000002,2.786691766232252e-9,3.2259440558846115e-10
9,Gen_VRES_Solar,1,25881.000000000044,25881.0,6.631250562350031e-9,0.12155062500000002,4.3655745685100555e-11,3.387241258678842e-10
10,Gen_VRES_Solar,1,25881.00000000449,25881.0,6.636556945522896e-9,0.11576250000000002,4.489265847951174e-9,0.0
11,Gen_VRES_Solar,1,25881.0,25881.000000004376,7.156245583246344e-9,0.12155062500000002,4.376488504931331e-9,5.319649130797189e-10
12,Gen_VRES_Solar,1,25881.000000001026,25881.0,6.624280670166625e-9,0.12762815625000004,1.025910023599863e-9,5.58563158733705e-10
13,Gen_VRES_Solar,1,25881.000000006938,25881.00000000029,6.75521567495707e-9,0.13400956406250006,6.6465872805565596e-9,3.900191632055796e-11
14,Gen_VRES_Solar,1,25881.000000005897,25881.000000006807,7.645921938927812e-9,0.14071004226562506,9.094947017729282e-10,9.168131717078157e-10
15,Gen_VRES_Solar,1,25881.000000002325,25881.000000005795,7.51794690100098e-9,0.14071004226562506,3.470631781965494e-9,1.4230824217463585e-10
16,Gen_VRES_Solar,1,25881.000000000095,25881.0,7.029594156272194e-9,0.14774554437890633,9.458744898438454e-11,8.562297887532542e-10
17,Gen_VRES_Solar,1,25881.00000000002,25881.0,7.043569030413804e-9,0.14071004226562506,1.8189894035458565e-11,0.0
18,Gen_VRES_Solar,1,25881.000000001168,25881.0,7.0461285311723406e-9,0.14774554437890633,1.1677911970764399e-9,0.0
19,Gen_VRES_Solar,1,25881.00000001005,25881.000000001102,7.218664477305294e-9,0.15513282159785166,8.949427865445614e-9,1.7100408492896915e-10
20,Gen_VRES_Solar,1,25881.000000019834,25881.00000000001,8.60701447375831e-9,0.16288946267774426,1.9823346519842744e-8,1.7777652393605704e-10
21,Gen_VRES_Solar,1,25881.00000000213,25881.000000019656,1.1836028736850226e-8,0.17103393581163148,1.7527781892567873e-8,3.3599763023914783e-9
22,Gen_VRES_Solar,1,25881.000000000004,25881.000000002103,8.838183213716496e-9,0.17958563260221305,2.0991137716919184e-9,3.1523111003686717e-9
23,Gen_VRES_Solar,1,25881.000000000004,25881.0,8.461212539123185e-9,0.17103393581163148,3.637978807091713e-12,3.596419079226434e-10
24,Gen_VRES_Solar,1,25881.000000000222,25881.0,8.46183475695696e-9,0.16288946267774426,2.219167072325945e-10,0.0
25,Gen_VRES_Solar,1,25881.0,25881.00000000018,8.497982650157291e-9,0.17103393581163148,1.7826096154749393e-10,3.0488673855033786e-11
26,Gen_VRES_Solar,1,25881.000000012937,25881.0,8.467493976302257e-9,0.17958563260221305,1.2936652638018131e-8,3.2013107547785476e-11
27,Gen_VRES_Solar,1,25881.00000000026,25881.00000001282,1.0790730924055832e-8,0.18856491423232372,1.2561940820887685e-8,2.417446949965629e-9
28,Gen_VRES_Solar,1,25881.00000000012,25881.0,8.42198963057362e-9,0.1979931599439399,1.2005330063402653e-10,2.5383192974639103e-9
29,Gen_VRES_Solar,1,25881.247890665923,25881.000000000004,8.44575936292785e-9,0.18856491423232372,0.2478906659198401,6.859951617382602e-13
