Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Prod_H2_Green_e_in,Prod_H2_Green_q_elec_gc,Prod_H2_Green_h2_out,Prod_H2_Green_q_h2gc,Offtaker_Green_h2_in,Offtaker_Green_q_h2gc,Offtaker_Green_ep,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Prod_H2_Green_obj,Offtaker_Green_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,83.32940842374354,54.00518426466745,5.456754744987551,84.74785823681519,133.13317194980945,0.0,11781.999999995987,1828.8444635256462,0.0,0.0,12112.386,9385.136762065918,1498.4584382299192,2396.8641137141917,998.9722921532795,998.9722921531941,998.967483238399,419.5799168964496,749.2256124287992,1023.7389232460882,579.4311362600336,0.0,0.0,-1.0460785744536335e6,1.9143405102659017,0.0,0.0,-4.863487671753721e6,-20618.780051228598,2331.2267963856866,-1248.1526166831754,561.6376004524063,0.0
2,2,1,1,15.96931644253334,83.32940842386328,54.00518541920259,5.45699801577437,84.74785823689751,133.1331719498497,0.0,11781.999999995987,2067.582963525752,0.0,0.0,12351.1245,9384.552989561207,1498.4584382299195,2397.4478861089206,998.9722921532795,998.9722921531941,998.967483238364,419.58538043477535,749.225612428773,1023.7389232461139,579.4256727217211,0.0,0.0,-1.0460814406714545e6,2.1642394701193552,0.0,0.0,-4.95566250652739e6,-20616.584149176582,2334.9943749528175,-1247.6884401629504,561.1745772873401,0.0
3,3,1,1,15.96931644253334,83.32940842416764,54.00518834814418,5.45734042934609,84.7478582371068,133.13317194998558,0.0,11781.999999995987,2427.357963526016,0.0,0.0,12710.8995,9383.731305909729,1498.4584382299195,2398.269569605593,998.9722921532797,998.9722921531942,998.9674832382907,419.6093702308078,749.225612428718,1023.7389232461874,579.4016829257225,0.0,0.0,-1.0460854749917425e6,2.5408326911274344,0.0,0.0,-5.094299306502076e6,-20613.49351985797,2340.296574528489,-1245.6524304235354,559.1414934355707,0.0
4,4,1,1,15.96931644253334,83.3294084245147,54.00519166116116,5.457838041410582,84.74785823734406,133.1331719502485,0.0,11781.99999999599,2919.1284635263214,0.0,0.0,13202.67,9382.537195240679,1498.45843822992,2399.4636800496723,998.9722921532798,998.9722921531944,998.9674832382559,419.6679510219612,749.225612428692,1023.7389232462953,579.3431021346072,0.0,0.0,-1.0460913378611755e6,3.055591586395167,0.0,0.0,-5.283276200364788e6,-20609.002468253762,2348.0039344784745,-1240.6845243393618,554.1768967178941,0.0
5,5,1,1,15.96931644253334,83.3294084244628,54.00519112862863,5.458416393161424,84.74785823730713,133.13317195032312,0.0,11781.99999999599,3508.769463526272,0.0,0.0,13792.311,9381.14933500913,1498.45843822992,2400.851540019752,998.9722921532798,998.9722921531944,998.9674832383129,419.6919951479981,749.2256124287346,1023.7389232463037,579.319058008564,0.0,0.0,-1.0460981520008924e6,3.67279724648688,0.0,0.0,-5.509065580162888e6,-20603.783321746516,2356.9677180553554,-1238.647368210717,552.1392084343533,0.0
6,6,1,1,15.96931644253334,83.3294084242991,54.00518952040735,5.459132320383735,84.74785823719272,133.13317195036433,0.0,11781.999999995987,4245.576963526122,0.0,0.0,14529.1185,9379.431337406651,1498.45843822992,2402.569537298561,998.9722921532798,998.9722921531942,998.9674832384051,419.71270318573187,749.2256124288037,1023.7389232462897,579.2983499708115,0.0,0.0,-1.046106587053497e6,4.444049682351761,0.0,0.0,-5.789987294984657e6,-20597.32355992835,2368.0669339382002,-1236.8940130075498,550.3842464787595,0.0
7,7,1,1,15.96931644253334,83.32940842474831,54.0051938391576,5.459693043746428,84.74785823750165,133.13317195054864,0.0,11781.99999999599,4907.543463526518,0.0,0.0,15191.085,9378.085779696821,1498.45843822992,2403.9150947548865,998.9722921532799,998.9722921531945,998.9674832382892,419.74295398606097,749.2256124287168,1023.7389232463943,579.2680991705328,0.0,0.0,-1.0461131935014488e6,5.136959663708694,0.0,0.0,-6.041217044273402e6,-20592.264879062233,2376.756127545159,-1234.3260081827611,547.8205559304624,0.0
8,8,1,1,15.96931644253334,83.32940842551923,54.00520126742824,5.460114555028971,84.74785823803278,133.1331719508192,0.0,11781.99999999599,5361.912963527197,0.0,0.0,15645.4545,9377.074286701487,1498.4584382299201,2404.9265875596575,998.9722921532803,998.9722921531948,998.9674832380704,419.78241288161706,749.2256124285527,1023.7389232465642,579.2286402750623,0.0,0.0,-1.0461181597564628e6,5.612565743504092,0.0,0.0,-6.213025473827159e6,-20588.462526028612,2383.284851453558,-1230.9745306668192,544.4764990735566,0.0
9,9,1,1,15.96931644253334,83.32940842574766,54.0052034740977,5.460172987814939,84.74785823819067,133.13317195090727,0.0,11781.99999999599,5527.487463527399,0.0,0.0,15811.029,9376.934066601585,1498.4584382299206,2405.0668076331417,998.9722921532803,998.9722921531949,998.9674832380086,419.7961501364231,749.2256124285063,1023.7389232466163,579.2149030202817,0.0,0.0,-1.0461188482142384e6,5.785879074537661,0.0,0.0,-6.275505009279109e6,-20587.93544468785,2384.1887996546284,-1229.8081233503472,543.3122961516201,0.0
10,10,1,1,15.96931644253334,83.329408425481,54.005200900753614,5.460089189392696,84.74785823800579,133.13317195080518,0.0,11781.99999999599,5344.479963527162,0.0,0.0,15628.021499999999,9377.135156157316,1498.4584382299206,2404.865718115296,998.9722921532801,998.9722921531948,998.9674832380806,419.78011761891145,749.2256124285605,1023.7389232465558,579.2309355377636,0.0,0.0,-1.0461178608980859e6,5.594318009156268,0.0,0.0,-6.206443143538723e6,-20588.69133375404,2382.8918626328377,-1231.1694155624573,544.6710176706838,0.0
11,11,1,1,15.96931644253334,83.3294074668367,54.00519161396728,5.449994591452227,84.74785823734263,133.13317194724536,190.32887398450993,11781.999999995987,4752.587589891722,0.0,0.0,15226.458,9401.358282818508,1498.45843822992,2570.971470072019,998.9722921532799,998.9722921531945,998.967483236927,418.79959172536036,749.2256124276953,1023.738923245619,580.2114614312796,0.0,-16897.283626772216,-1.0459989150504038e6,4.9793125235592015,0.0,0.0,-6.054610998009119e6,-20679.84664403957,3263.8990012969443,-1314.2761597535282,627.7684903970221,0.0
12,12,1,1,15.96931644253334,83.32940795779594,54.003806559633475,5.141631303576079,84.74785813816689,133.13317190764224,1788.9982439860971,11781.999999995975,2599.66972023559,0.0,0.0,14672.2095,10141.332340797622,1498.4584382298215,3429.666921327776,998.9722921532141,998.9722921531287,998.9674832824527,414.60117102184864,749.2256124618395,1023.7389232164843,584.4098821187212,0.0,-158274.5338822196,-1.042365784577129e6,2.7224121326289605,0.0,0.0,-5.844386054417388e6,-23558.676172935746,6887.585663823891,-1671.466959721598,983.5756356025522,0.0
13,13,1,1,15.96931644253334,83.3294082164476,54.00565335941861,5.665070665793554,84.74785827020676,133.1331719411223,4567.68592798738,7617.828829995979,3437.554206384242,0.0,0.0,14124.610499999999,8885.24444773855,1498.4584382299527,3300.271091711696,998.9722921533017,998.9722921532162,998.9674832131159,414.59302944630593,749.225612409837,1023.7389232510135,584.4180237156343,0.0,-406498.82885898295,-677944.706939605,3.598967885482125,0.0,0.0,-5.635929038526289e6,-18780.014574079614,7947.927164967143,-1670.312015663876,984.265659757104,0.0
14,14,1,1,15.96931644253334,83.32941493486702,54.08055559592025,6.027853995272558,84.74786296374023,133.13317370588607,5062.504766987902,6035.24702599599,4233.948178362101,0.0,0.0,13833.241500000002,8014.679872149381,1498.4584382348562,3083.072538287049,998.9722921565706,998.9722921564852,998.9674798748632,414.6981212955867,749.2256099061473,1023.7389249729247,584.3129326717724,0.0,-452371.5999238516,-539293.1915617487,4.404311866208445,0.0,0.0,-5.524706616155625e6,-15776.705270068502,7761.149451414967,-1586.5800608919672,975.3602730513376,0.0
15,15,1,1,15.96931644253334,83.32940821241343,54.005561924417485,4.742912344349636,84.74785826369055,133.13317193886246,6014.12325598752,9238.042341995948,165.8803664319602,0.0,0.0,13919.587500000001,11098.13108483357,1498.458438229946,4154.035711509723,998.9722921532974,998.972292153212,998.9674832163003,414.4218539273946,749.2256124122251,1023.7389232491622,584.5891992334892,0.0,-529677.7912692165,-813615.8264612172,0.17367010849920916,0.0,0.0,-5.557689115851399e6,-27551.719532830844,8953.976810630615,-1684.9101159975107,998.7724168755522,0.0
16,16,1,1,15.96931644253334,83.32940823875118,54.00561399479008,4.573535359081721,84.74785826740276,133.13317193952054,7536.676604988384,8301.09057399593,131.0367854647445,0.0,0.0,14470.3455,11504.581992804435,1498.45843822995,4333.186461104612,998.9722921532998,998.9722921532144,998.967483214209,414.3371661347913,749.2256124106568,1023.7389232500749,584.6738870266933,0.0,-662496.0585234007,-729690.2965264667,0.13718682174294372,0.0,0.0,-5.767628798863011e6,-29340.3556852084,9069.679071896215,-1692.0352073105605,1005.9495274241199,0.0
