AgentID,Type,EP_total,H2_in_total,H2_GC_total,GC_share,GC_mandate,GC_slack
Offtaker_Green,GreenOfftaker,2.142123251589627e6,2.856164335452837e6,1.2001438790533412e6,0.4201942668901304,0.42,0.00019426689013041232
Offtaker_Grey,GreyOfftaker,2.9641450206830963e6,3.952193360910795e6,1.655983373447512e6,0.4190036322175,0.42,-0.0009963677825000072
Offtaker_Import,EPImporter,0.0,-0.0,-0.0,0.0,0.42,-0.42
