case,RN,0.2,0.4,0.6,0.8
SP,15.7514,15.8154,15.6513,15.5037,15.3265
ME,15.7514,16.044,16.3881,16.6263,16.7693
G-SP,15.7514,15.9914,16.192,16.4041,16.5737
GH2-SP,15.7514,16.068,16.3716,16.5234,16.709
