period,time_step,SOLAR,LOAD_E,WIND
90,1,0.0,0.54441,0.562011
90,2,0.0,0.556826,0.48517
90,3,0.0,0.570296,0.403797
90,4,0.0,0.594741,0.415673
90,5,0.0,0.623731,0.440118
90,6,0.0,0.654322,0.491846
90,7,0.0,0.681195,0.409706
90,8,0.0,0.7038,0.380729
90,9,0.02059,0.710626,0.337261
90,10,0.163251,0.696098,0.278468
90,11,0.34121,0.667549,0.247557
90,12,0.477988,0.639829,0.165438
90,13,0.613295,0.619216,0.172011
90,14,0.814785,0.608595,0.28775
90,15,0.926561,0.615123,0.113648
90,16,0.883909,0.642324,0.3478
90,17,0.610353,0.687126,0.364016
90,18,0.600058,0.738385,0.264924
90,19,0.277968,0.787935,0.113648
90,20,0.069124,0.813563,0.055015
90,21,0.017649,0.80039,0.038366
90,22,0.0,0.757509,0.042158
90,23,0.0,0.704311,0.046191
90,24,0.0,0.648297,0.028367
219,1,0.0,0.515989,0.001816
219,2,0.0,0.52774,0.00234
219,3,0.0,0.540523,0.004209
219,4,0.0,0.56367,0.006127
219,5,0.0,0.591128,0.017969
219,6,0.0,0.620106,0.02365
219,7,0.0,0.64619,0.039603
219,8,0.026473,0.659941,0.047591
219,9,0.177958,0.656031,0.027378
219,10,0.394156,0.639286,0.00198
219,11,0.619178,0.622783,0.005108
219,12,0.813314,0.601697,0.009013
219,13,0.936856,0.582313,0.012685
219,14,0.932443,0.572325,0.016532
219,15,0.976565,0.578464,0.005774
219,16,1.0,0.604044,0.002155
219,17,1.0,0.646175,1.6e-5
219,18,0.873614,0.69438,0.0
219,19,0.710363,0.732915,0.0
219,20,0.476517,0.747146,0.0
219,21,0.260319,0.730766,0.001816
219,22,0.079419,0.68894,0.053472
219,23,0.001471,0.63503,0.031478
219,24,0.0,0.584574,0.044819
251,1,0.0,0.512567,0.526149
251,2,0.0,0.525853,0.533196
251,3,0.0,0.539081,0.756942
251,4,0.0,0.561109,0.889131
251,5,0.0,0.585587,1.0
251,6,0.0,0.613126,1.0
251,7,0.0,0.637688,1.0
251,8,0.0,0.65244,1.0
251,9,0.010295,0.660735,1.0
251,10,0.014707,0.652855,1.0
251,11,0.02059,0.637272,1.0
251,12,0.058829,0.612635,1.0
251,13,0.066183,0.594676,1.0
251,14,0.072066,0.583894,1.0
251,15,0.098539,0.590156,1.0
251,16,0.136778,0.615025,1.0
251,17,0.154427,0.659236,1.0
251,18,0.1206,0.709828,1.0
251,19,0.107363,0.74922,0.730437
251,20,0.02059,0.764528,1.0
251,21,0.004412,0.749997,1.0
251,22,0.0,0.705669,1.0
251,23,0.0,0.653033,0.696069
251,24,0.0,0.60054,0.696069
258,1,0.0,0.536808,0.083877
258,2,0.0,0.547949,0.090218
258,3,0.0,0.56287,0.068435
258,4,0.0,0.586364,0.099159
258,5,0.0,0.614887,0.175362
258,6,0.0,0.645608,0.033674
258,7,0.0,0.673377,0.047591
258,8,0.0,0.69235,0.083877
258,9,0.01912,0.697089,0.059819
258,10,0.16178,0.682343,0.040867
258,11,0.291205,0.657116,0.033674
258,12,0.416217,0.6281,0.031478
258,13,0.529463,0.602508,0.027378
258,14,0.629473,0.587492,0.003422
258,15,0.6633,0.600891,0.009487
258,16,0.426512,0.622522,0.047591
258,17,0.485341,0.662639,0.118774
258,18,0.479458,0.713491,0.101483
258,19,0.372095,0.756084,0.085956
258,20,0.20149,0.778404,0.081831
258,21,0.036768,0.771799,0.075894
258,22,0.0,0.733964,0.075894
258,23,0.0,0.679777,0.124053
258,24,0.0,0.624517,0.149743
279,1,0.0,0.542974,0.364016
279,2,0.0,0.551584,0.369531
279,3,0.0,0.567695,0.403797
279,4,0.0,0.589135,0.540305
279,5,0.0,0.62198,0.433919
279,6,0.0,0.653071,0.433919
279,7,0.0,0.677293,0.465503
279,8,0.0,0.692401,0.950196
279,9,0.0,0.70515,0.889131
279,10,0.057359,0.695499,1.0
279,11,0.130895,0.676279,0.739202
279,12,0.314736,0.645872,0.83074
279,13,0.477988,0.620825,1.0
279,14,0.535346,0.608986,1.0
279,15,0.527992,0.614916,0.465503
279,16,0.535346,0.638338,0.840289
279,17,0.432395,0.68219,0.83074
279,18,0.300029,0.735248,0.533196
279,19,0.198549,0.7791,0.607152
279,20,0.051476,0.803553,0.337261
279,21,0.0,0.787457,0.235043
279,22,0.0,0.745969,0.162215
279,23,0.0,0.690899,0.251825
279,24,0.0,0.631094,0.264924
297,1,0.0,0.545047,0.103843
297,2,0.0,0.555296,0.108672
297,3,0.0,0.569293,0.222957
297,4,0.0,0.589639,0.203748
297,5,0.0,0.615369,0.185675
297,6,0.0,0.643039,0.159035
297,7,0.0,0.667486,0.239166
297,8,0.0,0.684972,0.292467
297,9,0.0,0.690254,0.278468
297,10,0.004412,0.684058,0.196384
297,11,0.04118,0.665093,0.162215
297,12,0.119129,0.63876,0.358556
297,13,0.052946,0.619413,0.264924
297,14,0.061771,0.605766,0.386411
297,15,0.139719,0.611041,0.48517
297,16,0.229434,0.638062,0.662797
297,17,0.045593,0.682566,0.498584
297,18,0.033827,0.733485,0.591846
297,19,0.01912,0.77419,0.802529
297,20,0.001471,0.789223,0.784081
297,21,0.0,0.771921,0.950196
297,22,0.0,0.727739,1.0
297,23,0.0,0.670793,1.0
297,24,0.0,0.616263,0.909186
305,1,0.0,0.555641,0.230967
305,2,0.0,0.566088,0.211293
305,3,0.0,0.585421,0.239166
305,4,0.0,0.608112,0.243338
305,5,0.0,0.637093,0.219023
305,6,0.0,0.666392,0.182193
305,7,0.0,0.694409,0.132259
305,8,0.0,0.711944,0.090218
305,9,0.0,0.722276,0.094618
305,10,0.004412,0.719189,0.108672
305,11,0.082361,0.698675,0.155896
305,12,0.219139,0.667341,0.090218
305,13,0.236788,0.642746,0.063173
305,14,0.151485,0.629896,0.172011
305,15,0.236788,0.631116,0.292467
305,16,0.252966,0.656455,0.126749
305,17,0.219139,0.703617,0.053472
305,18,0.173546,0.760537,0.068435
305,19,0.058829,0.813654,0.064896
305,20,0.0,0.833425,0.111141
305,21,0.0,0.816708,0.159035
305,22,0.0,0.770696,0.185675
305,23,0.0,0.707687,0.321856
305,24,0.0,0.648917,0.533196
334,1,0.0,0.615377,0.006127
334,2,0.0,0.631955,0.006877
334,3,0.0,0.653217,0.002155
334,4,0.0,0.679074,0.016532
334,5,0.0,0.708161,0.022774
334,6,0.0,0.739432,0.061481
334,7,0.0,0.768379,0.047591
334,8,0.0,0.79067,0.056586
334,9,0.0,0.799738,0.056586
334,10,0.0,0.789786,0.059819
334,11,0.008824,0.768139,0.055015
334,12,0.089715,0.734292,0.050475
334,13,0.155897,0.706843,0.027378
334,14,0.239729,0.69037,0.02365
334,15,0.204432,0.702799,0.01328
334,16,0.179429,0.733221,0.006127
334,17,0.132366,0.787169,0.001127
334,18,0.076478,0.851923,0.00274
334,19,0.005883,0.901588,0.008554
334,20,0.0,0.925584,0.017969
334,21,0.0,0.90926,0.001514
334,22,0.0,0.857965,0.000909
334,23,0.0,0.798413,0.000492
334,24,0.0,0.739843,0.000722
